 vdd                      v(fp)                    v(fn)                    v(xdrv.corep)            v(xdrv.coren)            v(xdrv.xpga.xamp.cmctl)  i(vdd)                  
 1.80000000000000004e+00  9.04798787681513561e-01  9.04798787682623229e-01  9.04798787681513561e-01  9.04798787682623229e-01  6.53350508574234712e-01 -1.00355377800530831e-03 
