frequency_hz,dm_tian_real,dm_tian_imag,dm_old_real,dm_old_imag,input_cm_tian_real,input_cm_tian_imag,input_cm_old_real,input_cm_old_imag,stage1_cm_tian_real,stage1_cm_tian_imag,stage1_cm_old_real,stage1_cm_old_imag,output_cm_tian_real,output_cm_tian_imag,output_cm_old_real,output_cm_old_imag
1.000000000000000000e+00,5.309558136382186149e+02,-3.703932067980739151e-02,5.309558136436668292e+02,-3.699611198724282735e-02,-8.601185641236915036e-03,-6.106920210739310607e-10,-8.601185641237539536e-03,4.303016380468528643e-09,-1.599398871660544899e+02,-4.932131337703247499e-03,-1.599398871757180700e+02,-4.788988781390572137e-03,4.117138395872118650e+01,-2.185244218444204760e-04,4.117138395872856904e+01,-2.174668909381989297e-04
1.019373485938873003e+00,5.309558135371024719e+02,-3.775690143099055124e-02,5.309558135428015930e+02,-3.771285563545544173e-02,-8.601185641236915036e-03,-6.225232543570616271e-10,-8.601185641237574231e-03,4.386380807810393356e-09,-1.599398871600892278e+02,-5.027683914634957854e-03,-1.599398871701457949e+02,-4.881768188039334842e-03,4.117138395867669232e+01,-2.227580016580887163e-04,4.117138395868449408e+01,-2.216799826917287882e-04
1.039122303835168903e+00,5.309558134321961234e+02,-3.848838422236420392e-02,5.309558134381082937e+02,-3.844348510625061888e-02,-8.601185641236915036e-03,-6.345836998721685787e-10,-8.601185641237626273e-03,4.471360294712854927e-09,-1.599398871539289644e+02,-5.125087678063600452e-03,-1.599398871643695941e+02,-4.976345055209087376e-03,4.117138395863025835e+01,-2.270736006707320658e-04,4.117138395863852196e+01,-2.259746967190892836e-04
1.059253725177289107e+00,5.309558133230938211e+02,-3.923403838484770811e-02,5.309558133292756565e+02,-3.918826941636982530e-02,-8.601185641236915036e-03,-6.468777982584364283e-10,-8.601185641237527393e-03,4.557986130510348333e-09,-1.599398871475028443e+02,-5.224378491920161731e-03,-1.599398871583636890e+02,-5.072754205974333575e-03,4.117138395858223276e+01,-2.314728078801525147e-04,4.117138395859095112e+01,-2.303526143282579074e-04
1.079775162327710092e+00,5.309558132096979080e+02,-3.999413846728201022e-02,5.309558132161437243e+02,-3.994748279436666910e-02,-8.601185641236915036e-03,-6.594100761873368337e-10,-8.601185641237584639e-03,4.646290210719209135e-09,-1.599398871408461957e+02,-5.325592914951773720e-03,-1.599398871521138972e+02,-5.171031138054521352e-03,4.117138395853429955e+01,-2.359572430685935368e-04,4.117138395854152577e+01,-2.348153474626538443e-04
1.100694171252210030e+00,5.309558130919044743e+02,-4.076896433747562165e-02,5.309558130986246169e+02,-4.072140478156866666e-02,-8.601185641236915036e-03,-6.721851480261715274e-10,-8.601185641237714744e-03,4.736305048784654782e-09,-1.599398871339043069e+02,-5.428768214170008599e-03,-1.599398871456217535e+02,-5.271212036884729592e-03,4.117138395848225940e+01,-2.405285573990603102e-04,4.117138395848996879e+01,-2.393645392946594063e-04
1.122018454301964008e+00,5.309558129694460149e+02,-4.155880128522593253e-02,5.309558129764511705e+02,-4.151032033496476065e-02,-8.601185641236915036e-03,-6.852077175396876821e-10,-8.601185641237775459e-03,4.828063788049579358e-09,-1.599398871267061395e+02,-5.533942378583995778e-03,-1.599398871388890484e+02,-5.373333788938104184e-03,4.117138395842878396e+01,-2.451884340234200934e-04,4.117138395843701204e+01,-2.440018648306453675e-04
1.143755863049539023e+00,5.309558128422366963e+02,-4.236394012741569182e-02,5.309558128495381197e+02,-4.231451993218176416e-02,-8.601185641236915036e-03,-6.984825796206454240e-10,-8.601185641237733825e-03,4.921600213959328899e-09,-1.599398871192129263e+02,-5.641154133177703894e-03,-1.599398871318774695e+02,-5.477433995304595987e-03,4.117138395837261555e+01,-2.499385887020133036e-04,4.117138395838138365e+01,-2.487290315276717459e-04
1.165914401179831916e+00,5.309558127104664891e+02,-4.318467731510978319e-02,5.309558127177615461e+02,-4.313429967840474305e-02,-8.601185641236915036e-03,-7.120146220550339784e-10,-8.601185641237721682e-03,5.016948766501674757e-09,-1.599398871114472627e+02,-5.750442953177330174e-03,-1.599398871245880400e+02,-5.583550985540974843e-03,4.117138395831387498e+01,-2.547807704354554197e-04,4.117138395832320441e+01,-2.535477799222094603e-04
1.188502227437018943e+00,5.309558125729984113e+02,-4.402131504244750915e-02,5.309558125806132693e+02,-4.396996141534588454e-02,-8.601185641236915036e-03,-7.258088273239263322e-10,-8.601185641237766785e-03,5.114144552885275547e-09,-1.599398871033695286e+02,-5.861849078577416848e-03,-1.599398871170263305e+02,-5.691723831781549982e-03,4.117138395825325858e+01,-2.597167621086081597e-04,4.117138395826317776e+01,-2.584598842709962701e-04
