 time            d6              h6              c6              p6             
 0.00000000e+00 -3.60677129e-01 -4.77395901e-15  9.89470786e-01  1.41187081e-03 
 5.00000000e-11 -3.60677129e-01 -4.88498131e-15  9.89470786e-01  1.41187081e-03 
 1.00000000e-10 -3.60677129e-01 -4.88498131e-15  9.89470786e-01  1.41187081e-03 
 2.00000000e-10 -3.60677129e-01 -4.99600361e-15  9.89470786e-01  1.41187081e-03 
 4.00000000e-10 -3.60677129e-01 -5.44009282e-15  9.89470786e-01  1.41187081e-03 
 8.00000000e-10 -3.60677129e-01 -5.77315973e-15  9.89470786e-01  1.41187081e-03 
 1.60000000e-09 -3.60677129e-01 -5.55111512e-15  9.89470786e-01  1.41187081e-03 
 3.20000000e-09 -3.60677129e-01 -5.55111512e-15  9.89470786e-01  1.41187081e-03 
 6.40000000e-09 -3.60677129e-01 -5.55111512e-15  9.89470786e-01  1.41187081e-03 
 1.14000000e-08 -3.60677129e-01 -5.32907052e-15  9.89470786e-01  1.41187081e-03 
 1.64000000e-08 -3.60677129e-01 -4.88498131e-15  9.89470786e-01  1.41187081e-03 
 2.14000000e-08 -3.60677129e-01 -4.32986980e-15  9.89470786e-01  1.41187081e-03 
 2.64000000e-08 -3.60677129e-01 -3.88578059e-15  9.89470786e-01  1.41187081e-03 
 3.14000000e-08 -3.60677129e-01 -3.66373598e-15  9.89470786e-01  1.41187081e-03 
 3.64000000e-08 -3.60677129e-01 -3.33066907e-15  9.89470786e-01  1.41187081e-03 
 4.14000000e-08 -3.60677129e-01 -2.99760217e-15  9.89470786e-01  1.41187081e-03 
 4.64000000e-08 -3.60677129e-01 -2.77555756e-15  9.89470786e-01  1.41187081e-03 
 5.14000000e-08 -3.60677129e-01 -2.33146835e-15  9.89470786e-01  1.41187081e-03 
 5.64000000e-08 -3.60677129e-01 -1.55431223e-15  9.89470786e-01  1.41187081e-03 
 6.14000000e-08 -3.60677129e-01 -7.77156117e-16  9.89470786e-01  1.41187081e-03 
 6.64000000e-08 -3.60677129e-01 -3.33066907e-16  9.89470786e-01  1.41187081e-03 
 7.14000000e-08 -3.60677129e-01 -1.11022302e-16  9.89470786e-01  1.41187081e-03 
 7.64000000e-08 -3.60677129e-01  1.11022302e-16  9.89470786e-01  1.41187081e-03 
 8.14000000e-08 -3.60677129e-01  3.33066907e-16  9.89470786e-01  1.41187081e-03 
 8.64000000e-08 -3.60677129e-01  6.66133815e-16  9.89470786e-01  1.41187081e-03 
 9.14000000e-08 -3.60677129e-01  9.99200722e-16  9.89470786e-01  1.41187081e-03 
 9.64000000e-08 -3.60677129e-01  1.44328993e-15  9.89470786e-01  1.41187081e-03 
 1.01400000e-07 -3.60677129e-01  1.88737914e-15  9.89470786e-01  1.41187081e-03 
 1.06400000e-07 -3.60677129e-01  2.44249065e-15  9.89470786e-01  1.41187081e-03 
 1.11400000e-07 -3.60677129e-01  3.33066907e-15  9.89470786e-01  1.41187081e-03 
 1.16400000e-07 -3.60677129e-01  3.99680289e-15  9.89470786e-01  1.41187081e-03 
 1.21400000e-07 -3.60677129e-01  4.32986980e-15  9.89470786e-01  1.41187081e-03 
 1.26400000e-07 -3.60677129e-01  4.66293670e-15  9.89470786e-01  1.41187081e-03 
 1.31400000e-07 -3.60677129e-01  5.32907052e-15  9.89470786e-01  1.41187081e-03 
 1.36400000e-07 -3.60677129e-01  5.99520433e-15  9.89470786e-01  1.41187081e-03 
 1.41400000e-07 -3.60677129e-01  6.32827124e-15  9.89470786e-01  1.41187081e-03 
 1.46400000e-07 -3.60677129e-01  6.66133815e-15  9.89470786e-01  1.41187081e-03 
 1.51400000e-07 -3.60677129e-01  7.10542736e-15  9.89470786e-01  1.41187081e-03 
 1.56400000e-07 -3.60677129e-01  7.88258347e-15  9.89470786e-01  1.41187081e-03 
 1.61400000e-07 -3.60677129e-01  8.21565038e-15  9.89470786e-01  1.41187081e-03 
 1.66400000e-07 -3.60677129e-01  7.88258347e-15  9.89470786e-01  1.41187081e-03 
 1.71400000e-07 -3.60677129e-01  8.32667268e-15  9.89470786e-01  1.41187081e-03 
 1.76400000e-07 -3.60677129e-01  9.21485110e-15  9.89470786e-01  1.41187081e-03 
 1.81400000e-07 -3.60677129e-01  9.88098492e-15  9.89470786e-01  1.41187081e-03 
 1.86400000e-07 -3.60677129e-01  1.04360964e-14  9.89470786e-01  1.41187081e-03 
