device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786466e-06,0.0001727560309578963,1.03621407889318e-06,0.6579489440915688,0.6579489440915688,0.09235519778443227
M1,1.971264575541775e-05,0.0003958451087861498,4.925872713938812e-06,0.7203822236531097,0.4102996336312789,0.07680104992358705
M2,1.971725524937753e-05,0.0003959038575628271,4.945510847685613e-06,0.7204223154410785,0.408017911740799,0.07681806031326913
M3A,-9.856322191535592e-06,0.0001554618728155534,1.010410720253559e-06,-1.0101226818098,-1.0101226818098,-0.08827515906934826
M3B,-9.856322191535592e-06,0.0001554618728155534,1.010410720253559e-06,-1.0101226818098,-1.0101226818098,-0.08827515906934826
M4A,-9.858626933273907e-06,0.0001554951189418552,1.009767397608838e-06,-1.0101226818098,-1.01240440370028,-0.08827875231644843
M4B,-9.858626933273907e-06,0.0001554951189418552,1.009767397608838e-06,-1.0101226818098,-1.01240440370028,-0.08827875231644843
M5,3.942989981069717e-05,0.0006678132863649592,6.177711417807985e-06,0.6579489440915688,0.3795776845589216,0.09854190587675707
M6,8.115634825640422e-05,0.0008290008838435828,7.494297422099062e-06,0.7875955962997206,1.099959908212031,0.1557767034780037
M7A,-4.607797658049918e-05,0.0004813543103228657,2.340514953165032e-06,-1.16724668807448,-0.7000400917879688,-0.1649512273147674
M7B,-4.607797658049918e-05,0.0004813543103228657,2.340514953165032e-06,-1.16724668807448,-0.7000400917879688,-0.1649512273147674
