 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  8.53774050e-06  2.74664120e-07 
 1.02329299e+00  8.45337398e-06  2.71950000e-07 
 1.04712855e+00  8.36984848e-06  2.69262935e-07 
 1.07151931e+00  8.28715553e-06  2.66602655e-07 
 1.09647820e+00  8.20528675e-06  2.63968888e-07 
 1.12201845e+00  8.12423385e-06  2.61361369e-07 
 1.14815362e+00  8.04398862e-06  2.58779832e-07 
 1.17489755e+00  7.96454293e-06  2.56224018e-07 
 1.20226443e+00  7.88588874e-06  2.53693667e-07 
 1.23026877e+00  7.80801808e-06  2.51188522e-07 
 1.25892541e+00  7.73092309e-06  2.48708331e-07 
 1.28824955e+00  7.65459596e-06  2.46252842e-07 
 1.31825674e+00  7.57902896e-06  2.43821807e-07 
 1.34896288e+00  7.50421446e-06  2.41414981e-07 
 1.38038426e+00  7.43014489e-06  2.39032120e-07 
 1.41253754e+00  7.35681278e-06  2.36672982e-07 
 1.44543977e+00  7.28421069e-06  2.34337331e-07 
 1.47910839e+00  7.21233131e-06  2.32024929e-07 
 1.51356125e+00  7.14116737e-06  2.29735543e-07 
 1.54881662e+00  7.07071168e-06  2.27468942e-07 
 1.58489319e+00  7.00095713e-06  2.25224898e-07 
 1.62181010e+00  6.93189668e-06  2.23003182e-07 
 1.65958691e+00  6.86352336e-06  2.20803572e-07 
 1.69824365e+00  6.79583026e-06  2.18625846e-07 
 1.73780083e+00  6.72881057e-06  2.16469783e-07 
 1.77827941e+00  6.66245752e-06  2.14335167e-07 
 1.81970086e+00  6.59676443e-06  2.12221781e-07 
 1.86208714e+00  6.53172466e-06  2.10129414e-07 
 1.90546072e+00  6.46733166e-06  2.08057853e-07 
 1.94984460e+00  6.40357895e-06  2.06006891e-07 
 1.99526231e+00  6.34046011e-06  2.03976321e-07 
 2.04173794e+00  6.27796876e-06  2.01965938e-07 
 2.08929613e+00  6.21609863e-06  1.99975539e-07 
 2.13796209e+00  6.15484348e-06  1.98004925e-07 
 2.18776162e+00  6.09419715e-06  1.96053897e-07 
 2.23872114e+00  6.03415353e-06  1.94122259e-07 
 2.29086765e+00  5.97470659e-06  1.92209816e-07 
 2.34422882e+00  5.91585034e-06  1.90316376e-07 
 2.39883292e+00  5.85757885e-06  1.88441748e-07 
 2.45470892e+00  5.79988629e-06  1.86585744e-07 
 2.51188643e+00  5.74276684e-06  1.84748178e-07 
 2.57039578e+00  5.68621476e-06  1.82928864e-07 
 2.63026799e+00  5.63022437e-06  1.81127621e-07 
 2.69153480e+00  5.57479004e-06  1.79344266e-07 
 2.75422870e+00  5.51990622e-06  1.77578621e-07 
 2.81838293e+00  5.46556737e-06  1.75830509e-07 
 2.88403150e+00  5.41176806e-06  1.74099753e-07 
 2.95120923e+00  5.35850288e-06  1.72386181e-07 
 3.01995172e+00  5.30576648e-06  1.70689620e-07 
 3.09029543e+00  5.25355357e-06  1.69009900e-07 
 3.16227766e+00  5.20185892e-06  1.67346853e-07 
 3.23593657e+00  5.15067734e-06  1.65700311e-07 
 3.31131121e+00  5.10000369e-06  1.64070110e-07 
 3.38844156e+00  5.04983290e-06  1.62456087e-07 
 3.46736850e+00  5.00015994e-06  1.60858078e-07 
 3.54813389e+00  4.95097982e-06  1.59275925e-07 
 3.63078055e+00  4.90228763e-06  1.57709469e-07 
 3.71535229e+00  4.85407848e-06  1.56158552e-07 
 3.80189396e+00  4.80634755e-06  1.54623020e-07 
 3.89045145e+00  4.75909006e-06  1.53102719e-07 
 3.98107171e+00  4.71230127e-06  1.51597496e-07 
 4.07380278e+00  4.66597650e-06  1.50107201e-07 
 4.16869383e+00  4.62011112e-06  1.48631685e-07 
 4.26579519e+00  4.57470054e-06  1.47170800e-07 
 4.36515832e+00  4.52974021e-06  1.45724400e-07 
 4.46683592e+00  4.48522564e-06  1.44292340e-07 
 4.57088190e+00  4.44115237e-06  1.42874477e-07 
 4.67735141e+00  4.39751601e-06  1.41470670e-07 
 4.78630092e+00  4.35431218e-06  1.40080777e-07 
 4.89778819e+00  4.31153658e-06  1.38704661e-07 
 5.01187234e+00  4.26918493e-06  1.37342183e-07 
 5.12861384e+00  4.22725299e-06  1.35993208e-07 
 5.24807460e+00  4.18573658e-06  1.34657601e-07 
 5.37031796e+00  4.14463156e-06  1.33335228e-07 
 5.49540874e+00  4.10393381e-06  1.32025958e-07 
 5.62341325e+00  4.06363929e-06  1.30729660e-07 
 5.75439937e+00  4.02374396e-06  1.29446204e-07 
 5.88843655e+00  3.98424385e-06  1.28175462e-07 
 6.02559586e+00  3.94513501e-06  1.26917307e-07 
 6.16595002e+00  3.90641355e-06  1.25671615e-07 
 6.30957344e+00  3.86807560e-06  1.24438261e-07 
 6.45654229e+00  3.83011734e-06  1.23217122e-07 
 6.60693448e+00  3.79253499e-06  1.22008075e-07 
 6.76082975e+00  3.75532480e-06  1.20811002e-07 
 6.91830971e+00  3.71848307e-06  1.19625782e-07 
 7.07945784e+00  3.68200612e-06  1.18452297e-07 
 7.24435960e+00  3.64589033e-06  1.17290431e-07 
 7.41310241e+00  3.61013209e-06  1.16140067e-07 
 7.58577575e+00  3.57472784e-06  1.15001092e-07 
 7.76247117e+00  3.53967406e-06  1.13873391e-07 
 7.94328235e+00  3.50496727e-06  1.12756853e-07 
 8.12830516e+00  3.47060400e-06  1.11651367e-07 
 8.31763771e+00  3.43658084e-06  1.10556822e-07 
 8.51138038e+00  3.40289440e-06  1.09473109e-07 
 8.70963590e+00  3.36954134e-06  1.08400122e-07 
 8.91250938e+00  3.33651834e-06  1.07337752e-07 
 9.12010839e+00  3.30382211e-06  1.06285895e-07 
 9.33254301e+00  3.27144941e-06  1.05244447e-07 
 9.54992586e+00  3.23939701e-06  1.04213302e-07 
 9.77237221e+00  3.20766174e-06  1.03192360e-07 
 1.00000000e+01  3.17624044e-06  1.02181518e-07 
 1.02329299e+01  3.14512998e-06  1.01180676e-07 
 1.04712855e+01  3.11432729e-06  1.00189736e-07 
