 vss             v(VOUT)         v(XOTA.VX)      v(XOTA.VBN)     v(VBP)          v(XOTA.TAIL)    v(XOTA.NMIR)    m1_id           m1_vdsat        m2_id           m2_vdsat        m3_id           m3_vdsat        m4_id           m4_vdsat        m5_id           m5_vdsat        m6_id           m6_vdsat        m7_id           m7_vdsat        m8_id           m8_vdsat        m9_id           m9_vdsat        m10_id          m10_vdsat	manifest_sha256
 0.00000000e+00  9.00323097e-01  7.92064797e-01  6.57987201e-01  6.32753936e-01  2.47907245e-01  7.37412957e-01  1.92228219e-05  7.83101350e-02  1.92025346e-05  7.81456660e-02  1.92227948e-05  8.40606337e-02  1.92025238e-05  8.40606192e-02  3.84253557e-05  9.85645462e-02  8.32621789e-05  1.58427166e-01  9.22654099e-05  1.64441176e-01  9.99999882e-06  1.69702732e-01  9.99144222e-06  1.69694826e-01  9.99144270e-06  9.23723431e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
