 vss             v(VOUT)         v(XOTA.VX)      v(XOTA.VBN)     v(VBP)          v(XOTA.TAIL)    v(XOTA.NMIR)    ivdd_signed     idd	manifest_sha256
 0.00000000e+00  8.99999207e-01  7.92073509e-01  6.57987201e-01  6.32753936e-01  2.14698188e-01  7.92124975e-01 -1.50298315e-04  1.50298315e-04	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
