 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  8.369653492968e-01  8.369653492968e-01  6.378016019570e-01  8.007050049457e-01 -1.469371483008e-04 
