 vdd                      v(fp)                    v(fn)                    v(xdrv.corep)            v(xdrv.coren)            v(xdrv.xpga.xamp.cmctl)  i(vdd)                  
 1.80000000000000004e+00  9.04794407405766998e-01  9.04794407388384458e-01  9.04794407405766998e-01  9.04794407388384458e-01  6.53351862825228613e-01 -1.00354457883519493e-03 
