device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349614e-07,-1.16724668807448,-1.142051055908432,-0.1696953444088251
M10,9.991455574786412e-06,0.0001727560309578957,1.036214078893175e-06,0.6579489440915685,0.6579489440915685,0.09235519778443227
M1,2.03293690470722e-05,0.0004006563669520207,1.534224640246524e-05,0.770474144793333,0.1588045937084627,0.08050495655235447
M2,2.034739870744482e-05,0.0003996622222170968,1.720212947780707e-05,0.7708717958446598,0.1501134677156718,0.08069482079082002
M3A,-1.016468383158458e-05,0.0001596615188959182,1.038501854858774e-06,-1.012067202136197,-1.012067202136197,-0.08919375516556428
M3B,-1.016468383158458e-05,0.0001596615188959182,1.038501854858774e-06,-1.012067202136197,-1.012067202136197,-0.08919375516556428
M4A,-1.017369864127516e-05,0.0001597907401166804,1.035991709122571e-06,-1.012067202136197,-1.020758328128988,-0.0892076201732892
M4B,-1.017369864127516e-05,0.0001597907401166804,1.035991709122571e-06,-1.012067202136197,-1.020758328128988,-0.0892076201732892
M5,4.067676581171447e-05,0.0006868997202941665,4.24760839484088e-06,0.6579489440915685,0.6291282041553403,0.09854207643773621
M6,7.637557396200367e-05,0.0008072735995854321,6.330702041278571e-06,0.7792416718710121,1.399602348948673,0.150739772682252
M7A,-4.518616197439447e-05,0.0004713150183680464,4.032449984904546e-06,-1.16724668807448,-0.4003976510513267,-0.1648582668453742
M7B,-4.518616197439447e-05,0.0004713150183680464,4.032449984904546e-06,-1.16724668807448,-0.4003976510513267,-0.1648582668453742
