 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  1.29990267e-05  4.06994393e-07 
 1.02329299e+00  1.28659442e-05  4.02827633e-07 
 1.04712855e+00  1.27342440e-05  3.98704151e-07 
 1.07151931e+00  1.26039115e-05  3.94623491e-07 
 1.09647820e+00  1.24749323e-05  3.90585202e-07 
 1.12201845e+00  1.23472920e-05  3.86588837e-07 
 1.14815362e+00  1.22209767e-05  3.82633955e-07 
 1.17489755e+00  1.20959724e-05  3.78720118e-07 
 1.20226443e+00  1.19722652e-05  3.74846895e-07 
 1.23026877e+00  1.18498415e-05  3.71013857e-07 
 1.25892541e+00  1.17286877e-05  3.67220581e-07 
 1.28824955e+00  1.16087906e-05  3.63466650e-07 
 1.31825674e+00  1.14901369e-05  3.59751648e-07 
 1.34896288e+00  1.13727135e-05  3.56075167e-07 
 1.38038426e+00  1.12565074e-05  3.52436801e-07 
 1.41253754e+00  1.11415059e-05  3.48836149e-07 
 1.44543977e+00  1.10276962e-05  3.45272814e-07 
 1.47910839e+00  1.09150659e-05  3.41746404e-07 
 1.51356125e+00  1.08036026e-05  3.38256531e-07 
 1.54881662e+00  1.06932939e-05  3.34802810e-07 
 1.58489319e+00  1.05841278e-05  3.31384863e-07 
 1.62181010e+00  1.04760923e-05  3.28002311e-07 
 1.65958691e+00  1.03691753e-05  3.24654785e-07 
 1.69824365e+00  1.02633653e-05  3.21341916e-07 
 1.73780083e+00  1.01586506e-05  3.18063339e-07 
 1.77827941e+00  1.00550197e-05  3.14818696e-07 
 1.81970086e+00  9.95246115e-06  3.11607628e-07 
 1.86208714e+00  9.85096376e-06  3.08429785e-07 
 1.90546072e+00  9.75051637e-06  3.05284817e-07 
 1.94984460e+00  9.65110797e-06  3.02172379e-07 
 1.99526231e+00  9.55272765e-06  2.99092130e-07 
 2.04173794e+00  9.45536464e-06  2.96043733e-07 
 2.08929613e+00  9.35900825e-06  2.93026852e-07 
 2.13796209e+00  9.26364793e-06  2.90041158e-07 
 2.18776162e+00  9.16927325e-06  2.87086324e-07 
 2.23872114e+00  9.07587385e-06  2.84162026e-07 
 2.29086765e+00  8.98343953e-06  2.81267944e-07 
 2.34422882e+00  8.89196017e-06  2.78403761e-07 
 2.39883292e+00  8.80142576e-06  2.75569165e-07 
 2.45470892e+00  8.71182640e-06  2.72763844e-07 
 2.51188643e+00  8.62315230e-06  2.69987493e-07 
 2.57039578e+00  8.53539376e-06  2.67239808e-07 
 2.63026799e+00  8.44854121e-06  2.64520489e-07 
 2.69153480e+00  8.36258515e-06  2.61829239e-07 
 2.75422870e+00  8.27751620e-06  2.59165763e-07 
 2.81838293e+00  8.19332508e-06  2.56529773e-07 
