 frequency       gain_db         phase_deg      
 1.00000000e+00  3.70613754e+01  1.79999999e+02 
 1.02329299e+00  3.70613754e+01  1.79999999e+02 
 1.04712855e+00  3.70613754e+01  1.79999999e+02 
 1.07151931e+00  3.70613754e+01  1.79999999e+02 
 1.09647820e+00  3.70613754e+01  1.79999999e+02 
 1.12201845e+00  3.70613754e+01  1.79999999e+02 
 1.14815362e+00  3.70613754e+01  1.79999999e+02 
 1.17489755e+00  3.70613754e+01  1.79999999e+02 
 1.20226443e+00  3.70613754e+01  1.79999999e+02 
 1.23026877e+00  3.70613754e+01  1.79999999e+02 
 1.25892541e+00  3.70613754e+01  1.79999999e+02 
 1.28824955e+00  3.70613754e+01  1.79999999e+02 
 1.31825674e+00  3.70613754e+01  1.79999999e+02 
 1.34896288e+00  3.70613754e+01  1.79999999e+02 
 1.38038426e+00  3.70613754e+01  1.79999999e+02 
 1.41253754e+00  3.70613754e+01  1.79999999e+02 
 1.44543977e+00  3.70613754e+01  1.79999999e+02 
 1.47910839e+00  3.70613754e+01  1.79999999e+02 
 1.51356125e+00  3.70613754e+01  1.79999999e+02 
 1.54881662e+00  3.70613754e+01  1.79999999e+02 
 1.58489319e+00  3.70613754e+01  1.79999999e+02 
 1.62181010e+00  3.70613754e+01  1.79999999e+02 
 1.65958691e+00  3.70613754e+01  1.79999999e+02 
 1.69824365e+00  3.70613754e+01  1.79999999e+02 
 1.73780083e+00  3.70613754e+01  1.79999999e+02 
 1.77827941e+00  3.70613754e+01  1.79999999e+02 
 1.81970086e+00  3.70613754e+01  1.79999999e+02 
 1.86208714e+00  3.70613754e+01  1.79999999e+02 
 1.90546072e+00  3.70613754e+01  1.79999999e+02 
 1.94984460e+00  3.70613754e+01  1.79999999e+02 
 1.99526231e+00  3.70613754e+01  1.79999999e+02 
 2.04173794e+00  3.70613754e+01  1.79999999e+02 
 2.08929613e+00  3.70613754e+01  1.79999999e+02 
 2.13796209e+00  3.70613754e+01  1.79999998e+02 
 2.18776162e+00  3.70613754e+01  1.79999998e+02 
 2.23872114e+00  3.70613754e+01  1.79999998e+02 
 2.29086765e+00  3.70613754e+01  1.79999998e+02 
 2.34422882e+00  3.70613754e+01  1.79999998e+02 
 2.39883292e+00  3.70613754e+01  1.79999998e+02 
 2.45470892e+00  3.70613754e+01  1.79999998e+02 
 2.51188643e+00  3.70613754e+01  1.79999998e+02 
 2.57039578e+00  3.70613754e+01  1.79999998e+02 
 2.63026799e+00  3.70613754e+01  1.79999998e+02 
 2.69153480e+00  3.70613754e+01  1.79999998e+02 
 2.75422870e+00  3.70613754e+01  1.79999998e+02 
 2.81838293e+00  3.70613754e+01  1.79999998e+02 
 2.88403150e+00  3.70613754e+01  1.79999998e+02 
 2.95120923e+00  3.70613754e+01  1.79999998e+02 
 3.01995172e+00  3.70613754e+01  1.79999998e+02 
 3.09029543e+00  3.70613754e+01  1.79999998e+02 
 3.16227766e+00  3.70613754e+01  1.79999998e+02 
 3.23593657e+00  3.70613754e+01  1.79999998e+02 
 3.31131121e+00  3.70613754e+01  1.79999998e+02 
 3.38844156e+00  3.70613754e+01  1.79999998e+02 
 3.46736850e+00  3.70613754e+01  1.79999998e+02 
 3.54813389e+00  3.70613754e+01  1.79999997e+02 
 3.63078055e+00  3.70613754e+01  1.79999997e+02 
 3.71535229e+00  3.70613754e+01  1.79999997e+02 
 3.80189396e+00  3.70613754e+01  1.79999997e+02 
 3.89045145e+00  3.70613754e+01  1.79999997e+02 
 3.98107171e+00  3.70613754e+01  1.79999997e+02 
 4.07380278e+00  3.70613754e+01  1.79999997e+02 
 4.16869383e+00  3.70613754e+01  1.79999997e+02 
 4.26579519e+00  3.70613754e+01  1.79999997e+02 
 4.36515832e+00  3.70613754e+01  1.79999997e+02 
 4.46683592e+00  3.70613754e+01  1.79999997e+02 
 4.57088190e+00  3.70613754e+01  1.79999997e+02 
 4.67735141e+00  3.70613754e+01  1.79999997e+02 
 4.78630092e+00  3.70613754e+01  1.79999997e+02 
 4.89778819e+00  3.70613754e+01  1.79999996e+02 
 5.01187234e+00  3.70613754e+01  1.79999996e+02 
 5.12861384e+00  3.70613754e+01  1.79999996e+02 
 5.24807460e+00  3.70613754e+01  1.79999996e+02 
 5.37031796e+00  3.70613754e+01  1.79999996e+02 
 5.49540874e+00  3.70613754e+01  1.79999996e+02 
 5.62341325e+00  3.70613754e+01  1.79999996e+02 
 5.75439937e+00  3.70613754e+01  1.79999996e+02 
 5.88843655e+00  3.70613754e+01  1.79999996e+02 
 6.02559586e+00  3.70613754e+01  1.79999996e+02 
 6.16595002e+00  3.70613754e+01  1.79999996e+02 
 6.30957344e+00  3.70613754e+01  1.79999995e+02 
 6.45654229e+00  3.70613754e+01  1.79999995e+02 
 6.60693448e+00  3.70613754e+01  1.79999995e+02 
 6.76082975e+00  3.70613754e+01  1.79999995e+02 
 6.91830971e+00  3.70613754e+01  1.79999995e+02 
 7.07945784e+00  3.70613754e+01  1.79999995e+02 
 7.24435960e+00  3.70613754e+01  1.79999995e+02 
 7.41310241e+00  3.70613754e+01  1.79999995e+02 
 7.58577575e+00  3.70613754e+01  1.79999995e+02 
 7.76247117e+00  3.70613754e+01  1.79999994e+02 
 7.94328235e+00  3.70613754e+01  1.79999994e+02 
 8.12830516e+00  3.70613754e+01  1.79999994e+02 
 8.31763771e+00  3.70613754e+01  1.79999994e+02 
 8.51138038e+00  3.70613754e+01  1.79999994e+02 
 8.70963590e+00  3.70613754e+01  1.79999994e+02 
 8.91250938e+00  3.70613754e+01  1.79999994e+02 
 9.12010839e+00  3.70613754e+01  1.79999993e+02 
 9.33254301e+00  3.70613754e+01  1.79999993e+02 
 9.54992586e+00  3.70613754e+01  1.79999993e+02 
 9.77237221e+00  3.70613754e+01  1.79999993e+02 
 1.00000000e+01  3.70613754e+01  1.79999993e+02 
 1.02329299e+01  3.70613754e+01  1.79999993e+02 
 1.04712855e+01  3.70613754e+01  1.79999993e+02 
 1.07151931e+01  3.70613754e+01  1.79999992e+02 
 1.09647820e+01  3.70613754e+01  1.79999992e+02 
 1.12201845e+01  3.70613754e+01  1.79999992e+02 
 1.14815362e+01  3.70613754e+01  1.79999992e+02 
 1.17489755e+01  3.70613754e+01  1.79999992e+02 
 1.20226443e+01  3.70613754e+01  1.79999991e+02 
 1.23026877e+01  3.70613754e+01  1.79999991e+02 
 1.25892541e+01  3.70613754e+01  1.79999991e+02 
 1.28824955e+01  3.70613754e+01  1.79999991e+02 
 1.31825674e+01  3.70613754e+01  1.79999991e+02 
 1.34896288e+01  3.70613754e+01  1.79999990e+02 
 1.38038426e+01  3.70613754e+01  1.79999990e+02 
 1.41253754e+01  3.70613754e+01  1.79999990e+02 
 1.44543977e+01  3.70613754e+01  1.79999990e+02 
 1.47910839e+01  3.70613754e+01  1.79999989e+02 
 1.51356125e+01  3.70613754e+01  1.79999989e+02 
 1.54881662e+01  3.70613754e+01  1.79999989e+02 
 1.58489319e+01  3.70613754e+01  1.79999989e+02 
 1.62181010e+01  3.70613754e+01  1.79999988e+02 
 1.65958691e+01  3.70613754e+01  1.79999988e+02 
 1.69824365e+01  3.70613754e+01  1.79999988e+02 
 1.73780083e+01  3.70613754e+01  1.79999988e+02 
 1.77827941e+01  3.70613754e+01  1.79999987e+02 
 1.81970086e+01  3.70613754e+01  1.79999987e+02 
 1.86208714e+01  3.70613754e+01  1.79999987e+02 
 1.90546072e+01  3.70613754e+01  1.79999986e+02 
 1.94984460e+01  3.70613754e+01  1.79999986e+02 
 1.99526231e+01  3.70613754e+01  1.79999986e+02 
 2.04173794e+01  3.70613754e+01  1.79999985e+02 
 2.08929613e+01  3.70613754e+01  1.79999985e+02 
 2.13796209e+01  3.70613754e+01  1.79999985e+02 
 2.18776162e+01  3.70613754e+01  1.79999984e+02 
 2.23872114e+01  3.70613754e+01  1.79999984e+02 
 2.29086765e+01  3.70613754e+01  1.79999984e+02 
 2.34422882e+01  3.70613754e+01  1.79999983e+02 
 2.39883292e+01  3.70613754e+01  1.79999983e+02 
 2.45470892e+01  3.70613754e+01  1.79999982e+02 
 2.51188643e+01  3.70613754e+01  1.79999982e+02 
 2.57039578e+01  3.70613754e+01  1.79999982e+02 
 2.63026799e+01  3.70613754e+01  1.79999981e+02 
 2.69153480e+01  3.70613754e+01  1.79999981e+02 
 2.75422870e+01  3.70613754e+01  1.79999980e+02 
 2.81838293e+01  3.70613754e+01  1.79999980e+02 
 2.88403150e+01  3.70613754e+01  1.79999979e+02 
 2.95120923e+01  3.70613754e+01  1.79999979e+02 
 3.01995172e+01  3.70613754e+01  1.79999978e+02 
 3.09029543e+01  3.70613754e+01  1.79999978e+02 
 3.16227766e+01  3.70613754e+01  1.79999977e+02 
 3.23593657e+01  3.70613754e+01  1.79999977e+02 
 3.31131121e+01  3.70613754e+01  1.79999976e+02 
 3.38844156e+01  3.70613754e+01  1.79999976e+02 
 3.46736850e+01  3.70613754e+01  1.79999975e+02 
 3.54813389e+01  3.70613754e+01  1.79999975e+02 
 3.63078055e+01  3.70613754e+01  1.79999974e+02 
 3.71535229e+01  3.70613754e+01  1.79999973e+02 
 3.80189396e+01  3.70613754e+01  1.79999973e+02 
 3.89045145e+01  3.70613754e+01  1.79999972e+02 
 3.98107171e+01  3.70613754e+01  1.79999972e+02 
 4.07380278e+01  3.70613754e+01  1.79999971e+02 
 4.16869383e+01  3.70613754e+01  1.79999970e+02 
 4.26579519e+01  3.70613754e+01  1.79999970e+02 
 4.36515832e+01  3.70613754e+01  1.79999969e+02 
 4.46683592e+01  3.70613754e+01  1.79999968e+02 
 4.57088190e+01  3.70613754e+01  1.79999967e+02 
 4.67735141e+01  3.70613754e+01  1.79999967e+02 
 4.78630092e+01  3.70613754e+01  1.79999966e+02 
 4.89778819e+01  3.70613754e+01  1.79999965e+02 
 5.01187234e+01  3.70613754e+01  1.79999964e+02 
 5.12861384e+01  3.70613754e+01  1.79999963e+02 
 5.24807460e+01  3.70613754e+01  1.79999962e+02 
 5.37031796e+01  3.70613754e+01  1.79999962e+02 
 5.49540874e+01  3.70613754e+01  1.79999961e+02 
 5.62341325e+01  3.70613754e+01  1.79999960e+02 
 5.75439937e+01  3.70613754e+01  1.79999959e+02 
 5.88843655e+01  3.70613754e+01  1.79999958e+02 
 6.02559586e+01  3.70613754e+01  1.79999957e+02 
 6.16595002e+01  3.70613754e+01  1.79999956e+02 
 6.30957344e+01  3.70613754e+01  1.79999955e+02 
 6.45654229e+01  3.70613754e+01  1.79999954e+02 
 6.60693448e+01  3.70613754e+01  1.79999953e+02 
 6.76082975e+01  3.70613754e+01  1.79999952e+02 
 6.91830971e+01  3.70613754e+01  1.79999951e+02 
 7.07945784e+01  3.70613754e+01  1.79999949e+02 
 7.24435960e+01  3.70613754e+01  1.79999948e+02 
 7.41310241e+01  3.70613754e+01  1.79999947e+02 
 7.58577575e+01  3.70613754e+01  1.79999946e+02 
 7.76247117e+01  3.70613754e+01  1.79999945e+02 
 7.94328235e+01  3.70613754e+01  1.79999943e+02 
 8.12830516e+01  3.70613754e+01  1.79999942e+02 
 8.31763771e+01  3.70613754e+01  1.79999941e+02 
 8.51138038e+01  3.70613754e+01  1.79999939e+02 
 8.70963590e+01  3.70613754e+01  1.79999938e+02 
 8.91250938e+01  3.70613754e+01  1.79999936e+02 
 9.12010839e+01  3.70613754e+01  1.79999935e+02 
 9.33254301e+01  3.70613754e+01  1.79999933e+02 
 9.54992586e+01  3.70613754e+01  1.79999932e+02 
 9.77237221e+01  3.70613754e+01  1.79999930e+02 
 1.00000000e+02  3.70613754e+01  1.79999929e+02 
 1.02329299e+02  3.70613754e+01  1.79999927e+02 
 1.04712855e+02  3.70613754e+01  1.79999925e+02 
 1.07151931e+02  3.70613754e+01  1.79999923e+02 
 1.09647820e+02  3.70613754e+01  1.79999922e+02 
 1.12201845e+02  3.70613754e+01  1.79999920e+02 
 1.14815362e+02  3.70613754e+01  1.79999918e+02 
 1.17489755e+02  3.70613754e+01  1.79999916e+02 
 1.20226443e+02  3.70613754e+01  1.79999914e+02 
 1.23026877e+02  3.70613754e+01  1.79999912e+02 
 1.25892541e+02  3.70613754e+01  1.79999910e+02 
 1.28824955e+02  3.70613754e+01  1.79999908e+02 
 1.31825674e+02  3.70613754e+01  1.79999906e+02 
 1.34896288e+02  3.70613754e+01  1.79999904e+02 
 1.38038426e+02  3.70613754e+01  1.79999901e+02 
 1.41253754e+02  3.70613754e+01  1.79999899e+02 
 1.44543977e+02  3.70613754e+01  1.79999897e+02 
 1.47910839e+02  3.70613754e+01  1.79999894e+02 
 1.51356125e+02  3.70613754e+01  1.79999892e+02 
 1.54881662e+02  3.70613754e+01  1.79999889e+02 
 1.58489319e+02  3.70613754e+01  1.79999887e+02 
 1.62181010e+02  3.70613754e+01  1.79999884e+02 
 1.65958691e+02  3.70613754e+01  1.79999881e+02 
 1.69824365e+02  3.70613754e+01  1.79999879e+02 
 1.73780083e+02  3.70613754e+01  1.79999876e+02 
 1.77827941e+02  3.70613754e+01  1.79999873e+02 
 1.81970086e+02  3.70613754e+01  1.79999870e+02 
 1.86208714e+02  3.70613754e+01  1.79999867e+02 
 1.90546072e+02  3.70613754e+01  1.79999864e+02 
 1.94984460e+02  3.70613754e+01  1.79999861e+02 
 1.99526231e+02  3.70613754e+01  1.79999857e+02 
 2.04173794e+02  3.70613754e+01  1.79999854e+02 
 2.08929613e+02  3.70613754e+01  1.79999851e+02 
 2.13796209e+02  3.70613754e+01  1.79999847e+02 
 2.18776162e+02  3.70613754e+01  1.79999844e+02 
 2.23872114e+02  3.70613754e+01  1.79999840e+02 
 2.29086765e+02  3.70613754e+01  1.79999836e+02 
 2.34422882e+02  3.70613754e+01  1.79999832e+02 
 2.39883292e+02  3.70613754e+01  1.79999828e+02 
 2.45470892e+02  3.70613754e+01  1.79999825e+02 
 2.51188643e+02  3.70613754e+01  1.79999820e+02 
 2.57039578e+02  3.70613754e+01  1.79999816e+02 
 2.63026799e+02  3.70613754e+01  1.79999812e+02 
 2.69153480e+02  3.70613754e+01  1.79999808e+02 
 2.75422870e+02  3.70613754e+01  1.79999803e+02 
 2.81838293e+02  3.70613754e+01  1.79999799e+02 
 2.88403150e+02  3.70613754e+01  1.79999794e+02 
 2.95120923e+02  3.70613754e+01  1.79999789e+02 
 3.01995172e+02  3.70613754e+01  1.79999784e+02 
 3.09029543e+02  3.70613754e+01  1.79999779e+02 
 3.16227766e+02  3.70613754e+01  1.79999774e+02 
 3.23593657e+02  3.70613754e+01  1.79999769e+02 
 3.31131121e+02  3.70613754e+01  1.79999763e+02 
 3.38844156e+02  3.70613754e+01  1.79999758e+02 
 3.46736850e+02  3.70613754e+01  1.79999752e+02 
 3.54813389e+02  3.70613754e+01  1.79999746e+02 
 3.63078055e+02  3.70613754e+01  1.79999740e+02 
 3.71535229e+02  3.70613754e+01  1.79999734e+02 
 3.80189396e+02  3.70613754e+01  1.79999728e+02 
 3.89045145e+02  3.70613754e+01  1.79999722e+02 
 3.98107171e+02  3.70613754e+01  1.79999715e+02 
 4.07380278e+02  3.70613754e+01  1.79999709e+02 
 4.16869383e+02  3.70613754e+01  1.79999702e+02 
 4.26579519e+02  3.70613754e+01  1.79999695e+02 
 4.36515832e+02  3.70613754e+01  1.79999688e+02 
 4.46683592e+02  3.70613754e+01  1.79999681e+02 
 4.57088190e+02  3.70613754e+01  1.79999673e+02 
 4.67735141e+02  3.70613754e+01  1.79999666e+02 
 4.78630092e+02  3.70613754e+01  1.79999658e+02 
 4.89778819e+02  3.70613754e+01  1.79999650e+02 
 5.01187234e+02  3.70613754e+01  1.79999642e+02 
 5.12861384e+02  3.70613754e+01  1.79999633e+02 
 5.24807460e+02  3.70613754e+01  1.79999625e+02 
 5.37031796e+02  3.70613754e+01  1.79999616e+02 
 5.49540874e+02  3.70613754e+01  1.79999607e+02 
 5.62341325e+02  3.70613754e+01  1.79999598e+02 
