 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  6.88776308e-01  1.90454596e-01  6.48388819e-01  6.48388819e-01  2.48986716e-05  2.48986716e-05  2.48986707e-05  2.48986707e-05  4.97973419e-05  4.49250074e-04  5.43192697e-06  4.49250074e-04  5.43192697e-06  2.75195934e-04  8.57923876e-07  2.75195934e-04  8.57923876e-07  7.19180960e-04  2.70458108e-05  8.80174327e-02  8.80174327e-02  1.54346173e-01  1.54346173e-01  1.17623409e-01  5.97973438e-05 
