 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  8.449322835568e-01  8.449322835568e-01  6.476565609573e-01  4.901970674404e-01 -3.222625727973e-05 
