 v-sweep         v(vx)           v(nmir)         v(tail)         m1_id           m2_id           m5_id          
-2.00000000e-02  1.74401752e+00  8.01730733e-01  2.18171967e-01  2.13896601e-05  1.67272095e-05  3.81168690e-05 
-1.99000000e-02  1.74376417e+00  8.01781571e-01  2.18167236e-01  2.13712285e-05  1.67455807e-05  3.81168085e-05 
-1.98000000e-02  1.74350791e+00  8.01832448e-01  2.18162531e-01  2.13527973e-05  1.67639518e-05  3.81167484e-05 
-1.97000000e-02  1.74324868e+00  8.01883365e-01  2.18157851e-01  2.13343667e-05  1.67823226e-05  3.81166886e-05 
-1.96000000e-02  1.74298641e+00  8.01934322e-01  2.18153196e-01  2.13159368e-05  1.68006930e-05  3.81166291e-05 
-1.95000000e-02  1.74272102e+00  8.01985318e-01  2.18148565e-01  2.12975078e-05  1.68190628e-05  3.81165699e-05 
-1.94000000e-02  1.74245245e+00  8.02036353e-01  2.18143959e-01  2.12790797e-05  1.68374320e-05  3.81165110e-05 
-1.93000000e-02  1.74218061e+00  8.02087427e-01  2.18139376e-01  2.12606528e-05  1.68558003e-05  3.81164524e-05 
-1.92000000e-02  1.74190542e+00  8.02138539e-01  2.18134818e-01  2.12422271e-05  1.68741678e-05  3.81163942e-05 
-1.91000000e-02  1.74162681e+00  8.02189689e-01  2.18130283e-01  2.12238028e-05  1.68925341e-05  3.81163362e-05 
-1.90000000e-02  1.74134468e+00  8.02240876e-01  2.18125772e-01  2.12053801e-05  1.69108992e-05  3.81162785e-05 
-1.89000000e-02  1.74105895e+00  8.02292101e-01  2.18121284e-01  2.11869590e-05  1.69292628e-05  3.81162212e-05 
-1.88000000e-02  1.74076953e+00  8.02343363e-01  2.18116818e-01  2.11685398e-05  1.69476250e-05  3.81161641e-05 
-1.87000000e-02  1.74047631e+00  8.02394662e-01  2.18112375e-01  2.11501226e-05  1.69659854e-05  3.81161073e-05 
-1.86000000e-02  1.74017921e+00  8.02445996e-01  2.18107955e-01  2.11317075e-05  1.69843439e-05  3.81160508e-05 
-1.85000000e-02  1.73987811e+00  8.02497367e-01  2.18103556e-01  2.11132948e-05  1.70027004e-05  3.81159945e-05 
-1.84000000e-02  1.73957291e+00  8.02548772e-01  2.18099179e-01  2.10948846e-05  1.70210546e-05  3.81159386e-05 
-1.83000000e-02  1.73926350e+00  8.02600213e-01  2.18094823e-01  2.10764772e-05  1.70394064e-05  3.81158829e-05 
-1.82000000e-02  1.73894977e+00  8.02651688e-01  2.18090488e-01  2.10580725e-05  1.70577555e-05  3.81158274e-05 
-1.81000000e-02  1.73863158e+00  8.02703197e-01  2.18086174e-01  2.10396710e-05  1.70761019e-05  3.81157723e-05 
-1.80000000e-02  1.73830883e+00  8.02754739e-01  2.18081880e-01  2.10212728e-05  1.70944452e-05  3.81157174e-05 
-1.79000000e-02  1.73798137e+00  8.02806314e-01  2.18077606e-01  2.10028780e-05  1.71127853e-05  3.81156627e-05 
-1.78000000e-02  1.73764907e+00  8.02857921e-01  2.18073352e-01  2.09844869e-05  1.71311220e-05  3.81156083e-05 
-1.77000000e-02  1.73731179e+00  8.02909561e-01  2.18069116e-01  2.09660998e-05  1.71494550e-05  3.81155541e-05 
-1.76000000e-02  1.73696939e+00  8.02961231e-01  2.18064899e-01  2.09477168e-05  1.71677840e-05  3.81155002e-05 
-1.75000000e-02  1.73662170e+00  8.03012932e-01  2.18060700e-01  2.09293382e-05  1.71861089e-05  3.81154465e-05 
-1.74000000e-02  1.73626858e+00  8.03064663e-01  2.18056519e-01  2.09109642e-05  1.72044294e-05  3.81153930e-05 
-1.73000000e-02  1.73590984e+00  8.03116423e-01  2.18052355e-01  2.08925951e-05  1.72227452e-05  3.81153397e-05 
-1.72000000e-02  1.73554533e+00  8.03168211e-01  2.18048208e-01  2.08742312e-05  1.72410561e-05  3.81152867e-05 
-1.71000000e-02  1.73517485e+00  8.03220027e-01  2.18044077e-01  2.08558727e-05  1.72593617e-05  3.81152338e-05 
-1.70000000e-02  1.73479821e+00  8.03271870e-01  2.18039961e-01  2.08375200e-05  1.72776618e-05  3.81151812e-05 
-1.69000000e-02  1.73441523e+00  8.03323740e-01  2.18035860e-01  2.08191733e-05  1.72959560e-05  3.81151287e-05 
-1.68000000e-02  1.73402568e+00  8.03375634e-01  2.18031774e-01  2.08008329e-05  1.73142441e-05  3.81150765e-05 
-1.67000000e-02  1.73362935e+00  8.03427553e-01  2.18027701e-01  2.07824992e-05  1.73325257e-05  3.81150243e-05 
-1.66000000e-02  1.73322602e+00  8.03479496e-01  2.18023642e-01  2.07641725e-05  1.73508005e-05  3.81149724e-05 
-1.65000000e-02  1.73281544e+00  8.03531461e-01  2.18019594e-01  2.07458532e-05  1.73690680e-05  3.81149206e-05 
-1.64000000e-02  1.73239737e+00  8.03583447e-01  2.18015559e-01  2.07275416e-05  1.73873279e-05  3.81148690e-05 
-1.63000000e-02  1.73197154e+00  8.03635454e-01  2.18011534e-01  2.07092382e-05  1.74055799e-05  3.81148175e-05 
-1.62000000e-02  1.73153769e+00  8.03687480e-01  2.18007519e-01  2.06909432e-05  1.74238234e-05  3.81147661e-05 
-1.61000000e-02  1.73109551e+00  8.03739524e-01  2.18003513e-01  2.06726572e-05  1.74420581e-05  3.81147148e-05 
-1.60000000e-02  1.73064471e+00  8.03791585e-01  2.17999515e-01  2.06543807e-05  1.74602835e-05  3.81146637e-05 
-1.59000000e-02  1.73018497e+00  8.03843661e-01  2.17995525e-01  2.06361139e-05  1.74784992e-05  3.81146126e-05 
-1.58000000e-02  1.72971597e+00  8.03895752e-01  2.17991541e-01  2.06178575e-05  1.74967046e-05  3.81145616e-05 
-1.57000000e-02  1.72923734e+00  8.03947855e-01  2.17987562e-01  2.05996120e-05  1.75148991e-05  3.81145107e-05 
-1.56000000e-02  1.72874871e+00  8.03999970e-01  2.17983587e-01  2.05813778e-05  1.75330824e-05  3.81144598e-05 
-1.55000000e-02  1.72824971e+00  8.04052093e-01  2.17979615e-01  2.05631556e-05  1.75512538e-05  3.81144090e-05 
-1.54000000e-02  1.72773993e+00  8.04104225e-01  2.17975645e-01  2.05449459e-05  1.75694126e-05  3.81143582e-05 
-1.53000000e-02  1.72721892e+00  8.04156363e-01  2.17971676e-01  2.05267494e-05  1.75875583e-05  3.81143074e-05 
-1.52000000e-02  1.72662372e+00  8.04208261e-01  2.17967531e-01  2.05086517e-05  1.76056033e-05  3.81142543e-05 
-1.51000000e-02  1.72607240e+00  8.04260380e-01  2.17963540e-01  2.04904923e-05  1.76237116e-05  3.81142032e-05 
-1.50000000e-02  1.72550770e+00  8.04312496e-01  2.17959543e-01  2.04723491e-05  1.76418036e-05  3.81141521e-05 
-1.49000000e-02  1.72492902e+00  8.04364607e-01  2.17955538e-01  2.04542230e-05  1.76598785e-05  3.81141008e-05 
-1.48000000e-02  1.72433568e+00  8.04416709e-01  2.17951524e-01  2.04361148e-05  1.76779353e-05  3.81140494e-05 
-1.47000000e-02  1.72372699e+00  8.04468801e-01  2.17947498e-01  2.04180257e-05  1.76959729e-05  3.81139979e-05 
-1.46000000e-02  1.72310220e+00  8.04520878e-01  2.17943459e-01  2.03999565e-05  1.77139903e-05  3.81139462e-05 
-1.45000000e-02  1.72246051e+00  8.04572939e-01  2.17939403e-01  2.03819085e-05  1.77319864e-05  3.81138942e-05 
-1.44000000e-02  1.72180107e+00  8.04624978e-01  2.17935328e-01  2.03638829e-05  1.77499599e-05  3.81138421e-05 
