polarity,physical_row,physical_col,core_row,core_col,net,electrical,instance,local_x_um,local_y_um
P,22,60,21,59,B10,1,XP_r22_c60_B10,360.000,99.880
P,22,61,21,60,B10,1,XP_r22_c61_B10,366.000,99.880
P,22,62,21,61,B10,1,XP_r22_c62_B10,372.000,99.880
P,22,63,21,62,B10,1,XP_r22_c63_B10,378.000,99.880
P,22,64,21,63,B11,1,XP_r22_c64_B11,384.000,99.880
P,22,65,,,EDGE,0,XP_r22_c65_EDGE,390.000,99.880
P,23,0,,,EDGE,0,XP_r23_c00_EDGE,0.000,104.420
P,23,1,22,0,B10,1,XP_r23_c01_B10,6.000,104.420
P,23,2,22,1,B10,1,XP_r23_c02_B10,12.000,104.420
P,23,3,22,2,B10,1,XP_r23_c03_B10,18.000,104.420
P,23,4,22,3,B10,1,XP_r23_c04_B10,24.000,104.420
P,23,5,22,4,B10,1,XP_r23_c05_B10,30.000,104.420
P,23,6,22,5,B10,1,XP_r23_c06_B10,36.000,104.420
P,23,7,22,6,B10,1,XP_r23_c07_B10,42.000,104.420
P,23,8,22,7,B10,1,XP_r23_c08_B10,48.000,104.420
P,23,9,22,8,B10,1,XP_r23_c09_B10,54.000,104.420
P,23,10,22,9,B10,1,XP_r23_c10_B10,60.000,104.420
P,23,11,22,10,B10,1,XP_r23_c11_B10,66.000,104.420
P,23,12,22,11,B10,1,XP_r23_c12_B10,72.000,104.420
P,23,13,22,12,B10,1,XP_r23_c13_B10,78.000,104.420
P,23,14,22,13,B10,1,XP_r23_c14_B10,84.000,104.420
P,23,15,22,14,B10,1,XP_r23_c15_B10,90.000,104.420
P,23,16,22,15,B10,1,XP_r23_c16_B10,96.000,104.420
P,23,17,22,16,B10,1,XP_r23_c17_B10,102.000,104.420
P,23,18,22,17,B10,1,XP_r23_c18_B10,108.000,104.420
P,23,19,22,18,B10,1,XP_r23_c19_B10,114.000,104.420
P,23,20,22,19,B10,1,XP_r23_c20_B10,120.000,104.420
P,23,21,22,20,B10,1,XP_r23_c21_B10,126.000,104.420
P,23,22,22,21,B10,1,XP_r23_c22_B10,132.000,104.420
P,23,23,22,22,B10,1,XP_r23_c23_B10,138.000,104.420
P,23,24,22,23,B10,1,XP_r23_c24_B10,144.000,104.420
P,23,25,22,24,B10,1,XP_r23_c25_B10,150.000,104.420
P,23,26,22,25,B10,1,XP_r23_c26_B10,156.000,104.420
P,23,27,22,26,B10,1,XP_r23_c27_B10,162.000,104.420
P,23,28,22,27,B10,1,XP_r23_c28_B10,168.000,104.420
P,23,29,22,28,B10,1,XP_r23_c29_B10,174.000,104.420
P,23,30,22,29,B10,1,XP_r23_c30_B10,180.000,104.420
P,23,31,22,30,B10,1,XP_r23_c31_B10,186.000,104.420
P,23,32,22,31,B10,1,XP_r23_c32_B10,192.000,104.420
P,23,33,22,32,B10,1,XP_r23_c33_B10,198.000,104.420
P,23,34,22,33,B10,1,XP_r23_c34_B10,204.000,104.420
P,23,35,22,34,B10,1,XP_r23_c35_B10,210.000,104.420
P,23,36,22,35,B10,1,XP_r23_c36_B10,216.000,104.420
P,23,37,22,36,B10,1,XP_r23_c37_B10,222.000,104.420
P,23,38,22,37,B10,1,XP_r23_c38_B10,228.000,104.420
P,23,39,22,38,B10,1,XP_r23_c39_B10,234.000,104.420
P,23,40,22,39,B10,1,XP_r23_c40_B10,240.000,104.420
P,23,41,22,40,B10,1,XP_r23_c41_B10,246.000,104.420
P,23,42,22,41,B10,1,XP_r23_c42_B10,252.000,104.420
P,23,43,22,42,B10,1,XP_r23_c43_B10,258.000,104.420
P,23,44,22,43,B10,1,XP_r23_c44_B10,264.000,104.420
P,23,45,22,44,B10,1,XP_r23_c45_B10,270.000,104.420
P,23,46,22,45,B10,1,XP_r23_c46_B10,276.000,104.420
P,23,47,22,46,B10,1,XP_r23_c47_B10,282.000,104.420
P,23,48,22,47,B10,1,XP_r23_c48_B10,288.000,104.420
P,23,49,22,48,B10,1,XP_r23_c49_B10,294.000,104.420
P,23,50,22,49,B10,1,XP_r23_c50_B10,300.000,104.420
P,23,51,22,50,B10,1,XP_r23_c51_B10,306.000,104.420
P,23,52,22,51,B10,1,XP_r23_c52_B10,312.000,104.420
P,23,53,22,52,B10,1,XP_r23_c53_B10,318.000,104.420
P,23,54,22,53,B10,1,XP_r23_c54_B10,324.000,104.420
P,23,55,22,54,B10,1,XP_r23_c55_B10,330.000,104.420
P,23,56,22,55,B10,1,XP_r23_c56_B10,336.000,104.420
P,23,57,22,56,B10,1,XP_r23_c57_B10,342.000,104.420
P,23,58,22,57,B10,1,XP_r23_c58_B10,348.000,104.420
P,23,59,22,58,B10,1,XP_r23_c59_B10,354.000,104.420
P,23,60,22,59,B10,1,XP_r23_c60_B10,360.000,104.420
P,23,61,22,60,B10,1,XP_r23_c61_B10,366.000,104.420
P,23,62,22,61,B10,1,XP_r23_c62_B10,372.000,104.420
P,23,63,22,62,B10,1,XP_r23_c63_B10,378.000,104.420
P,23,64,22,63,B11,1,XP_r23_c64_B11,384.000,104.420
P,23,65,,,EDGE,0,XP_r23_c65_EDGE,390.000,104.420
P,24,0,,,EDGE,0,XP_r24_c00_EDGE,0.000,108.960
P,24,1,23,0,B10,1,XP_r24_c01_B10,6.000,108.960
P,24,2,23,1,B10,1,XP_r24_c02_B10,12.000,108.960
P,24,3,23,2,B10,1,XP_r24_c03_B10,18.000,108.960
P,24,4,23,3,B10,1,XP_r24_c04_B10,24.000,108.960
P,24,5,23,4,B10,1,XP_r24_c05_B10,30.000,108.960
P,24,6,23,5,B10,1,XP_r24_c06_B10,36.000,108.960
P,24,7,23,6,B10,1,XP_r24_c07_B10,42.000,108.960
P,24,8,23,7,B10,1,XP_r24_c08_B10,48.000,108.960
P,24,9,23,8,B10,1,XP_r24_c09_B10,54.000,108.960
P,24,10,23,9,B10,1,XP_r24_c10_B10,60.000,108.960
P,24,11,23,10,B10,1,XP_r24_c11_B10,66.000,108.960
P,24,12,23,11,B10,1,XP_r24_c12_B10,72.000,108.960
P,24,13,23,12,B10,1,XP_r24_c13_B10,78.000,108.960
P,24,14,23,13,B10,1,XP_r24_c14_B10,84.000,108.960
P,24,15,23,14,B10,1,XP_r24_c15_B10,90.000,108.960
P,24,16,23,15,B10,1,XP_r24_c16_B10,96.000,108.960
P,24,17,23,16,B10,1,XP_r24_c17_B10,102.000,108.960
P,24,18,23,17,B10,1,XP_r24_c18_B10,108.000,108.960
P,24,19,23,18,B10,1,XP_r24_c19_B10,114.000,108.960
P,24,20,23,19,B10,1,XP_r24_c20_B10,120.000,108.960
P,24,21,23,20,B10,1,XP_r24_c21_B10,126.000,108.960
P,24,22,23,21,B10,1,XP_r24_c22_B10,132.000,108.960
P,24,23,23,22,B10,1,XP_r24_c23_B10,138.000,108.960
P,24,24,23,23,B10,1,XP_r24_c24_B10,144.000,108.960
P,24,25,23,24,B10,1,XP_r24_c25_B10,150.000,108.960
P,24,26,23,25,B10,1,XP_r24_c26_B10,156.000,108.960
P,24,27,23,26,B10,1,XP_r24_c27_B10,162.000,108.960
P,24,28,23,27,B10,1,XP_r24_c28_B10,168.000,108.960
P,24,29,23,28,B10,1,XP_r24_c29_B10,174.000,108.960
P,24,30,23,29,B10,1,XP_r24_c30_B10,180.000,108.960
P,24,31,23,30,B10,1,XP_r24_c31_B10,186.000,108.960
P,24,32,23,31,B10,1,XP_r24_c32_B10,192.000,108.960
P,24,33,23,32,B10,1,XP_r24_c33_B10,198.000,108.960
P,24,34,23,33,B10,1,XP_r24_c34_B10,204.000,108.960
P,24,35,23,34,B10,1,XP_r24_c35_B10,210.000,108.960
P,24,36,23,35,B10,1,XP_r24_c36_B10,216.000,108.960
P,24,37,23,36,B10,1,XP_r24_c37_B10,222.000,108.960
P,24,38,23,37,B10,1,XP_r24_c38_B10,228.000,108.960
P,24,39,23,38,B10,1,XP_r24_c39_B10,234.000,108.960
P,24,40,23,39,B10,1,XP_r24_c40_B10,240.000,108.960
P,24,41,23,40,B10,1,XP_r24_c41_B10,246.000,108.960
P,24,42,23,41,B10,1,XP_r24_c42_B10,252.000,108.960
P,24,43,23,42,B10,1,XP_r24_c43_B10,258.000,108.960
P,24,44,23,43,B10,1,XP_r24_c44_B10,264.000,108.960
P,24,45,23,44,B10,1,XP_r24_c45_B10,270.000,108.960
P,24,46,23,45,B10,1,XP_r24_c46_B10,276.000,108.960
P,24,47,23,46,B10,1,XP_r24_c47_B10,282.000,108.960
P,24,48,23,47,B10,1,XP_r24_c48_B10,288.000,108.960
P,24,49,23,48,B10,1,XP_r24_c49_B10,294.000,108.960
P,24,50,23,49,B10,1,XP_r24_c50_B10,300.000,108.960
P,24,51,23,50,B10,1,XP_r24_c51_B10,306.000,108.960
P,24,52,23,51,B10,1,XP_r24_c52_B10,312.000,108.960
P,24,53,23,52,B10,1,XP_r24_c53_B10,318.000,108.960
P,24,54,23,53,B10,1,XP_r24_c54_B10,324.000,108.960
P,24,55,23,54,B10,1,XP_r24_c55_B10,330.000,108.960
P,24,56,23,55,B10,1,XP_r24_c56_B10,336.000,108.960
P,24,57,23,56,B10,1,XP_r24_c57_B10,342.000,108.960
P,24,58,23,57,B10,1,XP_r24_c58_B10,348.000,108.960
P,24,59,23,58,B10,1,XP_r24_c59_B10,354.000,108.960
P,24,60,23,59,B10,1,XP_r24_c60_B10,360.000,108.960
P,24,61,23,60,B10,1,XP_r24_c61_B10,366.000,108.960
P,24,62,23,61,B10,1,XP_r24_c62_B10,372.000,108.960
P,24,63,23,62,B10,1,XP_r24_c63_B10,378.000,108.960
P,24,64,23,63,B11,1,XP_r24_c64_B11,384.000,108.960
P,24,65,,,EDGE,0,XP_r24_c65_EDGE,390.000,108.960
P,25,0,,,EDGE,0,XP_r25_c00_EDGE,0.000,113.500
P,25,1,24,0,B9,1,XP_r25_c01_B9,6.000,113.500
P,25,2,24,1,B9,1,XP_r25_c02_B9,12.000,113.500
P,25,3,24,2,B9,1,XP_r25_c03_B9,18.000,113.500
P,25,4,24,3,B9,1,XP_r25_c04_B9,24.000,113.500
P,25,5,24,4,B9,1,XP_r25_c05_B9,30.000,113.500
P,25,6,24,5,B9,1,XP_r25_c06_B9,36.000,113.500
P,25,7,24,6,B9,1,XP_r25_c07_B9,42.000,113.500
P,25,8,24,7,B9,1,XP_r25_c08_B9,48.000,113.500
P,25,9,24,8,B9,1,XP_r25_c09_B9,54.000,113.500
P,25,10,24,9,B9,1,XP_r25_c10_B9,60.000,113.500
P,25,11,24,10,B9,1,XP_r25_c11_B9,66.000,113.500
P,25,12,24,11,B9,1,XP_r25_c12_B9,72.000,113.500
P,25,13,24,12,B9,1,XP_r25_c13_B9,78.000,113.500
P,25,14,24,13,B9,1,XP_r25_c14_B9,84.000,113.500
P,25,15,24,14,B9,1,XP_r25_c15_B9,90.000,113.500
P,25,16,24,15,B9,1,XP_r25_c16_B9,96.000,113.500
P,25,17,24,16,B9,1,XP_r25_c17_B9,102.000,113.500
P,25,18,24,17,B9,1,XP_r25_c18_B9,108.000,113.500
P,25,19,24,18,B9,1,XP_r25_c19_B9,114.000,113.500
P,25,20,24,19,B9,1,XP_r25_c20_B9,120.000,113.500
P,25,21,24,20,B9,1,XP_r25_c21_B9,126.000,113.500
P,25,22,24,21,B9,1,XP_r25_c22_B9,132.000,113.500
P,25,23,24,22,B9,1,XP_r25_c23_B9,138.000,113.500
P,25,24,24,23,B9,1,XP_r25_c24_B9,144.000,113.500
P,25,25,24,24,B9,1,XP_r25_c25_B9,150.000,113.500
P,25,26,24,25,B9,1,XP_r25_c26_B9,156.000,113.500
P,25,27,24,26,B9,1,XP_r25_c27_B9,162.000,113.500
P,25,28,24,27,B9,1,XP_r25_c28_B9,168.000,113.500
P,25,29,24,28,B9,1,XP_r25_c29_B9,174.000,113.500
P,25,30,24,29,B9,1,XP_r25_c30_B9,180.000,113.500
P,25,31,24,30,B9,1,XP_r25_c31_B9,186.000,113.500
P,25,32,24,31,B9,1,XP_r25_c32_B9,192.000,113.500
P,25,33,24,32,B9,1,XP_r25_c33_B9,198.000,113.500
P,25,34,24,33,B9,1,XP_r25_c34_B9,204.000,113.500
P,25,35,24,34,B9,1,XP_r25_c35_B9,210.000,113.500
P,25,36,24,35,B9,1,XP_r25_c36_B9,216.000,113.500
P,25,37,24,36,B9,1,XP_r25_c37_B9,222.000,113.500
P,25,38,24,37,B9,1,XP_r25_c38_B9,228.000,113.500
P,25,39,24,38,B9,1,XP_r25_c39_B9,234.000,113.500
P,25,40,24,39,B9,1,XP_r25_c40_B9,240.000,113.500
P,25,41,24,40,B9,1,XP_r25_c41_B9,246.000,113.500
P,25,42,24,41,B9,1,XP_r25_c42_B9,252.000,113.500
P,25,43,24,42,B9,1,XP_r25_c43_B9,258.000,113.500
P,25,44,24,43,B9,1,XP_r25_c44_B9,264.000,113.500
P,25,45,24,44,B9,1,XP_r25_c45_B9,270.000,113.500
P,25,46,24,45,B9,1,XP_r25_c46_B9,276.000,113.500
P,25,47,24,46,B9,1,XP_r25_c47_B9,282.000,113.500
P,25,48,24,47,B9,1,XP_r25_c48_B9,288.000,113.500
P,25,49,24,48,B9,1,XP_r25_c49_B9,294.000,113.500
P,25,50,24,49,B9,1,XP_r25_c50_B9,300.000,113.500
P,25,51,24,50,B9,1,XP_r25_c51_B9,306.000,113.500
P,25,52,24,51,B9,1,XP_r25_c52_B9,312.000,113.500
P,25,53,24,52,B9,1,XP_r25_c53_B9,318.000,113.500
P,25,54,24,53,B9,1,XP_r25_c54_B9,324.000,113.500
P,25,55,24,54,B9,1,XP_r25_c55_B9,330.000,113.500
P,25,56,24,55,B9,1,XP_r25_c56_B9,336.000,113.500
P,25,57,24,56,B9,1,XP_r25_c57_B9,342.000,113.500
P,25,58,24,57,B9,1,XP_r25_c58_B9,348.000,113.500
P,25,59,24,58,B9,1,XP_r25_c59_B9,354.000,113.500
P,25,60,24,59,B9,1,XP_r25_c60_B9,360.000,113.500
P,25,61,24,60,B9,1,XP_r25_c61_B9,366.000,113.500
P,25,62,24,61,B9,1,XP_r25_c62_B9,372.000,113.500
P,25,63,24,62,B9,1,XP_r25_c63_B9,378.000,113.500
P,25,64,24,63,B11,1,XP_r25_c64_B11,384.000,113.500
P,25,65,,,EDGE,0,XP_r25_c65_EDGE,390.000,113.500
P,26,0,,,EDGE,0,XP_r26_c00_EDGE,0.000,118.040
P,26,1,25,0,B9,1,XP_r26_c01_B9,6.000,118.040
P,26,2,25,1,B9,1,XP_r26_c02_B9,12.000,118.040
P,26,3,25,2,B9,1,XP_r26_c03_B9,18.000,118.040
P,26,4,25,3,B9,1,XP_r26_c04_B9,24.000,118.040
P,26,5,25,4,B9,1,XP_r26_c05_B9,30.000,118.040
P,26,6,25,5,B9,1,XP_r26_c06_B9,36.000,118.040
P,26,7,25,6,B9,1,XP_r26_c07_B9,42.000,118.040
P,26,8,25,7,B9,1,XP_r26_c08_B9,48.000,118.040
P,26,9,25,8,B9,1,XP_r26_c09_B9,54.000,118.040
P,26,10,25,9,B9,1,XP_r26_c10_B9,60.000,118.040
P,26,11,25,10,B9,1,XP_r26_c11_B9,66.000,118.040
P,26,12,25,11,B9,1,XP_r26_c12_B9,72.000,118.040
P,26,13,25,12,B9,1,XP_r26_c13_B9,78.000,118.040
P,26,14,25,13,B9,1,XP_r26_c14_B9,84.000,118.040
P,26,15,25,14,B9,1,XP_r26_c15_B9,90.000,118.040
P,26,16,25,15,B9,1,XP_r26_c16_B9,96.000,118.040
P,26,17,25,16,B9,1,XP_r26_c17_B9,102.000,118.040
P,26,18,25,17,B9,1,XP_r26_c18_B9,108.000,118.040
P,26,19,25,18,B9,1,XP_r26_c19_B9,114.000,118.040
P,26,20,25,19,B9,1,XP_r26_c20_B9,120.000,118.040
P,26,21,25,20,B9,1,XP_r26_c21_B9,126.000,118.040
P,26,22,25,21,B9,1,XP_r26_c22_B9,132.000,118.040
P,26,23,25,22,B9,1,XP_r26_c23_B9,138.000,118.040
P,26,24,25,23,B9,1,XP_r26_c24_B9,144.000,118.040
P,26,25,25,24,B9,1,XP_r26_c25_B9,150.000,118.040
P,26,26,25,25,B9,1,XP_r26_c26_B9,156.000,118.040
P,26,27,25,26,B9,1,XP_r26_c27_B9,162.000,118.040
P,26,28,25,27,B9,1,XP_r26_c28_B9,168.000,118.040
P,26,29,25,28,B9,1,XP_r26_c29_B9,174.000,118.040
P,26,30,25,29,B9,1,XP_r26_c30_B9,180.000,118.040
P,26,31,25,30,B9,1,XP_r26_c31_B9,186.000,118.040
P,26,32,25,31,B9,1,XP_r26_c32_B9,192.000,118.040
P,26,33,25,32,B9,1,XP_r26_c33_B9,198.000,118.040
P,26,34,25,33,B9,1,XP_r26_c34_B9,204.000,118.040
P,26,35,25,34,B9,1,XP_r26_c35_B9,210.000,118.040
P,26,36,25,35,B9,1,XP_r26_c36_B9,216.000,118.040
P,26,37,25,36,B9,1,XP_r26_c37_B9,222.000,118.040
P,26,38,25,37,B9,1,XP_r26_c38_B9,228.000,118.040
P,26,39,25,38,B9,1,XP_r26_c39_B9,234.000,118.040
P,26,40,25,39,B9,1,XP_r26_c40_B9,240.000,118.040
P,26,41,25,40,B9,1,XP_r26_c41_B9,246.000,118.040
P,26,42,25,41,B9,1,XP_r26_c42_B9,252.000,118.040
P,26,43,25,42,B9,1,XP_r26_c43_B9,258.000,118.040
P,26,44,25,43,B9,1,XP_r26_c44_B9,264.000,118.040
P,26,45,25,44,B9,1,XP_r26_c45_B9,270.000,118.040
P,26,46,25,45,B9,1,XP_r26_c46_B9,276.000,118.040
P,26,47,25,46,B9,1,XP_r26_c47_B9,282.000,118.040
P,26,48,25,47,B9,1,XP_r26_c48_B9,288.000,118.040
P,26,49,25,48,B9,1,XP_r26_c49_B9,294.000,118.040
P,26,50,25,49,B9,1,XP_r26_c50_B9,300.000,118.040
P,26,51,25,50,B9,1,XP_r26_c51_B9,306.000,118.040
P,26,52,25,51,B9,1,XP_r26_c52_B9,312.000,118.040
P,26,53,25,52,B9,1,XP_r26_c53_B9,318.000,118.040
P,26,54,25,53,B9,1,XP_r26_c54_B9,324.000,118.040
P,26,55,25,54,B9,1,XP_r26_c55_B9,330.000,118.040
P,26,56,25,55,B9,1,XP_r26_c56_B9,336.000,118.040
P,26,57,25,56,B9,1,XP_r26_c57_B9,342.000,118.040
P,26,58,25,57,B9,1,XP_r26_c58_B9,348.000,118.040
P,26,59,25,58,B9,1,XP_r26_c59_B9,354.000,118.040
P,26,60,25,59,B9,1,XP_r26_c60_B9,360.000,118.040
P,26,61,25,60,B9,1,XP_r26_c61_B9,366.000,118.040
P,26,62,25,61,B9,1,XP_r26_c62_B9,372.000,118.040
P,26,63,25,62,B9,1,XP_r26_c63_B9,378.000,118.040
P,26,64,25,63,B11,1,XP_r26_c64_B11,384.000,118.040
P,26,65,,,EDGE,0,XP_r26_c65_EDGE,390.000,118.040
P,27,0,,,EDGE,0,XP_r27_c00_EDGE,0.000,122.580
P,27,1,26,0,B9,1,XP_r27_c01_B9,6.000,122.580
P,27,2,26,1,B9,1,XP_r27_c02_B9,12.000,122.580
P,27,3,26,2,B9,1,XP_r27_c03_B9,18.000,122.580
P,27,4,26,3,B9,1,XP_r27_c04_B9,24.000,122.580
P,27,5,26,4,B9,1,XP_r27_c05_B9,30.000,122.580
P,27,6,26,5,B9,1,XP_r27_c06_B9,36.000,122.580
P,27,7,26,6,B9,1,XP_r27_c07_B9,42.000,122.580
P,27,8,26,7,B9,1,XP_r27_c08_B9,48.000,122.580
P,27,9,26,8,B9,1,XP_r27_c09_B9,54.000,122.580
P,27,10,26,9,B9,1,XP_r27_c10_B9,60.000,122.580
P,27,11,26,10,B9,1,XP_r27_c11_B9,66.000,122.580
P,27,12,26,11,B9,1,XP_r27_c12_B9,72.000,122.580
P,27,13,26,12,B9,1,XP_r27_c13_B9,78.000,122.580
P,27,14,26,13,B9,1,XP_r27_c14_B9,84.000,122.580
P,27,15,26,14,B9,1,XP_r27_c15_B9,90.000,122.580
P,27,16,26,15,B9,1,XP_r27_c16_B9,96.000,122.580
P,27,17,26,16,B9,1,XP_r27_c17_B9,102.000,122.580
P,27,18,26,17,B9,1,XP_r27_c18_B9,108.000,122.580
P,27,19,26,18,B9,1,XP_r27_c19_B9,114.000,122.580
P,27,20,26,19,B9,1,XP_r27_c20_B9,120.000,122.580
P,27,21,26,20,B9,1,XP_r27_c21_B9,126.000,122.580
P,27,22,26,21,B9,1,XP_r27_c22_B9,132.000,122.580
P,27,23,26,22,B9,1,XP_r27_c23_B9,138.000,122.580
P,27,24,26,23,B9,1,XP_r27_c24_B9,144.000,122.580
P,27,25,26,24,B9,1,XP_r27_c25_B9,150.000,122.580
P,27,26,26,25,B9,1,XP_r27_c26_B9,156.000,122.580
P,27,27,26,26,B9,1,XP_r27_c27_B9,162.000,122.580
P,27,28,26,27,B9,1,XP_r27_c28_B9,168.000,122.580
P,27,29,26,28,B9,1,XP_r27_c29_B9,174.000,122.580
P,27,30,26,29,B9,1,XP_r27_c30_B9,180.000,122.580
P,27,31,26,30,B9,1,XP_r27_c31_B9,186.000,122.580
P,27,32,26,31,B9,1,XP_r27_c32_B9,192.000,122.580
P,27,33,26,32,B9,1,XP_r27_c33_B9,198.000,122.580
P,27,34,26,33,B9,1,XP_r27_c34_B9,204.000,122.580
P,27,35,26,34,B9,1,XP_r27_c35_B9,210.000,122.580
P,27,36,26,35,B9,1,XP_r27_c36_B9,216.000,122.580
P,27,37,26,36,B9,1,XP_r27_c37_B9,222.000,122.580
P,27,38,26,37,B9,1,XP_r27_c38_B9,228.000,122.580
P,27,39,26,38,B9,1,XP_r27_c39_B9,234.000,122.580
P,27,40,26,39,B9,1,XP_r27_c40_B9,240.000,122.580
P,27,41,26,40,B9,1,XP_r27_c41_B9,246.000,122.580
P,27,42,26,41,B9,1,XP_r27_c42_B9,252.000,122.580
P,27,43,26,42,B9,1,XP_r27_c43_B9,258.000,122.580
P,27,44,26,43,B9,1,XP_r27_c44_B9,264.000,122.580
P,27,45,26,44,B9,1,XP_r27_c45_B9,270.000,122.580
P,27,46,26,45,B9,1,XP_r27_c46_B9,276.000,122.580
P,27,47,26,46,B9,1,XP_r27_c47_B9,282.000,122.580
P,27,48,26,47,B9,1,XP_r27_c48_B9,288.000,122.580
P,27,49,26,48,B9,1,XP_r27_c49_B9,294.000,122.580
P,27,50,26,49,B9,1,XP_r27_c50_B9,300.000,122.580
P,27,51,26,50,B9,1,XP_r27_c51_B9,306.000,122.580
P,27,52,26,51,B9,1,XP_r27_c52_B9,312.000,122.580
P,27,53,26,52,B9,1,XP_r27_c53_B9,318.000,122.580
P,27,54,26,53,B9,1,XP_r27_c54_B9,324.000,122.580
P,27,55,26,54,B9,1,XP_r27_c55_B9,330.000,122.580
P,27,56,26,55,B9,1,XP_r27_c56_B9,336.000,122.580
P,27,57,26,56,B9,1,XP_r27_c57_B9,342.000,122.580
P,27,58,26,57,B9,1,XP_r27_c58_B9,348.000,122.580
P,27,59,26,58,B9,1,XP_r27_c59_B9,354.000,122.580
P,27,60,26,59,B9,1,XP_r27_c60_B9,360.000,122.580
P,27,61,26,60,B9,1,XP_r27_c61_B9,366.000,122.580
P,27,62,26,61,B9,1,XP_r27_c62_B9,372.000,122.580
P,27,63,26,62,B9,1,XP_r27_c63_B9,378.000,122.580
P,27,64,26,63,B11,1,XP_r27_c64_B11,384.000,122.580
P,27,65,,,EDGE,0,XP_r27_c65_EDGE,390.000,122.580
P,28,0,,,EDGE,0,XP_r28_c00_EDGE,0.000,127.120
P,28,1,27,0,B9,1,XP_r28_c01_B9,6.000,127.120
P,28,2,27,1,B9,1,XP_r28_c02_B9,12.000,127.120
P,28,3,27,2,B9,1,XP_r28_c03_B9,18.000,127.120
P,28,4,27,3,B9,1,XP_r28_c04_B9,24.000,127.120
P,28,5,27,4,B9,1,XP_r28_c05_B9,30.000,127.120
P,28,6,27,5,B9,1,XP_r28_c06_B9,36.000,127.120
P,28,7,27,6,B9,1,XP_r28_c07_B9,42.000,127.120
P,28,8,27,7,B9,1,XP_r28_c08_B9,48.000,127.120
P,28,9,27,8,B9,1,XP_r28_c09_B9,54.000,127.120
P,28,10,27,9,B9,1,XP_r28_c10_B9,60.000,127.120
P,28,11,27,10,B9,1,XP_r28_c11_B9,66.000,127.120
P,28,12,27,11,B9,1,XP_r28_c12_B9,72.000,127.120
P,28,13,27,12,B9,1,XP_r28_c13_B9,78.000,127.120
P,28,14,27,13,B9,1,XP_r28_c14_B9,84.000,127.120
P,28,15,27,14,B9,1,XP_r28_c15_B9,90.000,127.120
P,28,16,27,15,B9,1,XP_r28_c16_B9,96.000,127.120
P,28,17,27,16,B9,1,XP_r28_c17_B9,102.000,127.120
P,28,18,27,17,B9,1,XP_r28_c18_B9,108.000,127.120
P,28,19,27,18,B9,1,XP_r28_c19_B9,114.000,127.120
P,28,20,27,19,B9,1,XP_r28_c20_B9,120.000,127.120
P,28,21,27,20,B9,1,XP_r28_c21_B9,126.000,127.120
P,28,22,27,21,B9,1,XP_r28_c22_B9,132.000,127.120
P,28,23,27,22,B9,1,XP_r28_c23_B9,138.000,127.120
P,28,24,27,23,B9,1,XP_r28_c24_B9,144.000,127.120
P,28,25,27,24,B9,1,XP_r28_c25_B9,150.000,127.120
P,28,26,27,25,B9,1,XP_r28_c26_B9,156.000,127.120
P,28,27,27,26,B9,1,XP_r28_c27_B9,162.000,127.120
P,28,28,27,27,B9,1,XP_r28_c28_B9,168.000,127.120
P,28,29,27,28,B9,1,XP_r28_c29_B9,174.000,127.120
P,28,30,27,29,B9,1,XP_r28_c30_B9,180.000,127.120
P,28,31,27,30,B9,1,XP_r28_c31_B9,186.000,127.120
P,28,32,27,31,B9,1,XP_r28_c32_B9,192.000,127.120
P,28,33,27,32,B9,1,XP_r28_c33_B9,198.000,127.120
P,28,34,27,33,B9,1,XP_r28_c34_B9,204.000,127.120
P,28,35,27,34,B9,1,XP_r28_c35_B9,210.000,127.120
P,28,36,27,35,B9,1,XP_r28_c36_B9,216.000,127.120
P,28,37,27,36,B9,1,XP_r28_c37_B9,222.000,127.120
P,28,38,27,37,B9,1,XP_r28_c38_B9,228.000,127.120
P,28,39,27,38,B9,1,XP_r28_c39_B9,234.000,127.120
P,28,40,27,39,B9,1,XP_r28_c40_B9,240.000,127.120
P,28,41,27,40,B9,1,XP_r28_c41_B9,246.000,127.120
P,28,42,27,41,B9,1,XP_r28_c42_B9,252.000,127.120
P,28,43,27,42,B9,1,XP_r28_c43_B9,258.000,127.120
P,28,44,27,43,B9,1,XP_r28_c44_B9,264.000,127.120
P,28,45,27,44,B9,1,XP_r28_c45_B9,270.000,127.120
P,28,46,27,45,B9,1,XP_r28_c46_B9,276.000,127.120
P,28,47,27,46,B9,1,XP_r28_c47_B9,282.000,127.120
P,28,48,27,47,B9,1,XP_r28_c48_B9,288.000,127.120
P,28,49,27,48,B9,1,XP_r28_c49_B9,294.000,127.120
P,28,50,27,49,B9,1,XP_r28_c50_B9,300.000,127.120
P,28,51,27,50,B9,1,XP_r28_c51_B9,306.000,127.120
P,28,52,27,51,B9,1,XP_r28_c52_B9,312.000,127.120
P,28,53,27,52,B9,1,XP_r28_c53_B9,318.000,127.120
P,28,54,27,53,B9,1,XP_r28_c54_B9,324.000,127.120
P,28,55,27,54,B9,1,XP_r28_c55_B9,330.000,127.120
P,28,56,27,55,B9,1,XP_r28_c56_B9,336.000,127.120
P,28,57,27,56,B9,1,XP_r28_c57_B9,342.000,127.120
P,28,58,27,57,B9,1,XP_r28_c58_B9,348.000,127.120
P,28,59,27,58,B9,1,XP_r28_c59_B9,354.000,127.120
P,28,60,27,59,B9,1,XP_r28_c60_B9,360.000,127.120
P,28,61,27,60,B9,1,XP_r28_c61_B9,366.000,127.120
