polarity,physical_row,physical_col,core_row,core_col,net,electrical,instance,local_x_um,local_y_um
P,54,47,53,46,B11,1,XP_r54_c47_B11,282.000,245.160
P,54,48,53,47,B11,1,XP_r54_c48_B11,288.000,245.160
P,54,49,53,48,B11,1,XP_r54_c49_B11,294.000,245.160
P,54,50,53,49,B11,1,XP_r54_c50_B11,300.000,245.160
P,54,51,53,50,B11,1,XP_r54_c51_B11,306.000,245.160
P,54,52,53,51,B11,1,XP_r54_c52_B11,312.000,245.160
P,54,53,53,52,B11,1,XP_r54_c53_B11,318.000,245.160
P,54,54,53,53,B11,1,XP_r54_c54_B11,324.000,245.160
P,54,55,53,54,B11,1,XP_r54_c55_B11,330.000,245.160
P,54,56,53,55,B11,1,XP_r54_c56_B11,336.000,245.160
P,54,57,53,56,B11,1,XP_r54_c57_B11,342.000,245.160
P,54,58,53,57,B11,1,XP_r54_c58_B11,348.000,245.160
P,54,59,53,58,B11,1,XP_r54_c59_B11,354.000,245.160
P,54,60,53,59,B11,1,XP_r54_c60_B11,360.000,245.160
P,54,61,53,60,B11,1,XP_r54_c61_B11,366.000,245.160
P,54,62,53,61,B11,1,XP_r54_c62_B11,372.000,245.160
P,54,63,53,62,B11,1,XP_r54_c63_B11,378.000,245.160
P,54,64,53,63,B11,1,XP_r54_c64_B11,384.000,245.160
P,54,65,,,EDGE,0,XP_r54_c65_EDGE,390.000,245.160
P,55,0,,,EDGE,0,XP_r55_c00_EDGE,0.000,249.700
P,55,1,54,0,B10,1,XP_r55_c01_B10,6.000,249.700
P,55,2,54,1,B11,1,XP_r55_c02_B11,12.000,249.700
P,55,3,54,2,B11,1,XP_r55_c03_B11,18.000,249.700
P,55,4,54,3,B11,1,XP_r55_c04_B11,24.000,249.700
P,55,5,54,4,B11,1,XP_r55_c05_B11,30.000,249.700
P,55,6,54,5,B11,1,XP_r55_c06_B11,36.000,249.700
P,55,7,54,6,B11,1,XP_r55_c07_B11,42.000,249.700
P,55,8,54,7,B11,1,XP_r55_c08_B11,48.000,249.700
P,55,9,54,8,B11,1,XP_r55_c09_B11,54.000,249.700
P,55,10,54,9,B11,1,XP_r55_c10_B11,60.000,249.700
P,55,11,54,10,B11,1,XP_r55_c11_B11,66.000,249.700
P,55,12,54,11,B11,1,XP_r55_c12_B11,72.000,249.700
P,55,13,54,12,B11,1,XP_r55_c13_B11,78.000,249.700
P,55,14,54,13,B11,1,XP_r55_c14_B11,84.000,249.700
P,55,15,54,14,B11,1,XP_r55_c15_B11,90.000,249.700
P,55,16,54,15,B11,1,XP_r55_c16_B11,96.000,249.700
P,55,17,54,16,B11,1,XP_r55_c17_B11,102.000,249.700
P,55,18,54,17,B11,1,XP_r55_c18_B11,108.000,249.700
P,55,19,54,18,B11,1,XP_r55_c19_B11,114.000,249.700
P,55,20,54,19,B11,1,XP_r55_c20_B11,120.000,249.700
P,55,21,54,20,B11,1,XP_r55_c21_B11,126.000,249.700
P,55,22,54,21,B11,1,XP_r55_c22_B11,132.000,249.700
P,55,23,54,22,B11,1,XP_r55_c23_B11,138.000,249.700
P,55,24,54,23,B11,1,XP_r55_c24_B11,144.000,249.700
P,55,25,54,24,B11,1,XP_r55_c25_B11,150.000,249.700
P,55,26,54,25,B11,1,XP_r55_c26_B11,156.000,249.700
P,55,27,54,26,B11,1,XP_r55_c27_B11,162.000,249.700
P,55,28,54,27,B11,1,XP_r55_c28_B11,168.000,249.700
P,55,29,54,28,B11,1,XP_r55_c29_B11,174.000,249.700
P,55,30,54,29,B11,1,XP_r55_c30_B11,180.000,249.700
P,55,31,54,30,B11,1,XP_r55_c31_B11,186.000,249.700
P,55,32,54,31,B11,1,XP_r55_c32_B11,192.000,249.700
P,55,33,54,32,B11,1,XP_r55_c33_B11,198.000,249.700
P,55,34,54,33,B11,1,XP_r55_c34_B11,204.000,249.700
P,55,35,54,34,B11,1,XP_r55_c35_B11,210.000,249.700
P,55,36,54,35,B11,1,XP_r55_c36_B11,216.000,249.700
P,55,37,54,36,B11,1,XP_r55_c37_B11,222.000,249.700
P,55,38,54,37,B11,1,XP_r55_c38_B11,228.000,249.700
P,55,39,54,38,B11,1,XP_r55_c39_B11,234.000,249.700
P,55,40,54,39,B11,1,XP_r55_c40_B11,240.000,249.700
P,55,41,54,40,B11,1,XP_r55_c41_B11,246.000,249.700
P,55,42,54,41,B11,1,XP_r55_c42_B11,252.000,249.700
P,55,43,54,42,B11,1,XP_r55_c43_B11,258.000,249.700
P,55,44,54,43,B11,1,XP_r55_c44_B11,264.000,249.700
P,55,45,54,44,B11,1,XP_r55_c45_B11,270.000,249.700
P,55,46,54,45,B11,1,XP_r55_c46_B11,276.000,249.700
P,55,47,54,46,B11,1,XP_r55_c47_B11,282.000,249.700
P,55,48,54,47,B11,1,XP_r55_c48_B11,288.000,249.700
P,55,49,54,48,B11,1,XP_r55_c49_B11,294.000,249.700
P,55,50,54,49,B11,1,XP_r55_c50_B11,300.000,249.700
P,55,51,54,50,B11,1,XP_r55_c51_B11,306.000,249.700
P,55,52,54,51,B11,1,XP_r55_c52_B11,312.000,249.700
P,55,53,54,52,B11,1,XP_r55_c53_B11,318.000,249.700
P,55,54,54,53,B11,1,XP_r55_c54_B11,324.000,249.700
P,55,55,54,54,B11,1,XP_r55_c55_B11,330.000,249.700
P,55,56,54,55,B11,1,XP_r55_c56_B11,336.000,249.700
P,55,57,54,56,B11,1,XP_r55_c57_B11,342.000,249.700
P,55,58,54,57,B11,1,XP_r55_c58_B11,348.000,249.700
P,55,59,54,58,B11,1,XP_r55_c59_B11,354.000,249.700
P,55,60,54,59,B11,1,XP_r55_c60_B11,360.000,249.700
P,55,61,54,60,B11,1,XP_r55_c61_B11,366.000,249.700
P,55,62,54,61,B11,1,XP_r55_c62_B11,372.000,249.700
P,55,63,54,62,B11,1,XP_r55_c63_B11,378.000,249.700
P,55,64,54,63,B11,1,XP_r55_c64_B11,384.000,249.700
P,55,65,,,EDGE,0,XP_r55_c65_EDGE,390.000,249.700
P,56,0,,,EDGE,0,XP_r56_c00_EDGE,0.000,254.240
P,56,1,55,0,B10,1,XP_r56_c01_B10,6.000,254.240
P,56,2,55,1,B11,1,XP_r56_c02_B11,12.000,254.240
P,56,3,55,2,B11,1,XP_r56_c03_B11,18.000,254.240
P,56,4,55,3,B11,1,XP_r56_c04_B11,24.000,254.240
P,56,5,55,4,B11,1,XP_r56_c05_B11,30.000,254.240
P,56,6,55,5,B11,1,XP_r56_c06_B11,36.000,254.240
P,56,7,55,6,B11,1,XP_r56_c07_B11,42.000,254.240
P,56,8,55,7,B11,1,XP_r56_c08_B11,48.000,254.240
P,56,9,55,8,B11,1,XP_r56_c09_B11,54.000,254.240
P,56,10,55,9,B11,1,XP_r56_c10_B11,60.000,254.240
P,56,11,55,10,B11,1,XP_r56_c11_B11,66.000,254.240
P,56,12,55,11,B11,1,XP_r56_c12_B11,72.000,254.240
P,56,13,55,12,B11,1,XP_r56_c13_B11,78.000,254.240
P,56,14,55,13,B11,1,XP_r56_c14_B11,84.000,254.240
P,56,15,55,14,B11,1,XP_r56_c15_B11,90.000,254.240
P,56,16,55,15,B11,1,XP_r56_c16_B11,96.000,254.240
P,56,17,55,16,B11,1,XP_r56_c17_B11,102.000,254.240
P,56,18,55,17,B11,1,XP_r56_c18_B11,108.000,254.240
P,56,19,55,18,B11,1,XP_r56_c19_B11,114.000,254.240
P,56,20,55,19,B11,1,XP_r56_c20_B11,120.000,254.240
P,56,21,55,20,B11,1,XP_r56_c21_B11,126.000,254.240
P,56,22,55,21,B11,1,XP_r56_c22_B11,132.000,254.240
P,56,23,55,22,B11,1,XP_r56_c23_B11,138.000,254.240
P,56,24,55,23,B11,1,XP_r56_c24_B11,144.000,254.240
P,56,25,55,24,B11,1,XP_r56_c25_B11,150.000,254.240
P,56,26,55,25,B11,1,XP_r56_c26_B11,156.000,254.240
P,56,27,55,26,B11,1,XP_r56_c27_B11,162.000,254.240
P,56,28,55,27,B11,1,XP_r56_c28_B11,168.000,254.240
P,56,29,55,28,B11,1,XP_r56_c29_B11,174.000,254.240
P,56,30,55,29,B11,1,XP_r56_c30_B11,180.000,254.240
P,56,31,55,30,B11,1,XP_r56_c31_B11,186.000,254.240
P,56,32,55,31,B11,1,XP_r56_c32_B11,192.000,254.240
P,56,33,55,32,B11,1,XP_r56_c33_B11,198.000,254.240
P,56,34,55,33,B11,1,XP_r56_c34_B11,204.000,254.240
P,56,35,55,34,B11,1,XP_r56_c35_B11,210.000,254.240
P,56,36,55,35,B11,1,XP_r56_c36_B11,216.000,254.240
P,56,37,55,36,B11,1,XP_r56_c37_B11,222.000,254.240
P,56,38,55,37,B11,1,XP_r56_c38_B11,228.000,254.240
P,56,39,55,38,B11,1,XP_r56_c39_B11,234.000,254.240
P,56,40,55,39,B11,1,XP_r56_c40_B11,240.000,254.240
P,56,41,55,40,B11,1,XP_r56_c41_B11,246.000,254.240
P,56,42,55,41,B11,1,XP_r56_c42_B11,252.000,254.240
P,56,43,55,42,B11,1,XP_r56_c43_B11,258.000,254.240
P,56,44,55,43,B11,1,XP_r56_c44_B11,264.000,254.240
P,56,45,55,44,B11,1,XP_r56_c45_B11,270.000,254.240
P,56,46,55,45,B11,1,XP_r56_c46_B11,276.000,254.240
P,56,47,55,46,B11,1,XP_r56_c47_B11,282.000,254.240
P,56,48,55,47,B11,1,XP_r56_c48_B11,288.000,254.240
P,56,49,55,48,B11,1,XP_r56_c49_B11,294.000,254.240
P,56,50,55,49,B11,1,XP_r56_c50_B11,300.000,254.240
P,56,51,55,50,B11,1,XP_r56_c51_B11,306.000,254.240
P,56,52,55,51,B11,1,XP_r56_c52_B11,312.000,254.240
P,56,53,55,52,B11,1,XP_r56_c53_B11,318.000,254.240
P,56,54,55,53,B11,1,XP_r56_c54_B11,324.000,254.240
P,56,55,55,54,B11,1,XP_r56_c55_B11,330.000,254.240
P,56,56,55,55,B11,1,XP_r56_c56_B11,336.000,254.240
P,56,57,55,56,B11,1,XP_r56_c57_B11,342.000,254.240
P,56,58,55,57,B11,1,XP_r56_c58_B11,348.000,254.240
P,56,59,55,58,B11,1,XP_r56_c59_B11,354.000,254.240
P,56,60,55,59,B11,1,XP_r56_c60_B11,360.000,254.240
P,56,61,55,60,B11,1,XP_r56_c61_B11,366.000,254.240
P,56,62,55,61,B11,1,XP_r56_c62_B11,372.000,254.240
P,56,63,55,62,B11,1,XP_r56_c63_B11,378.000,254.240
P,56,64,55,63,B11,1,XP_r56_c64_B11,384.000,254.240
P,56,65,,,EDGE,0,XP_r56_c65_EDGE,390.000,254.240
P,57,0,,,EDGE,0,XP_r57_c00_EDGE,0.000,258.780
P,57,1,56,0,B9,1,XP_r57_c01_B9,6.000,258.780
P,57,2,56,1,B11,1,XP_r57_c02_B11,12.000,258.780
P,57,3,56,2,B11,1,XP_r57_c03_B11,18.000,258.780
P,57,4,56,3,B11,1,XP_r57_c04_B11,24.000,258.780
P,57,5,56,4,B11,1,XP_r57_c05_B11,30.000,258.780
P,57,6,56,5,B11,1,XP_r57_c06_B11,36.000,258.780
P,57,7,56,6,B11,1,XP_r57_c07_B11,42.000,258.780
P,57,8,56,7,B11,1,XP_r57_c08_B11,48.000,258.780
P,57,9,56,8,B11,1,XP_r57_c09_B11,54.000,258.780
P,57,10,56,9,B11,1,XP_r57_c10_B11,60.000,258.780
P,57,11,56,10,B11,1,XP_r57_c11_B11,66.000,258.780
P,57,12,56,11,B11,1,XP_r57_c12_B11,72.000,258.780
P,57,13,56,12,B11,1,XP_r57_c13_B11,78.000,258.780
P,57,14,56,13,B11,1,XP_r57_c14_B11,84.000,258.780
P,57,15,56,14,B11,1,XP_r57_c15_B11,90.000,258.780
P,57,16,56,15,B11,1,XP_r57_c16_B11,96.000,258.780
P,57,17,56,16,B11,1,XP_r57_c17_B11,102.000,258.780
P,57,18,56,17,B11,1,XP_r57_c18_B11,108.000,258.780
P,57,19,56,18,B11,1,XP_r57_c19_B11,114.000,258.780
P,57,20,56,19,B11,1,XP_r57_c20_B11,120.000,258.780
P,57,21,56,20,B11,1,XP_r57_c21_B11,126.000,258.780
P,57,22,56,21,B11,1,XP_r57_c22_B11,132.000,258.780
P,57,23,56,22,B11,1,XP_r57_c23_B11,138.000,258.780
P,57,24,56,23,B11,1,XP_r57_c24_B11,144.000,258.780
P,57,25,56,24,B11,1,XP_r57_c25_B11,150.000,258.780
P,57,26,56,25,B11,1,XP_r57_c26_B11,156.000,258.780
P,57,27,56,26,B11,1,XP_r57_c27_B11,162.000,258.780
P,57,28,56,27,B11,1,XP_r57_c28_B11,168.000,258.780
P,57,29,56,28,B11,1,XP_r57_c29_B11,174.000,258.780
P,57,30,56,29,B11,1,XP_r57_c30_B11,180.000,258.780
P,57,31,56,30,B11,1,XP_r57_c31_B11,186.000,258.780
P,57,32,56,31,B11,1,XP_r57_c32_B11,192.000,258.780
P,57,33,56,32,B11,1,XP_r57_c33_B11,198.000,258.780
P,57,34,56,33,B11,1,XP_r57_c34_B11,204.000,258.780
P,57,35,56,34,B11,1,XP_r57_c35_B11,210.000,258.780
P,57,36,56,35,B11,1,XP_r57_c36_B11,216.000,258.780
P,57,37,56,36,B11,1,XP_r57_c37_B11,222.000,258.780
P,57,38,56,37,B11,1,XP_r57_c38_B11,228.000,258.780
P,57,39,56,38,B11,1,XP_r57_c39_B11,234.000,258.780
P,57,40,56,39,B11,1,XP_r57_c40_B11,240.000,258.780
P,57,41,56,40,B11,1,XP_r57_c41_B11,246.000,258.780
P,57,42,56,41,B11,1,XP_r57_c42_B11,252.000,258.780
P,57,43,56,42,B11,1,XP_r57_c43_B11,258.000,258.780
P,57,44,56,43,B11,1,XP_r57_c44_B11,264.000,258.780
P,57,45,56,44,B11,1,XP_r57_c45_B11,270.000,258.780
P,57,46,56,45,B11,1,XP_r57_c46_B11,276.000,258.780
P,57,47,56,46,B11,1,XP_r57_c47_B11,282.000,258.780
P,57,48,56,47,B11,1,XP_r57_c48_B11,288.000,258.780
P,57,49,56,48,B11,1,XP_r57_c49_B11,294.000,258.780
P,57,50,56,49,B11,1,XP_r57_c50_B11,300.000,258.780
P,57,51,56,50,B11,1,XP_r57_c51_B11,306.000,258.780
P,57,52,56,51,B11,1,XP_r57_c52_B11,312.000,258.780
P,57,53,56,52,B11,1,XP_r57_c53_B11,318.000,258.780
P,57,54,56,53,B11,1,XP_r57_c54_B11,324.000,258.780
P,57,55,56,54,B11,1,XP_r57_c55_B11,330.000,258.780
P,57,56,56,55,B11,1,XP_r57_c56_B11,336.000,258.780
P,57,57,56,56,B11,1,XP_r57_c57_B11,342.000,258.780
P,57,58,56,57,B11,1,XP_r57_c58_B11,348.000,258.780
P,57,59,56,58,B11,1,XP_r57_c59_B11,354.000,258.780
P,57,60,56,59,B11,1,XP_r57_c60_B11,360.000,258.780
P,57,61,56,60,B11,1,XP_r57_c61_B11,366.000,258.780
P,57,62,56,61,B11,1,XP_r57_c62_B11,372.000,258.780
P,57,63,56,62,B11,1,XP_r57_c63_B11,378.000,258.780
P,57,64,56,63,B11,1,XP_r57_c64_B11,384.000,258.780
P,57,65,,,EDGE,0,XP_r57_c65_EDGE,390.000,258.780
P,58,0,,,EDGE,0,XP_r58_c00_EDGE,0.000,263.320
P,58,1,57,0,B9,1,XP_r58_c01_B9,6.000,263.320
P,58,2,57,1,B11,1,XP_r58_c02_B11,12.000,263.320
P,58,3,57,2,B11,1,XP_r58_c03_B11,18.000,263.320
P,58,4,57,3,B11,1,XP_r58_c04_B11,24.000,263.320
P,58,5,57,4,B11,1,XP_r58_c05_B11,30.000,263.320
P,58,6,57,5,B11,1,XP_r58_c06_B11,36.000,263.320
P,58,7,57,6,B11,1,XP_r58_c07_B11,42.000,263.320
P,58,8,57,7,B11,1,XP_r58_c08_B11,48.000,263.320
P,58,9,57,8,B11,1,XP_r58_c09_B11,54.000,263.320
P,58,10,57,9,B11,1,XP_r58_c10_B11,60.000,263.320
P,58,11,57,10,B11,1,XP_r58_c11_B11,66.000,263.320
P,58,12,57,11,B11,1,XP_r58_c12_B11,72.000,263.320
P,58,13,57,12,B11,1,XP_r58_c13_B11,78.000,263.320
P,58,14,57,13,B11,1,XP_r58_c14_B11,84.000,263.320
P,58,15,57,14,B11,1,XP_r58_c15_B11,90.000,263.320
P,58,16,57,15,B11,1,XP_r58_c16_B11,96.000,263.320
P,58,17,57,16,B11,1,XP_r58_c17_B11,102.000,263.320
P,58,18,57,17,B11,1,XP_r58_c18_B11,108.000,263.320
P,58,19,57,18,B11,1,XP_r58_c19_B11,114.000,263.320
P,58,20,57,19,B11,1,XP_r58_c20_B11,120.000,263.320
P,58,21,57,20,B11,1,XP_r58_c21_B11,126.000,263.320
P,58,22,57,21,B11,1,XP_r58_c22_B11,132.000,263.320
P,58,23,57,22,B11,1,XP_r58_c23_B11,138.000,263.320
P,58,24,57,23,B11,1,XP_r58_c24_B11,144.000,263.320
P,58,25,57,24,B11,1,XP_r58_c25_B11,150.000,263.320
P,58,26,57,25,B11,1,XP_r58_c26_B11,156.000,263.320
P,58,27,57,26,B11,1,XP_r58_c27_B11,162.000,263.320
P,58,28,57,27,B11,1,XP_r58_c28_B11,168.000,263.320
P,58,29,57,28,B11,1,XP_r58_c29_B11,174.000,263.320
P,58,30,57,29,B11,1,XP_r58_c30_B11,180.000,263.320
P,58,31,57,30,B11,1,XP_r58_c31_B11,186.000,263.320
P,58,32,57,31,B11,1,XP_r58_c32_B11,192.000,263.320
P,58,33,57,32,B11,1,XP_r58_c33_B11,198.000,263.320
P,58,34,57,33,B11,1,XP_r58_c34_B11,204.000,263.320
P,58,35,57,34,B11,1,XP_r58_c35_B11,210.000,263.320
P,58,36,57,35,B11,1,XP_r58_c36_B11,216.000,263.320
P,58,37,57,36,B11,1,XP_r58_c37_B11,222.000,263.320
P,58,38,57,37,B11,1,XP_r58_c38_B11,228.000,263.320
P,58,39,57,38,B11,1,XP_r58_c39_B11,234.000,263.320
P,58,40,57,39,B11,1,XP_r58_c40_B11,240.000,263.320
P,58,41,57,40,B11,1,XP_r58_c41_B11,246.000,263.320
P,58,42,57,41,B11,1,XP_r58_c42_B11,252.000,263.320
P,58,43,57,42,B11,1,XP_r58_c43_B11,258.000,263.320
P,58,44,57,43,B11,1,XP_r58_c44_B11,264.000,263.320
P,58,45,57,44,B11,1,XP_r58_c45_B11,270.000,263.320
P,58,46,57,45,B11,1,XP_r58_c46_B11,276.000,263.320
P,58,47,57,46,B11,1,XP_r58_c47_B11,282.000,263.320
P,58,48,57,47,B11,1,XP_r58_c48_B11,288.000,263.320
P,58,49,57,48,B11,1,XP_r58_c49_B11,294.000,263.320
P,58,50,57,49,B11,1,XP_r58_c50_B11,300.000,263.320
P,58,51,57,50,B11,1,XP_r58_c51_B11,306.000,263.320
P,58,52,57,51,B11,1,XP_r58_c52_B11,312.000,263.320
P,58,53,57,52,B11,1,XP_r58_c53_B11,318.000,263.320
P,58,54,57,53,B11,1,XP_r58_c54_B11,324.000,263.320
P,58,55,57,54,B11,1,XP_r58_c55_B11,330.000,263.320
P,58,56,57,55,B11,1,XP_r58_c56_B11,336.000,263.320
P,58,57,57,56,B11,1,XP_r58_c57_B11,342.000,263.320
P,58,58,57,57,B11,1,XP_r58_c58_B11,348.000,263.320
P,58,59,57,58,B11,1,XP_r58_c59_B11,354.000,263.320
P,58,60,57,59,B11,1,XP_r58_c60_B11,360.000,263.320
P,58,61,57,60,B11,1,XP_r58_c61_B11,366.000,263.320
P,58,62,57,61,B11,1,XP_r58_c62_B11,372.000,263.320
P,58,63,57,62,B11,1,XP_r58_c63_B11,378.000,263.320
P,58,64,57,63,B11,1,XP_r58_c64_B11,384.000,263.320
P,58,65,,,EDGE,0,XP_r58_c65_EDGE,390.000,263.320
P,59,0,,,EDGE,0,XP_r59_c00_EDGE,0.000,267.860
P,59,1,58,0,B9,1,XP_r59_c01_B9,6.000,267.860
P,59,2,58,1,B11,1,XP_r59_c02_B11,12.000,267.860
P,59,3,58,2,B11,1,XP_r59_c03_B11,18.000,267.860
P,59,4,58,3,B11,1,XP_r59_c04_B11,24.000,267.860
P,59,5,58,4,B11,1,XP_r59_c05_B11,30.000,267.860
P,59,6,58,5,B11,1,XP_r59_c06_B11,36.000,267.860
P,59,7,58,6,B11,1,XP_r59_c07_B11,42.000,267.860
P,59,8,58,7,B11,1,XP_r59_c08_B11,48.000,267.860
P,59,9,58,8,B11,1,XP_r59_c09_B11,54.000,267.860
P,59,10,58,9,B11,1,XP_r59_c10_B11,60.000,267.860
P,59,11,58,10,B11,1,XP_r59_c11_B11,66.000,267.860
P,59,12,58,11,B11,1,XP_r59_c12_B11,72.000,267.860
P,59,13,58,12,B11,1,XP_r59_c13_B11,78.000,267.860
P,59,14,58,13,B11,1,XP_r59_c14_B11,84.000,267.860
P,59,15,58,14,B11,1,XP_r59_c15_B11,90.000,267.860
P,59,16,58,15,B11,1,XP_r59_c16_B11,96.000,267.860
P,59,17,58,16,B11,1,XP_r59_c17_B11,102.000,267.860
P,59,18,58,17,B11,1,XP_r59_c18_B11,108.000,267.860
P,59,19,58,18,B11,1,XP_r59_c19_B11,114.000,267.860
P,59,20,58,19,B11,1,XP_r59_c20_B11,120.000,267.860
P,59,21,58,20,B11,1,XP_r59_c21_B11,126.000,267.860
P,59,22,58,21,B11,1,XP_r59_c22_B11,132.000,267.860
P,59,23,58,22,B11,1,XP_r59_c23_B11,138.000,267.860
P,59,24,58,23,B11,1,XP_r59_c24_B11,144.000,267.860
P,59,25,58,24,B11,1,XP_r59_c25_B11,150.000,267.860
P,59,26,58,25,B11,1,XP_r59_c26_B11,156.000,267.860
P,59,27,58,26,B11,1,XP_r59_c27_B11,162.000,267.860
P,59,28,58,27,B11,1,XP_r59_c28_B11,168.000,267.860
P,59,29,58,28,B11,1,XP_r59_c29_B11,174.000,267.860
P,59,30,58,29,B11,1,XP_r59_c30_B11,180.000,267.860
P,59,31,58,30,B11,1,XP_r59_c31_B11,186.000,267.860
P,59,32,58,31,B11,1,XP_r59_c32_B11,192.000,267.860
P,59,33,58,32,B11,1,XP_r59_c33_B11,198.000,267.860
P,59,34,58,33,B11,1,XP_r59_c34_B11,204.000,267.860
P,59,35,58,34,B11,1,XP_r59_c35_B11,210.000,267.860
P,59,36,58,35,B11,1,XP_r59_c36_B11,216.000,267.860
P,59,37,58,36,B11,1,XP_r59_c37_B11,222.000,267.860
P,59,38,58,37,B11,1,XP_r59_c38_B11,228.000,267.860
P,59,39,58,38,B11,1,XP_r59_c39_B11,234.000,267.860
P,59,40,58,39,B11,1,XP_r59_c40_B11,240.000,267.860
P,59,41,58,40,B11,1,XP_r59_c41_B11,246.000,267.860
P,59,42,58,41,B11,1,XP_r59_c42_B11,252.000,267.860
P,59,43,58,42,B11,1,XP_r59_c43_B11,258.000,267.860
P,59,44,58,43,B11,1,XP_r59_c44_B11,264.000,267.860
P,59,45,58,44,B11,1,XP_r59_c45_B11,270.000,267.860
P,59,46,58,45,B11,1,XP_r59_c46_B11,276.000,267.860
P,59,47,58,46,B11,1,XP_r59_c47_B11,282.000,267.860
P,59,48,58,47,B11,1,XP_r59_c48_B11,288.000,267.860
P,59,49,58,48,B11,1,XP_r59_c49_B11,294.000,267.860
P,59,50,58,49,B11,1,XP_r59_c50_B11,300.000,267.860
P,59,51,58,50,B11,1,XP_r59_c51_B11,306.000,267.860
P,59,52,58,51,B11,1,XP_r59_c52_B11,312.000,267.860
P,59,53,58,52,B11,1,XP_r59_c53_B11,318.000,267.860
P,59,54,58,53,B11,1,XP_r59_c54_B11,324.000,267.860
P,59,55,58,54,B11,1,XP_r59_c55_B11,330.000,267.860
P,59,56,58,55,B11,1,XP_r59_c56_B11,336.000,267.860
P,59,57,58,56,B11,1,XP_r59_c57_B11,342.000,267.860
P,59,58,58,57,B11,1,XP_r59_c58_B11,348.000,267.860
P,59,59,58,58,B11,1,XP_r59_c59_B11,354.000,267.860
P,59,60,58,59,B11,1,XP_r59_c60_B11,360.000,267.860
P,59,61,58,60,B11,1,XP_r59_c61_B11,366.000,267.860
P,59,62,58,61,B11,1,XP_r59_c62_B11,372.000,267.860
P,59,63,58,62,B11,1,XP_r59_c63_B11,378.000,267.860
P,59,64,58,63,B11,1,XP_r59_c64_B11,384.000,267.860
P,59,65,,,EDGE,0,XP_r59_c65_EDGE,390.000,267.860
P,60,0,,,EDGE,0,XP_r60_c00_EDGE,0.000,272.400
P,60,1,59,0,B9,1,XP_r60_c01_B9,6.000,272.400
P,60,2,59,1,B11,1,XP_r60_c02_B11,12.000,272.400
P,60,3,59,2,B11,1,XP_r60_c03_B11,18.000,272.400
P,60,4,59,3,B11,1,XP_r60_c04_B11,24.000,272.400
P,60,5,59,4,B11,1,XP_r60_c05_B11,30.000,272.400
P,60,6,59,5,B11,1,XP_r60_c06_B11,36.000,272.400
P,60,7,59,6,B11,1,XP_r60_c07_B11,42.000,272.400
P,60,8,59,7,B11,1,XP_r60_c08_B11,48.000,272.400
P,60,9,59,8,B11,1,XP_r60_c09_B11,54.000,272.400
P,60,10,59,9,B11,1,XP_r60_c10_B11,60.000,272.400
P,60,11,59,10,B11,1,XP_r60_c11_B11,66.000,272.400
P,60,12,59,11,B11,1,XP_r60_c12_B11,72.000,272.400
P,60,13,59,12,B11,1,XP_r60_c13_B11,78.000,272.400
P,60,14,59,13,B11,1,XP_r60_c14_B11,84.000,272.400
P,60,15,59,14,B11,1,XP_r60_c15_B11,90.000,272.400
P,60,16,59,15,B11,1,XP_r60_c16_B11,96.000,272.400
P,60,17,59,16,B11,1,XP_r60_c17_B11,102.000,272.400
P,60,18,59,17,B11,1,XP_r60_c18_B11,108.000,272.400
P,60,19,59,18,B11,1,XP_r60_c19_B11,114.000,272.400
P,60,20,59,19,B11,1,XP_r60_c20_B11,120.000,272.400
P,60,21,59,20,B11,1,XP_r60_c21_B11,126.000,272.400
P,60,22,59,21,B11,1,XP_r60_c22_B11,132.000,272.400
P,60,23,59,22,B11,1,XP_r60_c23_B11,138.000,272.400
P,60,24,59,23,B11,1,XP_r60_c24_B11,144.000,272.400
P,60,25,59,24,B11,1,XP_r60_c25_B11,150.000,272.400
P,60,26,59,25,B11,1,XP_r60_c26_B11,156.000,272.400
P,60,27,59,26,B11,1,XP_r60_c27_B11,162.000,272.400
P,60,28,59,27,B11,1,XP_r60_c28_B11,168.000,272.400
P,60,29,59,28,B11,1,XP_r60_c29_B11,174.000,272.400
P,60,30,59,29,B11,1,XP_r60_c30_B11,180.000,272.400
P,60,31,59,30,B11,1,XP_r60_c31_B11,186.000,272.400
P,60,32,59,31,B11,1,XP_r60_c32_B11,192.000,272.400
P,60,33,59,32,B11,1,XP_r60_c33_B11,198.000,272.400
P,60,34,59,33,B11,1,XP_r60_c34_B11,204.000,272.400
P,60,35,59,34,B11,1,XP_r60_c35_B11,210.000,272.400
P,60,36,59,35,B11,1,XP_r60_c36_B11,216.000,272.400
P,60,37,59,36,B11,1,XP_r60_c37_B11,222.000,272.400
P,60,38,59,37,B11,1,XP_r60_c38_B11,228.000,272.400
P,60,39,59,38,B11,1,XP_r60_c39_B11,234.000,272.400
P,60,40,59,39,B11,1,XP_r60_c40_B11,240.000,272.400
P,60,41,59,40,B11,1,XP_r60_c41_B11,246.000,272.400
P,60,42,59,41,B11,1,XP_r60_c42_B11,252.000,272.400
P,60,43,59,42,B11,1,XP_r60_c43_B11,258.000,272.400
P,60,44,59,43,B11,1,XP_r60_c44_B11,264.000,272.400
P,60,45,59,44,B11,1,XP_r60_c45_B11,270.000,272.400
P,60,46,59,45,B11,1,XP_r60_c46_B11,276.000,272.400
P,60,47,59,46,B11,1,XP_r60_c47_B11,282.000,272.400
P,60,48,59,47,B11,1,XP_r60_c48_B11,288.000,272.400
