device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349613e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786444e-06,0.0001727560309578961,1.036214078893178e-06,0.6579489440915687,0.6579489440915687,0.09235519778443227
M1,2.048395184397049e-05,0.0003660536178047684,8.86661227499241e-05,0.7907743936341647,0.08174843995198589,0.08456572124145428
M2,2.050766812677504e-05,0.0003487492466853363,0.0001316326238179936,0.7942950380434477,0.07038861262406793,0.08640845330837517
M3A,-1.024197522859258e-05,0.0001607085025917367,1.045518796313976e-06,-1.012546598091462,-1.012546598091462,-0.08942203770720678
M3B,-1.024197522859258e-05,0.0001607085025917367,1.045518796313976e-06,-1.012546598091462,-1.012546598091462,-0.08942203770720678
M4A,-1.025383334297316e-05,0.0001608782070538949,1.042222060868337e-06,-1.012546598091462,-1.02390642541938,-0.08944021761554832
M4B,-1.025383334297316e-05,0.0001608782070538949,1.042222060868337e-06,-1.012546598091462,-1.02390642541938,-0.08944021761554832
M5,4.099161779640669e-05,0.0006913553609067774,3.987810017619285e-06,0.6579489440915687,0.7057049619565523,0.09854212877590578
M6,7.444832148851326e-05,0.0007973238363344766,6.03252638183873e-06,0.7760935745806202,1.496479355590717,0.1488238788010448
M7A,-4.470763307752212e-05,0.0004648767662640868,6.32130855405994e-06,-1.16724668807448,-0.3035206444092831,-0.1648282158208381
M7B,-4.470763307752212e-05,0.0004648767662640868,6.32130855405994e-06,-1.16724668807448,-0.3035206444092831,-0.1648282158208381
