 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  6.58036427e-01  2.14664546e-01  7.92073469e-01  7.92073469e-01  1.90356918e-05  1.90356918e-05  1.90356911e-05  1.90356911e-05  3.80713829e-05  3.82214048e-04  3.89418668e-06  3.82214048e-04  3.89418668e-06  3.01619781e-04  1.95879124e-06  3.01619781e-04  1.95879124e-06  6.42156537e-04  1.31626971e-05  7.45927526e-02  7.45927526e-02  8.72519390e-02  8.72519390e-02  9.85943849e-02  4.80713851e-05 
