 v-sweep         v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_sat          m2_sat          m3_sat          m4_sat          m5_sat         
 0.00000000e+00  6.58036427e-01  5.75128130e-09  1.45184523e+00  1.45184523e+00  1.86674001e-12  1.86674001e-12  2.61414380e-12  2.61414380e-12  3.73348000e-12  1.41110581e+00  1.41110581e+00  3.04411279e-01  3.04411279e-01 -9.85942323e-02 
 1.00000000e-02  6.58036427e-01  7.51565984e-09  1.44556604e+00  1.44556604e+00  2.43941862e-12  2.43941862e-12  3.16646594e-12  3.16646594e-12  4.87883724e-12  1.40482662e+00  1.40482662e+00  3.10690465e-01  3.10690465e-01 -9.85942306e-02 
 2.00000000e-02  6.58036427e-01  9.82016938e-09  1.43878636e+00  1.43878636e+00  3.18741192e-12  3.18741192e-12  3.89430123e-12  3.89430123e-12  6.37482378e-12  1.39804694e+00  1.39804694e+00  3.17470138e-01  3.17470138e-01 -9.85942283e-02 
 3.00000000e-02  6.58036427e-01  1.28300325e-08  1.43159548e+00  1.43159548e+00  4.16434750e-12  4.16434750e-12  4.84956206e-12  4.84956206e-12  8.32869496e-12  1.39085605e+00  1.39085605e+00  3.24661013e-01  3.24661013e-01 -9.85942253e-02 
 4.00000000e-02  6.58036427e-01  1.67609491e-08  1.42405742e+00  1.42405742e+00  5.44023682e-12  5.44023682e-12  6.10291366e-12  6.10291366e-12  1.08804736e-11  1.38331799e+00  1.38331799e+00  3.32199067e-01  3.32199067e-01 -9.85942213e-02 
 5.00000000e-02  6.58036427e-01  2.18945452e-08  1.41622870e+00  1.41622870e+00  7.10648944e-12  7.10648944e-12  7.74775911e-12  7.74775911e-12  1.42129788e-11  1.37548926e+00  1.37548926e+00  3.40027778e-01  3.40027778e-01 -9.85942162e-02 
 6.00000000e-02  6.58036427e-01  2.85986832e-08  1.40818746e+00  1.40818746e+00  9.28250535e-12  9.28250535e-12  9.89863595e-12  9.89863595e-12  1.85650106e-11  1.36744800e+00  1.36744800e+00  3.48069014e-01  3.48069014e-01 -9.85942095e-02 
 7.00000000e-02  6.58036427e-01  3.73534463e-08  1.39996358e+00  1.39996358e+00  1.21241089e-11  1.21241089e-11  1.27153786e-11  1.27153786e-11  2.42482176e-11  1.35922410e+00  1.35922410e+00  3.56292879e-01  3.56292879e-01 -9.85942007e-02 
 8.00000000e-02  6.58036427e-01  4.87857123e-08  1.39159982e+00  1.39159982e+00  1.58347706e-11  1.58347706e-11  1.64006650e-11  1.64006650e-11  3.16695410e-11  1.35086033e+00  1.35086033e+00  3.64656617e-01  3.64656617e-01 -9.85941893e-02 
 9.00000000e-02  6.58036427e-01  6.37137808e-08  1.38312574e+00  1.38312574e+00  2.06800920e-11  2.06800920e-11  2.12211661e-11  2.12211661e-11  4.13601838e-11  1.34238622e+00  1.34238622e+00  3.73130672e-01  3.73130672e-01 -9.85941744e-02 
 1.00000000e-01  6.58036427e-01  8.32055004e-08  1.37454841e+00  1.37454841e+00  2.70066728e-11  2.70066728e-11  2.75388514e-11  2.75388514e-11  5.40133452e-11  1.33380885e+00  1.33380885e+00  3.81707976e-01  3.81707976e-01 -9.85941549e-02 
 1.10000000e-01  6.58036427e-01  1.08656106e-07  1.36594454e+00  1.36594454e+00  3.52673740e-11  3.52673740e-11  3.57573015e-11  3.57573015e-11  7.05347475e-11  1.32520494e+00  1.32520494e+00  3.90311806e-01  3.90311806e-01 -9.85941294e-02 
 1.20000000e-01  6.58036427e-01  1.41883992e-07  1.35726736e+00  1.35726736e+00  4.60524045e-11  4.60524045e-11  4.65186165e-11  4.65186165e-11  9.21048085e-11  1.31652769e+00  1.31652769e+00  3.98988937e-01  3.98988937e-01 -9.85940962e-02 
 1.30000000e-01  6.58036427e-01  1.85263746e-07  1.34854647e+00  1.34854647e+00  6.01324988e-11  6.01324988e-11  6.05792046e-11  6.05792046e-11  1.20264997e-10  1.30780672e+00  1.30780672e+00  4.07709759e-01  4.07709759e-01 -9.85940528e-02 
 1.40000000e-01  6.58036427e-01  2.41893524e-07  1.33979730e+00  1.33979730e+00  7.85132441e-11  7.85132441e-11  7.89281691e-11  7.89281691e-11  1.57026487e-10  1.29905745e+00  1.29905745e+00  4.16458844e-01  4.16458844e-01 -9.85939962e-02 
 1.50000000e-01  6.58036427e-01  3.15812903e-07  1.33099731e+00  1.33099731e+00  1.02505786e-10  1.02505786e-10  1.02949650e-10  1.02949650e-10  2.05011571e-10  1.29025731e+00  1.29025731e+00  4.25258725e-01  4.25258725e-01 -9.85939223e-02 
 1.60000000e-01  6.58036427e-01  4.12296088e-07  1.32220059e+00  1.32220059e+00  1.33821996e-10  1.33821996e-10  1.34204516e-10  1.34204516e-10  2.67643990e-10  1.28146042e+00  1.28146042e+00  4.34055292e-01  4.34055292e-01 -9.85938258e-02 
 1.70000000e-01  6.58036427e-01  5.38214230e-07  1.31337077e+00  1.31337077e+00  1.74692065e-10  1.74692065e-10  1.75027660e-10  1.75027660e-10  3.49384124e-10  1.27263036e+00  1.27263036e+00  4.42884923e-01  4.42884923e-01 -9.85936999e-02 
 1.80000000e-01  6.58036427e-01  7.02528340e-07  1.30451078e+00  1.30451078e+00  2.28024478e-10  2.28024478e-10  2.28334529e-10  2.28334529e-10  4.56048952e-10  1.26377006e+00  1.26377006e+00  4.51744667e-01  4.51744667e-01 -9.85935356e-02 
 1.90000000e-01  6.58036427e-01  9.16918805e-07  1.29562529e+00  1.29562529e+00  2.97610334e-10  2.97610334e-10  2.97894948e-10  2.97894948e-10  5.95220663e-10  1.25488417e+00  1.25488417e+00  4.60629829e-01  4.60629829e-01 -9.85933212e-02 
 2.00000000e-01  6.58036427e-01  1.19660452e-06  1.28671265e+00  1.28671265e+00  3.88389181e-10  3.88389181e-10  3.88651492e-10  3.88651492e-10  7.76778357e-10  1.24597100e+00  1.24597100e+00  4.69542044e-01  4.69542044e-01 -9.85930415e-02 
 2.10000000e-01  6.58036427e-01  1.56140830e-06  1.27776871e+00  1.27776871e+00  5.06794772e-10  5.06794772e-10  5.07070901e-10  5.07070901e-10  1.01358954e-09  1.23702637e+00  1.23702637e+00  4.78485433e-01  4.78485433e-01 -9.85926767e-02 
 2.20000000e-01  6.58036427e-01  2.03714387e-06  1.26879811e+00  1.26879811e+00  6.61205185e-10  6.61205185e-10  6.61414650e-10  6.61414650e-10  1.32241036e-09  1.22805488e+00  1.22805488e+00  4.87455306e-01  4.87455306e-01 -9.85922009e-02 
 2.30000000e-01  6.58036427e-01  2.65739604e-06  1.25978152e+00  1.25978152e+00  8.62520457e-10  8.62520457e-10  8.62904138e-10  8.62904138e-10  1.72504090e-09  1.21903711e+00  1.21903711e+00  4.96470961e-01  4.96470961e-01 -9.85915807e-02 
 2.40000000e-01  6.58036427e-01  3.46587451e-06  1.25073926e+00  1.25073926e+00  1.12492636e-09  1.12492636e-09  1.12513624e-09  1.12513624e-09  2.24985271e-09  1.20999333e+00  1.20999333e+00  5.05511996e-01  5.05511996e-01 -9.85907722e-02 
 2.50000000e-01  6.58036427e-01  4.51937513e-06  1.24164732e+00  1.24164732e+00  1.46685514e-09  1.46685514e-09  1.46699990e-09  1.46699990e-09  2.93371026e-09  1.20089939e+00  1.20089939e+00  5.14602345e-01  5.14602345e-01 -9.85897187e-02 
 2.60000000e-01  6.58036427e-01  5.89169957e-06  1.23250385e+00  1.23250385e+00  1.91225705e-09  1.91225705e-09  1.91237002e-09  1.91237002e-09  3.82451407e-09  1.19175332e+00  1.19175332e+00  5.23743746e-01  5.23743746e-01 -9.85883464e-02 
 2.70000000e-01  6.58036427e-01  7.67863644e-06  1.22329410e+00  1.22329410e+00  2.49221594e-09  2.49221594e-09  2.49296233e-09  2.49296233e-09  4.98443185e-09  1.18254019e+00  1.18254019e+00  5.32950792e-01  5.32950792e-01 -9.85865594e-02 
 2.80000000e-01  6.58036427e-01  1.00044867e-05  1.21403655e+00  1.21403655e+00  3.24706530e-09  3.24706530e-09  3.24728734e-09  3.24728734e-09  6.49413056e-09  1.17327822e+00  1.17327822e+00  5.42204845e-01  5.42204845e-01 -9.85842336e-02 
 2.90000000e-01  6.58036427e-01  1.30302159e-05  1.20470029e+00  1.20470029e+00  4.22903088e-09  4.22903088e-09  4.22909984e-09  4.22909984e-09  8.45806171e-09  1.16393623e+00  1.16393623e+00  5.51536546e-01  5.51536546e-01 -9.85812079e-02 
 3.00000000e-01  6.58036427e-01  1.69641994e-05  1.19528073e+00  1.19528073e+00  5.50571289e-09  5.50571289e-09  5.50573613e-09  5.50573613e-09  1.10114257e-08  1.15450919e+00  1.15450919e+00  5.60950189e-01  5.60950189e-01 -9.85772739e-02 
 3.10000000e-01  6.58036427e-01  2.20757143e-05  1.18575982e+00  1.18575982e+00  7.16445549e-09  7.16445549e-09  7.16619729e-09  7.16619729e-09  1.43289109e-08  1.14497856e+00  1.14497856e+00  5.70463414e-01  5.70463414e-01 -9.85721624e-02 
 3.20000000e-01  6.58036427e-01  2.87123549e-05  1.17613631e+00  1.17613631e+00  9.31798402e-09  9.31798402e-09  9.32211897e-09  9.32211897e-09  1.86359680e-08  1.13534243e+00  1.13534243e+00  5.80076956e-01  5.80076956e-01 -9.85655257e-02 
 3.30000000e-01  6.58036427e-01  3.73220629e-05  1.16641725e+00  1.16641725e+00  1.21115289e-08  1.21115289e-08  1.21124888e-08  1.21124888e-08  2.42230576e-08  1.12560698e+00  1.12560698e+00  5.89783127e-01  5.89783127e-01 -9.85569160e-02 
 3.40000000e-01  6.58036427e-01  4.84803998e-05  1.15655811e+00  1.15655811e+00  1.57316340e-08  1.57316340e-08  1.57316260e-08  1.57316260e-08  3.14632679e-08  1.11572658e+00  1.11572658e+00  5.99625578e-01  5.99625578e-01 -9.85457577e-02 
 3.50000000e-01  6.58036427e-01  6.29260367e-05  1.14655200e+00  1.14655200e+00  2.04176035e-08  2.04176035e-08  2.04175252e-08  2.04175252e-08  4.08352067e-08  1.10569293e+00  1.10569293e+00  6.09610116e-01  6.09610116e-01 -9.85313121e-02 
 3.60000000e-01  6.58036427e-01  8.16040948e-05  1.13638255e+00  1.13638255e+00  2.64754490e-08  2.64754490e-08  2.64780872e-08  2.64780872e-08  5.29508978e-08  1.09548786e+00  1.09548786e+00  6.19751711e-01  6.19751711e-01 -9.85126340e-02 
 3.70000000e-01  6.58036427e-01  1.05720724e-04  1.12604667e+00  1.12604667e+00  3.42954087e-08  3.42954087e-08  3.42953779e-08  3.42953779e-08  6.85908170e-08  1.08510596e+00  1.08510596e+00  6.30051754e-01  6.30051754e-01 -9.84885174e-02 
 3.80000000e-01  6.58036427e-01  1.36809228e-04  1.11551751e+00  1.11551751e+00  4.43730880e-08  4.43730880e-08  4.43729528e-08  4.43729528e-08  8.87461755e-08  1.07451745e+00  1.07451745e+00  6.40534833e-01  6.40534833e-01 -9.84574289e-02 
 3.90000000e-01  6.58036427e-01  1.76812254e-04  1.10478054e+00  1.10478054e+00  5.73356166e-08  5.73356166e-08  5.73413778e-08  5.73413778e-08  1.14671233e-07  1.06370412e+00  1.06370412e+00  6.51212684e-01  6.51212684e-01 -9.84174259e-02 
 4.00000000e-01  6.58036427e-01  2.28181002e-04  1.09383654e+00  1.09383654e+00  7.39730074e-08  7.39730074e-08  7.39736414e-08  7.39736414e-08  1.47946014e-07  1.05266205e+00  1.05266205e+00  6.62081156e-01  6.62081156e-01 -9.83660572e-02 
 4.10000000e-01  6.58036427e-01  2.93991605e-04  1.08266543e+00  1.08266543e+00  9.52745879e-08  9.52745879e-08  9.52743847e-08  9.52743847e-08  1.90549175e-07  1.04136534e+00  1.04136534e+00  6.73155991e-01  6.73155991e-01 -9.83002467e-02 
 4.20000000e-01  6.58036427e-01  3.78085466e-04  1.07126652e+00  1.07126652e+00  1.22472420e-07  1.22472420e-07  1.22472197e-07  1.22472197e-07  2.44944838e-07  1.02980604e+00  1.02980604e+00  6.84432674e-01  6.84432674e-01 -9.82161529e-02 
 4.30000000e-01  6.58036427e-01  4.85229246e-04  1.05964171e+00  1.05964171e+00  1.57089883e-07  1.57089883e-07  1.57094778e-07  1.57094778e-07  3.14179765e-07  1.01797711e+00  1.01797711e+00  6.95902961e-01  6.95902961e-01 -9.81090092e-02 
 4.40000000e-01  6.58036427e-01  6.21298080e-04  1.04780682e+00  1.04780682e+00  2.00995960e-07  2.00995960e-07  2.00995683e-07  2.00995683e-07  4.01991917e-07  1.00588342e+00  1.00588342e+00  7.07543584e-01  7.07543584e-01 -9.79729404e-02 
