 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  6.58036427e-01  2.33624180e-01  8.08229764e-01  8.08229764e-01  1.91513998e-05  1.91513998e-05  1.91514152e-05  1.91514152e-05  3.83027987e-05  3.87403355e-04  2.40846431e-06  3.87403355e-04  2.40846431e-06  3.25766732e-04  8.57034286e-07  3.25766732e-04  8.57034286e-07  6.46959380e-04  1.13519318e-05  7.68638732e-02  7.68638732e-02  6.72199742e-02  6.72199742e-02  9.85943979e-02  4.83028011e-05 
