 frequency       av              ph             
 2.05352503e+01 -2.58114555e-02 -2.13484577e-04 
 2.11348904e+01 -2.58114555e-02 -2.19718439e-04 
 2.17520403e+01 -2.58114555e-02 -2.26134333e-04 
 2.23872114e+01 -2.58114555e-02 -2.32737575e-04 
 2.30409298e+01 -2.58114554e-02 -2.39533635e-04 
 2.37137371e+01 -2.58114554e-02 -2.46528143e-04 
 2.44061907e+01 -2.58114554e-02 -2.53726895e-04 
 2.51188643e+01 -2.58114554e-02 -2.61135854e-04 
 2.58523484e+01 -2.58114554e-02 -2.68761159e-04 
 2.66072506e+01 -2.58114554e-02 -2.76609126e-04 
 2.73841963e+01 -2.58114554e-02 -2.84686258e-04 
 2.81838293e+01 -2.58114553e-02 -2.92999247e-04 
 2.90068120e+01 -2.58114553e-02 -3.01554980e-04 
 2.98538262e+01 -2.58114553e-02 -3.10360544e-04 
 3.07255737e+01 -2.58114553e-02 -3.19423236e-04 
 3.16227766e+01 -2.58114553e-02 -3.28750563e-04 
 3.25461783e+01 -2.58114552e-02 -3.38350252e-04 
 3.34965439e+01 -2.58114552e-02 -3.48230258e-04 
 3.44746607e+01 -2.58114552e-02 -3.58398765e-04 
 3.54813389e+01 -2.58114552e-02 -3.68864198e-04 
 3.65174127e+01 -2.58114551e-02 -3.79635227e-04 
 3.75837404e+01 -2.58114551e-02 -3.90720776e-04 
 3.86812055e+01 -2.58114551e-02 -4.02130028e-04 
 3.98107171e+01 -2.58114550e-02 -4.13872437e-04 
 4.09732110e+01 -2.58114550e-02 -4.25957731e-04 
 4.21696503e+01 -2.58114550e-02 -4.38395921e-04 
 4.34010264e+01 -2.58114549e-02 -4.51197313e-04 
 4.46683592e+01 -2.58114549e-02 -4.64372512e-04 
 4.59726989e+01 -2.58114548e-02 -4.77932435e-04 
 4.73151259e+01 -2.58114548e-02 -4.91888314e-04 
 4.86967525e+01 -2.58114547e-02 -5.06251712e-04 
 5.01187234e+01 -2.58114547e-02 -5.21034529e-04 
 5.15822165e+01 -2.58114546e-02 -5.36249012e-04 
 5.30884444e+01 -2.58114546e-02 -5.51907765e-04 
 5.46386550e+01 -2.58114545e-02 -5.68023763e-04 
 5.62341325e+01 -2.58114544e-02 -5.84610356e-04 
 5.78761988e+01 -2.58114544e-02 -6.01681287e-04 
 5.95662144e+01 -2.58114543e-02 -6.19250698e-04 
 6.13055792e+01 -2.58114542e-02 -6.37333145e-04 
 6.30957344e+01 -2.58114541e-02 -6.55943608e-04 
 6.49381632e+01 -2.58114540e-02 -6.75097508e-04 
 6.68343918e+01 -2.58114539e-02 -6.94810711e-04 
 6.87859912e+01 -2.58114538e-02 -7.15099550e-04 
 7.07945784e+01 -2.58114537e-02 -7.35980834e-04 
 7.28618175e+01 -2.58114536e-02 -7.57471862e-04 
 7.49894209e+01 -2.58114535e-02 -7.79590440e-04 
 7.71791516e+01 -2.58114533e-02 -8.02354892e-04 
 7.94328235e+01 -2.58114532e-02 -8.25784078e-04 
 8.17523038e+01 -2.58114531e-02 -8.49897408e-04 
 8.41395142e+01 -2.58114529e-02 -8.74714860e-04 
 8.65964323e+01 -2.58114527e-02 -9.00256995e-04 
 8.91250938e+01 -2.58114526e-02 -9.26544974e-04 
 9.17275935e+01 -2.58114524e-02 -9.53600576e-04 
 9.44060876e+01 -2.58114522e-02 -9.81446216e-04 
 9.71627952e+01 -2.58114520e-02 -1.01010496e-03 
 1.00000000e+02 -2.58114518e-02 -1.03960056e-03 
 1.02920053e+02 -2.58114515e-02 -1.06995744e-03 
 1.05925373e+02 -2.58114513e-02 -1.10120077e-03 
 1.09018449e+02 -2.58114510e-02 -1.13335641e-03 
 1.12201845e+02 -2.58114508e-02 -1.16645101e-03 
 1.15478198e+02 -2.58114505e-02 -1.20051200e-03 
 1.18850223e+02 -2.58114502e-02 -1.23556758e-03 
 1.22320712e+02 -2.58114499e-02 -1.27164681e-03 
 1.25892541e+02 -2.58114495e-02 -1.30877956e-03 
 1.29568670e+02 -2.58114492e-02 -1.34699662e-03 
 1.33352143e+02 -2.58114488e-02 -1.38632963e-03 
 1.37246096e+02 -2.58114484e-02 -1.42681118e-03 
 1.41253754e+02 -2.58114479e-02 -1.46847482e-03 
 1.45378439e+02 -2.58114475e-02 -1.51135506e-03 
 1.49623566e+02 -2.58114470e-02 -1.55548743e-03 
 1.53992653e+02 -2.58114465e-02 -1.60090848e-03 
 1.58489319e+02 -2.58114459e-02 -1.64765585e-03 
 1.63117291e+02 -2.58114453e-02 -1.69576827e-03 
 1.67880402e+02 -2.58114447e-02 -1.74528560e-03 
 1.72782598e+02 -2.58114441e-02 -1.79624886e-03 
 1.77827941e+02 -2.58114434e-02 -1.84870027e-03 
 1.83020611e+02 -2.58114427e-02 -1.90268330e-03 
 1.88364909e+02 -2.58114419e-02 -1.95824265e-03 
 1.93865264e+02 -2.58114411e-02 -2.01542437e-03 
 1.99526231e+02 -2.58114402e-02 -2.07427582e-03 
 2.05352503e+02 -2.58114393e-02 -2.13484577e-03 
 2.11348904e+02 -2.58114383e-02 -2.19718439e-03 
 2.17520403e+02 -2.58114373e-02 -2.26134334e-03 
 2.23872114e+02 -2.58114362e-02 -2.32737575e-03 
 2.30409298e+02 -2.58114351e-02 -2.39533635e-03 
 2.37137371e+02 -2.58114339e-02 -2.46528144e-03 
 2.44061907e+02 -2.58114326e-02 -2.53726896e-03 
 2.51188643e+02 -2.58114312e-02 -2.61135855e-03 
 2.58523484e+02 -2.58114298e-02 -2.68761159e-03 
 2.66072506e+02 -2.58114282e-02 -2.76609127e-03 
 2.73841963e+02 -2.58114266e-02 -2.84686259e-03 
 2.81838293e+02 -2.58114249e-02 -2.92999248e-03 
 2.90068120e+02 -2.58114231e-02 -3.01554981e-03 
 2.98538262e+02 -2.58114211e-02 -3.10360545e-03 
 3.07255737e+02 -2.58114191e-02 -3.19423237e-03 
 3.16227766e+02 -2.58114169e-02 -3.28750564e-03 
 3.25461783e+02 -2.58114146e-02 -3.38350254e-03 
 3.34965439e+02 -2.58114122e-02 -3.48230260e-03 
 3.44746607e+02 -2.58114096e-02 -3.58398767e-03 
 3.54813389e+02 -2.58114069e-02 -3.68864200e-03 
 3.65174127e+02 -2.58114040e-02 -3.79635229e-03 
 3.75837404e+02 -2.58114009e-02 -3.90720778e-03 
 3.86812055e+02 -2.58113977e-02 -4.02130031e-03 
 3.98107171e+02 -2.58113942e-02 -4.13872440e-03 
 4.09732110e+02 -2.58113906e-02 -4.25957734e-03 
 4.21696503e+02 -2.58113868e-02 -4.38395925e-03 
 4.34010264e+02 -2.58113827e-02 -4.51197317e-03 
 4.46683592e+02 -2.58113783e-02 -4.64372517e-03 
 4.59726989e+02 -2.58113738e-02 -4.77932439e-03 
 4.73151259e+02 -2.58113689e-02 -4.91888319e-03 
 4.86967525e+02 -2.58113638e-02 -5.06251717e-03 
 5.01187234e+02 -2.58113583e-02 -5.21034535e-03 
 5.15822165e+02 -2.58113526e-02 -5.36249018e-03 
 5.30884444e+02 -2.58113465e-02 -5.51907773e-03 
 5.46386550e+02 -2.58113400e-02 -5.68023771e-03 
 5.62341325e+02 -2.58113331e-02 -5.84610365e-03 
 5.78761988e+02 -2.58113259e-02 -6.01681296e-03 
 5.95662144e+02 -2.58113182e-02 -6.19250708e-03 
 6.13055792e+02 -2.58113100e-02 -6.37333156e-03 
 6.30957344e+02 -2.58113014e-02 -6.55943621e-03 
 6.49381632e+02 -2.58112923e-02 -6.75097521e-03 
 6.68343918e+02 -2.58112826e-02 -6.94810725e-03 
 6.87859912e+02 -2.58112723e-02 -7.15099566e-03 
 7.07945784e+02 -2.58112615e-02 -7.35980851e-03 
 7.28618175e+02 -2.58112500e-02 -7.57471881e-03 
 7.49894209e+02 -2.58112378e-02 -7.79590460e-03 
 7.71791516e+02 -2.58112249e-02 -8.02354914e-03 
 7.94328235e+02 -2.58112112e-02 -8.25784102e-03 
 8.17523038e+02 -2.58111967e-02 -8.49897435e-03 
 8.41395142e+02 -2.58111814e-02 -8.74714889e-03 
 8.65964323e+02 -2.58111651e-02 -9.00257027e-03 
 8.91250938e+02 -2.58111479e-02 -9.26545009e-03 
 9.17275935e+02 -2.58111296e-02 -9.53600614e-03 
 9.44060876e+02 -2.58111103e-02 -9.81446257e-03 
 9.71627952e+02 -2.58110899e-02 -1.01010501e-02 
 1.00000000e+03 -2.58110682e-02 -1.03960061e-02 
 1.02920053e+03 -2.58110452e-02 -1.06995750e-02 
 1.05925373e+03 -2.58110209e-02 -1.10120082e-02 
 1.09018449e+03 -2.58109952e-02 -1.13335647e-02 
 1.12201845e+03 -2.58109679e-02 -1.16645108e-02 
 1.15478198e+03 -2.58109390e-02 -1.20051207e-02 
 1.18850223e+03 -2.58109084e-02 -1.23556766e-02 
 1.22320712e+03 -2.58108759e-02 -1.27164690e-02 
 1.25892541e+03 -2.58108416e-02 -1.30877966e-02 
 1.29568670e+03 -2.58108052e-02 -1.34699672e-02 
 1.33352143e+03 -2.58107666e-02 -1.38632974e-02 
 1.37246096e+03 -2.58107258e-02 -1.42681131e-02 
 1.41253754e+03 -2.58106826e-02 -1.46847496e-02 
 1.45378439e+03 -2.58106368e-02 -1.51135521e-02 
 1.49623566e+03 -2.58105882e-02 -1.55548759e-02 
 1.53992653e+03 -2.58105368e-02 -1.60090866e-02 
 1.58489319e+03 -2.58104824e-02 -1.64765605e-02 
 1.63117291e+03 -2.58104247e-02 -1.69576848e-02 
 1.67880402e+03 -2.58103636e-02 -1.74528583e-02 
 1.72782598e+03 -2.58102989e-02 -1.79624911e-02 
 1.77827941e+03 -2.58102304e-02 -1.84870055e-02 
 1.83020611e+03 -2.58101578e-02 -1.90268359e-02 
 1.88364909e+03 -2.58100809e-02 -1.95824298e-02 
 1.93865264e+03 -2.58099994e-02 -2.01542472e-02 
 1.99526231e+03 -2.58099131e-02 -2.07427621e-02 
 2.05352503e+03 -2.58098217e-02 -2.13484619e-02 
 2.11348904e+03 -2.58097249e-02 -2.19718485e-02 
 2.17520403e+03 -2.58096224e-02 -2.26134384e-02 
 2.23872114e+03 -2.58095137e-02 -2.32737630e-02 
 2.30409298e+03 -2.58093987e-02 -2.39533695e-02 
 2.37137371e+03 -2.58092768e-02 -2.46528209e-02 
 2.44061907e+03 -2.58091477e-02 -2.53726966e-02 
 2.51188643e+03 -2.58090109e-02 -2.61135932e-02 
 2.58523484e+03 -2.58088661e-02 -2.68761244e-02 
 2.66072506e+03 -2.58087126e-02 -2.76609219e-02 
 2.73841963e+03 -2.58085501e-02 -2.84686359e-02 
 2.81838293e+03 -2.58083779e-02 -2.92999357e-02 
 2.90068120e+03 -2.58081956e-02 -3.01555100e-02 
 2.98538262e+03 -2.58080024e-02 -3.10360675e-02 
 3.07255737e+03 -2.58077978e-02 -3.19423378e-02 
 3.16227766e+03 -2.58075810e-02 -3.28750718e-02 
 3.25461783e+03 -2.58073514e-02 -3.38350422e-02 
 3.34965439e+03 -2.58071083e-02 -3.48230443e-02 
 3.44746607e+03 -2.58068507e-02 -3.58398967e-02 
 3.54813389e+03 -2.58065778e-02 -3.68864418e-02 
 3.65174127e+03 -2.58062888e-02 -3.79635467e-02 
 3.75837404e+03 -2.58059826e-02 -3.90721037e-02 
 3.86812055e+03 -2.58056583e-02 -4.02130313e-02 
 3.98107171e+03 -2.58053148e-02 -4.13872748e-02 
 4.09732110e+03 -2.58049509e-02 -4.25958069e-02 
 4.21696503e+03 -2.58045655e-02 -4.38396290e-02 
 4.34010264e+03 -2.58041572e-02 -4.51197715e-02 
 4.46683592e+03 -2.58037248e-02 -4.64372951e-02 
 4.59726989e+03 -2.58032667e-02 -4.77932912e-02 
 4.73151259e+03 -2.58027815e-02 -4.91888835e-02 
 4.86967525e+03 -2.58022675e-02 -5.06252280e-02 
 5.01187234e+03 -2.58017230e-02 -5.21035148e-02 
 5.15822165e+03 -2.58011464e-02 -5.36249687e-02 
 5.30884444e+03 -2.58005355e-02 -5.51908501e-02 
 5.46386550e+03 -2.57998884e-02 -5.68024565e-02 
 5.62341325e+03 -2.57992030e-02 -5.84611231e-02 
 5.78761988e+03 -2.57984770e-02 -6.01682241e-02 
 5.95662144e+03 -2.57977080e-02 -6.19251737e-02 
 6.13055792e+03 -2.57968934e-02 -6.37334278e-02 
 6.30957344e+03 -2.57960305e-02 -6.55944844e-02 
 6.49381632e+03 -2.57951165e-02 -6.75098855e-02 
 6.68343918e+03 -2.57941484e-02 -6.94812179e-02 
 6.87859912e+03 -2.57931228e-02 -7.15101151e-02 
 7.07945784e+03 -2.57920365e-02 -7.35982579e-02 
 7.28618175e+03 -2.57908859e-02 -7.57473765e-02 
 7.49894209e+03 -2.57896671e-02 -7.79592514e-02 
 7.71791516e+03 -2.57883760e-02 -8.02357153e-02 
 7.94328235e+03 -2.57870084e-02 -8.25786543e-02 
 8.17523038e+03 -2.57855599e-02 -8.49900095e-02 
 8.41395142e+03 -2.57840254e-02 -8.74717790e-02 
 8.65964323e+03 -2.57824001e-02 -9.00260189e-02 
 8.91250938e+03 -2.57806784e-02 -9.26548456e-02 
 9.17275935e+03 -2.57788548e-02 -9.53604372e-02 
 9.44060876e+03 -2.57769231e-02 -9.81450354e-02 
 9.71627952e+03 -2.57748769e-02 -1.01010947e-01 
 1.00000000e+04 -2.57727094e-02 -1.03960548e-01 
 1.02920053e+04 -2.57704136e-02 -1.06996281e-01 
 1.05925373e+04 -2.57679817e-02 -1.10120661e-01 
 1.09018449e+04 -2.57654057e-02 -1.13336278e-01 
 1.12201845e+04 -2.57626771e-02 -1.16645796e-01 
 1.15478198e+04 -2.57597867e-02 -1.20051957e-01 
 1.18850223e+04 -2.57567252e-02 -1.23557584e-01 
 1.22320712e+04 -2.57534822e-02 -1.27165581e-01 
 1.25892541e+04 -2.57500470e-02 -1.30878938e-01 
 1.29568670e+04 -2.57464083e-02 -1.34700732e-01 
 1.33352143e+04 -2.57425540e-02 -1.38634129e-01 
 1.37246096e+04 -2.57384714e-02 -1.42682390e-01 
 1.41253754e+04 -2.57341468e-02 -1.46848868e-01 
 1.45378439e+04 -2.57295659e-02 -1.51137017e-01 
 1.49623566e+04 -2.57247136e-02 -1.55550390e-01 
 1.53992653e+04 -2.57195738e-02 -1.60092644e-01 
 1.58489319e+04 -2.57141295e-02 -1.64767543e-01 
 1.63117291e+04 -2.57083625e-02 -1.69578962e-01 
 1.67880402e+04 -2.57022539e-02 -1.74530887e-01 
 1.72782598e+04 -2.56957833e-02 -1.79627423e-01 
 1.77827941e+04 -2.56889292e-02 -1.84872793e-01 
 1.83020611e+04 -2.56816691e-02 -1.90271345e-01 
 1.88364909e+04 -2.56739787e-02 -1.95827552e-01 
 1.93865264e+04 -2.56658327e-02 -2.01546020e-01 
 1.99526231e+04 -2.56572040e-02 -2.07431489e-01 
 2.05352503e+04 -2.56480640e-02 -2.13488836e-01 
 2.11348904e+04 -2.56383824e-02 -2.19723083e-01 
 2.17520403e+04 -2.56281271e-02 -2.26139396e-01 
 2.23872114e+04 -2.56172642e-02 -2.32743094e-01 
 2.30409298e+04 -2.56057576e-02 -2.39539652e-01 
 2.37137371e+04 -2.55935692e-02 -2.46534703e-01 
 2.44061907e+04 -2.55806586e-02 -2.53734046e-01 
 2.51188643e+04 -2.55669829e-02 -2.61143650e-01 
 2.58523484e+04 -2.55524970e-02 -2.68769658e-01 
 2.66072506e+04 -2.55371527e-02 -2.76618392e-01 
 2.73841963e+04 -2.55208991e-02 -2.84696360e-01 
 2.81838293e+04 -2.55036825e-02 -2.93010259e-01 
 2.90068120e+04 -2.54854457e-02 -3.01566985e-01 
 2.98538262e+04 -2.54661283e-02 -3.10373632e-01 
 3.07255737e+04 -2.54456663e-02 -3.19437504e-01 
 3.16227766e+04 -2.54239918e-02 -3.28766118e-01 
 3.25461783e+04 -2.54010330e-02 -3.38367210e-01 
 3.34965439e+04 -2.53767138e-02 -3.48248745e-01 
 3.44746607e+04 -2.53509536e-02 -3.58418920e-01 
 3.54813389e+04 -2.53236670e-02 -3.68886170e-01 
 3.65174127e+04 -2.52947635e-02 -3.79659181e-01 
 3.75837404e+04 -2.52641474e-02 -3.90746890e-01 
 3.86812055e+04 -2.52317171e-02 -4.02158498e-01 
 3.98107171e+04 -2.51973652e-02 -4.13903475e-01 
 4.09732110e+04 -2.51609777e-02 -4.25991567e-01 
 4.21696503e+04 -2.51224342e-02 -4.38432809e-01 
 4.34010264e+04 -2.50816067e-02 -4.51237528e-01 
 4.46683592e+04 -2.50383600e-02 -4.64416354e-01 
 4.59726989e+04 -2.49925508e-02 -4.77980231e-01 
 4.73151259e+04 -2.49440271e-02 -4.91940420e-01 
 4.86967525e+04 -2.48926281e-02 -5.06308518e-01 
 5.01187234e+04 -2.48381835e-02 -5.21096458e-01 
 5.15822165e+04 -2.47805128e-02 -5.36316527e-01 
 5.30884444e+04 -2.47194248e-02 -5.51981370e-01 
 5.46386550e+04 -2.46547169e-02 -5.68104006e-01 
 5.62341325e+04 -2.45861748e-02 -5.84697837e-01 
 5.78761988e+04 -2.45135712e-02 -6.01776657e-01 
 5.95662144e+04 -2.44366654e-02 -6.19354670e-01 
 6.13055792e+04 -2.43552025e-02 -6.37446494e-01 
 6.30957344e+04 -2.42689125e-02 -6.56067181e-01 
 6.49381632e+04 -2.41775092e-02 -6.75232226e-01 
 6.68343918e+04 -2.40806897e-02 -6.94957580e-01 
 6.87859912e+04 -2.39781331e-02 -7.15259666e-01 
 7.07945784e+04 -2.38694993e-02 -7.36155392e-01 
 7.28618175e+04 -2.37544282e-02 -7.57662165e-01 
 7.49894209e+04 -2.36325384e-02 -7.79797908e-01 
 7.71791516e+04 -2.35034258e-02 -8.02581073e-01 
 7.94328235e+04 -2.33666623e-02 -8.26030661e-01 
 8.17523038e+04 -2.32217945e-02 -8.50166233e-01 
 8.41395142e+04 -2.30683423e-02 -8.75007934e-01 
 8.65964323e+04 -2.29057968e-02 -9.00576505e-01 
 8.91250938e+04 -2.27336192e-02 -9.26893304e-01 
 9.17275935e+04 -2.25512386e-02 -9.53980327e-01 
 9.44060876e+04 -2.23580504e-02 -9.81860222e-01 
 9.71627952e+04 -2.21534140e-02 -1.01055632e+00 
 1.00000000e+05 -2.19366511e-02 -1.04009263e+00 
 1.02920053e+05 -2.17070430e-02 -1.07049390e+00 
 1.05925373e+05 -2.14638282e-02 -1.10178562e+00 
 1.09018449e+05 -2.12062005e-02 -1.13399402e+00 
 1.12201845e+05 -2.09333057e-02 -1.16714615e+00 
 1.15478198e+05 -2.06442388e-02 -1.20126985e+00 
 1.18850223e+05 -2.03380414e-02 -1.23639380e+00 
 1.22320712e+05 -2.00136981e-02 -1.27254757e+00 
 1.25892541e+05 -1.96701335e-02 -1.30976160e+00 
 1.29568670e+05 -1.93062083e-02 -1.34806725e+00 
 1.33352143e+05 -1.89207156e-02 -1.38749686e+00 
 1.37246096e+05 -1.85123771e-02 -1.42808374e+00 
 1.41253754e+05 -1.80798385e-02 -1.46986220e+00 
 1.45378439e+05 -1.76216655e-02 -1.51286763e+00 
 1.49623566e+05 -1.71363384e-02 -1.55713649e+00 
 1.53992653e+05 -1.66222476e-02 -1.60270635e+00 
 1.58489319e+05 -1.60776881e-02 -1.64961597e+00 
 1.63117291e+05 -1.55008535e-02 -1.69790529e+00 
 1.67880402e+05 -1.48898304e-02 -1.74761549e+00 
 1.72782598e+05 -1.42425921e-02 -1.79878903e+00 
 1.77827941e+05 -1.35569915e-02 -1.85146973e+00 
 1.83020611e+05 -1.28307540e-02 -1.90570273e+00 
 1.88364909e+05 -1.20614703e-02 -1.96153465e+00 
 1.93865264e+05 -1.12465882e-02 -2.01901355e+00 
 1.99526231e+05 -1.03834037e-02 -2.07818903e+00 
 2.05352503e+05 -9.46905278e-03 -2.13911229e+00 
 2.11348904e+05 -8.50050121e-03 -2.20183614e+00 
 2.17520403e+05 -7.47453477e-03 -2.26641512e+00 
 2.23872114e+05 -6.38774846e-03 -2.33290555e+00 
 2.30409298e+05 -5.23653516e-03 -2.40136555e+00 
 2.37137371e+05 -4.01707364e-03 -2.47185518e+00 
 2.44061907e+05 -2.72531578e-03 -2.54443649e+00 
 2.51188643e+05 -1.35697313e-03 -2.61917356e+00 
 2.58523484e+05  9.24974410e-05 -2.69613265e+00 
 2.66072506e+05  1.62790886e-03 -2.77538224e+00 
 2.73841963e+05  3.25435991e-03 -2.85699313e+00 
 2.81838293e+05  4.97725229e-03 -2.94103856e+00 
 2.90068120e+05  6.80230861e-03 -3.02759429e+00 
 2.98538262e+05  8.73559150e-03 -3.11673873e+00 
 3.07255737e+05  1.07835239e-02 -3.20855303e+00 
 3.16227766e+05  1.29529105e-02 -3.30312123e+00 
 3.25461783e+05  1.52509605e-02 -3.40053037e+00 
 3.34965439e+05  1.76853117e-02 -3.50087065e+00 
 3.44746607e+05  2.02640562e-02 -3.60423555e+00 
 3.54813389e+05  2.29957673e-02 -3.71072203e+00 
 3.65174127e+05  2.58895283e-02 -3.82043064e+00 
 3.75837404e+05  2.89549629e-02 -3.93346577e+00 
 3.86812055e+05  3.22022676e-02 -4.04993576e+00 
 3.98107171e+05  3.56422458e-02 -4.16995319e+00 
 4.09732110e+05  3.92863439e-02 -4.29363503e+00 
 4.21696503e+05  4.31466901e-02 -4.42110291e+00 
