 frequency       av              ph             
 1.00000000e+00 -2.58114557e-02 -1.00448231e-05 
 1.02920053e+00 -2.58114557e-02 -1.03381372e-05 
 1.05925373e+00 -2.58114557e-02 -1.06400163e-05 
 1.09018449e+00 -2.58114557e-02 -1.09507104e-05 
 1.12201845e+00 -2.58114557e-02 -1.12704769e-05 
 1.15478198e+00 -2.58114557e-02 -1.15995807e-05 
 1.18850223e+00 -2.58114557e-02 -1.19382946e-05 
 1.22320712e+00 -2.58114557e-02 -1.22868991e-05 
 1.25892541e+00 -2.58114557e-02 -1.26456830e-05 
 1.29568670e+00 -2.58114557e-02 -1.30149437e-05 
 1.33352143e+00 -2.58114557e-02 -1.33949869e-05 
 1.37246096e+00 -2.58114557e-02 -1.37861275e-05 
 1.41253754e+00 -2.58114557e-02 -1.41886897e-05 
 1.45378439e+00 -2.58114557e-02 -1.46030070e-05 
 1.49623566e+00 -2.58114557e-02 -1.50294225e-05 
 1.53992653e+00 -2.58114557e-02 -1.54682895e-05 
 1.58489319e+00 -2.58114557e-02 -1.59199717e-05 
 1.63117291e+00 -2.58114557e-02 -1.63848433e-05 
 1.67880402e+00 -2.58114557e-02 -1.68632894e-05 
 1.72782598e+00 -2.58114557e-02 -1.73557063e-05 
 1.77827941e+00 -2.58114557e-02 -1.78625021e-05 
 1.83020611e+00 -2.58114557e-02 -1.83840966e-05 
 1.88364909e+00 -2.58114557e-02 -1.89209219e-05 
 1.93865264e+00 -2.58114557e-02 -1.94734228e-05 
 1.99526231e+00 -2.58114557e-02 -2.00420570e-05 
 2.05352503e+00 -2.58114557e-02 -2.06272956e-05 
 2.11348904e+00 -2.58114557e-02 -2.12296235e-05 
 2.17520403e+00 -2.58114557e-02 -2.18495397e-05 
 2.23872114e+00 -2.58114557e-02 -2.24875578e-05 
 2.30409298e+00 -2.58114557e-02 -2.31442063e-05 
 2.37137371e+00 -2.58114557e-02 -2.38200293e-05 
 2.44061907e+00 -2.58114557e-02 -2.45155868e-05 
 2.51188643e+00 -2.58114557e-02 -2.52314548e-05 
 2.58523484e+00 -2.58114557e-02 -2.59682266e-05 
 2.66072506e+00 -2.58114557e-02 -2.67265125e-05 
 2.73841963e+00 -2.58114557e-02 -2.75069408e-05 
 2.81838293e+00 -2.58114557e-02 -2.83101579e-05 
 2.90068120e+00 -2.58114557e-02 -2.91368295e-05 
 2.98538262e+00 -2.58114557e-02 -2.99876403e-05 
 3.07255737e+00 -2.58114557e-02 -3.08632952e-05 
 3.16227766e+00 -2.58114557e-02 -3.17645197e-05 
 3.25461783e+00 -2.58114557e-02 -3.26920604e-05 
 3.34965439e+00 -2.58114557e-02 -3.36466858e-05 
 3.44746607e+00 -2.58114557e-02 -3.46291867e-05 
