 v-sweep         id              od              cm             
 7.97500000e-01 -2.50000000e-02 -3.97982459e-01  8.84845598e-01 
 7.97812500e-01 -2.43750000e-02 -3.88080450e-01  8.84846284e-01 
 7.98125000e-01 -2.37500000e-02 -3.78171524e-01  8.84846947e-01 
 7.98437500e-01 -2.31250000e-02 -3.68256580e-01  8.84847590e-01 
 7.98750000e-01 -2.25000000e-02 -3.58336376e-01  8.84848213e-01 
 7.99062500e-01 -2.18750000e-02 -3.48411558e-01  8.84848815e-01 
 7.99375000e-01 -2.12500000e-02 -3.38482671e-01  8.84849398e-01 
 7.99687500e-01 -2.06250000e-02 -3.28550186e-01  8.84849961e-01 
 8.00000000e-01 -2.00000000e-02 -3.18614507e-01  8.84850506e-01 
 8.00312500e-01 -1.93750000e-02 -3.08675980e-01  8.84851032e-01 
 8.00625000e-01 -1.87500000e-02 -2.98734909e-01  8.84851540e-01 
 8.00937500e-01 -1.81250000e-02 -2.88791557e-01  8.84852031e-01 
 8.01250000e-01 -1.75000000e-02 -2.78846154e-01  8.84852503e-01 
 8.01562500e-01 -1.68750000e-02 -2.68898902e-01  8.84852957e-01 
 8.01875000e-01 -1.62500000e-02 -2.58949981e-01  8.84853395e-01 
 8.02187500e-01 -1.56250000e-02 -2.48999549e-01  8.84853814e-01 
 8.02500000e-01 -1.50000000e-02 -2.39047747e-01  8.84854217e-01 
 8.02812500e-01 -1.43750000e-02 -2.29094699e-01  8.84854603e-01 
 8.03125000e-01 -1.37500000e-02 -2.19140520e-01  8.84854971e-01 
 8.03437500e-01 -1.31250000e-02 -2.09185310e-01  8.84855323e-01 
 8.03750000e-01 -1.25000000e-02 -1.99229161e-01  8.84855658e-01 
 8.04062500e-01 -1.18750000e-02 -1.89272155e-01  8.84855976e-01 
 8.04375000e-01 -1.12500000e-02 -1.79314370e-01  8.84856278e-01 
 8.04687500e-01 -1.06250000e-02 -1.69355873e-01  8.84856563e-01 
 8.05000000e-01 -1.00000000e-02 -1.59396727e-01  8.84856831e-01 
 8.05312500e-01 -9.37500000e-03 -1.49436992e-01  8.84857083e-01 
 8.05625000e-01 -8.75000000e-03 -1.39476722e-01  8.84857319e-01 
 8.05937500e-01 -8.12500000e-03 -1.29515965e-01  8.84857538e-01 
 8.06250000e-01 -7.50000000e-03 -1.19554769e-01  8.84857740e-01 
 8.06562500e-01 -6.87500000e-03 -1.09593178e-01  8.84857927e-01 
 8.06875000e-01 -6.25000000e-03 -9.96312319e-02  8.84858097e-01 
 8.07187500e-01 -5.62500000e-03 -8.96689699e-02  8.84858251e-01 
