x,real,imag
1.0,2430.317345810391,-0.3082532899022428
1.019373485938873,2430.317344281118,-0.3142252304820886
1.039122303835169,2430.317342692017,-0.3203128683570726
1.059253725177289,2430.317341040748,-0.3265184449864207
1.07977516232771,2430.317339324829,-0.3328442452541848
1.10069417125221,2430.317337541829,-0.3392925983105795
1.122018454301964,2430.317335689074,-0.345865878429495
1.143755863049539,2430.317333763788,-0.3525665058827329
1.165914401179832,2430.317331763229,-0.3593969478311853
1.188502227437019,2430.317329684402,-0.3663597192331561
1.211527658628589,2430.317327524202,-0.3734573837704001
1.234999172687586,2430.317325279537,-0.3806925547921043
1.258925411794168,2430.317322947057,-0.3880678962770333
1.283315185557652,2430.317320523277,-0.3955861238144358
1.308177474260195,2430.317318004722,-0.4032500056039627
1.333521432163325,2430.31731538759,-0.4110623634748045
1.359356390878527,2430.317312668117,-0.4190260739247989
1.385691862803129,2430.317309842206,-0.4271440691794242
1.412537544622755,2430.317306905786,-0.4354193382715596
1.439903320881634,2430.317303854441,-0.4438549281419092
1.467799267622071,2430.317300683767,-0.4524539447610015
1.496235656094435,2430.317297389005,-0.4612195542726655
1.52522295653902,2430.31729396539,-0.4701549841599252
1.554771842041175,2430.317290407791,-0.4792635244332095
1.584893192461115,2430.317286711058,-0.4885485288418592
1.615598098439875,2430.317282869655,-0.4980134161088192
1.64689786548287,2430.317278877968,-0.5076616711895264
1.678804018122562,2430.317274730165,-0.517496846554998
1.711328304161782,2430.317270420045,-0.5275225634997771
1.744482698999256,2430.317265941304,-0.5377425134753896
1.778279410038925,2430.317261287347,-0.5481604594494437
1.812730881184701,2430.317256451318,-0.558780237291153
1.847849797422293,2430.317251426141,-0.5696057571837033
1.883649089489803,2430.31724620432,-0.5806410050638786
1.920141938638804,2430.317240778213,-0.5918900440897846
1.957341781487663,2430.317235139824,-0.6033570161367982
1.995262314968882,2430.317229280851,-0.6150461433226004
2.033917501372295,2430.317223192664,-0.6269617295617353
2.073321573485958,2430.317216866294,-0.6391081621502832
2.113489039836649,2430.317210292423,-0.6514899133812355
2.154434690031886,2430.31720346137,-0.6641115421911629
2.196173600205439,2430.317196363027,-0.6769776958387564
2.238721138568343,2430.317188987029,-0.6900931116160187
2.282092971067454,2430.317181322467,-0.7034626185923484
2.326305067153629,2430.317173358051,-0.717091139392665
2.371373705661659,2430.317165082006,-0.7309836920098322
2.417315480804108,2430.317156482231,-0.745145391652345
