device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786466e-06,0.0001727560309578963,1.03621407889318e-06,0.6579489440915688,0.6579489440915688,0.09235519778443227
M1,1.94250574231219e-05,0.0003901149228655016,4.321108232060272e-06,0.7031709469195488,0.4939818542250626,0.07574378487635379
M2,1.942613416159952e-05,0.0003901308203487933,4.324022916973531e-06,0.7031796888924569,0.4934419652621961,0.07574739793915139
M3A,-9.712528028099624e-06,0.0001534910248315452,9.97257995521397e-07,-1.009197834667394,-1.009197834667394,-0.08784241319851686
M3B,-9.712528028099624e-06,0.0001534910248315452,9.97257995521397e-07,-1.009197834667394,-1.009197834667394,-0.08784241319851686
M4A,-9.713066396110156e-06,0.0001534988135419729,9.971077151390672e-07,-1.009197834667394,-1.009737723630261,-0.08784325814390105
M4B,-9.713066396110156e-06,0.0001534988135419729,9.971077151390672e-07,-1.009197834667394,-1.009737723630261,-0.08784325814390105
M5,3.885119063890255e-05,0.0006578249794041616,8.050457284578014e-06,0.6579489440915688,0.2968203111075431,0.0985418493143878
M6,8.259906580636533e-05,0.000834578788766293,8.040885008786564e-06,0.7902622763697392,0.999991258027092,0.1573775574048767
M7A,-4.629948917334372e-05,0.0004836724981254372,2.102410322877017e-06,-1.16724668807448,-0.800008741972908,-0.1649822454442081
M7B,-4.629948917334372e-05,0.0004836724981254372,2.102410322877017e-06,-1.16724668807448,-0.800008741972908,-0.1649822454442081
