 frequency       mag             ph             
 6.02559586e+04  1.67072922e+01  9.03843405e+01 
 6.16595002e+04  1.65072494e+01  9.03929756e+01 
 6.30957344e+04  1.63072046e+01  9.04018191e+01 
 6.45654229e+04  1.61071577e+01  9.04108755e+01 
 6.60693448e+04  1.59071086e+01  9.04201497e+01 
 6.76082975e+04  1.57070572e+01  9.04296466e+01 
 6.91830971e+04  1.55070033e+01  9.04393712e+01 
 7.07945784e+04  1.53069469e+01  9.04493286e+01 
 7.24435960e+04  1.51068879e+01  9.04595242e+01 
 7.41310241e+04  1.49068260e+01  9.04699633e+01 
 7.58577575e+04  1.47067613e+01  9.04806515e+01 
 7.76247117e+04  1.45066935e+01  9.04915944e+01 
 7.94328235e+04  1.43066225e+01  9.05027978e+01 
 8.12830516e+04  1.41065482e+01  9.05142676e+01 
 8.31763771e+04  1.39064703e+01  9.05260100e+01 
 8.51138038e+04  1.37063888e+01  9.05380311e+01 
 8.70963590e+04  1.35063035e+01  9.05503373e+01 
 8.91250938e+04  1.33062141e+01  9.05629350e+01 
 9.12010839e+04  1.31061205e+01  9.05758311e+01 
 9.33254301e+04  1.29060225e+01  9.05890322e+01 
 9.54992586e+04  1.27059199e+01  9.06025454e+01 
 9.77237221e+04  1.25058125e+01  9.06163778e+01 
 1.00000000e+05  1.23056999e+01  9.06305367e+01 
 1.02329299e+05  1.21055821e+01  9.06450297e+01 
 1.04712855e+05  1.19054587e+01  9.06598643e+01 
 1.07151931e+05  1.17053296e+01  9.06750485e+01 
 1.09647820e+05  1.15051943e+01  9.06905902e+01 
 1.12201845e+05  1.13050526e+01  9.07064977e+01 
 1.14815362e+05  1.11049043e+01  9.07227793e+01 
 1.17489755e+05  1.09047490e+01  9.07394438e+01 
 1.20226443e+05  1.07045863e+01  9.07564998e+01 
 1.23026877e+05  1.05044160e+01  9.07739564e+01 
 1.25892541e+05  1.03042377e+01  9.07918228e+01 
 1.28824955e+05  1.01040510e+01  9.08101085e+01 
 1.31825674e+05  9.90385543e+00  9.08288230e+01 
 1.34896288e+05  9.70365068e+00  9.08479763e+01 
 1.38038426e+05  9.50343628e+00  9.08675785e+01 
 1.41253754e+05  9.30321177e+00  9.08876399e+01 
 1.44543977e+05  9.10297667e+00  9.09081711e+01 
 1.47910839e+05  8.90273050e+00  9.09291829e+01 
 1.51356125e+05  8.70247273e+00  9.09506864e+01 
 1.54881662e+05  8.50220280e+00  9.09726930e+01 
 1.58489319e+05  8.30192015e+00  9.09952142e+01 
 1.62181010e+05  8.10162419e+00  9.10182618e+01 
 1.65958691e+05  7.90131427e+00  9.10418481e+01 
 1.69824365e+05  7.70098974e+00  9.10659855e+01 
 1.73780083e+05  7.50064992e+00  9.10906865e+01 
 1.77827941e+05  7.30029408e+00  9.11159643e+01 
 1.81970086e+05  7.09992146e+00  9.11418321e+01 
 1.86208714e+05  6.89953129e+00  9.11683036e+01 
 1.90546072e+05  6.69912272e+00  9.11953925e+01 
 1.94984460e+05  6.49869490e+00  9.12231132e+01 
 1.99526231e+05  6.29824690e+00  9.12514803e+01 
 2.04173794e+05  6.09777780e+00  9.12805084e+01 
 2.08929613e+05  5.89728658e+00  9.13102130e+01 
 2.13796209e+05  5.69677220e+00  9.13406096e+01 
 2.18776162e+05  5.49623358e+00  9.13717141e+01 
 2.23872114e+05  5.29566957e+00  9.14035427e+01 
 2.29086765e+05  5.09507898e+00  9.14361122e+01 
 2.34422882e+05  4.89446054e+00  9.14694395e+01 
 2.39883292e+05  4.69381296e+00  9.15035421e+01 
 2.45470892e+05  4.49313484e+00  9.15384378e+01 
 2.51188643e+05  4.29242476e+00  9.15741448e+01 
 2.57039578e+05  4.09168121e+00  9.16106817e+01 
 2.63026799e+05  3.89090260e+00  9.16480676e+01 
 2.69153480e+05  3.69008729e+00  9.16863218e+01 
 2.75422870e+05  3.48923354e+00  9.17254644e+01 
 2.81838293e+05  3.28833955e+00  9.17655155e+01 
 2.88403150e+05  3.08740341e+00  9.18064962e+01 
 2.95120923e+05  2.88642313e+00  9.18484275e+01 
 3.01995172e+05  2.68539665e+00  9.18913312e+01 
 3.09029543e+05  2.48432176e+00  9.19352295e+01 
 3.16227766e+05  2.28319620e+00  9.19801451e+01 
 3.23593657e+05  2.08201757e+00  9.20261012e+01 
 3.31131121e+05  1.88078337e+00  9.20731215e+01 
 3.38844156e+05  1.67949098e+00  9.21212301e+01 
 3.46736850e+05  1.47813766e+00  9.21704520e+01 
 3.54813389e+05  1.27672052e+00  9.22208122e+01 
 3.63078055e+05  1.07523656e+00  9.22723366e+01 
 3.71535229e+05  8.73682627e-01  9.23250516e+01 
 3.80189396e+05  6.72055418e-01  9.23789841e+01 
 3.89045145e+05  4.70351477e-01  9.24341617e+01 
 3.98107171e+05  2.68567183e-01  9.24906124e+01 
 4.07380278e+05  6.66987429e-02  9.25483649e+01 
 4.16869383e+05 -1.35257813e-01  9.26074485e+01 
 4.26579519e+05 -3.37306643e-01  9.26678931e+01 
 4.36515832e+05 -5.39452102e-01  9.27297291e+01 
 4.46683592e+05 -7.41698752e-01  9.27929879e+01 
 4.57088190e+05 -9.44051369e-01  9.28577010e+01 
 4.67735141e+05 -1.14651496e+00  9.29239011e+01 
 4.78630092e+05 -1.34909475e+00  9.29916210e+01 
 4.89778819e+05 -1.55179624e+00  9.30608947e+01 
 5.01187234e+05 -1.75462517e+00  9.31317564e+01 
 5.12861384e+05 -1.95758757e+00  9.32042414e+01 
 5.24807460e+05 -2.16068972e+00  9.32783853e+01 
 5.37031796e+05 -2.36393824e+00  9.33542247e+01 
 5.49540874e+05 -2.56734005e+00  9.34317967e+01 
 5.62341325e+05 -2.77090237e+00  9.35111392e+01 
 5.75439937e+05 -2.97463279e+00  9.35922908e+01 
 5.88843655e+05 -3.17853927e+00  9.36752907e+01 
 6.02559586e+05 -3.38263012e+00  9.37601790e+01 
 6.16595002e+05 -3.58691405e+00  9.38469964e+01 
 6.30957344e+05 -3.79140019e+00  9.39357843e+01 
 6.45654229e+05 -3.99609811e+00  9.40265850e+01 
 6.60693448e+05 -4.20101782e+00  9.41194413e+01 
 6.76082975e+05 -4.40616982e+00  9.42143967e+01 
 6.91830971e+05 -4.61156508e+00  9.43114958e+01 
 7.07945784e+05 -4.81721513e+00  9.44107834e+01 
 7.24435960e+05 -5.02313201e+00  9.45123053e+01 
 7.41310241e+05 -5.22932837e+00  9.46161080e+01 
 7.58577575e+05 -5.43581742e+00  9.47222386e+01 
 7.76247117e+05 -5.64261305e+00  9.48307449e+01 
 7.94328235e+05 -5.84972977e+00  9.49416755e+01 
 8.12830516e+05 -6.05718279e+00  9.50550793e+01 
 8.31763771e+05 -6.26498805e+00  9.51710063e+01 
 8.51138038e+05 -6.47316226e+00  9.52895068e+01 
 8.70963590e+05 -6.68172292e+00  9.54106318e+01 
 8.91250938e+05 -6.89068835e+00  9.55344327e+01 
 9.12010839e+05 -7.10007777e+00  9.56609617e+01 
 9.33254301e+05 -7.30991131e+00  9.57902713e+01 
 9.54992586e+05 -7.52021006e+00  9.59224146e+01 
 9.77237221e+05 -7.73099613e+00  9.60574450e+01 
 1.00000000e+06 -7.94229269e+00  9.61954164e+01 
 1.02329299e+06 -8.15412400e+00  9.63363828e+01 
 1.04712855e+06 -8.36651553e+00  9.64803989e+01 
 1.07151931e+06 -8.57949394e+00  9.66275191e+01 
 1.09647820e+06 -8.79308718e+00  9.67777983e+01 
 1.12201845e+06 -9.00732456e+00  9.69312913e+01 
 1.14815362e+06 -9.22223681e+00  9.70880531e+01 
 1.17489755e+06 -9.43785613e+00  9.72481383e+01 
 1.20226443e+06 -9.65421629e+00  9.74116017e+01 
 1.23026877e+06 -9.87135270e+00  9.75784974e+01 
 1.25892541e+06 -1.00893025e+01  9.77488793e+01 
 1.28824955e+06 -1.03081046e+01  9.79228010e+01 
 1.31825674e+06 -1.05277999e+01  9.81003150e+01 
 1.34896288e+06 -1.07484312e+01  9.82814734e+01 
 1.38038426e+06 -1.09700435e+01  9.84663272e+01 
 1.41253754e+06 -1.11926838e+01  9.86549264e+01 
 1.44543977e+06 -1.14164018e+01  9.88473195e+01 
 1.47910839e+06 -1.16412492e+01  9.90435539e+01 
 1.51356125e+06 -1.18672807e+01  9.92436749e+01 
 1.54881662e+06 -1.20945535e+01  9.94477264e+01 
 1.58489319e+06 -1.23231275e+01  9.96557498e+01 
 1.62181010e+06 -1.25530659e+01  9.98677842e+01 
 1.65958691e+06 -1.27844350e+01  1.00083866e+02 
 1.69824365e+06 -1.30173044e+01  1.00304030e+02 
 1.73780083e+06 -1.32517471e+01  1.00528304e+02 
 1.77827941e+06 -1.34878402e+01  1.00756718e+02 
 1.81970086e+06 -1.37256643e+01  1.00989292e+02 
 1.86208714e+06 -1.39653046e+01  1.01226046e+02 
 1.90546072e+06 -1.42068503e+01  1.01466993e+02 
 1.94984460e+06 -1.44503957e+01  1.01712142e+02 
 1.99526231e+06 -1.46960396e+01  1.01961496e+02 
 2.04173794e+06 -1.49438865e+01  1.02215052e+02 
 2.08929613e+06 -1.51940461e+01  1.02472799e+02 
 2.13796209e+06 -1.54466343e+01  1.02734720e+02 
 2.18776162e+06 -1.57017731e+01  1.03000790e+02 
 2.23872114e+06 -1.59595913e+01  1.03270974e+02 
 2.29086765e+06 -1.62202248e+01  1.03545229e+02 
 2.34422882e+06 -1.64838172e+01  1.03823501e+02 
 2.39883292e+06 -1.67505203e+01  1.04105725e+02 
 2.45470892e+06 -1.70204945e+01  1.04391825e+02 
 2.51188643e+06 -1.72939097e+01  1.04681709e+02 
 2.57039578e+06 -1.75709457e+01  1.04975273e+02 
 2.63026799e+06 -1.78517933e+01  1.05272398e+02 
 2.69153480e+06 -1.81366547e+01  1.05572945e+02 
 2.75422870e+06 -1.84257450e+01  1.05876759e+02 
 2.81838293e+06 -1.87192928e+01  1.06183666e+02 
 2.88403150e+06 -1.90175412e+01  1.06493465e+02 
 2.95120923e+06 -1.93207498e+01  1.06805936e+02 
 3.01995172e+06 -1.96291953e+01  1.07120830e+02 
 3.09029543e+06 -1.99431737e+01  1.07437869e+02 
 3.16227766e+06 -2.02630018e+01  1.07756744e+02 
 3.23593657e+06 -2.05890193e+01  1.08077107e+02 
 3.31131121e+06 -2.09215912e+01  1.08398575e+02 
 3.38844156e+06 -2.12611106e+01  1.08720717e+02 
 3.46736850e+06 -2.16080011e+01  1.09043055e+02 
 3.54813389e+06 -2.19627212e+01  1.09365054e+02 
 3.63078055e+06 -2.23257673e+01  1.09686117e+02 
 3.71535229e+06 -2.26976790e+01  1.10005576e+02 
 3.80189396e+06 -2.30790443e+01  1.10322681e+02 
 3.89045145e+06 -2.34705054e+01  1.10636588e+02 
 3.98107171e+06 -2.38727667e+01  1.10946346e+02 
 4.07380278e+06 -2.42866027e+01  1.11250877e+02 
 4.16869383e+06 -2.47128688e+01  1.11548956e+02 
 4.26579519e+06 -2.51525130e+01  1.11839184e+02 
 4.36515832e+06 -2.56065903e+01  1.12119951e+02 
 4.46683592e+06 -2.60762806e+01  1.12389401e+02 
 4.57088190e+06 -2.65629099e+01  1.12645374e+02 
 4.67735141e+06 -2.70679756e+01  1.12885338e+02 
 4.78630092e+06 -2.75931795e+01  1.13106302e+02 
 4.89778819e+06 -2.81404668e+01  1.13304704e+02 
 5.01187234e+06 -2.87120763e+01  1.13476254e+02 
 5.12861384e+06 -2.93106037e+01  1.13615732e+02 
 5.24807460e+06 -2.99390831e+01  1.13716711e+02 
 5.37031796e+06 -3.06010914e+01  1.13771167e+02 
 5.49540874e+06 -3.13008875e+01  1.13768940e+02 
 5.62341325e+06 -3.20435960e+01  1.13696944e+02 
 5.75439937e+06 -3.28354565e+01  1.13538016e+02 
 5.88843655e+06 -3.36841662e+01  1.13269167e+02 
 6.02559586e+06 -3.45993589e+01  1.12858857e+02 
 6.16595002e+06 -3.55932853e+01  1.12262615e+02 
 6.30957344e+06 -3.66817957e+01  1.11415693e+02 
 6.45654229e+06 -3.78857695e+01  1.10220209e+02 
 6.60693448e+06 -3.92331789e+01  1.08521416e+02 
 6.76082975e+06 -4.07618867e+01  1.06061260e+02 
 6.91830971e+06 -4.25224741e+01  1.02381310e+02 
 7.07945784e+06 -4.45759508e+01  9.66074358e+01 
 7.24435960e+06 -4.69585891e+01  8.69698997e+01 
 7.41310241e+06 -4.94848791e+01  7.00488560e+01 
 7.58577575e+06 -5.11287720e+01  4.26529178e+01 
 7.76247117e+06 -5.04509996e+01  1.27666858e+01 
 7.94328235e+06 -4.83278133e+01 -7.50590774e+00 
 8.12830516e+06 -4.61427858e+01 -1.90835946e+01 
 8.31763771e+06 -4.42706586e+01 -2.58916752e+01 
 8.51138038e+06 -4.27105971e+01 -3.01650122e+01 
 8.70963590e+06 -4.14024602e+01 -3.30003722e+01 
 8.91250938e+06 -4.02914985e+01 -3.49598334e+01 
 9.12010839e+06 -3.93360534e+01 -3.63525523e+01 
 9.33254301e+06 -3.85053786e+01 -3.73601718e+01 
 9.54992586e+06 -3.77766669e+01 -3.80955700e+01 
 9.77237221e+06 -3.71327425e+01 -3.86322418e+01 
 1.00000000e+07 -3.65604447e+01 -3.90199291e+01 
 1.02329299e+07 -3.60495174e+01 -3.92934007e+01 
 1.04712855e+07 -3.55918430e+01 -3.94776208e+01 
 1.07151931e+07 -3.51809059e+01 -3.95909177e+01 
 1.09647820e+07 -3.48114118e+01 -3.96469959e+01 
 1.12201845e+07 -3.44790112e+01 -3.96562533e+01 
 1.14815362e+07 -3.41800973e+01 -3.96266660e+01 
 1.17489755e+07 -3.39116546e+01 -3.95643967e+01 
 1.20226443e+07 -3.36711442e+01 -3.94742216e+01 
 1.23026877e+07 -3.34564162e+01 -3.93598349e+01 
 1.25892541e+07 -3.32656418e+01 -3.92240684e+01 
 1.28824955e+07 -3.30972594e+01 -3.90690527e+01 
 1.31825674e+07 -3.29499327e+01 -3.88963357e+01 
 1.34896288e+07 -3.28225169e+01 -3.87069692e+01 
 1.38038426e+07 -3.27140315e+01 -3.85015738e+01 
 1.41253754e+07 -3.26236380e+01 -3.82803846e+01 
 1.44543977e+07 -3.25506222e+01 -3.80432844e+01 
 1.47910839e+07 -3.24943795e+01 -3.77898241e+01 
 1.51356125e+07 -3.24544024e+01 -3.75192356e+01 
 1.54881662e+07 -3.24302706e+01 -3.72304354e+01 
 1.58489319e+07 -3.24216424e+01 -3.69220210e+01 
 1.62181010e+07 -3.24282477e+01 -3.65922615e+01 
 1.65958691e+07 -3.24498819e+01 -3.62390800e+01 
 1.69824365e+07 -3.24864005e+01 -3.58600301e+01 
 1.73780083e+07 -3.25377145e+01 -3.54522647e+01 
 1.77827941e+07 -3.26037857e+01 -3.50124969e+01 
 1.81970086e+07 -3.26846231e+01 -3.45369521e+01 
 1.86208714e+07 -3.27802778e+01 -3.40213095e+01 
 1.90546072e+07 -3.28908383e+01 -3.34606331e+01 
 1.94984460e+07 -3.30164248e+01 -3.28492884e+01 
 1.99526231e+07 -3.31571821e+01 -3.21808451e+01 
 2.04173794e+07 -3.33132699e+01 -3.14479617e+01 
 2.08929613e+07 -3.34848515e+01 -3.06422510e+01 
 2.13796209e+07 -3.36720767e+01 -2.97541241e+01 
 2.18776162e+07 -3.38750607e+01 -2.87726108e+01 
 2.23872114e+07 -3.40938546e+01 -2.76851561e+01 
 2.29086765e+07 -3.43284057e+01 -2.64773951e+01 
 2.34422882e+07 -3.45785039e+01 -2.51329109e+01 
 2.39883292e+07 -3.48437106e+01 -2.36329896e+01 
 2.45470892e+07 -3.51232627e+01 -2.19563955e+01 
 2.51188643e+07 -3.54159480e+01 -2.00792097e+01 
 2.57039578e+07 -3.57199427e+01 -1.79748014e+01 
 2.63026799e+07 -3.60326066e+01 -1.56140425e+01 
 2.69153480e+07 -3.63502346e+01 -1.29659270e+01 
 2.75422870e+07 -3.66677719e+01 -9.99882279e+00 
 2.81838293e+07 -3.69785180e+01 -6.68263478e+00 
 2.88403150e+07 -3.72738766e+01 -2.99217250e+00 
 2.95120923e+07 -3.75432470e+01  1.08809599e+00 
 3.01995172e+07 -3.77741976e+01  5.55804586e+00 
 3.09029543e+07 -3.79530792e+01  1.03954135e+01 
 3.16227766e+07 -3.80661897e+01  1.55504313e+01 
 3.23593657e+07 -3.81014408e+01  2.09438693e+01 
 3.31131121e+07 -3.80502291e+01  2.64706461e+01 
 3.38844156e+07 -3.79089869e+01  3.20096955e+01 
 3.46736850e+07 -3.76798675e+01  3.74382702e+01 
 3.54813389e+07 -3.73702988e+01  4.26467354e+01 
 3.63078055e+07 -3.69915801e+01  4.75496521e+01 
 3.71535229e+07 -3.65570311e+01  5.20907764e+01 
 3.80189396e+07 -3.60802448e+01  5.62421622e+01 
 3.89045145e+07 -3.55738016e+01  5.99993332e+01 
 3.98107171e+07 -3.50485406e+01  6.33748790e+01 
 4.07380278e+07 -3.45133026e+01  6.63922596e+01 
 4.16869383e+07 -3.39749902e+01  6.90807518e+01 
 4.26579519e+07 -3.34387964e+01  7.14717885e+01 
 4.36515832e+07 -3.29084960e+01  7.35965563e+01 
 4.46683592e+07 -3.23867354e+01  7.54845722e+01 
 4.57088190e+07 -3.18752898e+01  7.71629484e+01 
 4.67735141e+07 -3.13752770e+01  7.86561074e+01 
 4.78630092e+07 -3.08873279e+01  7.99857700e+01 
 4.89778819e+07 -3.04117181e+01  8.11710972e+01 
 5.01187234e+07 -2.99484691e+01  8.22289070e+01 
 5.12861384e+07 -2.94974231e+01  8.31739207e+01 
 5.24807460e+07 -2.90582991e+01  8.40190087e+01 
 5.37031796e+07 -2.86307342e+01  8.47754233e+01 
 5.49540874e+07 -2.82143138e+01  8.54530091e+01 
 5.62341325e+07 -2.78085932e+01  8.60603918e+01 
 5.75439937e+07 -2.74131134e+01  8.66051416e+01 
 5.88843655e+07 -2.70274122e+01  8.70939165e+01 
 6.02559586e+07 -2.66510323e+01  8.75325848e+01 
 6.16595002e+07 -2.62835262e+01  8.79263315e+01 
 6.30957344e+07 -2.59244602e+01  8.82797482e+01 
 6.45654229e+07 -2.55734163e+01  8.85969109e+01 
 6.60693448e+07 -2.52299939e+01  8.88814469e+01 
 6.76082975e+07 -2.48938099e+01  8.91365914e+01 
 6.91830971e+07 -2.45644996e+01  8.93652366e+01 
 7.07945784e+07 -2.42417158e+01  8.95699740e+01 
 7.24435960e+07 -2.39251287e+01  8.97531304e+01 
 7.41310241e+07 -2.36144253e+01  8.99167994e+01 
 7.58577575e+07 -2.33093088e+01  9.00628684e+01 
 7.76247117e+07 -2.30094977e+01  9.01930420e+01 
 7.94328235e+07 -2.27147252e+01  9.03088627e+01 
 8.12830516e+07 -2.24247383e+01  9.04117283e+01 
 8.31763771e+07 -2.21392971e+01  9.05029076e+01 
 8.51138038e+07 -2.18581741e+01  9.05835540e+01 
 8.70963590e+07 -2.15811533e+01  9.06547171e+01 
 8.91250938e+07 -2.13080300e+01  9.07173537e+01 
 9.12010839e+07 -2.10386096e+01  9.07723362e+01 
 9.33254301e+07 -2.07727072e+01  9.08204616e+01 
 9.54992586e+07 -2.05101472e+01  9.08624579e+01 
 9.77237221e+07 -2.02507626e+01  9.08989910e+01 
 1.00000000e+08 -1.99943943e+01  9.09306698e+01 
 1.02329299e+08 -1.97408910e+01  9.09580519e+01 
 1.04712855e+08 -1.94901088e+01  9.09816473e+01 
 1.07151931e+08 -1.92419101e+01  9.10019232e+01 
 1.09647820e+08 -1.89961642e+01  9.10193068e+01 
 1.12201845e+08 -1.87527461e+01  9.10341890e+01 
 1.14815362e+08 -1.85115368e+01  9.10469272e+01 
 1.17489755e+08 -1.82724223e+01  9.10578476e+01 
 1.20226443e+08 -1.80352943e+01  9.10672481e+01 
 1.23026877e+08 -1.78000488e+01  9.10753998e+01 
 1.25892541e+08 -1.75665868e+01  9.10825494e+01 
 1.28824955e+08 -1.73348135e+01  9.10889207e+01 
 1.31825674e+08 -1.71046384e+01  9.10947164e+01 
 1.34896288e+08 -1.68759748e+01  9.11001192e+01 
 1.38038426e+08 -1.66487400e+01  9.11052937e+01 
 1.41253754e+08 -1.64228547e+01  9.11103872e+01 
 1.44543977e+08 -1.61982433e+01  9.11155308e+01 
 1.47910839e+08 -1.59748333e+01  9.11208408e+01 
 1.51356125e+08 -1.57525555e+01  9.11264197e+01 
 1.54881662e+08 -1.55313437e+01  9.11323565e+01 
 1.58489319e+08 -1.53111346e+01  9.11387283e+01 
 1.62181010e+08 -1.50918678e+01  9.11456008e+01 
 1.65958691e+08 -1.48734854e+01  9.11530288e+01 
 1.69824365e+08 -1.46559324e+01  9.11610573e+01 
 1.73780083e+08 -1.44391559e+01  9.11697219e+01 
 1.77827941e+08 -1.42231058e+01  9.11790497e+01 
 1.81970086e+08 -1.40077340e+01  9.11890593e+01 
 1.86208714e+08 -1.37929949e+01  9.11997623e+01 
 1.90546072e+08 -1.35788450e+01  9.12111626e+01 
 1.94984460e+08 -1.33652426e+01  9.12232582e+01 
 1.99526231e+08 -1.31521484e+01  9.12360407e+01 
 2.04173794e+08 -1.29395249e+01  9.12494960e+01 
 2.08929613e+08 -1.27273363e+01  9.12636049e+01 
 2.13796209e+08 -1.25155491e+01  9.12783434e+01 
 2.18776162e+08 -1.23041310e+01  9.12936831e+01 
 2.23872114e+08 -1.20930517e+01  9.13095914e+01 
 2.29086765e+08 -1.18822827e+01  9.13260319e+01 
 2.34422882e+08 -1.16717967e+01  9.13429649e+01 
 2.39883292e+08 -1.14615684e+01  9.13603477e+01 
 2.45470892e+08 -1.12515736e+01  9.13781347e+01 
 2.51188643e+08 -1.10417898e+01  9.13962776e+01 
 2.57039578e+08 -1.08321960e+01  9.14147261e+01 
 2.63026799e+08 -1.06227724e+01  9.14334279e+01 
 2.69153480e+08 -1.04135006e+01  9.14523289e+01 
 2.75422870e+08 -1.02043635e+01  9.14713737e+01 
 2.81838293e+08 -9.99534528e+00  9.14905057e+01 
 2.88403150e+08 -9.78643140e+00  9.15096672e+01 
 2.95120923e+08 -9.57760846e+00  9.15287999e+01 
 3.01995172e+08 -9.36886425e+00  9.15478452e+01 
 3.09029543e+08 -9.16018770e+00  9.15667440e+01 
 3.16227766e+08 -8.95156882e+00  9.15854374e+01 
 3.23593657e+08 -8.74299872e+00  9.16038667e+01 
 3.31131121e+08 -8.53446951e+00  9.16219738e+01 
 3.38844156e+08 -8.32597433e+00  9.16397012e+01 
 3.46736850e+08 -8.11750728e+00  9.16569923e+01 
 3.54813389e+08 -7.90906340e+00  9.16737919e+01 
 3.63078055e+08 -7.70063861e+00  9.16900459e+01 
 3.71535229e+08 -7.49222971e+00  9.17057020e+01 
 3.80189396e+08 -7.28383434e+00  9.17207096e+01 
 3.89045145e+08 -7.07545089e+00  9.17350202e+01 
 3.98107171e+08 -6.86707854e+00  9.17485873e+01 
 4.07380278e+08 -6.65871716e+00  9.17613670e+01 
 4.16869383e+08 -6.45036729e+00  9.17733177e+01 
 4.26579519e+08 -6.24203010e+00  9.17844007e+01 
 4.36515832e+08 -6.03370734e+00  9.17945801e+01 
 4.46683592e+08 -5.82540130e+00  9.18038227e+01 
 4.57088190e+08 -5.61711477e+00  9.18120989e+01 
 4.67735141e+08 -5.40885099e+00  9.18193817e+01 
 4.78630092e+08 -5.20061360e+00  9.18256476e+01 
 4.89778819e+08 -4.99240659e+00  9.18308766e+01 
 5.01187234e+08 -4.78423429e+00  9.18350516e+01 
 5.12861384e+08 -4.57610126e+00  9.18381593e+01 
 5.24807460e+08 -4.36801233e+00  9.18401895e+01 
 5.37031796e+08 -4.15997246e+00  9.18411356e+01 
 5.49540874e+08 -3.95198678e+00  9.18409940e+01 
 5.62341325e+08 -3.74406050e+00  9.18397647e+01 
 5.75439937e+08 -3.53619888e+00  9.18374507e+01 
 5.88843655e+08 -3.32840719e+00  9.18340584e+01 
 6.02559586e+08 -3.12069069e+00  9.18295968e+01 
 6.16595002e+08 -2.91305457e+00  9.18240783e+01 
 6.30957344e+08 -2.70550392e+00  9.18175176e+01 
 6.45654229e+08 -2.49804371e+00  9.18099326e+01 
 6.60693448e+08 -2.29067877e+00  9.18013432e+01 
 6.76082975e+08 -2.08341373e+00  9.17917719e+01 
 6.91830971e+08 -1.87625302e+00  9.17812432e+01 
 7.07945784e+08 -1.66920084e+00  9.17697839e+01 
 7.24435960e+08 -1.46226116e+00  9.17574223e+01 
 7.41310241e+08 -1.25543769e+00  9.17441884e+01 
 7.58577575e+08 -1.04873384e+00  9.17301138e+01 
 7.76247117e+08 -8.42152757e-01  9.17152312e+01 
 7.94328235e+08 -6.35697292e-01  9.16995743e+01 
 8.12830516e+08 -4.29369992e-01  9.16831780e+01 
 8.31763771e+08 -2.23173103e-01  9.16660776e+01 
 8.51138038e+08 -1.71085666e-02  9.16483090e+01 
 8.70963590e+08  1.88821981e-01  9.16299086e+01 
 8.91250938e+08  3.94617202e-01  9.16109129e+01 
 9.12010839e+08  6.00276060e-01  9.15913584e+01 
 9.33254301e+08  8.05797804e-01  9.15712815e+01 
 9.54992586e+08  1.01118197e+00  9.15507186e+01 
 9.77237221e+08  1.21642837e+00  9.15297055e+01 
 1.00000000e+09  1.42153707e+00  9.15082774e+01 
