frequency_hz,dm_tian_real,dm_tian_imag,dm_old_real,dm_old_imag,input_cm_tian_real,input_cm_tian_imag,input_cm_old_real,input_cm_old_imag,stage1_cm_tian_real,stage1_cm_tian_imag,stage1_cm_old_real,stage1_cm_old_imag,output_cm_tian_real,output_cm_tian_imag,output_cm_old_real,output_cm_old_imag
1.000000000000000000e+00,5.309478223089470248e+02,-4.109393974128121296e-02,5.309478223147395965e+02,-4.105073195847265544e-02,-8.601179962642008237e-03,1.869002715229622293e-09,-8.601179962641394144e-03,6.782711060647395189e-09,-1.599400326614685355e+02,-4.995721977134163355e-03,-1.599400326712747926e+02,-4.852579130242167839e-03,4.117039115165754026e+01,-7.233895640336692259e-04,4.117039115167958840e+01,-7.223320629706537653e-04
1.019373485938873003e+00,5.309478221843102119e+02,-4.189007259518517240e-02,5.309478221903481199e+02,-4.184602772703233109e-02,-8.601179962642008237e-03,1.905211813052699585e-09,-8.601179962641444451e-03,6.914115818008134295e-09,-1.599400326554039964e+02,-5.092506526420888767e-03,-1.599400326655796789e+02,-4.946590503615032330e-03,4.117039115116299541e+01,-7.374041415719750523e-04,4.117039115118645043e+01,-7.363261530270218645e-04
1.039122303835168903e+00,5.309478220555999997e+02,-4.270162931728223310e-02,5.309478220619248532e+02,-4.265673114653067977e-02,-8.601179962642008237e-03,1.942122407323294919e-09,-8.601179962641376797e-03,7.048066343587908598e-09,-1.599400326490710711e+02,-5.191166129798964642e-03,-1.599400326596577600e+02,-5.042423204997492810e-03,4.117039115064846300e+01,-7.516902303306003579e-04,4.117039115067339594e+01,-7.505913573897693598e-04
1.059253725177289107e+00,5.309478219210868701e+02,-4.352890872139004302e-02,5.309478219276936670e+02,-4.348314071659344776e-02,-8.601179962642008237e-03,1.979748088473292062e-09,-8.601179962641397614e-03,7.184611957791786463e-09,-1.599400326425276546e+02,-5.291737113606110113e-03,-1.599400326535169654e+02,-5.140112519862528526e-03,4.117039115011636596e+01,-7.662530904284638135e-04,4.117039115014085837e+01,-7.651329284881334568e-04
1.079775162327710092e+00,5.309478217822695569e+02,-4.437221541090329013e-02,5.309478217891534086e+02,-4.432556072034321559e-02,-8.601179962641571086e-03,2.018102710227552595e-09,-8.601179962641302204e-03,7.323802936532023927e-09,-1.599400326357190920e+02,-5.394256507940414606e-03,-1.599400326471483140e+02,-5.239694417284603174e-03,4.117039114956119761e+01,-7.810980838909834965e-04,4.117039114958726742e+01,-7.799562205090972535e-04
1.100694171252210030e+00,5.309478216378749948e+02,-4.523185988999976065e-02,5.309478216450946775e+02,-4.518430133549219962e-02,-8.601179962640481680e-03,2.057200394707016857e-09,-8.601179962640927504e-03,7.465690529741720068e-09,-1.599400326286240954e+02,-5.498762060304554673e-03,-1.599400326405082922e+02,-5.341205563182627181e-03,4.117039114898432217e+01,-7.962306766250013467e-04,4.117039114901206176e+01,-7.950666913689898160e-04
1.122018454301964008e+00,5.309478214879095503e+02,-4.610815867861255829e-02,5.309478214954299347e+02,-4.605967874915627841e-02,-8.601179962640481680e-03,2.097055537626947635e-09,-8.601179962640363719e-03,7.610326980243241053e-09,-1.599400326212993377e+02,-5.605292249506770713e-03,-1.599400326336264868e+02,-5.444683333826446162e-03,4.117039114827672108e+01,-8.116564404266631396e-04,4.117039114830458857e+01,-8.104699047186500081e-04
1.143755863049539023e+00,5.309478213321203839e+02,-4.700143442872452282e-02,5.309478213399692095e+02,-4.695201527407995290e-02,-8.601179962640481680e-03,2.137682813598043667e-09,-8.601179962640410556e-03,7.757765542985059670e-09,-1.599400326136441777e+02,-5.713886299813488757e-03,-1.599400326264586170e+02,-5.550165829590092935e-03,4.117039114765370300e+01,-8.273810550499720393e-04,4.117039114768336105e+01,-8.261715320091567822e-04
1.165914401179831916e+00,5.309478211704341675e+02,-4.791201604324440977e-02,5.309478211783574579e+02,-4.786163946730009194e-02,-8.601179962640481680e-03,2.179097181529069732e-09,-8.601179962640414026e-03,7.908060504649166814e-09,-1.599400326056920392e+02,-5.824584195410931198e-03,-1.599400326190108501e+02,-5.657691888987697974e-03,4.117039114689858081e+01,-8.434103102684222322e-04,4.117039114692812518e+01,-8.421773545499651762e-04
1.188502227437018943e+00,5.309478210021402447e+02,-4.884023879695824355e-02,5.309478210104183518e+02,-4.878888625117697164e-02,-8.601179962640481680e-03,2.221313890134641236e-09,-8.601179962640414026e-03,8.061267203639517928e-09,-1.599400325974367263e+02,-5.937426695115699364e-03,-1.599400326112777861e+02,-5.767301102970114925e-03,4.117039114622602369e+01,-8.597501080410925112e-04,4.117039114625747942e+01,-8.584932656724194970e-04
