frequency_hz,dm_tian_real,dm_tian_imag,dm_old_real,dm_old_imag,input_cm_tian_real,input_cm_tian_imag,input_cm_old_real,input_cm_old_imag,stage1_cm_tian_real,stage1_cm_tian_imag,stage1_cm_old_real,stage1_cm_old_imag,output_cm_tian_real,output_cm_tian_imag,output_cm_old_real,output_cm_old_imag
1.000000000000000000e+00,3.703449521997620764e+02,-4.338864243478401245e-02,3.703449522061959556e+02,-4.335693831382544938e-02,-3.424362157570711926e-03,-2.288677623985310641e-10,-3.424362157570757896e-03,7.313936137445338545e-09,-9.368795111273565226e+02,-1.714128405277572376e-01,-9.368795132685805811e+02,-1.655533753204410374e-01,7.474622699918839430e+01,-7.168023637810763335e-04,7.474622699921846447e+01,-7.146025201253637313e-04
1.019373485938873003e+00,3.703449520010597666e+02,-4.422923166519072968e-02,3.703449520076456452e+02,-4.419691332490950642e-02,-3.424362157570711926e-03,-2.333017287752256832e-10,-3.424362157570808637e-03,7.455632576361958486e-09,-9.368795099010388867e+02,-1.747337045548677248e-01,-9.368795121257720666e+02,-1.687607211037952804e-01,7.474622699892428557e+01,-7.306893242942079933e-04,7.474622699895603262e+01,-7.284468619983879229e-04
1.039122303835168903e+00,3.703449517944297895e+02,-4.508610603779059089e-02,3.703449518013321153e+02,-4.505316157865703330e-02,-3.424362157570711926e-03,-2.378215965371276398e-10,-3.424362157570838127e-03,7.600074169245539693e-09,-9.368795086268632986e+02,-1.781189052810120133e-01,-9.368795109381411521e+02,-1.720302043433629691e-01,7.474622699865234665e+01,-7.448453236414747866e-04,7.474622699867938991e+01,-7.425594170337957919e-04
1.059253725177289107e+00,3.703449515798134826e+02,-4.595958105253326875e-02,3.703449515870209439e+02,-4.592599834444016649e-02,-3.424362157570711926e-03,-2.424290298935833489e-10,-3.424362157570865883e-03,7.747314099297831879e-09,-9.368795073019773554e+02,-1.815696891311457395e-01,-9.368795097041269173e+02,-1.753630288576260854e-01,7.474622699836453421e+01,-7.592755740427839127e-04,7.474622699839333961e+01,-7.569453814556099079e-04
1.079775162327710092e+00,3.703449513567116469e+02,-4.684997832159203124e-02,3.703449513642441957e+02,-4.681574499943753909e-02,-3.424362157570270872e-03,-2.471257252953948156e-10,-3.424362157570870219e-03,7.897406580064624719e-09,-9.368795059259837217e+02,-1.850873266787493865e-01,-9.368795084217134672e+02,-1.787604217870400747e-01,7.474622699806613468e+01,-7.739853886971797322e-04,7.474622699809677329e+01,-7.716100521567109639e-04
1.100694171252210030e+00,3.703449511250108799e+02,-4.775762568798454233e-02,3.703449511327281698e+02,-4.772272914707042374e-02,-3.424362157570270872e-03,-2.519134120595020396e-10,-3.424362157570895807e-03,8.050406875397100826e-09,-9.368795044952961462e+02,-1.886731131114726678e-01,-9.368795070890073475e+02,-1.822236340460740289e-01,7.474622699775481749e+01,-7.889801837387391738e-04,7.474622699778737456e+01,-7.865588286492335678e-04
1.122018454301964008e+00,3.703449508841563329e+02,-4.868285734607443599e-02,3.703449508922323048e+02,-4.864728473758674065e-02,-3.424362157570270872e-03,-2.567938530058090509e-10,-3.424362157570852438e-03,8.206371319799840232e-09,-9.368795030087781015e+02,-1.923283687102149142e-01,-9.368795057042364078e+02,-1.857539407838017520e-01,7.474622699743203214e+01,-8.042654802310155154e-04,7.474622699746650767e+01,-8.017972150527597061e-04
1.143755863049539023e+00,3.703449506339929940e+02,-4.962601396483794225e-02,3.703449506423035018e+02,-4.958975219095825004e-02,-3.424362157571373723e-03,-2.617688451061676397e-10,-3.424362157570897975e-03,8.365357339173161726e-09,-9.368795014650156645e+02,-1.960544393342010805e-01,-9.368795042651585163e+02,-1.893526418531721323e-01,7.474622699709667017e+01,-8.198469061997534172e-04,7.474622699713320628e+01,-8.173308221208063374e-04
1.165914401179831916e+00,3.703449503738928001e+02,-5.058744281306701979e-02,3.703449503825900138e+02,-5.055047852230060146e-02,-3.424362157570270872e-03,-2.668402201460549485e-10,-3.424362157570878459e-03,8.527423471957313494e-09,-9.368794998603697195e+02,-1.998526969156892985e-01,-9.368795027702359448e+02,-1.930210622900831452e-01,7.474622699674823423e+01,-8.357301987051889364e-04,7.474622699678690196e+01,-8.331653693067528994e-04
1.188502227437018943e+00,3.703449501036420202e+02,-5.156749788747100327e-02,3.703449501127331587e+02,-5.152981746961935589e-02,-3.424362157570270872e-03,-2.720098453989726877e-10,-3.424362157570933537e-03,8.692629390686113199e-09,-9.368794981926681658e+02,-2.037245399666264556e-01,-9.368795012164824811e+02,-1.967605528003791848e-01,7.474622699638622692e+01,-8.519212059544149307e-04,7.474622699642711154e+01,-8.493066868697297976e-04
1.211527658628589021e+00,3.703449498229508094e+02,-5.256654004288714710e-02,3.703449498322903537e+02,-5.252812962403145824e-02,-3.424362157571373723e-03,-2.772796243139698308e-10,-3.424362157570960859e-03,8.861035923958435040e-09,-9.368794964600351705e+02,-2.076713940931217972e-01,-9.368794996021871384e+02,-2.005724902582897706e-01,7.474622699601518150e+01,-8.684258894547975012e-04,7.474622699605329501e+01,-8.657607180213095421e-04
1.234999172687585967e+00,3.703449495311460851e+02,-5.358493712505615209e-02,3.703449495409109318e+02,-5.354578256258304969e-02,-3.424362157571373723e-03,-2.826514972166977257e-10,-3.424362157570959558e-03,9.032705078835152194e-09,-9.368794946593319537e+02,-2.116947125196595725e-01,-9.368794979243812122e+02,-2.044582782123379461e-01,7.474622699562439720e+01,-8.852503262085273904e-04,7.474622699566485551e+01,-8.825335211137889631e-04
1.258925411794167948e+00,3.703449492280136042e+02,-5.462306410630203557e-02,3.703449492380979109e+02,-5.458315098352494593e-02,-3.424362157570491616e-03,-2.881274420236987515e-10,-3.424362157570943945e-03,9.207700063669938800e-09,-9.368794927884863455e+02,-2.157959766251962008e-01,-9.368794961811734083e+02,-2.084193474031123261e-01,7.474622699521836466e+01,-9.024007109508650534e-04,7.474622699526130987e+01,-8.996312718708690450e-04
1.283315185557651894e+00,3.703449489129085919e+02,-5.568130322334009785e-02,3.703449489234520797e+02,-5.564061684434356420e-02,-3.424362157571594033e-03,-2.937094749701888762e-10,-3.424362157571046728e-03,9.386085311382904737e-09,-9.368794908443497889e+02,-2.199766964876399000e-01,-9.368794943695994561e+02,-2.124571562891341692e-01,7.474622699479522225e+01,-9.198833584305382083e-04,7.474622699484076804e+01,-9.170602656615138700e-04
1.308177474260195039e+00,3.703449485854599175e+02,-5.676004411822084539e-02,3.703449485964729888e+02,-5.671856950234013123e-02,-3.424362157571594033e-03,-2.993996513536182193e-10,-3.424362157571002492e-03,9.567926503184072727e-09,-9.368794888232773701e+02,-2.242384114400919060e-01,-9.368794924871799594e+02,-2.165731915845353905e-01,7.474622699435690265e+01,-9.377047057350597261e-04,7.474622699440513429e+01,-9.348269198180203998e-04
1.333521432163325082e+00,3.703449482453396513e+02,-5.785968398173069877e-02,3.703449482567107793e+02,-5.781740585803541582e-02,-3.424362157571594033e-03,-3.052000662892123947e-10,-3.424362157570974736e-03,9.753290592757676104e-09,-9.368794867244289435e+02,-2.285826906392126046e-01,-9.368794905313301342e+02,-2.207689688062061395e-01,7.474622699390084790e+01,-9.558713146606614150e-04,7.474622699395182224e+01,-9.529377759986745527e-04
1.359356390878527110e+00,3.703449478917722217e+02,-5.898062769948228534e-02,3.703449479036509047e+02,-5.893753050127258780e-02,-3.424362157571594033e-03,-3.111128554819459521e-10,-3.424362157571052799e-03,9.942245830914271879e-09,-9.368794845427635209e+02,-2.330111336396309962e-01,-9.368794884989663387e+02,-2.250460328316150338e-01,7.474622699342701537e+01,-9.743898741285005787e-04,7.474622699348090293e+01,-9.713995025965500591e-04
1.385691862803128949e+00,3.703449475245443523e+02,-6.012328800130779111e-02,3.703449475368437334e+02,-6.007935586022753599e-02,-3.424362157571594033e-03,-3.171401960129603044e-10,-3.424362157571056702e-03,1.013486179072035375e-08,-9.368794822764253922e+02,-2.375253709864459384e-01,-9.368794863868943139e+02,-2.294059584677976271e-01,7.474622699294238259e+01,-9.932672026476399227e-04,7.474622699299290218e+01,-9.902188971947524770e-04
1.412537544622755048e+00,3.703449471427794606e+02,-6.128808561283776574e-02,3.703449471556197636e+02,-6.124330235317286542e-02,-3.424362157571152979e-03,-3.232843071410107510e-10,-3.424362157571087927e-03,1.033120939311535814e-08,-9.368794799212934095e+02,-2.421270648129237035e-01,-9.368794841919954024e+02,-2.338503510312844313e-01,7.474622699243090551e+01,-1.012510250824823470e-03,7.474622699248456570e+01,-1.009402889069170237e-03
