 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  9.03903065e-06  3.00789467e-07 
 1.02329299e+00  8.94715687e-06  2.97732207e-07 
 1.04712855e+00  8.85622971e-06  2.94706448e-07 
 1.07151931e+00  8.76623929e-06  2.91711860e-07 
 1.09647820e+00  8.67717582e-06  2.88748118e-07 
 1.12201845e+00  8.58902960e-06  2.85814899e-07 
 1.14815362e+00  8.50179106e-06  2.82911885e-07 
 1.17489755e+00  8.41545071e-06  2.80038760e-07 
 1.20226443e+00  8.32999918e-06  2.77195211e-07 
 1.23026877e+00  8.24542718e-06  2.74380931e-07 
 1.25892541e+00  8.16172552e-06  2.71595613e-07 
 1.28824955e+00  8.07888513e-06  2.68838955e-07 
 1.31825674e+00  7.99689702e-06  2.66110658e-07 
 1.34896288e+00  7.91575228e-06  2.63410425e-07 
 1.38038426e+00  7.83544212e-06  2.60737965e-07 
 1.41253754e+00  7.75595784e-06  2.58092987e-07 
 1.44543977e+00  7.67729081e-06  2.55475205e-07 
 1.47910839e+00  7.59943253e-06  2.52884335e-07 
 1.51356125e+00  7.52237454e-06  2.50320097e-07 
 1.54881662e+00  7.44610852e-06  2.47782212e-07 
 1.58489319e+00  7.37062620e-06  2.45270407e-07 
 1.62181010e+00  7.29591943e-06  2.42784409e-07 
 1.65958691e+00  7.22198011e-06  2.40323950e-07 
 1.69824365e+00  7.14880025e-06  2.37888763e-07 
 1.73780083e+00  7.07637194e-06  2.35478585e-07 
 1.77827941e+00  7.00468736e-06  2.33093156e-07 
 1.81970086e+00  6.93373876e-06  2.30732217e-07 
 1.86208714e+00  6.86351847e-06  2.28395515e-07 
 1.90546072e+00  6.79401892e-06  2.26082797e-07 
 1.94984460e+00  6.72523261e-06  2.23793813e-07 
 1.99526231e+00  6.65715211e-06  2.21528316e-07 
 2.04173794e+00  6.58977008e-06  2.19286061e-07 
 2.08929613e+00  6.52307925e-06  2.17066808e-07 
 2.13796209e+00  6.45707244e-06  2.14870316e-07 
 2.18776162e+00  6.39174253e-06  2.12696350e-07 
 2.23872114e+00  6.32708248e-06  2.10544675e-07 
 2.29086765e+00  6.26308533e-06  2.08415058e-07 
 2.34422882e+00  6.19974420e-06  2.06307272e-07 
 2.39883292e+00  6.13705226e-06  2.04221088e-07 
 2.45470892e+00  6.07500276e-06  2.02156283e-07 
 2.51188643e+00  6.01358904e-06  2.00112635e-07 
 2.57039578e+00  5.95280449e-06  1.98089924e-07 
 2.63026799e+00  5.89264258e-06  1.96087931e-07 
 2.69153480e+00  5.83309684e-06  1.94106443e-07 
 2.75422870e+00  5.77416087e-06  1.92145246e-07 
 2.81838293e+00  5.71582835e-06  1.90204130e-07 
 2.88403150e+00  5.65809301e-06  1.88282886e-07 
 2.95120923e+00  5.60094866e-06  1.86381309e-07 
 3.01995172e+00  5.54438916e-06  1.84499193e-07 
 3.09029543e+00  5.48840846e-06  1.82636338e-07 
 3.16227766e+00  5.43300053e-06  1.80792543e-07 
 3.23593657e+00  5.37815946e-06  1.78967611e-07 
 3.31131121e+00  5.32387935e-06  1.77161346e-07 
 3.38844156e+00  5.27015440e-06  1.75373554e-07 
 3.46736850e+00  5.21697886e-06  1.73604046e-07 
 3.54813389e+00  5.16434702e-06  1.71852630e-07 
 3.63078055e+00  5.11225325e-06  1.70119119e-07 
 3.71535229e+00  5.06069199e-06  1.68403328e-07 
 3.80189396e+00  5.00965771e-06  1.66705074e-07 
 3.89045145e+00  4.95914496e-06  1.65024174e-07 
 3.98107171e+00  4.90914835e-06  1.63360450e-07 
 4.07380278e+00  4.85966252e-06  1.61713723e-07 
 4.16869383e+00  4.81068219e-06  1.60083817e-07 
 4.26579519e+00  4.76220212e-06  1.58470559e-07 
 4.36515832e+00  4.71421716e-06  1.56873776e-07 
 4.46683592e+00  4.66672216e-06  1.55293297e-07 
 4.57088190e+00  4.61971207e-06  1.53728954e-07 
 4.67735141e+00  4.57318187e-06  1.52180581e-07 
 4.78630092e+00  4.52712659e-06  1.50648012e-07 
 4.89778819e+00  4.48154134e-06  1.49131083e-07 
 5.01187234e+00  4.43642124e-06  1.47629633e-07 
 5.12861384e+00  4.39176150e-06  1.46143503e-07 
 5.24807460e+00  4.34755735e-06  1.44672533e-07 
 5.37031796e+00  4.30380409e-06  1.43216567e-07 
 5.49540874e+00  4.26049707e-06  1.41775450e-07 
 5.62341325e+00  4.21763167e-06  1.40349030e-07 
 5.75439937e+00  4.17520333e-06  1.38937153e-07 
 5.88843655e+00  4.13320755e-06  1.37539670e-07 
 6.02559586e+00  4.09163985e-06  1.36156433e-07 
 6.16595002e+00  4.05049582e-06  1.34787294e-07 
 6.30957344e+00  4.00977110e-06  1.33432108e-07 
 6.45654229e+00  3.96946134e-06  1.32090730e-07 
 6.60693448e+00  3.92956228e-06  1.30763020e-07 
 6.76082975e+00  3.89006967e-06  1.29448835e-07 
 6.91830971e+00  3.85097933e-06  1.28148036e-07 
 7.07945784e+00  3.81228711e-06  1.26860485e-07 
 7.24435960e+00  3.77398891e-06  1.25586045e-07 
 7.41310241e+00  3.73608066e-06  1.24324582e-07 
 7.58577575e+00  3.69855834e-06  1.23075962e-07 
 7.76247117e+00  3.66141799e-06  1.21840052e-07 
 7.94328235e+00  3.62465566e-06  1.20616722e-07 
 8.12830516e+00  3.58826746e-06  1.19405841e-07 
 8.31763771e+00  3.55224955e-06  1.18207282e-07 
 8.51138038e+00  3.51659810e-06  1.17020918e-07 
 8.70963590e+00  3.48130935e-06  1.15846624e-07 
 8.91250938e+00  3.44637957e-06  1.14684275e-07 
 9.12010839e+00  3.41180505e-06  1.13533747e-07 
 9.33254301e+00  3.37758215e-06  1.12394921e-07 
 9.54992586e+00  3.34370725e-06  1.11267675e-07 
 9.77237221e+00  3.31017676e-06  1.10151889e-07 
 1.00000000e+01  3.27698716e-06  1.09047448e-07 
 1.02329299e+01  3.24413493e-06  1.07954232e-07 
 1.04712855e+01  3.21161660e-06  1.06872129e-07 
 1.07151931e+01  3.17942875e-06  1.05801022e-07 
 1.09647820e+01  3.14756798e-06  1.04740799e-07 
 1.12201845e+01  3.11603092e-06  1.03691349e-07 
 1.14815362e+01  3.08481426e-06  1.02652560e-07 
 1.17489755e+01  3.05391470e-06  1.01624324e-07 
 1.20226443e+01  3.02332899e-06  1.00606531e-07 
 1.23026877e+01  2.99305390e-06  9.95990747e-08 
 1.25892541e+01  2.96308626e-06  9.86018490e-08 
 1.28824955e+01  2.93342289e-06  9.76147488e-08 
 1.31825674e+01  2.90406068e-06  9.66376703e-08 
 1.34896288e+01  2.87499654e-06  9.56705106e-08 
 1.38038426e+01  2.84622742e-06  9.47131679e-08 
 1.41253754e+01  2.81775028e-06  9.37655416e-08 
 1.44543977e+01  2.78956214e-06  9.28275321e-08 
 1.47910839e+01  2.76166002e-06  9.18990408e-08 
 1.51356125e+01  2.73404101e-06  9.09799701e-08 
 1.54881662e+01  2.70670220e-06  9.00702235e-08 
 1.58489319e+01  2.67964071e-06  8.91697055e-08 
 1.62181010e+01  2.65285371e-06  8.82783215e-08 
 1.65958691e+01  2.62633839e-06  8.73959780e-08 
 1.69824365e+01  2.60009196e-06  8.65225824e-08 
 1.73780083e+01  2.57411167e-06  8.56580431e-08 
 1.77827941e+01  2.54839480e-06  8.48022694e-08 
 1.81970086e+01  2.52293864e-06  8.39551717e-08 
 1.86208714e+01  2.49774055e-06  8.31166611e-08 
 1.90546072e+01  2.47279786e-06  8.22866499e-08 
 1.94984460e+01  2.44810797e-06  8.14650510e-08 
 1.99526231e+01  2.42366830e-06  8.06517785e-08 
 2.04173794e+01  2.39947629e-06  7.98467472e-08 
 2.08929613e+01  2.37552940e-06  7.90498728e-08 
 2.13796209e+01  2.35182513e-06  7.82610720e-08 
 2.18776162e+01  2.32836101e-06  7.74802624e-08 
 2.23872114e+01  2.30513457e-06  7.67073622e-08 
 2.29086765e+01  2.28214338e-06  7.59422906e-08 
 2.34422882e+01  2.25938506e-06  7.51849677e-08 
 2.39883292e+01  2.23685721e-06  7.44353144e-08 
 2.45470892e+01  2.21455749e-06  7.36932524e-08 
 2.51188643e+01  2.19248357e-06  7.29587042e-08 
 2.57039578e+01  2.17063314e-06  7.22315932e-08 
 2.63026799e+01  2.14900392e-06  7.15118433e-08 
 2.69153480e+01  2.12759366e-06  7.07993796e-08 
 2.75422870e+01  2.10640012e-06  7.00941278e-08 
 2.81838293e+01  2.08542109e-06  6.93960142e-08 
 2.88403150e+01  2.06465439e-06  6.87049662e-08 
 2.95120923e+01  2.04409786e-06  6.80209116e-08 
 3.01995172e+01  2.02374934e-06  6.73437793e-08 
 3.09029543e+01  2.00360672e-06  6.66734987e-08 
 3.16227766e+01  1.98366791e-06  6.60100001e-08 
 3.23593657e+01  1.96393083e-06  6.53532142e-08 
 3.31131121e+01  1.94439341e-06  6.47030729e-08 
 3.38844156e+01  1.92505364e-06  6.40595084e-08 
 3.46736850e+01  1.90590950e-06  6.34224538e-08 
 3.54813389e+01  1.88695900e-06  6.27918429e-08 
 3.63078055e+01  1.86820016e-06  6.21676100e-08 
 3.71535229e+01  1.84963105e-06  6.15496904e-08 
 3.80189396e+01  1.83124972e-06  6.09380198e-08 
 3.89045145e+01  1.81305428e-06  6.03325347e-08 
 3.98107171e+01  1.79504282e-06  5.97331722e-08 
 4.07380278e+01  1.77721349e-06  5.91398700e-08 
 4.16869383e+01  1.75956442e-06  5.85525667e-08 
 4.26579519e+01  1.74209379e-06  5.79712012e-08 
 4.36515832e+01  1.72479979e-06  5.73957133e-08 
 4.46683592e+01  1.70768063e-06  5.68260432e-08 
 4.57088190e+01  1.69073452e-06  5.62621319e-08 
 4.67735141e+01  1.67395971e-06  5.57039210e-08 
 4.78630092e+01  1.65735446e-06  5.51513525e-08 
 4.89778819e+01  1.64091706e-06  5.46043694e-08 
 5.01187234e+01  1.62464579e-06  5.40629148e-08 
 5.12861384e+01  1.60853899e-06  5.35269328e-08 
 5.24807460e+01  1.59259497e-06  5.29963678e-08 
 5.37031796e+01  1.57681209e-06  5.24711650e-08 
 5.49540874e+01  1.56118871e-06  5.19512699e-08 
 5.62341325e+01  1.54572322e-06  5.14366289e-08 
 5.75439937e+01  1.53041402e-06  5.09271888e-08 
 5.88843655e+01  1.51525953e-06  5.04228967e-08 
 6.02559586e+01  1.50025818e-06  4.99237007e-08 
 6.16595002e+01  1.48540842e-06  4.94295492e-08 
 6.30957344e+01  1.47070872e-06  4.89403910e-08 
 6.45654229e+01  1.45615756e-06  4.84561757e-08 
 6.60693448e+01  1.44175343e-06  4.79768533e-08 
 6.76082975e+01  1.42749485e-06  4.75023743e-08 
 6.91830971e+01  1.41338035e-06  4.70326897e-08 
 7.07945784e+01  1.39940847e-06  4.65677511e-08 
 7.24435960e+01  1.38557777e-06  4.61075106e-08 
 7.41310241e+01  1.37188683e-06  4.56519206e-08 
 7.58577575e+01  1.35833422e-06  4.52009342e-08 
 7.76247117e+01  1.34491857e-06  4.47545049e-08 
 7.94328235e+01  1.33163848e-06  4.43125868e-08 
 8.12830516e+01  1.31849258e-06  4.38751342e-08 
 8.31763771e+01  1.30547953e-06  4.34421022e-08 
 8.51138038e+01  1.29259797e-06  4.30134462e-08 
 8.70963590e+01  1.27984660e-06  4.25891219e-08 
 8.91250938e+01  1.26722408e-06  4.21690859e-08 
 9.12010839e+01  1.25472913e-06  4.17532947e-08 
 9.33254301e+01  1.24236047e-06  4.13417058e-08 
 9.54992586e+01  1.23011681e-06  4.09342767e-08 
 9.77237221e+01  1.21799689e-06  4.05309656e-08 
 1.00000000e+02  1.20599949e-06  4.01317310e-08 
 1.02329299e+02  1.19412335e-06  3.97365318e-08 
 1.04712855e+02  1.18236726e-06  3.93453276e-08 
 1.07151931e+02  1.17073001e-06  3.89580780e-08 
 1.09647820e+02  1.15921042e-06  3.85747434e-08 
 1.12201845e+02  1.14780728e-06  3.81952844e-08 
 1.14815362e+02  1.13651945e-06  3.78196620e-08 
 1.17489755e+02  1.12534575e-06  3.74478377e-08 
 1.20226443e+02  1.11428504e-06  3.70797733e-08 
 1.23026877e+02  1.10333618e-06  3.67154311e-08 
