 frequency       response        response        stimulus        stimulus        v(VOUT)         v(VOUT)	manifest_sha256
 1.21152766e+00 -3.69172018e+01  5.64488109e-03  1.00000000e+00  0.00000000e+00 -3.69172018e+01  5.64488109e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00 -3.69172017e+01  5.75424211e-03  1.00000000e+00  0.00000000e+00 -3.69172017e+01  5.75424211e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00 -3.69172017e+01  5.86572183e-03  1.00000000e+00  0.00000000e+00 -3.69172017e+01  5.86572183e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00 -3.69172017e+01  5.97936130e-03  1.00000000e+00  0.00000000e+00 -3.69172017e+01  5.97936130e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00 -3.69172016e+01  6.09520237e-03  1.00000000e+00  0.00000000e+00 -3.69172016e+01  6.09520237e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00 -3.69172016e+01  6.21328768e-03  1.00000000e+00  0.00000000e+00 -3.69172016e+01  6.21328768e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00 -3.69172015e+01  6.33366072e-03  1.00000000e+00  0.00000000e+00 -3.69172015e+01  6.33366072e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00 -3.69172015e+01  6.45636580e-03  1.00000000e+00  0.00000000e+00 -3.69172015e+01  6.45636580e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00 -3.69172014e+01  6.58144810e-03  1.00000000e+00  0.00000000e+00 -3.69172014e+01  6.58144810e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00 -3.69172014e+01  6.70895368e-03  1.00000000e+00  0.00000000e+00 -3.69172014e+01  6.70895368e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00 -3.69172014e+01  6.83892949e-03  1.00000000e+00  0.00000000e+00 -3.69172014e+01  6.83892949e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00 -3.69172013e+01  6.97142339e-03  1.00000000e+00  0.00000000e+00 -3.69172013e+01  6.97142339e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00 -3.69172013e+01  7.10648415e-03  1.00000000e+00  0.00000000e+00 -3.69172013e+01  7.10648415e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00 -3.69172012e+01  7.24416151e-03  1.00000000e+00  0.00000000e+00 -3.69172012e+01  7.24416151e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00 -3.69172011e+01  7.38450616e-03  1.00000000e+00  0.00000000e+00 -3.69172011e+01  7.38450616e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00 -3.69172011e+01  7.52756978e-03  1.00000000e+00  0.00000000e+00 -3.69172011e+01  7.52756978e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00 -3.69172010e+01  7.67340503e-03  1.00000000e+00  0.00000000e+00 -3.69172010e+01  7.67340503e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00 -3.69172010e+01  7.82206562e-03  1.00000000e+00  0.00000000e+00 -3.69172010e+01  7.82206562e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00 -3.69172009e+01  7.97360629e-03  1.00000000e+00  0.00000000e+00 -3.69172009e+01  7.97360629e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00 -3.69172008e+01  8.12808282e-03  1.00000000e+00  0.00000000e+00 -3.69172008e+01  8.12808282e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00 -3.69172008e+01  8.28555210e-03  1.00000000e+00  0.00000000e+00 -3.69172008e+01  8.28555210e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00 -3.69172007e+01  8.44607212e-03  1.00000000e+00  0.00000000e+00 -3.69172007e+01  8.44607212e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00 -3.69172006e+01  8.60970196e-03  1.00000000e+00  0.00000000e+00 -3.69172006e+01  8.60970196e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00 -3.69172005e+01  8.77650188e-03  1.00000000e+00  0.00000000e+00 -3.69172005e+01  8.77650188e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00 -3.69172005e+01  8.94653329e-03  1.00000000e+00  0.00000000e+00 -3.69172005e+01  8.94653329e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00 -3.69172004e+01  9.11985881e-03  1.00000000e+00  0.00000000e+00 -3.69172004e+01  9.11985881e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00 -3.69172003e+01  9.29654224e-03  1.00000000e+00  0.00000000e+00 -3.69172003e+01  9.29654224e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00 -3.69172002e+01  9.47664865e-03  1.00000000e+00  0.00000000e+00 -3.69172002e+01  9.47664865e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00 -3.69172001e+01  9.66024435e-03  1.00000000e+00  0.00000000e+00 -3.69172001e+01  9.66024435e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00 -3.69172000e+01  9.84739693e-03  1.00000000e+00  0.00000000e+00 -3.69172000e+01  9.84739693e-03	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00 -3.69171999e+01  1.00381753e-02  1.00000000e+00  0.00000000e+00 -3.69171999e+01  1.00381753e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+00 -3.69171998e+01  1.02326497e-02  1.00000000e+00  0.00000000e+00 -3.69171998e+01  1.02326497e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+00 -3.69171997e+01  1.04308918e-02  1.00000000e+00  0.00000000e+00 -3.69171997e+01  1.04308918e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+00 -3.69171996e+01  1.06329745e-02  1.00000000e+00  0.00000000e+00 -3.69171996e+01  1.06329745e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+00 -3.69171994e+01  1.08389722e-02  1.00000000e+00  0.00000000e+00 -3.69171994e+01  1.08389722e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+00 -3.69171993e+01  1.10489609e-02  1.00000000e+00  0.00000000e+00 -3.69171993e+01  1.10489609e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+00 -3.69171992e+01  1.12630177e-02  1.00000000e+00  0.00000000e+00 -3.69171992e+01  1.12630177e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+00 -3.69171991e+01  1.14812216e-02  1.00000000e+00  0.00000000e+00 -3.69171991e+01  1.14812216e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00 -3.69171989e+01  1.17036528e-02  1.00000000e+00  0.00000000e+00 -3.69171989e+01  1.17036528e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.56055043e+00 -3.69171988e+01  1.19303933e-02  1.00000000e+00  0.00000000e+00 -3.69171988e+01  1.19303933e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.61015722e+00 -3.69171986e+01  1.21615266e-02  1.00000000e+00  0.00000000e+00 -3.69171986e+01  1.21615266e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.66072506e+00 -3.69171985e+01  1.23971377e-02  1.00000000e+00  0.00000000e+00 -3.69171985e+01  1.23971377e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.71227258e+00 -3.69171983e+01  1.26373134e-02  1.00000000e+00  0.00000000e+00 -3.69171983e+01  1.26373134e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.76481875e+00 -3.69171981e+01  1.28821422e-02  1.00000000e+00  0.00000000e+00 -3.69171981e+01  1.28821422e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+00 -3.69171980e+01  1.31317141e-02  1.00000000e+00  0.00000000e+00 -3.69171980e+01  1.31317141e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.87298483e+00 -3.69171978e+01  1.33861211e-02  1.00000000e+00  0.00000000e+00 -3.69171978e+01  1.33861211e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.92864456e+00 -3.69171976e+01  1.36454569e-02  1.00000000e+00  0.00000000e+00 -3.69171976e+01  1.36454569e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.98538262e+00 -3.69171974e+01  1.39098169e-02  1.00000000e+00  0.00000000e+00 -3.69171974e+01  1.39098169e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.04321989e+00 -3.69171972e+01  1.41792985e-02  1.00000000e+00  0.00000000e+00 -3.69171972e+01  1.41792985e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.10217766e+00 -3.69171970e+01  1.44540008e-02  1.00000000e+00  0.00000000e+00 -3.69171970e+01  1.44540008e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00 -3.69171967e+01  1.47340251e-02  1.00000000e+00  0.00000000e+00 -3.69171967e+01  1.47340251e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.22354200e+00 -3.69171965e+01  1.50194744e-02  1.00000000e+00  0.00000000e+00 -3.69171965e+01  1.50194744e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.28599325e+00 -3.69171963e+01  1.53104539e-02  1.00000000e+00  0.00000000e+00 -3.69171963e+01  1.53104539e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.34965439e+00 -3.69171960e+01  1.56070707e-02  1.00000000e+00  0.00000000e+00 -3.69171960e+01  1.56070707e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.41454887e+00 -3.69171958e+01  1.59094339e-02  1.00000000e+00  0.00000000e+00 -3.69171958e+01  1.59094339e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.48070059e+00 -3.69171955e+01  1.62176550e-02  1.00000000e+00  0.00000000e+00 -3.69171955e+01  1.62176550e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+00 -3.69171952e+01  1.65318474e-02  1.00000000e+00  0.00000000e+00 -3.69171952e+01  1.65318474e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.61687361e+00 -3.69171949e+01  1.68521268e-02  1.00000000e+00  0.00000000e+00 -3.69171949e+01  1.68521268e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.68694506e+00 -3.69171946e+01  1.71786111e-02  1.00000000e+00  0.00000000e+00 -3.69171946e+01  1.71786111e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.75837404e+00 -3.69171943e+01  1.75114205e-02  1.00000000e+00  0.00000000e+00 -3.69171943e+01  1.75114205e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.83118685e+00 -3.69171940e+01  1.78506776e-02  1.00000000e+00  0.00000000e+00 -3.69171940e+01  1.78506776e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.90541029e+00 -3.69171937e+01  1.81965073e-02  1.00000000e+00  0.00000000e+00 -3.69171937e+01  1.81965073e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00 -3.69171933e+01  1.85490369e-02  1.00000000e+00  0.00000000e+00 -3.69171933e+01  1.85490369e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.05819894e+00 -3.69171929e+01  1.89083962e-02  1.00000000e+00  0.00000000e+00 -3.69171929e+01  1.89083962e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.13682040e+00 -3.69171926e+01  1.92747176e-02  1.00000000e+00  0.00000000e+00 -3.69171926e+01  1.92747176e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.21696503e+00 -3.69171922e+01  1.96481358e-02  1.00000000e+00  0.00000000e+00 -3.69171922e+01  1.96481358e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.29866235e+00 -3.69171918e+01  2.00287885e-02  1.00000000e+00  0.00000000e+00 -3.69171918e+01  2.00287885e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.38194242e+00 -3.69171913e+01  2.04168157e-02  1.00000000e+00  0.00000000e+00 -3.69171913e+01  2.04168157e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+00 -3.69171909e+01  2.08123603e-02  1.00000000e+00  0.00000000e+00 -3.69171909e+01  2.08123603e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.55337410e+00 -3.69171904e+01  2.12155681e-02  1.00000000e+00  0.00000000e+00 -3.69171904e+01  2.12155681e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.64158883e+00 -3.69171900e+01  2.16265873e-02  1.00000000e+00  0.00000000e+00 -3.69171900e+01  2.16265873e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.73151259e+00 -3.69171895e+01  2.20455694e-02  1.00000000e+00  0.00000000e+00 -3.69171895e+01  2.20455694e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.82317848e+00 -3.69171889e+01  2.24726686e-02  1.00000000e+00  0.00000000e+00 -3.69171889e+01  2.24726686e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.91662026e+00 -3.69171884e+01  2.29080422e-02  1.00000000e+00  0.00000000e+00 -3.69171884e+01  2.29080422e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00 -3.69171879e+01  2.33518505e-02  1.00000000e+00  0.00000000e+00 -3.69171879e+01  2.33518505e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.10896977e+00 -3.69171873e+01  2.38042568e-02  1.00000000e+00  0.00000000e+00 -3.69171873e+01  2.38042568e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.20794833e+00 -3.69171867e+01  2.42654279e-02  1.00000000e+00  0.00000000e+00 -3.69171867e+01  2.42654279e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.30884444e+00 -3.69171860e+01  2.47355334e-02  1.00000000e+00  0.00000000e+00 -3.69171860e+01  2.47355334e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.41169527e+00 -3.69171854e+01  2.52147465e-02  1.00000000e+00  0.00000000e+00 -3.69171854e+01  2.52147465e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.51653867e+00 -3.69171847e+01  2.57032435e-02  1.00000000e+00  0.00000000e+00 -3.69171847e+01  2.57032435e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+00 -3.69171840e+01  2.62012044e-02  1.00000000e+00  0.00000000e+00 -3.69171840e+01  2.62012044e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.73235837e+00 -3.69171833e+01  2.67088126e-02  1.00000000e+00  0.00000000e+00 -3.69171833e+01  2.67088126e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.84341413e+00 -3.69171825e+01  2.72262548e-02  1.00000000e+00  0.00000000e+00 -3.69171825e+01  2.72262548e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.95662144e+00 -3.69171818e+01  2.77537217e-02  1.00000000e+00  0.00000000e+00 -3.69171818e+01  2.77537217e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.07202196e+00 -3.69171809e+01  2.82914074e-02  1.00000000e+00  0.00000000e+00 -3.69171809e+01  2.82914074e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.18965819e+00 -3.69171801e+01  2.88395099e-02  1.00000000e+00  0.00000000e+00 -3.69171801e+01  2.88395099e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00 -3.69171792e+01  2.93982311e-02  1.00000000e+00  0.00000000e+00 -3.69171792e+01  2.93982311e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.43181188e+00 -3.69171783e+01  2.99677766e-02  1.00000000e+00  0.00000000e+00 -3.69171783e+01  2.99677766e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.55641849e+00 -3.69171773e+01  3.05483561e-02  1.00000000e+00  0.00000000e+00 -3.69171773e+01  3.05483561e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.68343918e+00 -3.69171764e+01  3.11401834e-02  1.00000000e+00  0.00000000e+00 -3.69171764e+01  3.11401834e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.81292069e+00 -3.69171753e+01  3.17434764e-02  1.00000000e+00  0.00000000e+00 -3.69171753e+01  3.17434764e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.94491071e+00 -3.69171743e+01  3.23584573e-02  1.00000000e+00  0.00000000e+00 -3.69171743e+01  3.23584573e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+00 -3.69171732e+01  3.29853524e-02  1.00000000e+00  0.00000000e+00 -3.69171732e+01  3.29853524e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.21661162e+00 -3.69171720e+01  3.36243926e-02  1.00000000e+00  0.00000000e+00 -3.69171720e+01  3.36243926e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.35642254e+00 -3.69171708e+01  3.42758132e-02  1.00000000e+00  0.00000000e+00 -3.69171708e+01  3.42758132e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.49894209e+00 -3.69171696e+01  3.49398540e-02  1.00000000e+00  0.00000000e+00 -3.69171696e+01  3.49398540e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.64422274e+00 -3.69171683e+01  3.56167595e-02  1.00000000e+00  0.00000000e+00 -3.69171683e+01  3.56167595e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.79231798e+00 -3.69171669e+01  3.63067790e-02  1.00000000e+00  0.00000000e+00 -3.69171669e+01  3.63067790e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00 -3.69171655e+01  3.70101664e-02  1.00000000e+00  0.00000000e+00 -3.69171655e+01  3.70101664e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.09717142e+00 -3.69171641e+01  3.77271809e-02  1.00000000e+00  0.00000000e+00 -3.69171641e+01  3.77271809e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.25404185e+00 -3.69171626e+01  3.84580863e-02  1.00000000e+00  0.00000000e+00 -3.69171626e+01  3.84580863e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.41395142e+00 -3.69171610e+01  3.92031519e-02  1.00000000e+00  0.00000000e+00 -3.69171610e+01  3.92031519e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.57695899e+00 -3.69171594e+01  3.99626518e-02  1.00000000e+00  0.00000000e+00 -3.69171594e+01  3.99626518e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.74312458e+00 -3.69171577e+01  4.07368658e-02  1.00000000e+00  0.00000000e+00 -3.69171577e+01  4.07368658e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+00 -3.69171559e+01  4.15260790e-02  1.00000000e+00  0.00000000e+00 -3.69171559e+01  4.15260790e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.08517576e+00 -3.69171541e+01  4.23305818e-02  1.00000000e+00  0.00000000e+00 -3.69171541e+01  4.23305818e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.26118728e+00 -3.69171522e+01  4.31506705e-02  1.00000000e+00  0.00000000e+00 -3.69171522e+01  4.31506705e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.44060876e+00 -3.69171502e+01  4.39866470e-02  1.00000000e+00  0.00000000e+00 -3.69171502e+01  4.39866470e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.62350626e+00 -3.69171482e+01  4.48388192e-02  1.00000000e+00  0.00000000e+00 -3.69171482e+01  4.48388192e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.80994713e+00 -3.69171460e+01  4.57075008e-02  1.00000000e+00  0.00000000e+00 -3.69171460e+01  4.57075008e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01 -3.69171438e+01  4.65930117e-02  1.00000000e+00  0.00000000e+00 -3.69171438e+01  4.65930117e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+01 -3.69171415e+01  4.74956778e-02  1.00000000e+00  0.00000000e+00 -3.69171415e+01  4.74956778e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+01 -3.69171391e+01  4.84158315e-02  1.00000000e+00  0.00000000e+00 -3.69171391e+01  4.84158315e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+01 -3.69171367e+01  4.93538116e-02  1.00000000e+00  0.00000000e+00 -3.69171367e+01  4.93538116e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+01 -3.69171341e+01  5.03099634e-02  1.00000000e+00  0.00000000e+00 -3.69171341e+01  5.03099634e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
