 frequency       onoise_spectrum inoise_spectrum	manifest_sha256
 6.16595002e+02  1.18719208e-03  4.92138623e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+02  1.17552229e-03  4.87370123e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.45654229e+02  1.16395998e-03  4.82648034e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.60693448e+02  1.15250389e-03  4.77971901e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.76082975e+02  1.14115274e-03  4.73341278e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.91830971e+02  1.12990529e-03  4.68755721e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+02  1.11876027e-03  4.64214790e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.24435960e+02  1.10771645e-03  4.59718050e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.41310241e+02  1.09677257e-03  4.55265070e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.58577575e+02  1.08592740e-03  4.50855425e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.76247117e+02  1.07517968e-03  4.46488690e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+02  1.06452819e-03  4.42164449e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.12830516e+02  1.05397170e-03  4.37882288e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.31763771e+02  1.04350896e-03  4.33641795e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.51138038e+02  1.03313875e-03  4.29442566e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.70963590e+02  1.02285985e-03  4.25284197e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+02  1.01267101e-03  4.21166291e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.12010839e+02  1.00257095e-03  4.17088455e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.33254301e+02  9.92558589e-04  4.13050296e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.54992586e+02  9.82632629e-04  4.09051430e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.77237221e+02  9.72791842e-04  4.05091472e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+03  9.63035005e-04  4.01170045e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.02329299e+03  9.53360893e-04  3.97286773e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.04712855e+03  9.43768280e-04  3.93441284e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07151931e+03  9.34255929e-04  3.89633211e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.09647820e+03  9.24822634e-04  3.85862189e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+03  9.15467153e-04  3.82127858e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14815362e+03  9.06188258e-04  3.78429859e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.17489755e+03  8.96984715e-04  3.74767841e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.20226443e+03  8.87855281e-04  3.71141452e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23026877e+03  8.78798669e-04  3.67550345e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+03  8.69813765e-04  3.63994177e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28824955e+03  8.60899261e-04  3.60472609e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.31825674e+03  8.52053910e-04  3.56985303e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.34896288e+03  8.43276449e-04  3.53531926e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38038426e+03  8.34565660e-04  3.50112148e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+03  8.25920272e-04  3.46725642e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.44543977e+03  8.17339025e-04  3.43372084e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.47910839e+03  8.08820605e-04  3.40051155e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.51356125e+03  8.00363869e-04  3.36762536e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.54881662e+03  7.91967489e-04  3.33505913e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+03  7.83630188e-04  3.30280975e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.62181010e+03  7.75350711e-04  3.27087414e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.65958691e+03  7.67127710e-04  3.23924924e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.69824365e+03  7.58960042e-04  3.20793205e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.73780083e+03  7.50846362e-04  3.17691956e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+03  7.42785385e-04  3.14620881e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81970086e+03  7.34775844e-04  3.11579688e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.86208714e+03  7.26816392e-04  3.08568085e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.90546072e+03  7.18905870e-04  3.05585785e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.94984460e+03  7.11042932e-04  3.02632503e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+03  7.03226314e-04  2.99707957e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.04173794e+03  6.95454677e-04  2.96811869e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.08929613e+03  6.87726860e-04  2.93943961e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.13796209e+03  6.80041551e-04  2.91103959e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.18776162e+03  6.72397427e-04  2.88291594e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+03  6.64793342e-04  2.85506595e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.29086765e+03  6.57228007e-04  2.82748698e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.34422882e+03  6.49700130e-04  2.80017639e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.39883292e+03  6.42208588e-04  2.77313157e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.45470892e+03  6.34752081e-04  2.74634995e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+03  6.27329507e-04  2.71982897e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.57039578e+03  6.19939601e-04  2.69356610e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.63026799e+03  6.12581297e-04  2.66755884e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.69153480e+03  6.05253375e-04  2.64180469e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.75422870e+03  5.97954815e-04  2.61630121e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+03  5.90684447e-04  2.59104597e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.88403150e+03  5.83441301e-04  2.56603655e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.95120923e+03  5.76224288e-04  2.54127056e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.01995172e+03  5.69032500e-04  2.51674566e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.09029543e+03  5.61864920e-04  2.49245949e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+03  5.54720685e-04  2.46840975e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.23593657e+03  5.47598938e-04  2.44459414e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.31131121e+03  5.40498918e-04  2.42101039e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.38844156e+03  5.33419792e-04  2.39765624e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.46736850e+03  5.26360905e-04  2.37452949e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+03  5.19321627e-04  2.35162791e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.63078055e+03  5.12301375e-04  2.32894933e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.71535229e+03  5.05299651e-04  2.30649159e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.80189396e+03  4.98316022e-04  2.28425254e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.89045145e+03  4.91350121e-04  2.26223007e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+03  4.84401676e-04  2.24042208e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.07380278e+03  4.77470487e-04  2.21882649e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.16869383e+03  4.70556437e-04  2.19744124e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.26579519e+03  4.63659469e-04  2.17626429e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.36515832e+03  4.56779707e-04  2.15529363e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+03  4.49917285e-04  2.13452726e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.57088190e+03  4.43072425e-04  2.11396321e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.67735141e+03  4.36245531e-04  2.09359950e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.78630092e+03  4.29437008e-04  2.07343421e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.89778819e+03  4.22647438e-04  2.05346541e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+03  4.15877496e-04  2.03369121e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.12861384e+03  4.09127898e-04  2.01410971e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.24807460e+03  4.02399527e-04  1.99471905e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.37031796e+03  3.95693344e-04  1.97551739e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.49540874e+03  3.89010421e-04  1.95650291e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+03  3.82351898e-04  1.93767378e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.75439937e+03  3.75719083e-04  1.91902821e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.88843655e+03  3.69113311e-04  1.90056444e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.02559586e+03  3.62536010e-04  1.88228070e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.16595002e+03  3.55988739e-04  1.86417525e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+03  3.49473136e-04  1.84624638e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.45654229e+03  3.42990860e-04  1.82849237e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.60693448e+03  3.36543704e-04  1.81091153e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.76082975e+03  3.30133482e-04  1.79350220e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.91830971e+03  3.23762122e-04  1.77626271e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+03  3.17431546e-04  1.75919142e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.24435960e+03  3.11143771e-04  1.74228672e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.41310241e+03  3.04900796e-04  1.72554698e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.58577575e+03  2.98704695e-04  1.70897063e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.76247117e+03  2.92557545e-04  1.69255607e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+03  2.86461418e-04  1.67630176e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.12830516e+03  2.80418432e-04  1.66020615e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.31763771e+03  2.74430644e-04  1.64426769e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.51138038e+03  2.68500138e-04  1.62848489e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.70963590e+03  2.62628944e-04  1.61285623e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+03  2.56819096e-04  1.59738023e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.12010839e+03  2.51072541e-04  1.58205542e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.33254301e+03  2.45391211e-04  1.56688035e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.54992586e+03  2.39776959e-04  1.55185356e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.77237221e+03  2.34231599e-04  1.53697363e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+04  2.28756842e-04  1.52223915e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.02329299e+04  2.23354335e-04  1.50764871e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.04712855e+04  2.18025650e-04  1.49320093e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07151931e+04  2.12772259e-04  1.47889443e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.09647820e+04  2.07595542e-04  1.46472786e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+04  2.02496774e-04  1.45069986e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14815362e+04  1.97477137e-04  1.43680911e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.17489755e+04  1.92537700e-04  1.42305428e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.20226443e+04  1.87679431e-04  1.40943407e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23026877e+04  1.82903185e-04  1.39594717e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+04  1.78209709e-04  1.38259232e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28824955e+04  1.73599635e-04  1.36936824e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.31825674e+04  1.69073489e-04  1.35627368e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.34896288e+04  1.64631683e-04  1.34330738e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38038426e+04  1.60274524e-04  1.33046812e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+04  1.56002205e-04  1.31775468e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.44543977e+04  1.51814819e-04  1.30516585e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.47910839e+04  1.47712357e-04  1.29270044e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.51356125e+04  1.43694705e-04  1.28035725e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.54881662e+04  1.39761654e-04  1.26813512e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+04  1.35912905e-04  1.25603289e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.62181010e+04  1.32148066e-04  1.24404940e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.65958691e+04  1.28466658e-04  1.23218352e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.69824365e+04  1.24868125e-04  1.22043413e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.73780083e+04  1.21351830e-04  1.20880009e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+04  1.17917064e-04  1.19728032e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81970086e+04  1.14563047e-04  1.18587371e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.86208714e+04  1.11288941e-04  1.17457919e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.90546072e+04  1.08093842e-04  1.16339567e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.94984460e+04  1.04976797e-04  1.15232211e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+04  1.01936794e-04  1.14135743e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.04173794e+04  9.89727823e-05  1.13050062e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.08929613e+04  9.60836674e-05  1.11975062e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.13796209e+04  9.32683136e-05  1.10910643e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.18776162e+04  9.05255542e-05  1.09856703e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+04  8.78541930e-05  1.08813143e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.29086765e+04  8.52530062e-05  1.07779862e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.34422882e+04  8.27207483e-05  1.06756763e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.39883292e+04  8.02561558e-05  1.05743749e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.45470892e+04  7.78579478e-05  1.04740723e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+04  7.55248334e-05  1.03747591e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.57039578e+04  7.32555099e-05  1.02764258e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.63026799e+04  7.10486712e-05  1.01790630e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.69153480e+04  6.89030041e-05  1.00826616e-07	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.75422870e+04  6.68171963e-05  9.98721228e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+04  6.47899371e-05  9.89270611e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.88403150e+04  6.28199172e-05  9.79913407e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.95120923e+04  6.09058346e-05  9.70648727e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.01995172e+04  5.90463933e-05  9.61475692e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.09029543e+04  5.72403067e-05  9.52393431e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+04  5.54862999e-05  9.43401082e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.23593657e+04  5.37831085e-05  9.34497790e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.31131121e+04  5.21294827e-05  9.25682711e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.38844156e+04  5.05241872e-05  9.16955006e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.46736850e+04  4.89660015e-05  9.08313848e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+04  4.74537234e-05  8.99758417e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.63078055e+04  4.59861669e-05  8.91287898e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.71535229e+04  4.45621652e-05  8.82901489e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.80189396e+04  4.31805703e-05  8.74598392e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.89045145e+04  4.18402538e-05  8.66377819e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+04  4.05401072e-05  8.58238990e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.07380278e+04  3.92790427e-05  8.50181132e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.16869383e+04  3.80559935e-05  8.42203478e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.26579519e+04  3.68699134e-05  8.34305272e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.36515832e+04  3.57197779e-05  8.26485763e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+04  3.46045839e-05  8.18744209e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.57088190e+04  3.35233495e-05  8.11079873e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.67735141e+04  3.24751148e-05  8.03492029e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.78630092e+04  3.14589411e-05  7.95979954e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.89778819e+04  3.04739114e-05  7.88542936e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
