 frequency       onoise_spectrum inoise_spectrum	manifest_sha256
 5.01187234e+04  2.95191300e-05  7.81180267e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.12861384e+04  2.85937225e-05  7.73891248e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.24807460e+04  2.76968355e-05  7.66675186e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.37031796e+04  2.68276367e-05  7.59531396e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.49540874e+04  2.59853144e-05  7.52459198e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+04  2.51690773e-05  7.45457920e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.75439937e+04  2.43781544e-05  7.38526897e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.88843655e+04  2.36117946e-05  7.31665469e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.02559586e+04  2.28692664e-05  7.24872985e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.16595002e+04  2.21498576e-05  7.18148797e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+04  2.14528750e-05  7.11492267e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.45654229e+04  2.07776442e-05  7.04902762e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.60693448e+04  2.01235088e-05  6.98379654e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.76082975e+04  1.94898308e-05  6.91922323e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.91830971e+04  1.88759894e-05  6.85530155e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+04  1.82813814e-05  6.79202541e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.24435960e+04  1.77054203e-05  6.72938879e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.41310241e+04  1.71475362e-05  6.66738572e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.58577575e+04  1.66071756e-05  6.60601030e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.76247117e+04  1.60838003e-05  6.54525669e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+04  1.55768881e-05  6.48511910e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.12830516e+04  1.50859316e-05  6.42559179e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.31763771e+04  1.46104380e-05  6.36666911e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.51138038e+04  1.41499293e-05  6.30834542e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.70963590e+04  1.37039412e-05  6.25061518e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+04  1.32720231e-05  6.19347288e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.12010839e+04  1.28537378e-05  6.13691306e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.33254301e+04  1.24486609e-05  6.08093033e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.54992586e+04  1.20563810e-05  6.02551935e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.77237221e+04  1.16764986e-05  5.97067482e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+05  1.13086265e-05  5.91639153e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.02329299e+05  1.09523889e-05  5.86266427e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.04712855e+05  1.06074215e-05  5.80948792e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07151931e+05  1.02733710e-05  5.75685739e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.09647820e+05  9.94989493e-06  5.70476766e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+05  9.63666103e-06  5.65321374e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14815362e+05  9.33334730e-06  5.60219070e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.17489755e+05  9.03964164e-06  5.55169367e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.20226443e+05  8.75524143e-06  5.50171780e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23026877e+05  8.47985342e-06  5.45225830e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+05  8.21319332e-06  5.40331045e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28824955e+05  7.95498569e-06  5.35486955e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.31825674e+05  7.70496356e-06  5.30693096e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.34896288e+05  7.46286822e-06  5.25949007e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38038426e+05  7.22844903e-06  5.21254234e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+05  7.00146309e-06  5.16608325e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.44543977e+05  6.78167507e-06  5.12010835e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.47910839e+05  6.56885702e-06  5.07461322e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.51356125e+05  6.36278805e-06  5.02959347e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.54881662e+05  6.16325418e-06  4.98504479e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+05  5.97004815e-06  4.94096287e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.62181010e+05  5.78296919e-06  4.89734348e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.65958691e+05  5.60182280e-06  4.85418242e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.69824365e+05  5.42642062e-06  4.81147551e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.73780083e+05  5.25658019e-06  4.76921864e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+05  5.09212480e-06  4.72740773e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81970086e+05  4.93288328e-06  4.68603873e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.86208714e+05  4.77868990e-06  4.64510765e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.90546072e+05  4.62938412e-06  4.60461053e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.94984460e+05  4.48481049e-06  4.56454345e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+05  4.34481846e-06  4.52490252e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.04173794e+05  4.20926225e-06  4.48568390e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.08929613e+05  4.07800069e-06  4.44688377e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.13796209e+05  3.95089705e-06  4.40849839e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.18776162e+05  3.82781900e-06  4.37052400e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+05  3.70863833e-06  4.33295692e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.29086765e+05  3.59323095e-06  4.29579349e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.34422882e+05  3.48147667e-06  4.25903008e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.39883292e+05  3.37325915e-06  4.22266311e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.45470892e+05  3.26846573e-06  4.18668903e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+05  3.16698732e-06  4.15110431e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.57039578e+05  3.06871831e-06  4.11590548e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.63026799e+05  2.97355646e-06  4.08108908e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.69153480e+05  2.88140276e-06  4.04665171e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.75422870e+05  2.79216137e-06  4.01258998e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+05  2.70573949e-06  3.97890055e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.88403150e+05  2.62204728e-06  3.94558009e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.95120923e+05  2.54099778e-06  3.91262533e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.01995172e+05  2.46250677e-06  3.88003302e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.09029543e+05  2.38649273e-06  3.84779993e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+05  2.31287675e-06  3.81592288e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.23593657e+05  2.24158241e-06  3.78439871e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.31131121e+05  2.17253577e-06  3.75322430e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.38844156e+05  2.10566521e-06  3.72239655e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.46736850e+05  2.04090142e-06  3.69191241e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+05  1.97817728e-06  3.66176882e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.63078055e+05  1.91742784e-06  3.63196280e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.71535229e+05  1.85859021e-06  3.60249136e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.80189396e+05  1.80160350e-06  3.57335156e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.89045145e+05  1.74640879e-06  3.54454048e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+05  1.69294902e-06  3.51605523e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.07380278e+05  1.64116896e-06  3.48789296e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.16869383e+05  1.59101515e-06  3.46005082e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.26579519e+05  1.54243583e-06  3.43252602e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.36515832e+05  1.49538089e-06  3.40531578e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+05  1.44980186e-06  3.37841735e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.57088190e+05  1.40565176e-06  3.35182801e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.67735141e+05  1.36288516e-06  3.32554507e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.78630092e+05  1.32145806e-06  3.29956585e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.89778819e+05  1.28132788e-06  3.27388771e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+05  1.24245337e-06  3.24850805e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.12861384e+05  1.20479465e-06  3.22342427e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.24807460e+05  1.16831307e-06  3.19863381e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.37031796e+05  1.13297124e-06  3.17413413e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.49540874e+05  1.09873295e-06  3.14992272e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+05  1.06556317e-06  3.12599711e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.75439937e+05  1.03342798e-06  3.10235482e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.88843655e+05  1.00229453e-06  3.07899343e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.02559586e+05  9.72131043e-07  3.05591053e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.16595002e+05  9.42906744e-07  3.03310373e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+05  9.14591846e-07  3.01057068e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.45654229e+05  8.87157517e-07  2.98830904e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.60693448e+05  8.60575844e-07  2.96631652e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.76082975e+05  8.34819807e-07  2.94459082e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.91830971e+05  8.09863252e-07  2.92312969e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+05  7.85680861e-07  2.90193090e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.24435960e+05  7.62248123e-07  2.88099224e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.41310241e+05  7.39541313e-07  2.86031153e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.58577575e+05  7.17537464e-07  2.83988662e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.76247117e+05  6.96214341e-07  2.81971538e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+05  6.75550424e-07  2.79979569e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.12830516e+05  6.55524879e-07  2.78012549e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.31763771e+05  6.36117536e-07  2.76070271e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.51138038e+05  6.17308873e-07  2.74152534e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.70963590e+05  5.99079990e-07  2.72259136e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+05  5.81412589e-07  2.70389881e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.12010839e+05  5.64288963e-07  2.68544573e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.33254301e+05  5.47691963e-07  2.66723020e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.54992586e+05  5.31604993e-07  2.64925034e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.77237221e+05  5.16011986e-07  2.63150426e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+06  5.00897388e-07  2.61399013e-08	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
