 frequency       response        response        stimulus        stimulus        v(VOUT)         v(VOUT)	manifest_sha256
 1.92014194e+02  3.72387410e+01 -8.78247295e-01  1.00000000e+00  0.00000000e+00  3.72387410e+01 -8.78247295e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+02  3.72379089e+01 -8.95241455e-01  1.00000000e+00  0.00000000e+00  3.72379089e+01 -8.95241455e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+02  3.72370444e+01 -9.12563635e-01  1.00000000e+00  0.00000000e+00  3.72370444e+01 -9.12563635e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+02  3.72361461e+01 -9.30220118e-01  1.00000000e+00  0.00000000e+00  3.72361461e+01 -9.30220118e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+02  3.72352127e+01 -9.48217302e-01  1.00000000e+00  0.00000000e+00  3.72352127e+01 -9.48217302e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+02  3.72342428e+01 -9.66561710e-01  1.00000000e+00  0.00000000e+00  3.72342428e+01 -9.66561710e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+02  3.72332350e+01 -9.85259981e-01  1.00000000e+00  0.00000000e+00  3.72332350e+01 -9.85259981e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+02  3.72321879e+01 -1.00431888e+00  1.00000000e+00  0.00000000e+00  3.72321879e+01 -1.00431888e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+02  3.72310998e+01 -1.02374530e+00  1.00000000e+00  0.00000000e+00  3.72310998e+01 -1.02374530e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+02  3.72299693e+01 -1.04354626e+00  1.00000000e+00  0.00000000e+00  3.72299693e+01 -1.04354626e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+02  3.72287946e+01 -1.06372890e+00  1.00000000e+00  0.00000000e+00  3.72287946e+01 -1.06372890e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+02  3.72275740e+01 -1.08430052e+00  1.00000000e+00  0.00000000e+00  3.72275740e+01 -1.08430052e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+02  3.72263058e+01 -1.10526851e+00  1.00000000e+00  0.00000000e+00  3.72263058e+01 -1.10526851e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+02  3.72249880e+01 -1.12664044e+00  1.00000000e+00  0.00000000e+00  3.72249880e+01 -1.12664044e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+02  3.72236188e+01 -1.14842399e+00  1.00000000e+00  0.00000000e+00  3.72236188e+01 -1.14842399e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.56055043e+02  3.72221962e+01 -1.17062700e+00  1.00000000e+00  0.00000000e+00  3.72221962e+01 -1.17062700e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.61015722e+02  3.72207179e+01 -1.19325743e+00  1.00000000e+00  0.00000000e+00  3.72207179e+01 -1.19325743e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.66072506e+02  3.72191820e+01 -1.21632342e+00  1.00000000e+00  0.00000000e+00  3.72191820e+01 -1.21632342e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.71227258e+02  3.72175862e+01 -1.23983322e+00  1.00000000e+00  0.00000000e+00  3.72175862e+01 -1.23983322e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.76481875e+02  3.72159280e+01 -1.26379526e+00  1.00000000e+00  0.00000000e+00  3.72159280e+01 -1.26379526e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+02  3.72142052e+01 -1.28821811e+00  1.00000000e+00  0.00000000e+00  3.72142052e+01 -1.28821811e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.87298483e+02  3.72124151e+01 -1.31311048e+00  1.00000000e+00  0.00000000e+00  3.72124151e+01 -1.31311048e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.92864456e+02  3.72105552e+01 -1.33848128e+00  1.00000000e+00  0.00000000e+00  3.72105552e+01 -1.33848128e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.98538262e+02  3.72086227e+01 -1.36433952e+00  1.00000000e+00  0.00000000e+00  3.72086227e+01 -1.36433952e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.04321989e+02  3.72066148e+01 -1.39069443e+00  1.00000000e+00  0.00000000e+00  3.72066148e+01 -1.39069443e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.10217766e+02  3.72045286e+01 -1.41755536e+00  1.00000000e+00  0.00000000e+00  3.72045286e+01 -1.41755536e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+02  3.72023611e+01 -1.44493185e+00  1.00000000e+00  0.00000000e+00  3.72023611e+01 -1.44493185e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.22354200e+02  3.72001090e+01 -1.47283361e+00  1.00000000e+00  0.00000000e+00  3.72001090e+01 -1.47283361e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.28599325e+02  3.71977691e+01 -1.50127050e+00  1.00000000e+00  0.00000000e+00  3.71977691e+01 -1.50127050e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.34965439e+02  3.71953380e+01 -1.53025258e+00  1.00000000e+00  0.00000000e+00  3.71953380e+01 -1.53025258e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.41454887e+02  3.71928121e+01 -1.55979007e+00  1.00000000e+00  0.00000000e+00  3.71928121e+01 -1.55979007e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.48070059e+02  3.71901878e+01 -1.58989337e+00  1.00000000e+00  0.00000000e+00  3.71901878e+01 -1.58989337e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+02  3.71874612e+01 -1.62057307e+00  1.00000000e+00  0.00000000e+00  3.71874612e+01 -1.62057307e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.61687361e+02  3.71846284e+01 -1.65183992e+00  1.00000000e+00  0.00000000e+00  3.71846284e+01 -1.65183992e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.68694506e+02  3.71816852e+01 -1.68370489e+00  1.00000000e+00  0.00000000e+00  3.71816852e+01 -1.68370489e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.75837404e+02  3.71786274e+01 -1.71617910e+00  1.00000000e+00  0.00000000e+00  3.71786274e+01 -1.71617910e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.83118685e+02  3.71754505e+01 -1.74927388e+00  1.00000000e+00  0.00000000e+00  3.71754505e+01 -1.74927388e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.90541029e+02  3.71721500e+01 -1.78300075e+00  1.00000000e+00  0.00000000e+00  3.71721500e+01 -1.78300075e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+02  3.71687209e+01 -1.81737142e+00  1.00000000e+00  0.00000000e+00  3.71687209e+01 -1.81737142e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.05819894e+02  3.71651583e+01 -1.85239780e+00  1.00000000e+00  0.00000000e+00  3.71651583e+01 -1.85239780e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.13682040e+02  3.71614572e+01 -1.88809199e+00  1.00000000e+00  0.00000000e+00  3.71614572e+01 -1.88809199e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.21696503e+02  3.71576120e+01 -1.92446629e+00  1.00000000e+00  0.00000000e+00  3.71576120e+01 -1.92446629e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.29866235e+02  3.71536173e+01 -1.96153322e+00  1.00000000e+00  0.00000000e+00  3.71536173e+01 -1.96153322e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.38194242e+02  3.71494672e+01 -1.99930547e+00  1.00000000e+00  0.00000000e+00  3.71494672e+01 -1.99930547e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+02  3.71451557e+01 -2.03779596e+00  1.00000000e+00  0.00000000e+00  3.71451557e+01 -2.03779596e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.55337410e+02  3.71406767e+01 -2.07701781e+00  1.00000000e+00  0.00000000e+00  3.71406767e+01 -2.07701781e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.64158883e+02  3.71360236e+01 -2.11698434e+00  1.00000000e+00  0.00000000e+00  3.71360236e+01 -2.11698434e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.73151259e+02  3.71311898e+01 -2.15770909e+00  1.00000000e+00  0.00000000e+00  3.71311898e+01 -2.15770909e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.82317848e+02  3.71261682e+01 -2.19920580e+00  1.00000000e+00  0.00000000e+00  3.71261682e+01 -2.19920580e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.91662026e+02  3.71209517e+01 -2.24148843e+00  1.00000000e+00  0.00000000e+00  3.71209517e+01 -2.24148843e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+02  3.71155326e+01 -2.28457114e+00  1.00000000e+00  0.00000000e+00  3.71155326e+01 -2.28457114e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.10896977e+02  3.71099033e+01 -2.32846832e+00  1.00000000e+00  0.00000000e+00  3.71099033e+01 -2.32846832e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.20794833e+02  3.71040556e+01 -2.37319456e+00  1.00000000e+00  0.00000000e+00  3.71040556e+01 -2.37319456e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.30884444e+02  3.70979811e+01 -2.41876467e+00  1.00000000e+00  0.00000000e+00  3.70979811e+01 -2.41876467e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.41169527e+02  3.70916711e+01 -2.46519366e+00  1.00000000e+00  0.00000000e+00  3.70916711e+01 -2.46519366e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.51653867e+02  3.70851166e+01 -2.51249677e+00  1.00000000e+00  0.00000000e+00  3.70851166e+01 -2.51249677e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+02  3.70783082e+01 -2.56068945e+00  1.00000000e+00  0.00000000e+00  3.70783082e+01 -2.56068945e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.73235837e+02  3.70712362e+01 -2.60978736e+00  1.00000000e+00  0.00000000e+00  3.70712362e+01 -2.60978736e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.84341413e+02  3.70638904e+01 -2.65980637e+00  1.00000000e+00  0.00000000e+00  3.70638904e+01 -2.65980637e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.95662144e+02  3.70562605e+01 -2.71076256e+00  1.00000000e+00  0.00000000e+00  3.70562605e+01 -2.71076256e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.07202196e+02  3.70483354e+01 -2.76267224e+00  1.00000000e+00  0.00000000e+00  3.70483354e+01 -2.76267224e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.18965819e+02  3.70401040e+01 -2.81555189e+00  1.00000000e+00  0.00000000e+00  3.70401040e+01 -2.81555189e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+02  3.70315545e+01 -2.86941822e+00  1.00000000e+00  0.00000000e+00  3.70315545e+01 -2.86941822e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.43181188e+02  3.70226748e+01 -2.92428815e+00  1.00000000e+00  0.00000000e+00  3.70226748e+01 -2.92428815e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.55641849e+02  3.70134524e+01 -2.98017877e+00  1.00000000e+00  0.00000000e+00  3.70134524e+01 -2.98017877e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.68343918e+02  3.70038742e+01 -3.03710741e+00  1.00000000e+00  0.00000000e+00  3.70038742e+01 -3.03710741e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.81292069e+02  3.69939267e+01 -3.09509154e+00  1.00000000e+00  0.00000000e+00  3.69939267e+01 -3.09509154e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.94491071e+02  3.69835958e+01 -3.15414887e+00  1.00000000e+00  0.00000000e+00  3.69835958e+01 -3.15414887e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+02  3.69728670e+01 -3.21429726e+00  1.00000000e+00  0.00000000e+00  3.69728670e+01 -3.21429726e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.21661162e+02  3.69617253e+01 -3.27555475e+00  1.00000000e+00  0.00000000e+00  3.69617253e+01 -3.27555475e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.35642254e+02  3.69501550e+01 -3.33793957e+00  1.00000000e+00  0.00000000e+00  3.69501550e+01 -3.33793957e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.49894209e+02  3.69381399e+01 -3.40147011e+00  1.00000000e+00  0.00000000e+00  3.69381399e+01 -3.40147011e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.64422274e+02  3.69256632e+01 -3.46616490e+00  1.00000000e+00  0.00000000e+00  3.69256632e+01 -3.46616490e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.79231798e+02  3.69127076e+01 -3.53204265e+00  1.00000000e+00  0.00000000e+00  3.69127076e+01 -3.53204265e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+02  3.68992551e+01 -3.59912218e+00  1.00000000e+00  0.00000000e+00  3.68992551e+01 -3.59912218e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.09717142e+02  3.68852869e+01 -3.66742246e+00  1.00000000e+00  0.00000000e+00  3.68852869e+01 -3.66742246e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.25404185e+02  3.68707838e+01 -3.73696259e+00  1.00000000e+00  0.00000000e+00  3.68707838e+01 -3.73696259e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.41395142e+02  3.68557257e+01 -3.80776176e+00  1.00000000e+00  0.00000000e+00  3.68557257e+01 -3.80776176e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.57695899e+02  3.68400918e+01 -3.87983927e+00  1.00000000e+00  0.00000000e+00  3.68400918e+01 -3.87983927e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.74312458e+02  3.68238608e+01 -3.95321450e+00  1.00000000e+00  0.00000000e+00  3.68238608e+01 -3.95321450e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+02  3.68070103e+01 -4.02790691e+00  1.00000000e+00  0.00000000e+00  3.68070103e+01 -4.02790691e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.08517576e+02  3.67895174e+01 -4.10393600e+00  1.00000000e+00  0.00000000e+00  3.67895174e+01 -4.10393600e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.26118728e+02  3.67713582e+01 -4.18132132e+00  1.00000000e+00  0.00000000e+00  3.67713582e+01 -4.18132132e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.44060876e+02  3.67525081e+01 -4.26008243e+00  1.00000000e+00  0.00000000e+00  3.67525081e+01 -4.26008243e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.62350626e+02  3.67329416e+01 -4.34023892e+00  1.00000000e+00  0.00000000e+00  3.67329416e+01 -4.34023892e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.80994713e+02  3.67126323e+01 -4.42181032e+00  1.00000000e+00  0.00000000e+00  3.67126323e+01 -4.42181032e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+03  3.66915528e+01 -4.50481616e+00  1.00000000e+00  0.00000000e+00  3.66915528e+01 -4.50481616e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+03  3.66696751e+01 -4.58927588e+00  1.00000000e+00  0.00000000e+00  3.66696751e+01 -4.58927588e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+03  3.66469698e+01 -4.67520884e+00  1.00000000e+00  0.00000000e+00  3.66469698e+01 -4.67520884e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+03  3.66234068e+01 -4.76263431e+00  1.00000000e+00  0.00000000e+00  3.66234068e+01 -4.76263431e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+03  3.65989549e+01 -4.85157137e+00  1.00000000e+00  0.00000000e+00  3.65989549e+01 -4.85157137e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+03  3.65735820e+01 -4.94203897e+00  1.00000000e+00  0.00000000e+00  3.65735820e+01 -4.94203897e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+03  3.65472547e+01 -5.03405584e+00  1.00000000e+00  0.00000000e+00  3.65472547e+01 -5.03405584e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+03  3.65199387e+01 -5.12764047e+00  1.00000000e+00  0.00000000e+00  3.65199387e+01 -5.12764047e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+03  3.64915984e+01 -5.22281109e+00  1.00000000e+00  0.00000000e+00  3.64915984e+01 -5.22281109e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+03  3.64621973e+01 -5.31958560e+00  1.00000000e+00  0.00000000e+00  3.64621973e+01 -5.31958560e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+03  3.64316974e+01 -5.41798158e+00  1.00000000e+00  0.00000000e+00  3.64316974e+01 -5.41798158e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+03  3.64000599e+01 -5.51801618e+00  1.00000000e+00  0.00000000e+00  3.64000599e+01 -5.51801618e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+03  3.63672444e+01 -5.61970615e+00  1.00000000e+00  0.00000000e+00  3.63672444e+01 -5.61970615e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+03  3.63332095e+01 -5.72306772e+00  1.00000000e+00  0.00000000e+00  3.63332095e+01 -5.72306772e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+03  3.62979124e+01 -5.82811663e+00  1.00000000e+00  0.00000000e+00  3.62979124e+01 -5.82811663e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+03  3.62613090e+01 -5.93486799e+00  1.00000000e+00  0.00000000e+00  3.62613090e+01 -5.93486799e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+03  3.62233540e+01 -6.04333630e+00  1.00000000e+00  0.00000000e+00  3.62233540e+01 -6.04333630e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+03  3.61840004e+01 -6.15353534e+00  1.00000000e+00  0.00000000e+00  3.61840004e+01 -6.15353534e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+03  3.61432004e+01 -6.26547816e+00  1.00000000e+00  0.00000000e+00  3.61432004e+01 -6.26547816e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+03  3.61009042e+01 -6.37917697e+00  1.00000000e+00  0.00000000e+00  3.61009042e+01 -6.37917697e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+03  3.60570610e+01 -6.49464308e+00  1.00000000e+00  0.00000000e+00  3.60570610e+01 -6.49464308e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+03  3.60116185e+01 -6.61188686e+00  1.00000000e+00  0.00000000e+00  3.60116185e+01 -6.61188686e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+03  3.59645227e+01 -6.73091764e+00  1.00000000e+00  0.00000000e+00  3.59645227e+01 -6.73091764e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+03  3.59157185e+01 -6.85174366e+00  1.00000000e+00  0.00000000e+00  3.59157185e+01 -6.85174366e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+03  3.58651491e+01 -6.97437194e+00  1.00000000e+00  0.00000000e+00  3.58651491e+01 -6.97437194e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+03  3.58127561e+01 -7.09880826e+00  1.00000000e+00  0.00000000e+00  3.58127561e+01 -7.09880826e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+03  3.57584800e+01 -7.22505704e+00  1.00000000e+00  0.00000000e+00  3.57584800e+01 -7.22505704e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+03  3.57022595e+01 -7.35312123e+00  1.00000000e+00  0.00000000e+00  3.57022595e+01 -7.35312123e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+03  3.56440318e+01 -7.48300227e+00  1.00000000e+00  0.00000000e+00  3.56440318e+01 -7.48300227e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+03  3.55837327e+01 -7.61469996e+00  1.00000000e+00  0.00000000e+00  3.55837327e+01 -7.61469996e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+03  3.55212965e+01 -7.74821236e+00  1.00000000e+00  0.00000000e+00  3.55212965e+01 -7.74821236e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+03  3.54566560e+01 -7.88353567e+00  1.00000000e+00  0.00000000e+00  3.54566560e+01 -7.88353567e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+03  3.53897426e+01 -8.02066419e+00  1.00000000e+00  0.00000000e+00  3.53897426e+01 -8.02066419e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+03  3.53204861e+01 -8.15959013e+00  1.00000000e+00  0.00000000e+00  3.53204861e+01 -8.15959013e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+03  3.52488149e+01 -8.30030355e+00  1.00000000e+00  0.00000000e+00  3.52488149e+01 -8.30030355e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+03  3.51746562e+01 -8.44279220e+00  1.00000000e+00  0.00000000e+00  3.51746562e+01 -8.44279220e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+03  3.50979357e+01 -8.58704146e+00  1.00000000e+00  0.00000000e+00  3.50979357e+01 -8.58704146e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+03  3.50185776e+01 -8.73303415e+00  1.00000000e+00  0.00000000e+00  3.50185776e+01 -8.73303415e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+03  3.49365053e+01 -8.88075045e+00  1.00000000e+00  0.00000000e+00  3.49365053e+01 -8.88075045e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
