 frequency       ad              ad              vdiff           vdiff           v(VOUT)         v(VOUT)	manifest_sha256
 1.21152766e+00  2.41990122e+03 -3.55983894e-01  1.00000000e+00 -6.14333331e-21  2.41990122e+03 -3.55983894e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.41990121e+03 -3.63423535e-01  1.00000000e+00 -6.03559536e-21  2.41990121e+03 -3.63423535e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.41990121e+03 -3.70996988e-01  1.00000000e+00 -5.92940056e-21  2.41990121e+03 -3.70996988e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.41990121e+03 -3.78707042e-01  1.00000000e+00 -5.82474780e-21  2.41990121e+03 -3.78707042e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.41990121e+03 -3.86556535e-01  1.00000000e+00 -5.72163440e-21  2.41990121e+03 -3.86556535e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.41990120e+03 -3.94548358e-01  1.00000000e+00 -5.62005627e-21  2.41990120e+03 -3.94548358e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.41990120e+03 -4.02685453e-01  1.00000000e+00 -5.52000796e-21  2.41990120e+03 -4.02685453e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.41990120e+03 -4.10970816e-01  1.00000000e+00 -5.42148281e-21  2.41990120e+03 -4.10970816e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.41990120e+03 -4.19407498e-01  1.00000000e+00 -5.32447304e-21  2.41990120e+03 -4.19407498e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.41990119e+03 -4.27998605e-01  1.00000000e+00 -5.22896983e-21  2.41990119e+03 -4.27998605e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.41990119e+03 -4.36747301e-01  1.00000000e+00 -5.13496340e-21  2.41990119e+03 -4.36747301e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.41990119e+03 -4.45656807e-01  1.00000000e+00 -5.04244311e-21  2.41990119e+03 -4.45656807e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.41990118e+03 -4.54730402e-01  1.00000000e+00 -4.95139753e-21  2.41990118e+03 -4.54730402e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.41990118e+03 -4.63971429e-01  1.00000000e+00 -4.86181449e-21  2.41990118e+03 -4.63971429e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.41990118e+03 -4.73383289e-01  1.00000000e+00 -4.77368118e-21  2.41990118e+03 -4.73383289e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.41990117e+03 -4.82969449e-01  1.00000000e+00 -4.68698419e-21  2.41990117e+03 -4.82969449e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.41990117e+03 -4.92733437e-01  1.00000000e+00 -4.60170957e-21  2.41990117e+03 -4.92733437e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.41990116e+03 -5.02678848e-01  1.00000000e+00 -4.51784290e-21  2.41990116e+03 -5.02678848e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.41990116e+03 -5.12809346e-01  1.00000000e+00 -4.43536932e-21  2.41990116e+03 -5.12809346e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.41990116e+03 -5.23128659e-01  1.00000000e+00 -4.35427359e-21  2.41990116e+03 -5.23128659e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.41990115e+03 -5.33640587e-01  1.00000000e+00 -4.27454012e-21  2.41990115e+03 -5.33640587e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.41990115e+03 -5.44349001e-01  1.00000000e+00 -4.19615303e-21  2.41990115e+03 -5.44349001e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.41990114e+03 -5.55257843e-01  1.00000000e+00 -4.11909620e-21  2.41990114e+03 -5.55257843e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.41990114e+03 -5.66371131e-01  1.00000000e+00 -4.04335325e-21  2.41990114e+03 -5.66371131e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.41990113e+03 -5.77692955e-01  1.00000000e+00 -3.96890766e-21  2.41990113e+03 -5.77692955e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.41990112e+03 -5.89227485e-01  1.00000000e+00 -3.89574270e-21  2.41990112e+03 -5.89227485e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.41990112e+03 -6.00978968e-01  1.00000000e+00 -3.82384156e-21  2.41990112e+03 -6.00978968e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  2.41990111e+03 -6.12951731e-01  1.00000000e+00 -3.75318730e-21  2.41990111e+03 -6.12951731e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  2.41990111e+03 -6.25150181e-01  1.00000000e+00 -3.68376291e-21  2.41990111e+03 -6.25150181e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  2.41990110e+03 -6.37578810e-01  1.00000000e+00 -3.61555134e-21  2.41990110e+03 -6.37578810e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00  2.41990109e+03 -6.50242196e-01  1.00000000e+00 -3.54853550e-21  2.41990109e+03 -6.50242196e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+00  2.41990109e+03 -6.63144999e-01  1.00000000e+00 -3.48269830e-21  2.41990109e+03 -6.63144999e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+00  2.41990108e+03 -6.76291971e-01  1.00000000e+00 -3.41802265e-21  2.41990108e+03 -6.76291971e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+00  2.41990107e+03 -6.89687953e-01  1.00000000e+00 -3.35449150e-21  2.41990107e+03 -6.89687953e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+00  2.41990106e+03 -7.03337877e-01  1.00000000e+00 -3.29208783e-21  2.41990106e+03 -7.03337877e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+00  2.41990106e+03 -7.17246769e-01  1.00000000e+00 -3.23079468e-21  2.41990106e+03 -7.17246769e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+00  2.41990105e+03 -7.31419749e-01  1.00000000e+00 -3.17059517e-21  2.41990105e+03 -7.31419749e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+00  2.41990104e+03 -7.45862038e-01  1.00000000e+00 -3.11147250e-21  2.41990104e+03 -7.45862038e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.41990103e+03 -7.60578952e-01  1.00000000e+00 -3.05340998e-21  2.41990103e+03 -7.60578952e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.56055043e+00  2.41990102e+03 -7.75575909e-01  1.00000000e+00 -2.99639100e-21  2.41990102e+03 -7.75575909e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.61015722e+00  2.41990101e+03 -7.90858433e-01  1.00000000e+00 -2.94039908e-21  2.41990101e+03 -7.90858433e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.66072506e+00  2.41990100e+03 -8.06432149e-01  1.00000000e+00 -2.88541788e-21  2.41990100e+03 -8.06432149e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.71227258e+00  2.41990099e+03 -8.22302792e-01  1.00000000e+00 -2.83143116e-21  2.41990099e+03 -8.22302792e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.76481875e+00  2.41990098e+03 -8.38476205e-01  1.00000000e+00 -2.77842286e-21  2.41990098e+03 -8.38476205e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+00  2.41990097e+03 -8.54958344e-01  1.00000000e+00 -2.72637704e-21  2.41990097e+03 -8.54958344e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.87298483e+00  2.41990095e+03 -8.71755278e-01  1.00000000e+00 -2.67527793e-21  2.41990095e+03 -8.71755278e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.92864456e+00  2.41990094e+03 -8.88873190e-01  1.00000000e+00 -2.62510990e-21  2.41990094e+03 -8.88873190e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.98538262e+00  2.41990093e+03 -9.06318384e-01  1.00000000e+00 -2.57585750e-21  2.41990093e+03 -9.06318384e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.04321989e+00  2.41990092e+03 -9.24097282e-01  1.00000000e+00 -2.52750546e-21  2.41990092e+03 -9.24097282e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.10217766e+00  2.41990090e+03 -9.42216432e-01  1.00000000e+00 -2.48003864e-21  2.41990090e+03 -9.42216432e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.41990089e+03 -9.60682503e-01  1.00000000e+00 -2.43344212e-21  2.41990089e+03 -9.60682503e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.22354200e+00  2.41990087e+03 -9.79502297e-01  1.00000000e+00 -2.38770114e-21  2.41990087e+03 -9.79502297e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.28599325e+00  2.41990086e+03 -9.98682741e-01  1.00000000e+00 -2.34280111e-21  2.41990086e+03 -9.98682741e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.34965439e+00  2.41990084e+03 -1.01823090e+00  1.00000000e+00 -2.29872764e-21  2.41990084e+03 -1.01823090e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.41454887e+00  2.41990082e+03 -1.03815397e+00  1.00000000e+00 -2.25546652e-21  2.41990082e+03 -1.03815397e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.48070059e+00  2.41990081e+03 -1.05845928e+00  1.00000000e+00 -2.21300373e-21  2.41990081e+03 -1.05845928e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+00  2.41990079e+03 -1.07915432e+00  1.00000000e+00 -2.17132543e-21  2.41990079e+03 -1.07915432e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.61687361e+00  2.41990077e+03 -1.10024670e+00  1.00000000e+00 -2.13041797e-21  2.41990077e+03 -1.10024670e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.68694506e+00  2.41990075e+03 -1.12174419e+00  1.00000000e+00 -2.09026788e-21  2.41990075e+03 -1.12174419e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.75837404e+00  2.41990073e+03 -1.14365470e+00  1.00000000e+00 -2.05086191e-21  2.41990073e+03 -1.14365470e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.83118685e+00  2.41990071e+03 -1.16598630e+00  1.00000000e+00 -2.01218696e-21  2.41990071e+03 -1.16598630e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.90541029e+00  2.41990068e+03 -1.18874722e+00  1.00000000e+00 -1.97423015e-21  2.41990068e+03 -1.18874722e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.41990066e+03 -1.21194583e+00  1.00000000e+00 -1.93697876e-21  2.41990066e+03 -1.21194583e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.05819894e+00  2.41990064e+03 -1.23559068e+00  1.00000000e+00 -1.90042030e-21  2.41990064e+03 -1.23559068e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.13682040e+00  2.41990061e+03 -1.25969047e+00  1.00000000e+00 -1.86454243e-21  2.41990061e+03 -1.25969047e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.21696503e+00  2.41990059e+03 -1.28425408e+00  1.00000000e+00 -1.82933301e-21  2.41990059e+03 -1.28425408e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.29866235e+00  2.41990056e+03 -1.30929054e+00  1.00000000e+00 -1.79478009e-21  2.41990056e+03 -1.30929054e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.38194242e+00  2.41990053e+03 -1.33480908e+00  1.00000000e+00 -1.76087190e-21  2.41990053e+03 -1.33480908e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+00  2.41990050e+03 -1.36081910e+00  1.00000000e+00 -1.72759685e-21  2.41990050e+03 -1.36081910e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.55337410e+00  2.41990047e+03 -1.38733017e+00  1.00000000e+00 -1.69494355e-21  2.41990047e+03 -1.38733017e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.64158883e+00  2.41990044e+03 -1.41435205e+00  1.00000000e+00 -1.66290077e-21  2.41990044e+03 -1.41435205e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.73151259e+00  2.41990041e+03 -1.44189468e+00  1.00000000e+00 -1.63145748e-21  2.41990041e+03 -1.44189468e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.82317848e+00  2.41990038e+03 -1.46996823e+00  1.00000000e+00 -1.60060282e-21  2.41990038e+03 -1.46996823e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.91662026e+00  2.41990034e+03 -1.49858301e+00  1.00000000e+00 -1.57032609e-21  2.41990034e+03 -1.49858301e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.41990030e+03 -1.52774956e+00  1.00000000e+00 -1.54061679e-21  2.41990030e+03 -1.52774956e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.10896977e+00  2.41990027e+03 -1.55747863e+00  1.00000000e+00 -1.51146458e-21  2.41990027e+03 -1.55747863e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.20794833e+00  2.41990023e+03 -1.58778116e+00  1.00000000e+00 -1.48285929e-21  2.41990023e+03 -1.58778116e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.30884444e+00  2.41990019e+03 -1.61866830e+00  1.00000000e+00 -1.45479094e-21  2.41990019e+03 -1.61866830e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.41169527e+00  2.41990014e+03 -1.65015144e+00  1.00000000e+00 -1.42724969e-21  2.41990014e+03 -1.65015144e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.51653867e+00  2.41990010e+03 -1.68224215e+00  1.00000000e+00 -1.40022588e-21  2.41990010e+03 -1.68224215e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+00  2.41990005e+03 -1.71495227e+00  1.00000000e+00 -1.37371000e-21  2.41990005e+03 -1.71495227e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.73235837e+00  2.41990001e+03 -1.74829382e+00  1.00000000e+00 -1.34769274e-21  2.41990001e+03 -1.74829382e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.84341413e+00  2.41989996e+03 -1.78227909e+00  1.00000000e+00 -1.32216490e-21  2.41989996e+03 -1.78227909e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.95662144e+00  2.41989990e+03 -1.81692059e+00  1.00000000e+00 -1.29711747e-21  2.41989990e+03 -1.81692059e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.07202196e+00  2.41989985e+03 -1.85223108e+00  1.00000000e+00 -1.27254158e-21  2.41989985e+03 -1.85223108e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.18965819e+00  2.41989980e+03 -1.88822355e+00  1.00000000e+00 -1.24842852e-21  2.41989980e+03 -1.88822355e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.41989974e+03 -1.92491125e+00  1.00000000e+00 -1.22476975e-21  2.41989974e+03 -1.92491125e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.43181188e+00  2.41989968e+03 -1.96230771e+00  1.00000000e+00 -1.20155683e-21  2.41989968e+03 -1.96230771e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.55641849e+00  2.41989961e+03 -2.00042668e+00  1.00000000e+00 -1.17878152e-21  2.41989961e+03 -2.00042668e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.68343918e+00  2.41989955e+03 -2.03928220e+00  1.00000000e+00 -1.15643570e-21  2.41989955e+03 -2.03928220e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.81292069e+00  2.41989948e+03 -2.07888858e+00  1.00000000e+00 -1.13451139e-21  2.41989948e+03 -2.07888858e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.94491071e+00  2.41989941e+03 -2.11926039e+00  1.00000000e+00 -1.11300076e-21  2.41989941e+03 -2.11926039e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+00  2.41989934e+03 -2.16041251e+00  1.00000000e+00 -1.09189611e-21  2.41989934e+03 -2.16041251e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.21661162e+00  2.41989926e+03 -2.20236009e+00  1.00000000e+00 -1.07118990e-21  2.41989926e+03 -2.20236009e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.35642254e+00  2.41989919e+03 -2.24511857e+00  1.00000000e+00 -1.05087469e-21  2.41989919e+03 -2.24511857e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.49894209e+00  2.41989910e+03 -2.28870369e+00  1.00000000e+00 -1.03094320e-21  2.41989910e+03 -2.28870369e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.64422274e+00  2.41989902e+03 -2.33313150e+00  1.00000000e+00 -1.01138827e-21  2.41989902e+03 -2.33313150e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.79231798e+00  2.41989893e+03 -2.37841836e+00  1.00000000e+00 -9.92202864e-22  2.41989893e+03 -2.37841836e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.41989884e+03 -2.42458095e+00  1.00000000e+00 -9.73380084e-22  2.41989884e+03 -2.42458095e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.09717142e+00  2.41989874e+03 -2.47163626e+00  1.00000000e+00 -9.54913148e-22  2.41989874e+03 -2.47163626e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.25404185e+00  2.41989865e+03 -2.51960161e+00  1.00000000e+00 -9.36795400e-22  2.41989865e+03 -2.51960161e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.41395142e+00  2.41989854e+03 -2.56849466e+00  1.00000000e+00 -9.19020304e-22  2.41989854e+03 -2.56849466e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.57695899e+00  2.41989844e+03 -2.61833343e+00  1.00000000e+00 -9.01581442e-22  2.41989844e+03 -2.61833343e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.74312458e+00  2.41989832e+03 -2.66913625e+00  1.00000000e+00 -8.84472514e-22  2.41989832e+03 -2.66913625e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+00  2.41989821e+03 -2.72092184e+00  1.00000000e+00 -8.67687334e-22  2.41989821e+03 -2.72092184e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.08517576e+00  2.41989809e+03 -2.77370925e+00  1.00000000e+00 -8.51219827e-22  2.41989809e+03 -2.77370925e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.26118728e+00  2.41989797e+03 -2.82751794e+00  1.00000000e+00 -8.35064033e-22  2.41989797e+03 -2.82751794e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.44060876e+00  2.41989784e+03 -2.88236769e+00  1.00000000e+00 -8.19214098e-22  2.41989784e+03 -2.88236769e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.62350626e+00  2.41989770e+03 -2.93827872e+00  1.00000000e+00 -8.03664276e-22  2.41989770e+03 -2.93827872e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.80994713e+00  2.41989756e+03 -2.99527161e+00  1.00000000e+00 -7.88408926e-22  2.41989756e+03 -2.99527161e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.41989742e+03 -3.05336734e+00  1.00000000e+00 -7.73442513e-22  2.41989742e+03 -3.05336734e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+01  2.41989727e+03 -3.11258730e+00  1.00000000e+00 -7.58759601e-22  2.41989727e+03 -3.11258730e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+01  2.41989711e+03 -3.17295329e+00  1.00000000e+00 -7.44354855e-22  2.41989711e+03 -3.17295329e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+01  2.41989695e+03 -3.23448755e+00  1.00000000e+00 -7.30223039e-22  2.41989695e+03 -3.23448755e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
