device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349612e-07,-1.16724668807448,-1.142051055908432,-0.1696953444088251
M10,9.991455574786332e-06,0.0001727560309578945,1.036214078893169e-06,0.657948944091568,0.657948944091568,0.09235519778443177
M1,2.05799143737926e-05,0.0002279783339349389,0.0005926314493853211,0.8467507260623942,0.02956930751832099,0.1123888110966851
M2,2.061486371770623e-05,0.0001188882467876089,0.001540364640221288,0.9424119392235878,0.01288608131001834,0.1738687853371412
M3A,-1.028995649261049e-05,0.0001613573204448018,1.04986998188855e-06,-1.012842631705267,-1.012842631705267,-0.0895633630996968
M3B,-1.028995649261049e-05,0.0001613573204448018,1.04986998188855e-06,-1.012842631705267,-1.012842631705267,-0.0895633630996968
M4A,-1.030743112438811e-05,0.0001616071232899796,1.045032228715864e-06,-1.012842631705267,-1.029525857913569,-0.08959011558592798
M4B,-1.030743112438811e-05,0.0001616071232899796,1.045032228715864e-06,-1.012842631705267,-1.029525857913569,-0.08959011558592798
M5,4.119477575015009e-05,0.000694172519792519,3.847570349689731e-06,0.657948944091568,0.7575880607764124,0.09854216423666085
M6,7.065730155857928e-05,0.0007758041288741631,5.644616202199085e-06,0.7704741420864307,1.604338786838807,0.1453405746218928
M7A,-4.335334551035845e-05,0.0004377534422611258,2.740948183280176e-05,-1.16724668807448,-0.1956612131611934,-0.1647947603194491
M7B,-4.335334551035845e-05,0.0004377534422611258,2.740948183280176e-05,-1.16724668807448,-0.1956612131611934,-0.1647947603194491
