 frequency              r_VOUT                 i_VOUT                
 3.162277660168387e+00  2.001532596908502e+00 -6.166631730679132e-06 
 3.223542001952470e+00  2.001532596907332e+00 -6.354620789536132e-06 
 3.285993247600662e+00  2.001532596906112e+00 -6.544949611288735e-06 
 3.349654391578285e+00  2.001532596904838e+00 -6.737688274755132e-06 
 3.414548873833610e+00  2.001532596903518e+00 -6.932907746054074e-06 
 3.480700588428419e+00  2.001532596902135e+00 -7.130679904734322e-06 
 3.548133892335763e+00  2.001532596900701e+00 -7.331077570240862e-06 
 3.616873614408168e+00  2.001532596899203e+00 -7.534174528726678e-06 
 3.686945064519584e+00  2.001532596897646e+00 -7.740045560220905e-06 
 3.758374042884451e+00  2.001532596896026e+00 -7.948766466162610e-06 
 3.831186849557297e+00  2.001532596894338e+00 -8.160414097310835e-06 
 3.905410294116390e+00  2.001532596892582e+00 -8.375066382040959e-06 
 3.981071705534982e+00  2.001532596890754e+00 -8.592802355037755e-06 
 4.058198942243808e+00  2.001532596888852e+00 -8.813702186395945e-06 
 4.136820402388517e+00  2.001532596886875e+00 -9.037847211138672e-06 
 4.216965034285833e+00  2.001532596884817e+00 -9.265319959164910e-06 
 4.298662347082288e+00  2.001532596882679e+00 -9.496204185636950e-06 
 4.381942421619448e+00  2.001532596880451e+00 -9.730584901818841e-06 
 4.466835921509642e+00  2.001532596878137e+00 -9.968548406377530e-06 
 4.553374104426261e+00  2.001532596875730e+00 -1.021018231715784e-05 
 4.641588833612791e+00  2.001532596873229e+00 -1.045557560344326e-05 
 4.731512589614817e+00  2.001532596870623e+00 -1.070481861871426e-05 
 4.823178482239319e+00  2.001532596867917e+00 -1.095800313391653e-05 
 4.916620262745656e+00  2.001532596865104e+00 -1.121522237125065e-05 
 5.011872336272736e+00  2.001532596862177e+00 -1.147657103849651e-05 
 5.108969774506941e+00  2.001532596859135e+00 -1.174214536388464e-05 
 5.207948328595478e+00  2.001532596855973e+00 -1.201204313152722e-05 
 5.308844442309899e+00  2.001532596852686e+00 -1.228636371742208e-05 
 5.411695265464652e+00  2.001532596849267e+00 -1.256520812604283e-05 
 5.516538667595595e+00  2.001532596845716e+00 -1.284867902752861e-05 
 5.623413251903506e+00  2.001532596842019e+00 -1.313688079548695e-05 
 5.732358369467730e+00  2.001532596838185e+00 -1.342991954542429e-05 
 5.843414133735193e+00  2.001532596834193e+00 -1.372790317381713e-05 
 5.956621435290122e+00  2.001532596830046e+00 -1.403094139783979e-05 
 6.072021956909904e+00  2.001532596825737e+00 -1.433914579576188e-05 
 6.189658188912625e+00  2.001532596821258e+00 -1.465262984803136e-05 
 6.309573444801952e+00  2.001532596816601e+00 -1.497150897905782e-05 
 6.431811877215107e+00  2.001532596811761e+00 -1.529590059971171e-05 
 6.556418494179809e+00  2.001532596806733e+00 -1.562592415055480e-05 
 6.683439175686167e+00  2.001532596801506e+00 -1.596170114581794e-05 
 6.812920690579634e+00  2.001532596796072e+00 -1.630335521814260e-05 
 6.944910713781234e+00  2.001532596790426e+00 -1.665101216410217e-05 
 7.079457843841402e+00  2.001532596784559e+00 -1.700479999052009e-05 
 7.216611620833906e+00  2.001532596778461e+00 -1.736484896160175e-05 
 7.356422544596438e+00  2.001532596772122e+00 -1.773129164689765e-05 
 7.498942093324583e+00  2.001532596765537e+00 -1.810426297011541e-05 
 7.644222742526028e+00  2.001532596758694e+00 -1.848390025879830e-05 
 7.792317984341968e+00  2.001532596751581e+00 -1.887034329488917e-05 
 7.943282347242842e+00  2.001532596744191e+00 -1.926373436619805e-05 
 8.097171416105647e+00  2.001532596736509e+00 -1.966421831879211e-05 
 8.254041852680212e+00  2.001532596728524e+00 -2.007194261032805e-05 
 8.413951416451980e+00  2.001532596720231e+00 -2.048705736434572e-05 
 8.576958985908970e+00  2.001532596711613e+00 -2.090971542554326e-05 
 8.743124580220766e+00  2.001532596702654e+00 -2.134007241605440e-05 
 8.912509381337486e+00  2.001532596693344e+00 -2.177828679274849e-05 
 9.085175756516900e+00  2.001532596683669e+00 -2.222451990557385e-05 
 9.261187281287969e+00  2.001532596673618e+00 -2.267893605696685e-05 
 9.440608762859268e+00  2.001532596663170e+00 -2.314170256234749e-05 
 9.623506263980921e+00  2.001532596652316e+00 -2.361298981172520e-05 
 9.809947127268810e+00  2.001532596641036e+00 -2.409297133243574e-05 
 1.000000000000004e+01  2.001532596629314e+00 -2.458182385303403e-05 
 1.019373485938877e+01  2.001532596617131e+00 -2.507972736836523e-05 
 1.039122303835173e+01  2.001532596604473e+00 -2.558686520583879e-05 
 1.059253725177293e+01  2.001532596591320e+00 -2.610342409292903e-05 
 1.079775162327714e+01  2.001532596577654e+00 -2.662959422592828e-05 
 1.100694171252214e+01  2.001532596563448e+00 -2.716556933997650e-05 
 1.122018454301968e+01  2.001532596548688e+00 -2.771154678039484e-05 
 1.143755863049543e+01  2.001532596533352e+00 -2.826772757534751e-05 
 1.165914401179836e+01  2.001532596517412e+00 -2.883431650986008e-05 
 1.188502227437023e+01  2.001532596500853e+00 -2.941152220122139e-05 
 1.211527658628593e+01  2.001532596483640e+00 -2.999955717579559e-05 
 1.234999172687590e+01  2.001532596465760e+00 -3.059863794727488e-05 
 1.258925411794172e+01  2.001532596447174e+00 -3.120898509639853e-05 
 1.283315185557657e+01  2.001532596427864e+00 -3.183082335217139e-05 
 1.308177474260200e+01  2.001532596407798e+00 -3.246438167460817e-05 
 1.333521432163330e+01  2.001532596386947e+00 -3.310989333903642e-05 
 1.359356390878532e+01  2.001532596365280e+00 -3.376759602198824e-05 
 1.385691862803134e+01  2.001532596342763e+00 -3.443773188871225e-05 
 1.412537544622761e+01  2.001532596319369e+00 -3.512054768233892e-05 
 1.439903320881639e+01  2.001532596295055e+00 -3.581629481473045e-05 
 1.467799267622076e+01  2.001532596269792e+00 -3.652522945905094e-05 
 1.496235656094440e+01  2.001532596243541e+00 -3.724761264408844e-05 
 1.525222956539026e+01  2.001532596216263e+00 -3.798371035036575e-05 
 1.554771842041181e+01  2.001532596187914e+00 -3.873379360807384e-05 
 1.584893192461121e+01  2.001532596158462e+00 -3.949813859686522e-05 
 1.615598098439882e+01  2.001532596127851e+00 -4.027702674754209e-05 
 1.646897865482876e+01  2.001532596096046e+00 -4.107074484567990e-05 
 1.678804018122569e+01  2.001532596062995e+00 -4.187958513722036e-05 
 1.711328304161789e+01  2.001532596028654e+00 -4.270384543607677e-05 
 1.744482698999263e+01  2.001532595992964e+00 -4.354382923378794e-05 
 1.778279410038932e+01  2.001532595955883e+00 -4.439984581126439e-05 
 1.812730881184708e+01  2.001532595917348e+00 -4.527221035266401e-05 
 1.847849797422300e+01  2.001532595877310e+00 -4.616124406144344e-05 
 1.883649089489810e+01  2.001532595835698e+00 -4.706727427862361e-05 
 1.920141938638811e+01  2.001532595792463e+00 -4.799063460331776e-05 
 1.957341781487670e+01  2.001532595747534e+00 -4.893166501556082e-05 
 1.995262314968890e+01  2.001532595700850e+00 -4.989071200149028e-05 
 2.033917501372302e+01  2.001532595652339e+00 -5.086812868092171e-05 
 2.073321573485966e+01  2.001532595601927e+00 -5.186427493736682e-05 
 2.113489039836658e+01  2.001532595549545e+00 -5.287951755054272e-05 
 2.154434690031895e+01  2.001532595495114e+00 -5.391423033141889e-05 
 2.196173600205448e+01  2.001532595438552e+00 -5.496879425985421e-05 
 2.238721138568352e+01  2.001532595379778e+00 -5.604359762487355e-05 
 2.282092971067463e+01  2.001532595318706e+00 -5.713903616763465e-05 
 2.326305067153639e+01  2.001532595255241e+00 -5.825551322713963e-05 
 2.371373705661668e+01  2.001532595189295e+00 -5.939343988874435e-05 
 2.417315480804117e+01  2.001532595120768e+00 -6.055323513551880e-05 
 2.464147308281295e+01  2.001532595049560e+00 -6.173532600251638e-05 
 2.511886431509594e+01  2.001532594975568e+00 -6.294014773400774e-05 
 2.560550427970491e+01  2.001532594898683e+00 -6.416814394373670e-05 
 2.610157215682552e+01  2.001532594818785e+00 -6.541976677825835e-05 
 2.660725059798825e+01  2.001532594735763e+00 -6.669547708341936e-05 
 2.712272579332044e+01  2.001532594649492e+00 -6.799574457403985e-05 
 2.764818754010124e+01  2.001532594559848e+00 -6.932104800686245e-05 
 2.818382931264470e+01  2.001532594466696e+00 -7.067187535682934e-05 
 2.872984833353682e+01  2.001532594369900e+00 -7.204872399675420e-05 
 2.928644564625254e+01  2.001532594269319e+00 -7.345210088045414e-05 
 2.985382618917978e+01  2.001532594164800e+00 -7.488252272940915e-05 
 3.043219887107740e+01  2.001532594056192e+00 -7.634051622301863e-05 
 3.102177664799520e+01  2.001532593943335e+00 -7.782661819252379e-05 
 3.162277660168399e+01  2.001532593826064e+00 -7.934137581866797e-05 
 3.223542001952483e+01  2.001532593704204e+00 -8.088534683316789e-05 
 3.285993247600675e+01  2.001532593577577e+00 -8.245909972406976e-05 
 3.349654391578298e+01  2.001532593445997e+00 -8.406321394506578e-05 
 3.414548873833623e+01  2.001532593309266e+00 -8.569828012884771e-05 
 3.480700588428433e+01  2.001532593167190e+00 -8.736490030457778e-05 
 3.548133892335778e+01  2.001532593019550e+00 -8.906368811955378e-05 
 3.616873614408183e+01  2.001532592866141e+00 -9.079526906515502e-05 
 3.686945064519600e+01  2.001532592706725e+00 -9.256028070714414e-05 
 3.758374042884466e+01  2.001532592541075e+00 -9.435937292042189e-05 
 3.831186849557313e+01  2.001532592368946e+00 -9.619320812830649e-05 
 3.905410294116406e+01  2.001532592190080e+00 -9.806246154643895e-05 
 3.981071705534999e+01  2.001532592004217e+00 -9.996782143139586e-05 
 4.058198942243826e+01  2.001532591811080e+00 -1.019099893341045e-04 
 4.136820402388535e+01  2.001532591610388e+00 -1.038896803581531e-04 
 4.216965034285851e+01  2.001532591401846e+00 -1.059076234230902e-04 
 4.298662347082306e+01  2.001532591185146e+00 -1.079645615328122e-04 
 4.381942421619467e+01  2.001532590959967e+00 -1.100612520491360e-04 
 4.466835921509661e+01  2.001532590725981e+00 -1.121984669706591e-04 
 4.553374104426280e+01  2.001532590482837e+00 -1.143769932170067e-04 
 4.641588833612811e+01  2.001532590230181e+00 -1.165976329185764e-04 
 4.731512589614837e+01  2.001532589967641e+00 -1.188612037118799e-04 
 4.823178482239340e+01  2.001532589694830e+00 -1.211685390405956e-04 
 4.916620262745678e+01  2.001532589411350e+00 -1.235204884624423e-04 
 5.011872336272758e+01  2.001532589116775e+00 -1.259179179619824e-04 
 5.108969774506964e+01  2.001532588810675e+00 -1.283617102694793e-04 
 5.207948328595500e+01  2.001532588492601e+00 -1.308527651859153e-04 
 5.308844442309921e+01  2.001532588162082e+00 -1.333919999142971e-04 
 5.411695265464675e+01  2.001532587818638e+00 -1.359803493973693e-04 
 5.516538667595619e+01  2.001532587461751e+00 -1.386187666618559e-04 
 5.623413251903531e+01  2.001532587090905e+00 -1.413082231693677e-04 
 5.732358369467754e+01  2.001532586705551e+00 -1.440497091740890e-04 
 5.843414133735218e+01  2.001532586305120e+00 -1.468442340873889e-04 
 5.956621435290148e+01  2.001532585889022e+00 -1.496928268494854e-04 
 6.072021956909929e+01  2.001532585456647e+00 -1.525965363082983e-04 
 6.189658188912651e+01  2.001532585007355e+00 -1.555564316056337e-04 
 6.309573444801979e+01  2.001532584540485e+00 -1.585736025708400e-04 
 6.431811877215135e+01  2.001532584055352e+00 -1.616491601220817e-04 
 6.556418494179837e+01  2.001532583551241e+00 -1.647842366753763e-04 
 6.683439175686196e+01  2.001532583027403e+00 -1.679799865615478e-04 
 6.812920690579664e+01  2.001532582483074e+00 -1.712375864512515e-04 
 6.944910713781265e+01  2.001532581917451e+00 -1.745582357882190e-04 
 7.079457843841433e+01  2.001532581329699e+00 -1.779431572308928e-04 
 7.216611620833937e+01  2.001532580718953e+00 -1.813935971026060e-04 
 7.356422544596469e+01  2.001532580084311e+00 -1.849108258504765e-04 
 7.498942093324617e+01  2.001532579424844e+00 -1.884961385131840e-04 
 7.644222742526063e+01  2.001532578739573e+00 -1.921508551977982e-04 
 7.792317984342003e+01  2.001532578027492e+00 -1.958763215658423e-04 
 7.943282347242878e+01  2.001532577287557e+00 -1.996739093287626e-04 
 8.097171416105684e+01  2.001532576518672e+00 -2.035450167529866e-04 
 8.254041852680250e+01  2.001532575719707e+00 -2.074910691747660e-04 
 8.413951416452018e+01  2.001532574889486e+00 -2.115135195249803e-04 
 8.576958985909010e+01  2.001532574026783e+00 -2.156138488641017e-04 
 8.743124580220807e+01  2.001532573130327e+00 -2.197935669275215e-04 
 8.912509381337527e+01  2.001532572198800e+00 -2.240542126814289e-04 
 9.085175756516942e+01  2.001532571230832e+00 -2.283973548894564e-04 
 9.261187281288011e+01  2.001532570224994e+00 -2.328245926902925e-04 
 9.440608762859311e+01  2.001532569179807e+00 -2.373375561864843e-04 
 9.623506263980966e+01  2.001532568093726e+00 -2.419379070446335e-04 
 9.809947127268855e+01  2.001532566965157e+00 -2.466273391072225e-04 
 1.000000000000008e+02  2.001532565792437e+00 -2.514075790162798e-04 
 1.019373485938881e+02  2.001532564573836e+00 -2.562803868491255e-04 
 1.039122303835178e+02  2.001532563307562e+00 -2.612475567664294e-04 
 1.059253725177298e+02  2.001532561991747e+00 -2.663109176728139e-04 
 1.079775162327719e+02  2.001532560624456e+00 -2.714723338902536e-04 
 1.100694171252219e+02  2.001532559203672e+00 -2.767337058445124e-04 
 1.122018454301973e+02  2.001532557727304e+00 -2.820969707648764e-04 
 1.143755863049548e+02  2.001532556193177e+00 -2.875641033974356e-04 
 1.165914401179842e+02  2.001532554599029e+00 -2.931371167321787e-04 
 1.188502227437029e+02  2.001532552942519e+00 -2.988180627441740e-04 
 1.211527658628599e+02  2.001532551221197e+00 -3.046090331490937e-04 
 1.234999172687595e+02  2.001532549432537e+00 -3.105121601733862e-04 
 1.258925411794178e+02  2.001532547573900e+00 -3.165296173393468e-04 
 1.283315185557662e+02  2.001532545642548e+00 -3.226636202654067e-04 
 1.308177474260206e+02  2.001532543635639e+00 -3.289164274819163e-04 
 1.333521432163336e+02  2.001532541550214e+00 -3.352903412627261e-04 
 1.359356390878538e+02  2.001532539383200e+00 -3.417877084728775e-04 
 1.385691862803140e+02  2.001532537131409e+00 -3.484109214327124e-04 
 1.412537544622767e+02  2.001532534791523e+00 -3.551624187987140e-04 
 1.439903320881646e+02  2.001532532360094e+00 -3.620446864614122e-04 
 1.467799267622083e+02  2.001532529833546e+00 -3.690602584606810e-04 
 1.496235656094447e+02  2.001532527208151e+00 -3.762117179187583e-04 
 1.525222956539033e+02  2.001532524480041e+00 -3.835016979913449e-04 
 1.554771842041188e+02  2.001532521645208e+00 -3.909328828371239e-04 
 1.584893192461128e+02  2.001532518699461e+00 -3.985080086060466e-04 
 1.615598098439889e+02  2.001532515638476e+00 -4.062298644467883e-04 
 1.646897865482883e+02  2.001532512457738e+00 -4.141012935336837e-04 
 1.678804018122576e+02  2.001532509152561e+00 -4.221251941135797e-04 
 1.711328304161796e+02  2.001532505718079e+00 -4.303045205729574e-04 
 1.744482698999270e+02  2.001532502149231e+00 -4.386422845257186e-04 
 1.778279410038939e+02  2.001532498440762e+00 -4.471415559220519e-04 
 1.812730881184716e+02  2.001532494587206e+00 -4.558054641787689e-04 
 1.847849797422308e+02  2.001532490582896e+00 -4.646371993315462e-04 
 1.883649089489818e+02  2.001532486421925e+00 -4.736400132094695e-04 
 1.920141938638820e+02  2.001532482098166e+00 -4.828172206323481e-04 
 1.957341781487679e+02  2.001532477605255e+00 -4.921722006312122e-04 
 1.995262314968899e+02  2.001532472936568e+00 -5.017083976924451e-04 
 2.033917501372311e+02  2.001532468085231e+00 -5.114293230260328e-04 
 2.073321573485975e+02  2.001532463044103e+00 -5.213385558583661e-04 
 2.113489039836667e+02  2.001532457805749e+00 -5.314397447500825e-04 
 2.154434690031904e+02  2.001532452362462e+00 -5.417366089394568e-04 
 2.196173600205457e+02  2.001532446706221e+00 -5.522329397117859e-04 
 2.238721138568361e+02  2.001532440828692e+00 -5.629326017953205e-04 
 2.282092971067473e+02  2.001532434721221e+00 -5.738395347842324e-04 
 2.326305067153649e+02  2.001532428374813e+00 -5.849577545891402e-04 
 2.371373705661678e+02  2.001532421780120e+00 -5.962913549157384e-04 
 2.417315480804128e+02  2.001532414927426e+00 -6.078445087720674e-04 
 2.464147308281306e+02  2.001532407806640e+00 -6.196214700049823e-04 
 2.511886431509605e+02  2.001532400407270e+00 -6.316265748663837e-04 
 2.560550427970502e+02  2.001532392718423e+00 -6.438642436097912e-04 
 2.610157215682563e+02  2.001532384728769e+00 -6.563389821178310e-04 
 2.660725059798837e+02  2.001532376426542e+00 -6.690553835612754e-04 
 2.712272579332056e+02  2.001532367799513e+00 -6.820181300901946e-04 
 2.764818754010136e+02  2.001532358834972e+00 -6.952319945578775e-04 
 2.818382931264483e+02  2.001532349519721e+00 -7.087018422781594e-04 
 2.872984833353694e+02  2.001532339840035e+00 -7.224326328167640e-04 
 2.928644564625267e+02  2.001532329781655e+00 -7.364294218173718e-04 
 2.985382618917990e+02  2.001532319329771e+00 -7.506973628630504e-04 
 3.043219887107753e+02  2.001532308468984e+00 -7.652417093737406e-04 
 3.102177664799533e+02  2.001532297183300e+00 -7.800678165405062e-04 
 3.162277660168412e+02  2.001532285456093e+00 -7.951811432972427e-04 
 3.223542001952496e+02  2.001532273270090e+00 -8.105872543305963e-04 
 3.285993247600689e+02  2.001532260607344e+00 -8.262918221288003e-04 
 3.349654391578312e+02  2.001532247449202e+00 -8.423006290702051e-04 
 3.414548873833638e+02  2.001532233776281e+00 -8.586195695522745e-04 
 3.480700588428447e+02  2.001532219568448e+00 -8.752546521618177e-04 
 3.548133892335792e+02  2.001532204804771e+00 -8.922120018872411e-04 
 3.616873614408197e+02  2.001532189463502e+00 -9.094978623736945e-04 
 3.686945064519614e+02  2.001532173522052e+00 -9.271185982218685e-04 
 3.758374042884482e+02  2.001532156956934e+00 -9.450806973313275e-04 
 3.831186849557329e+02  2.001532139743751e+00 -9.633907732892499e-04 
 3.905410294116422e+02  2.001532121857145e+00 -9.820555678054211e-04 
 3.981071705535015e+02  2.001532103270776e+00 -1.001081953194415e-03 
 4.058198942243842e+02  2.001532083957270e+00 -1.020476934905838e-03 
 4.136820402388552e+02  2.001532063888173e+00 -1.040247654103585e-03 
 4.216965034285868e+02  2.001532043033925e+00 -1.060401390295080e-03 
 4.298662347082324e+02  2.001532021363816e+00 -1.080945564011432e-03 
 4.381942421619485e+02  2.001531998845920e+00 -1.101887739539491e-03 
 4.466835921509680e+02  2.001531975447072e+00 -1.123235627706856e-03 
 4.553374104426299e+02  2.001531951132808e+00 -1.144997088720809e-03 
 4.641588833612830e+02  2.001531925867315e+00 -1.167180135062244e-03 
 4.731512589614857e+02  2.001531899613379e+00 -1.189792934435659e-03 
 4.823178482239360e+02  2.001531872332327e+00 -1.212843812776267e-03 
 4.916620262745698e+02  2.001531843983982e+00 -1.236341257315395e-03 
 5.011872336272779e+02  2.001531814526579e+00 -1.260293919705208e-03 
 5.108969774506985e+02  2.001531783916741e+00 -1.284710619204016e-03 
 5.207948328595522e+02  2.001531752109377e+00 -1.309600345923220e-03 
 5.308844442309944e+02  2.001531719057634e+00 -1.334972264137187e-03 
 5.411695265464699e+02  2.001531684712833e+00 -1.360835715657238e-03 
 5.516538667595644e+02  2.001531649024383e+00 -1.387200223270955e-03 
 5.623413251903556e+02  2.001531611939724e+00 -1.414075494248149e-03 
 5.732358369467780e+02  2.001531573404227e+00 -1.441471423914678e-03 
 5.843414133735243e+02  2.001531533361134e+00 -1.469398099295552e-03 
 5.956621435290174e+02  2.001531491751467e+00 -1.497865802828541e-03 
 6.072021956909956e+02  2.001531448513931e+00 -1.526885016149740e-03 
 6.189658188912678e+02  2.001531403584848e+00 -1.556466423952466e-03 
 6.309573444802006e+02  2.001531356898037e+00 -1.586620917920845e-03 
 6.431811877215163e+02  2.001531308384734e+00 -1.617359600739641e-03 
 6.556418494179866e+02  2.001531257973480e+00 -1.648693790181706e-03 
 6.683439175686225e+02  2.001531205590024e+00 -1.680635023274614e-03 
 6.812920690579693e+02  2.001531151157212e+00 -1.713195060547995e-03 
 6.944910713781295e+02  2.001531094594863e+00 -1.746385890363091e-03 
 7.079457843841464e+02  2.001531035819668e+00 -1.780219733326215e-03 
 7.216611620833969e+02  2.001530974745056e+00 -1.814709046787643e-03 
 7.356422544596502e+02  2.001530911281070e+00 -1.849866529427651e-03 
 7.498942093324649e+02  2.001530845334230e+00 -1.885705125931355e-03 
 7.644222742526096e+02  2.001530776807401e+00 -1.922238031754089e-03 
 7.792317984342036e+02  2.001530705599651e+00 -1.959478697979073e-03 
 7.943282347242912e+02  2.001530631606093e+00 -1.997440836269130e-03 
 8.097171416105718e+02  2.001530554717744e+00 -2.036138423914318e-03 
 8.254041852680285e+02  2.001530474821354e+00 -2.075585708977293e-03 
 8.413951416452054e+02  2.001530391799240e+00 -2.115797215538281e-03 
 8.576958985909047e+02  2.001530305529112e+00 -2.156787749041675e-03 
 8.743124580220845e+02  2.001530215883908e+00 -2.198572401746122e-03 
 8.912509381337566e+02  2.001530122731586e+00 -2.241166558280117e-03 
 9.085175756516981e+02  2.001530025934942e+00 -2.284585901305215e-03 
 9.261187281288051e+02  2.001529925351394e+00 -2.328846417288857e-03 
 9.440608762859353e+02  2.001529820832798e+00 -2.373964402389022e-03 
 9.623506263981008e+02  2.001529712225206e+00 -2.419956468452732e-03 
 9.809947127268898e+02  2.001529599368649e+00 -2.466839549130779e-03 
 1.000000000000013e+03  2.001529482096895e+00 -2.514630906110751e-03 
 1.019373485938886e+03  2.001529360237217e+00 -2.563348135470818e-03 
 1.039122303835182e+03  2.001529233610120e+00 -2.613009174156442e-03 
 1.059253725177302e+03  2.001529102029096e+00 -2.663632306582525e-03 
 1.079775162327723e+03  2.001528965300337e+00 -2.715236171363345e-03 
 1.100694171252224e+03  2.001528823222456e+00 -2.767839768172751e-03 
 1.122018454301978e+03  2.001528675586181e+00 -2.821462464737159e-03 
 1.143755863049553e+03  2.001528522174056e+00 -2.876124003963934e-03 
 1.165914401179847e+03  2.001528362760121e+00 -2.931844511207715e-03 
 1.188502227437034e+03  2.001528197109572e+00 -2.988644501677393e-03 
 1.211527658628604e+03  2.001528024978420e+00 -3.046544887986436e-03 
 1.234999172687601e+03  2.001527846113131e+00 -3.105566987849361e-03 
 1.258925411794184e+03  2.001527660250257e+00 -3.165732531927142e-03 
 1.283315185557668e+03  2.001527467116031e+00 -3.227063671824404e-03 
 1.308177474260211e+03  2.001527266425989e+00 -3.289582988241484e-03 
 1.333521432163342e+03  2.001527057884533e+00 -3.353313499284083e-03 
 1.359356390878544e+03  2.001526841184500e+00 -3.418278668933835e-03 
 1.385691862803146e+03  2.001526616006709e+00 -3.484502415682693e-03 
 1.412537544622773e+03  2.001526382019502e+00 -3.552009121334425e-03 
 1.439903320881652e+03  2.001526138878230e+00 -3.620823639976294e-03 
 1.467799267622089e+03  2.001525886224773e+00 -3.690971307124424e-03 
 1.496235656094454e+03  2.001525623686996e+00 -3.762477949045985e-03 
 1.525222956539040e+03  2.001525350878211e+00 -3.835369892261733e-03 
 1.554771842041195e+03  2.001525067396595e+00 -3.909673973232330e-03 
 1.584893192461135e+03  2.001524772824607e+00 -3.985417548232024e-03 
 1.615598098439896e+03  2.001524466728378e+00 -4.062628503413298e-03 
 1.646897865482891e+03  2.001524148657051e+00 -4.141335265066056e-03 
 1.678804018122584e+03  2.001523818142150e+00 -4.221566810075373e-03 
