 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.240403704793e+00  1.240403704793e+00  6.726674804291e-01  7.845336731744e-01 -3.201799002550e-05 
