 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  6.86976110e-06  2.26841381e-07 
 1.02329299e+00  6.79917254e-06  2.24510528e-07 
 1.04712855e+00  6.72932017e-06  2.22203984e-07 
 1.07151931e+00  6.66019620e-06  2.19921491e-07 
 1.09647820e+00  6.59179292e-06  2.17662796e-07 
 1.12201845e+00  6.52410271e-06  2.15427647e-07 
 1.14815362e+00  6.45711802e-06  2.13215794e-07 
 1.17489755e+00  6.39083139e-06  2.11026992e-07 
 1.20226443e+00  6.32523545e-06  2.08860996e-07 
 1.23026877e+00  6.26032288e-06  2.06717565e-07 
 1.25892541e+00  6.19608647e-06  2.04596462e-07 
 1.28824955e+00  6.13251907e-06  2.02497449e-07 
 1.31825674e+00  6.06961360e-06  2.00420293e-07 
 1.34896288e+00  6.00736308e-06  1.98364764e-07 
 1.38038426e+00  5.94576059e-06  1.96330633e-07 
 1.41253754e+00  5.88479929e-06  1.94317674e-07 
 1.44543977e+00  5.82447239e-06  1.92325664e-07 
 1.47910839e+00  5.76477321e-06  1.90354381e-07 
 1.51356125e+00  5.70569512e-06  1.88403606e-07 
 1.54881662e+00  5.64723156e-06  1.86473123e-07 
 1.58489319e+00  5.58937605e-06  1.84562718e-07 
 1.62181010e+00  5.53212217e-06  1.82672180e-07 
 1.65958691e+00  5.47546358e-06  1.80801298e-07 
 1.69824365e+00  5.41939399e-06  1.78949865e-07 
 1.73780083e+00  5.36390720e-06  1.77117676e-07 
 1.77827941e+00  5.30899707e-06  1.75304528e-07 
 1.81970086e+00  5.25465750e-06  1.73510221e-07 
 1.86208714e+00  5.20088249e-06  1.71734555e-07 
 1.90546072e+00  5.14766610e-06  1.69977336e-07 
 1.94984460e+00  5.09500242e-06  1.68238367e-07 
 1.99526231e+00  5.04288565e-06  1.66517457e-07 
 2.04173794e+00  4.99131001e-06  1.64814415e-07 
 2.08929613e+00  4.94026982e-06  1.63129054e-07 
 2.13796209e+00  4.88975944e-06  1.61461187e-07 
 2.18776162e+00  4.83977328e-06  1.59810631e-07 
