 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  7.25701156e-06  2.27273612e-07 
 1.02329299e+00  7.18227694e-06  2.24933089e-07 
 1.04712855e+00  7.10832360e-06  2.22617033e-07 
 1.07151931e+00  7.03514324e-06  2.20325186e-07 
 1.09647820e+00  6.96272768e-06  2.18057290e-07 
 1.12201845e+00  6.89106879e-06  2.15813091e-07 
 1.14815362e+00  6.82015856e-06  2.13592339e-07 
 1.17489755e+00  6.74998905e-06  2.11394785e-07 
 1.20226443e+00  6.68055241e-06  2.09220182e-07 
 1.23026877e+00  6.61184086e-06  2.07068288e-07 
 1.25892541e+00  6.54384673e-06  2.04938861e-07 
 1.28824955e+00  6.47656242e-06  2.02831665e-07 
 1.31825674e+00  6.40998041e-06  2.00746463e-07 
 1.34896288e+00  6.34409325e-06  1.98683022e-07 
 1.38038426e+00  6.27889360e-06  1.96641113e-07 
 1.41253754e+00  6.21437417e-06  1.94620507e-07 
 1.44543977e+00  6.15052776e-06  1.92620978e-07 
 1.47910839e+00  6.08734726e-06  1.90642304e-07 
 1.51356125e+00  6.02482560e-06  1.88684263e-07 
 1.54881662e+00  5.96295583e-06  1.86746638e-07 
 1.58489319e+00  5.90173105e-06  1.84829213e-07 
 1.62181010e+00  5.84114443e-06  1.82931774e-07 
 1.65958691e+00  5.78118923e-06  1.81054109e-07 
 1.69824365e+00  5.72185877e-06  1.79196009e-07 
 1.73780083e+00  5.66314645e-06  1.77357269e-07 
 1.77827941e+00  5.60504573e-06  1.75537682e-07 
 1.81970086e+00  5.54755015e-06  1.73737048e-07 
 1.86208714e+00  5.49065332e-06  1.71955164e-07 
 1.90546072e+00  5.43434891e-06  1.70191834e-07 
 1.94984460e+00  5.37863067e-06  1.68446861e-07 
 1.99526231e+00  5.32349240e-06  1.66720052e-07 
 2.04173794e+00  5.26892798e-06  1.65011215e-07 
 2.08929613e+00  5.21493136e-06  1.63320160e-07 
 2.13796209e+00  5.16149654e-06  1.61646699e-07 
 2.18776162e+00  5.10861759e-06  1.59990647e-07 
 2.23872114e+00  5.05628864e-06  1.58351820e-07 
 2.29086765e+00  5.00450391e-06  1.56730036e-07 
 2.34422882e+00  4.95325764e-06  1.55125115e-07 
 2.39883292e+00  4.90254415e-06  1.53536881e-07 
 2.45470892e+00  4.85235784e-06  1.51965156e-07 
 2.51188643e+00  4.80269314e-06  1.50409767e-07 
 2.57039578e+00  4.75354455e-06  1.48870542e-07 
 2.63026799e+00  4.70490664e-06  1.47347309e-07 
 2.69153480e+00  4.65677402e-06  1.45839902e-07 
