 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  7.009718677747e-01  7.009718677747e-01  6.362487823249e-01  6.225436501960e-01 -9.494164620188e-05 
