 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  7.42290183e-01  1.54231596e-01  6.63048440e-01  6.63048440e-01  2.10654289e-05  2.10654289e-05  2.10654284e-05  2.10654284e-05  4.21308573e-05  3.15735965e-04  3.57768054e-06  3.15735965e-04  3.57768054e-06  2.46263658e-04  7.40896581e-07  2.46263658e-04  7.40896581e-07  4.45705227e-04  7.14234120e-05  1.07140760e-01  1.07140760e-01  1.43918181e-01  1.43918181e-01  1.50238126e-01  5.21308591e-05 
