 time            d8              h8              c8              p8             
 0.00000000e+00 -3.85005350e-01  1.01030295e-14  9.89452228e-01  1.38547293e-03 
 5.00000000e-11 -3.85005350e-01  1.02140518e-14  9.89452228e-01  1.38547293e-03 
 1.00000000e-10 -3.85005350e-01  1.03250741e-14  9.89452228e-01  1.38547293e-03 
 2.00000000e-10 -3.85005350e-01  1.05471187e-14  9.89452228e-01  1.38547293e-03 
 4.00000000e-10 -3.85005350e-01  1.09912079e-14  9.89452228e-01  1.38547293e-03 
 8.00000000e-10 -3.85005350e-01  1.13242749e-14  9.89452228e-01  1.38547293e-03 
 1.60000000e-09 -3.85005350e-01  1.07691633e-14  9.89452228e-01  1.38547293e-03 
 3.20000000e-09 -3.85005350e-01  1.02140518e-14  9.89452228e-01  1.38547293e-03 
 6.40000000e-09 -3.85005350e-01  1.01030295e-14  9.89452228e-01  1.38547293e-03 
 1.14000000e-08 -3.85005350e-01  8.21565038e-15  9.89452228e-01  1.38547293e-03 
 1.64000000e-08 -3.85005350e-01  5.32907052e-15  9.89452228e-01  1.38547293e-03 
 2.14000000e-08 -3.85005350e-01  1.99840144e-15  9.89452228e-01  1.38547293e-03 
 2.64000000e-08 -3.85005350e-01 -1.55431223e-15  9.89452228e-01  1.38547293e-03 
 3.14000000e-08 -3.85005350e-01 -4.99600361e-15  9.89452228e-01  1.38547293e-03 
 3.64000000e-08 -3.85005350e-01 -8.21565038e-15  9.89452228e-01  1.38547293e-03 
 4.14000000e-08 -3.85005350e-01 -1.12132525e-14  9.89452228e-01  1.38547293e-03 
 4.64000000e-08 -3.85005350e-01 -1.40998324e-14  9.89452228e-01  1.38547293e-03 
 5.14000000e-08 -3.85005350e-01 -1.72084569e-14  9.89452228e-01  1.38547293e-03 
 5.64000000e-08 -3.85005350e-01 -2.05391260e-14  9.89452228e-01  1.38547293e-03 
 6.14000000e-08 -3.85005350e-01 -2.37587727e-14  9.89452228e-01  1.38547293e-03 
 6.64000000e-08 -3.85005350e-01 -2.68673972e-14  9.89452228e-01  1.38547293e-03 
 7.14000000e-08 -3.85005350e-01 -2.98649994e-14  9.89452228e-01  1.38547293e-03 
 7.64000000e-08 -3.85005350e-01 -3.27515792e-14  9.89452228e-01  1.38547293e-03 
 8.14000000e-08 -3.85005350e-01 -3.57491814e-14  9.89452228e-01  1.38547293e-03 
 8.64000000e-08 -3.85005350e-01 -3.89688282e-14  9.89452228e-01  1.38547293e-03 
 9.14000000e-08 -3.85005350e-01 -4.20774526e-14  9.89452228e-01  1.38547293e-03 
 9.64000000e-08 -3.85005350e-01 -4.51860771e-14  9.89452228e-01  1.38547293e-03 
 1.01400000e-07 -3.85005350e-01 -4.84057239e-14  9.89452228e-01  1.38547293e-03 
 1.06400000e-07 -3.85005350e-01 -5.15143483e-14  9.89452228e-01  1.38547293e-03 
 1.11400000e-07 -3.85005350e-01 -5.45119505e-14  9.89452228e-01  1.38547293e-03 
 1.16400000e-07 -3.85005350e-01 -5.75095527e-14  9.89452228e-01  1.38547293e-03 
 1.21400000e-07 -3.85005350e-01 -6.05071548e-14  9.89452228e-01  1.38547293e-03 
 1.26400000e-07 -3.85005350e-01 -6.33937347e-14  9.89452228e-01  1.38547293e-03 
 1.31400000e-07 -3.85005350e-01 -6.63913369e-14  9.89452228e-01  1.38547293e-03 
 1.36400000e-07 -3.85005350e-01 -6.93889390e-14  9.89452228e-01  1.38547293e-03 
 1.41400000e-07 -3.85005350e-01 -7.24975635e-14  9.89452228e-01  1.38547293e-03 
 1.46400000e-07 -3.85005350e-01 -7.59392549e-14  9.89452228e-01  1.38547293e-03 
 1.51400000e-07 -3.85005350e-01 -7.92699240e-14  9.89452228e-01  1.38547293e-03 
 1.56400000e-07 -3.85005350e-01 -8.24895707e-14  9.89452228e-01  1.38547293e-03 
 1.61400000e-07 -3.85005350e-01 -8.55981952e-14  9.89452228e-01  1.38547293e-03 
 1.66400000e-07 -3.85005350e-01 -8.87068197e-14  9.89452228e-01  1.38547293e-03 
 1.71400000e-07 -3.85005350e-01 -9.17044218e-14  9.89452228e-01  1.38547293e-03 
 1.76400000e-07 -3.85005350e-01 -9.45910017e-14  9.89452228e-01  1.38547293e-03 
 1.81400000e-07 -3.85005350e-01 -9.74775816e-14  9.89452228e-01  1.38547293e-03 
 1.86400000e-07 -3.85005350e-01 -1.00364161e-13  9.89452228e-01  1.38547293e-03 
 1.91400000e-07 -3.85005350e-01 -1.03361764e-13  9.89452228e-01  1.38547293e-03 
 1.96400000e-07 -3.85005350e-01 -1.06359366e-13  9.89452228e-01  1.38547293e-03 
 2.01400000e-07 -3.85005350e-01 -1.09467990e-13  9.89452228e-01  1.38547293e-03 
 2.06400000e-07 -3.85005350e-01 -1.12576615e-13  9.89452228e-01  1.38547293e-03 
 2.11400000e-07 -3.85005350e-01 -1.15574217e-13  9.89452228e-01  1.38547293e-03 
 2.16400000e-07 -3.85005350e-01 -1.18460797e-13  9.89452228e-01  1.38547293e-03 
 2.21400000e-07 -3.85005350e-01 -1.21569421e-13  9.89452228e-01  1.38547293e-03 
 2.26400000e-07 -3.85005350e-01 -1.24900090e-13  9.89452228e-01  1.38547293e-03 
 2.31400000e-07 -3.85005350e-01 -1.28119737e-13  9.89452228e-01  1.38547293e-03 
 2.36400000e-07 -3.85005350e-01 -1.31339384e-13  9.89452228e-01  1.38547293e-03 
 2.41400000e-07 -3.85005350e-01 -1.34448008e-13  9.89452228e-01  1.38547293e-03 
 2.46400000e-07 -3.85005350e-01 -1.37445610e-13  9.89452228e-01  1.38547293e-03 
 2.51400000e-07 -3.85005350e-01 -1.40443213e-13  9.89452228e-01  1.38547293e-03 
 2.56400000e-07 -3.85005350e-01 -1.43551837e-13  9.89452228e-01  1.38547293e-03 
 2.61400000e-07 -3.85005350e-01 -1.46660462e-13  9.89452228e-01  1.38547293e-03 
