 time            d6              h6              c6              p6             
 0.00000000e+00 -3.61327469e-01 -1.06581410e-14  9.89452028e-01  1.38550717e-03 
 5.00000000e-11 -3.61327469e-01 -1.05471187e-14  9.89452028e-01  1.38550717e-03 
 1.00000000e-10 -3.61327469e-01 -1.04360964e-14  9.89452028e-01  1.38550717e-03 
 2.00000000e-10 -3.61327469e-01 -1.02140518e-14  9.89452028e-01  1.38550717e-03 
 4.00000000e-10 -3.61327469e-01 -9.99200722e-15  9.89452028e-01  1.38550717e-03 
 8.00000000e-10 -3.61327469e-01 -1.01030295e-14  9.89452028e-01  1.38550717e-03 
 1.60000000e-09 -3.61327469e-01 -1.01030295e-14  9.89452028e-01  1.38550717e-03 
 3.20000000e-09 -3.61327469e-01 -9.32587341e-15  9.89452028e-01  1.38550717e-03 
 6.40000000e-09 -3.61327469e-01 -8.88178420e-15  9.89452028e-01  1.38550717e-03 
 1.14000000e-08 -3.61327469e-01 -8.99280650e-15  9.89452028e-01  1.38550717e-03 
 1.64000000e-08 -3.61327469e-01 -8.32667268e-15  9.89452028e-01  1.38550717e-03 
 2.14000000e-08 -3.61327469e-01 -7.54951657e-15  9.89452028e-01  1.38550717e-03 
 2.64000000e-08 -3.61327469e-01 -6.88338275e-15  9.89452028e-01  1.38550717e-03 
 3.14000000e-08 -3.61327469e-01 -6.32827124e-15  9.89452028e-01  1.38550717e-03 
 3.64000000e-08 -3.61327469e-01 -5.77315973e-15  9.89452028e-01  1.38550717e-03 
 4.14000000e-08 -3.61327469e-01 -5.10702591e-15  9.89452028e-01  1.38550717e-03 
 4.64000000e-08 -3.61327469e-01 -4.32986980e-15  9.89452028e-01  1.38550717e-03 
 5.14000000e-08 -3.61327469e-01 -3.55271368e-15  9.89452028e-01  1.38550717e-03 
 5.64000000e-08 -3.61327469e-01 -2.88657986e-15  9.89452028e-01  1.38550717e-03 
 6.14000000e-08 -3.61327469e-01 -2.33146835e-15  9.89452028e-01  1.38550717e-03 
 6.64000000e-08 -3.61327469e-01 -1.77635684e-15  9.89452028e-01  1.38550717e-03 
 7.14000000e-08 -3.61327469e-01 -1.11022302e-15  9.89452028e-01  1.38550717e-03 
 7.64000000e-08 -3.61327469e-01 -2.22044605e-16  9.89452028e-01  1.38550717e-03 
 8.14000000e-08 -3.61327469e-01  7.77156117e-16  9.89452028e-01  1.38550717e-03 
 8.64000000e-08 -3.61327469e-01  1.88737914e-15  9.89452028e-01  1.38550717e-03 
 9.14000000e-08 -3.61327469e-01  2.99760217e-15  9.89452028e-01  1.38550717e-03 
 9.64000000e-08 -3.61327469e-01  3.77475828e-15  9.89452028e-01  1.38550717e-03 
 1.01400000e-07 -3.61327469e-01  4.44089210e-15  9.89452028e-01  1.38550717e-03 
 1.06400000e-07 -3.61327469e-01  5.44009282e-15  9.89452028e-01  1.38550717e-03 
 1.11400000e-07 -3.61327469e-01  6.55031585e-15  9.89452028e-01  1.38550717e-03 
 1.16400000e-07 -3.61327469e-01  7.54951657e-15  9.89452028e-01  1.38550717e-03 
 1.21400000e-07 -3.61327469e-01  8.43769499e-15  9.89452028e-01  1.38550717e-03 
 1.26400000e-07 -3.61327469e-01  9.21485110e-15  9.89452028e-01  1.38550717e-03 
 1.31400000e-07 -3.61327469e-01  9.99200722e-15  9.89452028e-01  1.38550717e-03 
 1.36400000e-07 -3.61327469e-01  1.09912079e-14  9.89452028e-01  1.38550717e-03 
 1.41400000e-07 -3.61327469e-01  1.22124533e-14  9.89452028e-01  1.38550717e-03 
 1.46400000e-07 -3.61327469e-01  1.31006317e-14  9.89452028e-01  1.38550717e-03 
 1.51400000e-07 -3.61327469e-01  1.39888101e-14  9.89452028e-01  1.38550717e-03 
 1.56400000e-07 -3.61327469e-01  1.48769885e-14  9.89452028e-01  1.38550717e-03 
 1.61400000e-07 -3.61327469e-01  1.55431223e-14  9.89452028e-01  1.38550717e-03 
 1.66400000e-07 -3.61327469e-01  1.63202785e-14  9.89452028e-01  1.38550717e-03 
 1.71400000e-07 -3.61327469e-01  1.72084569e-14  9.89452028e-01  1.38550717e-03 
 1.76400000e-07 -3.61327469e-01  1.80966353e-14  9.89452028e-01  1.38550717e-03 
 1.81400000e-07 -3.61327469e-01  1.88737914e-14  9.89452028e-01  1.38550717e-03 
 1.86400000e-07 -3.61327469e-01  1.96509475e-14  9.89452028e-01  1.38550717e-03 
 1.91400000e-07 -3.61327469e-01  2.04281037e-14  9.89452028e-01  1.38550717e-03 
 1.96400000e-07 -3.61327469e-01  2.12052598e-14  9.89452028e-01  1.38550717e-03 
 2.01400000e-07 -3.61327469e-01  2.20934382e-14  9.89452028e-01  1.38550717e-03 
 2.06400000e-07 -3.61327469e-01  2.30926389e-14  9.89452028e-01  1.38550717e-03 
 2.11400000e-07 -3.61327469e-01  2.42028619e-14  9.89452028e-01  1.38550717e-03 
 2.16400000e-07 -3.61327469e-01  2.49800181e-14  9.89452028e-01  1.38550717e-03 
 2.21400000e-07 -3.61327469e-01  2.55351296e-14  9.89452028e-01  1.38550717e-03 
