 frequency       lr              li             
 3.09029543e+04 -1.47083065e+01 -3.31099606e+02 
 3.16227766e+04 -1.45369934e+01 -3.23534053e+02 
 3.23593657e+04 -1.43731709e+01 -3.16139893e+02 
 3.31131121e+04 -1.42164918e+01 -3.08913219e+02 
 3.38844156e+04 -1.40666245e+01 -3.01850211e+02 
 3.46736850e+04 -1.39232514e+01 -2.94947134e+02 
 3.54813389e+04 -1.37860690e+01 -2.88200341e+02 
 3.63078055e+04 -1.36547869e+01 -2.81606263e+02 
 3.71535229e+04 -1.35291271e+01 -2.75161415e+02 
 3.80189396e+04 -1.34088237e+01 -2.68862388e+02 
 3.89045145e+04 -1.32936222e+01 -2.62705852e+02 
 3.98107171e+04 -1.31832787e+01 -2.56688552e+02 
 4.07380278e+04 -1.30775599e+01 -2.50807306e+02 
 4.16869383e+04 -1.29762424e+01 -2.45059003e+02 
 4.26579519e+04 -1.28791120e+01 -2.39440604e+02 
 4.36515832e+04 -1.27859634e+01 -2.33949137e+02 
 4.46683592e+04 -1.26966000e+01 -2.28581700e+02 
 4.57088190e+04 -1.26108333e+01 -2.23335453e+02 
 4.67735141e+04 -1.25284823e+01 -2.18207623e+02 
 4.78630092e+04 -1.24493735e+01 -2.13195498e+02 
 4.89778819e+04 -1.23733403e+01 -2.08296430e+02 
 5.01187234e+04 -1.23002228e+01 -2.03507827e+02 
 5.12861384e+04 -1.22298673e+01 -1.98827159e+02 
 5.24807460e+04 -1.21621261e+01 -1.94251951e+02 
 5.37031796e+04 -1.20968573e+01 -1.89779787e+02 
 5.49540874e+04 -1.20339243e+01 -1.85408303e+02 
 5.62341325e+04 -1.19731957e+01 -1.81135190e+02 
 5.75439937e+04 -1.19145446e+01 -1.76958190e+02 
 5.88843655e+04 -1.18578493e+01 -1.72875098e+02 
 6.02559586e+04 -1.18029920e+01 -1.68883759e+02 
 6.16595002e+04 -1.17498591e+01 -1.64982066e+02 
 6.30957344e+04 -1.16983412e+01 -1.61167960e+02 
 6.45654229e+04 -1.16483322e+01 -1.57439429e+02 
 6.60693448e+04 -1.15997297e+01 -1.53794507e+02 
 6.76082975e+04 -1.15524347e+01 -1.50231273e+02 
 6.91830971e+04 -1.15063511e+01 -1.46747851e+02 
 7.07945784e+04 -1.14613860e+01 -1.43342405e+02 
 7.24435960e+04 -1.14174489e+01 -1.40013142e+02 
 7.41310241e+04 -1.13744525e+01 -1.36758313e+02 
 7.58577575e+04 -1.13323114e+01 -1.33576205e+02 
 7.76247117e+04 -1.12909430e+01 -1.30465147e+02 
 7.94328235e+04 -1.12502665e+01 -1.27423505e+02 
 8.12830516e+04 -1.12102036e+01 -1.24449683e+02 
 8.31763771e+04 -1.11706777e+01 -1.21542123e+02 
 8.51138038e+04 -1.11316140e+01 -1.18699303e+02 
 8.70963590e+04 -1.10929397e+01 -1.15919733e+02 
 8.91250938e+04 -1.10545835e+01 -1.13201962e+02 
 9.12010839e+04 -1.10164758e+01 -1.10544571e+02 
 9.33254301e+04 -1.09785482e+01 -1.07946174e+02 
 9.54992586e+04 -1.09407342e+01 -1.05405418e+02 
 9.77237221e+04 -1.09029681e+01 -1.02920980e+02 
 1.00000000e+05 -1.08651861e+01 -1.00491571e+02 
 1.02329299e+05 -1.08273252e+01 -9.81159315e+01 
 1.04712855e+05 -1.07893238e+01 -9.57928309e+01 
 1.07151931e+05 -1.07511215e+01 -9.35210690e+01 
 1.09647820e+05 -1.07126591e+01 -9.12994741e+01 
 1.12201845e+05 -1.06738783e+01 -8.91269026e+01 
 1.14815362e+05 -1.06347223e+01 -8.70022386e+01 
 1.17489755e+05 -1.05951352e+01 -8.49243932e+01 
 1.20226443e+05 -1.05550622e+01 -8.28923040e+01 
 1.23026877e+05 -1.05144498e+01 -8.09049349e+01 
 1.25892541e+05 -1.04732457e+01 -7.89612748e+01 
 1.28824955e+05 -1.04313986e+01 -7.70603381e+01 
 1.31825674e+05 -1.03888587e+01 -7.52011634e+01 
 1.34896288e+05 -1.03455773e+01 -7.33828134e+01 
 1.38038426e+05 -1.03015072e+01 -7.16043743e+01 
 1.41253754e+05 -1.02566024e+01 -6.98649554e+01 
 1.44543977e+05 -1.02108186e+01 -6.81636885e+01 
 1.47910839e+05 -1.01641129e+01 -6.64997277e+01 
 1.51356125e+05 -1.01164440e+01 -6.48722486e+01 
 1.54881662e+05 -1.00677724e+01 -6.32804480e+01 
 1.58489319e+05 -1.00180603e+01 -6.17235435e+01 
 1.62181010e+05 -9.96727165e+00 -6.02007730e+01 
 1.65958691e+05 -9.91537263e+00 -5.87113942e+01 
 1.69824365e+05 -9.86233130e+00 -5.72546841e+01 
 1.73780083e+05 -9.80811790e+00 -5.58299386e+01 
 1.77827941e+05 -9.75270494e+00 -5.44364723e+01 
 1.81970086e+05 -9.69606723e+00 -5.30736176e+01 
 1.86208714e+05 -9.63818203e+00 -5.17407244e+01 
 1.90546072e+05 -9.57902912e+00 -5.04371597e+01 
 1.94984460e+05 -9.51859087e+00 -4.91623072e+01 
 1.99526231e+05 -9.45685234e+00 -4.79155667e+01 
 2.04173794e+05 -9.39380135e+00 -4.66963535e+01 
 2.08929613e+05 -9.32942852e+00 -4.55040984e+01 
 2.13796209e+05 -9.26372734e+00 -4.43382466e+01 
 2.18776162e+05 -9.19669425e+00 -4.31982578e+01 
 2.23872114e+05 -9.12832860e+00 -4.20836054e+01 
 2.29086765e+05 -9.05863276e+00 -4.09937760e+01 
 2.34422882e+05 -8.98761205e+00 -3.99282691e+01 
 2.39883292e+05 -8.91527480e+00 -3.88865967e+01 
 2.45470892e+05 -8.84163230e+00 -3.78682825e+01 
 2.51188643e+05 -8.76669878e+00 -3.68728619e+01 
 2.57039578e+05 -8.69049135e+00 -3.58998810e+01 
 2.63026799e+05 -8.61302997e+00 -3.49488967e+01 
 2.69153480e+05 -8.53433737e+00 -3.40194759e+01 
 2.75422870e+05 -8.45443893e+00 -3.31111954e+01 
 2.81838293e+05 -8.37336263e+00 -3.22236411e+01 
 2.88403150e+05 -8.29113890e+00 -3.13564079e+01 
 2.95120923e+05 -8.20780050e+00 -3.05090993e+01 
 3.01995172e+05 -8.12338241e+00 -2.96813269e+01 
 3.09029543e+05 -8.03792167e+00 -2.88727102e+01 
 3.16227766e+05 -7.95145720e+00 -2.80828761e+01 
 3.23593657e+05 -7.86402969e+00 -2.73114587e+01 
 3.31131121e+05 -7.77568140e+00 -2.65580993e+01 
 3.38844156e+05 -7.68645600e+00 -2.58224453e+01 
 3.46736850e+05 -7.59639839e+00 -2.51041511e+01 
 3.54813389e+05 -7.50555455e+00 -2.44028768e+01 
 3.63078055e+05 -7.41397135e+00 -2.37182886e+01 
 3.71535229e+05 -7.32169635e+00 -2.30500585e+01 
 3.80189396e+05 -7.22877771e+00 -2.23978640e+01 
 3.89045145e+05 -7.13526396e+00 -2.17613881e+01 
 3.98107171e+05 -7.04120385e+00 -2.11403190e+01 
 4.07380278e+05 -6.94664623e+00 -2.05343501e+01 
 4.16869383e+05 -6.85163990e+00 -1.99431797e+01 
 4.26579519e+05 -6.75623347e+00 -1.93665113e+01 
 4.36515832e+05 -6.66047521e+00 -1.88040531e+01 
 4.46683592e+05 -6.56441300e+00 -1.82555180e+01 
 4.57088190e+05 -6.46809417e+00 -1.77206239e+01 
 4.67735141e+05 -6.37156544e+00 -1.71990930e+01 
 4.78630092e+05 -6.27487280e+00 -1.66906524e+01 
 4.89778819e+05 -6.17806150e+00 -1.61950337e+01 
 5.01187234e+05 -6.08117594e+00 -1.57119728e+01 
 5.12861384e+05 -5.98425964e+00 -1.52412106e+01 
 5.24807460e+05 -5.88735518e+00 -1.47824919e+01 
 5.37031796e+05 -5.79050422e+00 -1.43355663e+01 
 5.49540874e+05 -5.69374743e+00 -1.39001877e+01 
 5.62341325e+05 -5.59712450e+00 -1.34761145e+01 
 5.75439937e+05 -5.50067414e+00 -1.30631092e+01 
 5.88843655e+05 -5.40443409e+00 -1.26609389e+01 
 6.02559586e+05 -5.30844112e+00 -1.22693747e+01 
 6.16595002e+05 -5.21273105e+00 -1.18881923e+01 
 6.30957344e+05 -5.11733882e+00 -1.15171714e+01 
 6.45654229e+05 -5.02229845e+00 -1.11560958e+01 
 6.60693448e+05 -4.92764314e+00 -1.08047536e+01 
 6.76082975e+05 -4.83340526e+00 -1.04629369e+01 
 6.91830971e+05 -4.73961647e+00 -1.01304418e+01 
 7.07945784e+05 -4.64630765e+00 -9.80706841e+00 
 7.24435960e+05 -4.55350908e+00 -9.49262066e+00 
 7.41310241e+05 -4.46125037e+00 -9.18690632e+00 
 7.58577575e+05 -4.36956060e+00 -8.88973688e+00 
 7.76247117e+05 -4.27846830e+00 -8.60092750e+00 
 7.94328235e+05 -4.18800153e+00 -8.32029686e+00 
 8.12830516e+05 -4.09818793e+00 -8.04766714e+00 
 8.31763771e+05 -4.00905471e+00 -7.78286385e+00 
 8.51138038e+05 -3.92062874e+00 -7.52571578e+00 
 8.70963590e+05 -3.83293655e+00 -7.27605486e+00 
 8.91250938e+05 -3.74600434e+00 -7.03371606e+00 
 9.12010839e+05 -3.65985803e+00 -6.79853728e+00 
 9.33254301e+05 -3.57452325e+00 -6.57035925e+00 
 9.54992586e+05 -3.49002532e+00 -6.34902538e+00 
 9.77237221e+05 -3.40638930e+00 -6.13438168e+00 
 1.00000000e+06 -3.32363993e+00 -5.92627664e+00 
 1.02329299e+06 -3.24180162e+00 -5.72456113e+00 
 1.04712855e+06 -3.16089844e+00 -5.52908825e+00 
 1.07151931e+06 -3.08095407e+00 -5.33971328e+00 
 1.09647820e+06 -3.00199176e+00 -5.15629359e+00 
 1.12201845e+06 -2.92403430e+00 -4.97868848e+00 
 1.14815362e+06 -2.84710395e+00 -4.80675918e+00 
 1.17489755e+06 -2.77122238e+00 -4.64036872e+00 
 1.20226443e+06 -2.69641063e+00 -4.47938187e+00 
 1.23026877e+06 -2.62268904e+00 -4.32366510e+00 
 1.25892541e+06 -2.55007717e+00 -4.17308652e+00 
 1.28824955e+06 -2.47859376e+00 -4.02751581e+00 
 1.31825674e+06 -2.40825664e+00 -3.88682423e+00 
 1.34896288e+06 -2.33908268e+00 -3.75088456e+00 
 1.38038426e+06 -2.27108772e+00 -3.61957111e+00 
 1.41253754e+06 -2.20428649e+00 -3.49275968e+00 
 1.44543977e+06 -2.13869259e+00 -3.37032758e+00 
 1.47910839e+06 -2.07431841e+00 -3.25215364e+00 
 1.51356125e+06 -2.01117509e+00 -3.13811819e+00 
 1.54881662e+06 -1.94927247e+00 -3.02810314e+00 
 1.58489319e+06 -1.88861903e+00 -2.92199193e+00 
 1.62181010e+06 -1.82922191e+00 -2.81966962e+00 
 1.65958691e+06 -1.77108684e+00 -2.72102288e+00 
 1.69824365e+06 -1.71421812e+00 -2.62594006e+00 
 1.73780083e+06 -1.65861864e+00 -2.53431120e+00 
 1.77827941e+06 -1.60428984e+00 -2.44602810e+00 
 1.81970086e+06 -1.55123171e+00 -2.36098433e+00 
 1.86208714e+06 -1.49944284e+00 -2.27907530e+00 
 1.90546072e+06 -1.44892036e+00 -2.20019828e+00 
 1.94984460e+06 -1.39966003e+00 -2.12425247e+00 
 1.99526231e+06 -1.35165621e+00 -2.05113900e+00 
 2.04173794e+06 -1.30490194e+00 -1.98076101e+00 
 2.08929613e+06 -1.25938893e+00 -1.91302366e+00 
 2.13796209e+06 -1.21510761e+00 -1.84783418e+00 
 2.18776162e+06 -1.17204721e+00 -1.78510188e+00 
 2.23872114e+06 -1.13019577e+00 -1.72473818e+00 
 2.29086765e+06 -1.08954020e+00 -1.66665668e+00 
 2.34422882e+06 -1.05006635e+00 -1.61077312e+00 
 2.39883292e+06 -1.01175905e+00 -1.55700541e+00 
 2.45470892e+06 -9.74602190e-01 -1.50527367e+00 
 2.51188643e+06 -9.38578759e-01 -1.45550021e+00 
 2.57039578e+06 -9.03670931e-01 -1.40760956e+00 
 2.63026799e+06 -8.69860117e-01 -1.36152844e+00 
 2.69153480e+06 -8.37127035e-01 -1.31718575e+00 
 2.75422870e+06 -8.05451775e-01 -1.27451263e+00 
 2.81838293e+06 -7.74813861e-01 -1.23344234e+00 
 2.88403150e+06 -7.45192322e-01 -1.19391034e+00 
 2.95120923e+06 -7.16565752e-01 -1.15585421e+00 
 3.01995172e+06 -6.88912374e-01 -1.11921365e+00 
 3.09029543e+06 -6.62210100e-01 -1.08393045e+00 
 3.16227766e+06 -6.36436593e-01 -1.04994845e+00 
 3.23593657e+06 -6.11569326e-01 -1.01721351e+00 
 3.31131121e+06 -5.87585631e-01 -9.85673490e-01 
 3.38844156e+06 -5.64462761e-01 -9.55278173e-01 
 3.46736850e+06 -5.42177934e-01 -9.25979260e-01 
 3.54813389e+06 -5.20708383e-01 -8.97730307e-01 
 3.63078055e+06 -5.00031403e-01 -8.70486686e-01 
 3.71535229e+06 -4.80124392e-01 -8.44205536e-01 
 3.80189396e+06 -4.60964890e-01 -8.18845715e-01 
 3.89045145e+06 -4.42530617e-01 -7.94367747e-01 
 3.98107171e+06 -4.24799507e-01 -7.70733781e-01 
 4.07380278e+06 -4.07749737e-01 -7.47907532e-01 
 4.16869383e+06 -3.91359756e-01 -7.25854231e-01 
 4.26579519e+06 -3.75608311e-01 -7.04540579e-01 
 4.36515832e+06 -3.60474469e-01 -6.83934693e-01 
 4.46683592e+06 -3.45937636e-01 -6.64006054e-01 
 4.57088190e+06 -3.31977573e-01 -6.44725460e-01 
 4.67735141e+06 -3.18574415e-01 -6.26064974e-01 
 4.78630092e+06 -3.05708679e-01 -6.07997878e-01 
 4.89778819e+06 -2.93361275e-01 -5.90498624e-01 
 5.01187234e+06 -2.81513515e-01 -5.73542789e-01 
 5.12861384e+06 -2.70147119e-01 -5.57107025e-01 
 5.24807460e+06 -2.59244216e-01 -5.41169024e-01 
 5.37031796e+06 -2.48787351e-01 -5.25707465e-01 
 5.49540874e+06 -2.38759482e-01 -5.10701982e-01 
 5.62341325e+06 -2.29143980e-01 -4.96133119e-01 
 5.75439937e+06 -2.19924628e-01 -4.81982293e-01 
 5.88843655e+06 -2.11085618e-01 -4.68231759e-01 
 6.02559586e+06 -2.02611544e-01 -4.54864574e-01 
 6.16595002e+06 -1.94487400e-01 -4.41864566e-01 
 6.30957344e+06 -1.86698574e-01 -4.29216298e-01 
 6.45654229e+06 -1.79230837e-01 -4.16905044e-01 
 6.60693448e+06 -1.72070344e-01 -4.04916758e-01 
 6.76082975e+06 -1.65203619e-01 -3.93238045e-01 
 6.91830971e+06 -1.58617552e-01 -3.81856142e-01 
 7.07945784e+06 -1.52299389e-01 -3.70758889e-01 
 7.24435960e+06 -1.46236728e-01 -3.59934711e-01 
 7.41310241e+06 -1.40417506e-01 -3.49372597e-01 
 7.58577575e+06 -1.34829998e-01 -3.39062077e-01 
 7.76247117e+06 -1.29462806e-01 -3.28993211e-01 
 7.94328235e+06 -1.24304853e-01 -3.19156566e-01 
 8.12830516e+06 -1.19345380e-01 -3.09543205e-01 
 8.31763771e+06 -1.14573938e-01 -3.00144669e-01 
 8.51138038e+06 -1.09980386e-01 -2.90952966e-01 
 8.70963590e+06 -1.05554884e-01 -2.81960558e-01 
 8.91250938e+06 -1.01287893e-01 -2.73160346e-01 
 9.12010839e+06 -9.71701724e-02 -2.64545660e-01 
 9.33254301e+06 -9.31927777e-02 -2.56110249e-01 
 9.54992586e+06 -8.93470610e-02 -2.47848267e-01 
 9.77237221e+06 -8.56246711e-02 -2.39754261e-01 
 1.00000000e+07 -8.20175547e-02 -2.31823164e-01 
 1.02329299e+07 -7.85179584e-02 -2.24050279e-01 
 1.04712855e+07 -7.51184311e-02 -2.16431270e-01 
 1.07151931e+07 -7.18118273e-02 -2.08962147e-01 
 1.09647820e+07 -6.85913106e-02 -2.01639254e-01 
 1.12201845e+07 -6.54503577e-02 -1.94459255e-01 
 1.14815362e+07 -6.23827620e-02 -1.87419121e-01 
 1.17489755e+07 -5.93826385e-02 -1.80516111e-01 
 1.20226443e+07 -5.64444271e-02 -1.73747761e-01 
 1.23026877e+07 -5.35628965e-02 -1.67111858e-01 
 1.25892541e+07 -5.07331477e-02 -1.60606432e-01 
 1.28824955e+07 -4.79506157e-02 -1.54229730e-01 
 1.31825674e+07 -4.52110720e-02 -1.47980198e-01 
 1.34896288e+07 -4.25106248e-02 -1.41856461e-01 
 1.38038426e+07 -3.98457188e-02 -1.35857300e-01 
 1.41253754e+07 -3.72131328e-02 -1.29981631e-01 
 1.44543977e+07 -3.46099772e-02 -1.24228484e-01 
 1.47910839e+07 -3.20336884e-02 -1.18596980e-01 
 1.51356125e+07 -2.94820231e-02 -1.13086305e-01 
 1.54881662e+07 -2.69530496e-02 -1.07695694e-01 
 1.58489319e+07 -2.44451382e-02 -1.02424406e-01 
 1.62181010e+07 -2.19569498e-02 -9.72717027e-02 
 1.65958691e+07 -1.94874227e-02 -9.22368284e-02 
 1.69824365e+07 -1.70357578e-02 -8.73189925e-02 
 1.73780083e+07 -1.46014026e-02 -8.25173504e-02 
 1.77827941e+07 -1.21840335e-02 -7.78309877e-02 
 1.81970086e+07 -9.78353769e-03 -7.32589053e-02 
 1.86208714e+07 -7.39999280e-03 -6.88000070e-02 
 1.90546072e+07 -5.03364713e-03 -6.44530881e-02 
 1.94984460e+07 -2.68489843e-03 -6.02168269e-02 
 1.99526231e+07 -3.54272761e-04 -5.60897775e-02 
 2.04173794e+07  1.95759689e-03 -5.20703652e-02 
 2.08929613e+07  4.24999176e-03 -4.81568837e-02 
 2.13796209e+07  6.52212815e-03 -4.43474942e-02 
 2.18776162e+07  8.77317760e-03 -4.06402269e-02 
 2.23872114e+07  1.10022863e-02 -3.70329840e-02 
 2.29086765e+07  1.32085937e-02 -3.35235441e-02 
 2.34422882e+07  1.53912493e-02 -3.01095693e-02 
 2.39883292e+07  1.75494290e-02 -2.67886124e-02 
 2.45470892e+07  1.96823496e-02 -2.35581259e-02 
 2.51188643e+07  2.17892817e-02 -2.04154724e-02 
 2.57039578e+07  2.38695608e-02 -1.73579352e-02 
 2.63026799e+07  2.59225977e-02 -1.43827299e-02 
 2.69153480e+07  2.79478862e-02 -1.14870162e-02 
 2.75422870e+07  2.99450098e-02 -8.66791018e-03 
 2.81838293e+07  3.19136464e-02 -5.92249648e-03 
 2.88403150e+07  3.38535721e-02 -3.24784043e-03 
 2.95120923e+07  3.57646628e-02 -6.40999809e-04 
 3.01995172e+07  3.76468949e-02  1.90096378e-03 
 3.09029543e+07  3.95003447e-02  4.38097405e-03 
 3.16227766e+07  4.13251868e-02  6.80192993e-03 
 3.23593657e+07  4.31216907e-02  9.16669617e-03 
 3.31131121e+07  4.48902181e-02  1.14780948e-02 
 3.38844156e+07  4.66312177e-02  1.37388973e-02 
 3.46736850e+07  4.83452208e-02  1.59518181e-02 
 3.54813389e+07  5.00328355e-02  1.81195088e-02 
 3.63078055e+07  5.16947414e-02  2.02445527e-02 
 3.71535229e+07  5.33316833e-02  2.23294616e-02 
 3.80189396e+07  5.49444654e-02  2.43766721e-02 
 3.89045145e+07  5.65339450e-02  2.63885437e-02 
 3.98107171e+07  5.81010270e-02  2.83673572e-02 
 4.07380278e+07  5.96466579e-02  3.03153140e-02 
 4.16869383e+07  6.11718203e-02  3.22345359e-02 
 4.26579519e+07  6.26775283e-02  3.41270658e-02 
 4.36515832e+07  6.41648219e-02  3.59948688e-02 
 4.46683592e+07  6.56347634e-02  3.78398334e-02 
 4.57088190e+07  6.70884333e-02  3.96637735e-02 
 4.67735141e+07  6.85269267e-02  4.14684305e-02 
 4.78630092e+07  6.99513505e-02  4.32554758e-02 
 4.89778819e+07  7.13628208e-02  4.50265130e-02 
 5.01187234e+07  7.27624607e-02  4.67830807e-02 
 5.12861384e+07  7.41513991e-02  4.85266551e-02 
 5.24807460e+07  7.55307690e-02  5.02586523e-02 
 5.37031796e+07  7.69017068e-02  5.19804310e-02 
 5.49540874e+07  7.82653519e-02  5.36932949e-02 
 5.62341325e+07  7.96228463e-02  5.53984944e-02 
 5.75439937e+07  8.09753348e-02  5.70972293e-02 
 5.88843655e+07  8.23239654e-02  5.87906501e-02 
 6.02559586e+07  8.36698895e-02  6.04798596e-02 
 6.16595002e+07  8.50142627e-02  6.21659142e-02 
 6.30957344e+07  8.63582455e-02  6.38498248e-02 
 6.45654229e+07  8.77030044e-02  6.55325581e-02 
 6.60693448e+07  8.90497121e-02  6.72150363e-02 
 6.76082975e+07  9.03995493e-02  6.88981379e-02 
 6.91830971e+07  9.17537046e-02  7.05826978e-02 
 7.07945784e+07  9.31133758e-02  7.22695066e-02 
 7.24435960e+07  9.44797706e-02  7.39593107e-02 
 7.41310241e+07  9.58541069e-02  7.56528114e-02 
 7.58577575e+07  9.72376136e-02  7.73506641e-02 
 7.76247117e+07  9.86315305e-02  7.90534775e-02 
 7.94328235e+07  1.00037109e-01  8.07618126e-02 
 8.12830516e+07  1.01455611e-01  8.24761812e-02 
 8.31763771e+07  1.02888312e-01  8.41970450e-02 
 8.51138038e+07  1.04336494e-01  8.59248139e-02 
 8.70963590e+07  1.05801453e-01  8.76598449e-02 
 8.91250938e+07  1.07284493e-01  8.94024406e-02 
 9.12010839e+07  1.08786926e-01  9.11528476e-02 
 9.33254301e+07  1.10310073e-01  9.29112554e-02 
 9.54992586e+07  1.11855259e-01  9.46777948e-02 
 9.77237221e+07  1.13423816e-01  9.64525368e-02 
 1.00000000e+08  1.15017077e-01  9.82354908e-02 
 1.02329299e+08  1.16636377e-01  1.00026604e-01 
 1.04712855e+08  1.18283052e-01  1.01825761e-01 
 1.07151931e+08  1.19958431e-01  1.03632780e-01 
 1.09647820e+08  1.21663844e-01  1.05447417e-01 
 1.12201845e+08  1.23400608e-01  1.07269358e-01 
 1.14815362e+08  1.25170035e-01  1.09098226e-01 
 1.17489755e+08  1.26973423e-01  1.10933576e-01 
 1.20226443e+08  1.28812054e-01  1.12774894e-01 
 1.23026877e+08  1.30687196e-01  1.14621601e-01 
 1.25892541e+08  1.32600095e-01  1.16473050e-01 
 1.28824955e+08  1.34551976e-01  1.18328526e-01 
 1.31825674e+08  1.36544037e-01  1.20187249e-01 
 1.34896288e+08  1.38577452e-01  1.22048370e-01 
 1.38038426e+08  1.40653361e-01  1.23910978e-01 
 1.41253754e+08  1.42772875e-01  1.25774093e-01 
 1.44543977e+08  1.44937066e-01  1.27636676e-01 
 1.47910839e+08  1.47146972e-01  1.29497620e-01 
 1.51356125e+08  1.49403591e-01  1.31355761e-01 
 1.54881662e+08  1.51707875e-01  1.33209871e-01 
 1.58489319e+08  1.54060738e-01  1.35058665e-01 
 1.62181010e+08  1.56463044e-01  1.36900799e-01 
 1.65958691e+08  1.58915610e-01  1.38734873e-01 
 1.69824365e+08  1.61419203e-01  1.40559433e-01 
 1.73780083e+08  1.63974539e-01  1.42372968e-01 
 1.77827941e+08  1.66582282e-01  1.44173919e-01 
 1.81970086e+08  1.69243039e-01  1.45960673e-01 
 1.86208714e+08  1.71957363e-01  1.47731569e-01 
 1.90546072e+08  1.74725749e-01  1.49484896e-01 
 1.94984460e+08  1.77548631e-01  1.51218897e-01 
 1.99526231e+08  1.80426385e-01  1.52931768e-01 
 2.04173794e+08  1.83359325e-01  1.54621660e-01 
 2.08929613e+08  1.86347700e-01  1.56286680e-01 
 2.13796209e+08  1.89391695e-01  1.57924889e-01 
 2.18776162e+08  1.92491427e-01  1.59534308e-01 
 2.23872114e+08  1.95646946e-01  1.61112913e-01 
 2.29086765e+08  1.98858228e-01  1.62658642e-01 
 2.34422882e+08  2.02125179e-01  1.64169387e-01 
 2.39883292e+08  2.05447626e-01  1.65643003e-01 
 2.45470892e+08  2.08825321e-01  1.67077305e-01 
 2.51188643e+08  2.12257932e-01  1.68470067e-01 
 2.57039578e+08  2.15745040e-01  1.69819027e-01 
 2.63026799e+08  2.19286142e-01  1.71121886e-01 
 2.69153480e+08  2.22880637e-01  1.72376307e-01 
 2.75422870e+08  2.26527832e-01  1.73579922e-01 
 2.81838293e+08  2.30226929e-01  1.74730330e-01 
 2.88403150e+08  2.33977025e-01  1.75825100e-01 
 2.95120923e+08  2.37777107e-01  1.76861776e-01 
 3.01995172e+08  2.41626043e-01  1.77837876e-01 
 3.09029543e+08  2.45522581e-01  1.78750902e-01 
 3.16227766e+08  2.49465342e-01  1.79598338e-01 
 3.23593657e+08  2.53452814e-01  1.80377663e-01 
 3.31131121e+08  2.57483348e-01  1.81086347e-01 
 3.38844156e+08  2.61555149e-01  1.81721868e-01 
 3.46736850e+08  2.65666276e-01  1.82281713e-01 
 3.54813389e+08  2.69814636e-01  1.82763387e-01 
 3.63078055e+08  2.73997974e-01  1.83164424e-01 
 3.71535229e+08  2.78213876e-01  1.83482396e-01 
 3.80189396e+08  2.82459764e-01  1.83714924e-01 
 3.89045145e+08  2.86732889e-01  1.83859689e-01 
 3.98107171e+08  2.91030334e-01  1.83914443e-01 
 4.07380278e+08  2.95349010e-01  1.83877025e-01 
 4.16869383e+08  2.99685659e-01  1.83745372e-01 
 4.26579519e+08  3.04036851e-01  1.83517533e-01 
 4.36515832e+08  3.08398989e-01  1.83191687e-01 
 4.46683592e+08  3.12768312e-01  1.82766152e-01 
 4.57088190e+08  3.17140902e-01  1.82239406e-01 
 4.67735141e+08  3.21512686e-01  1.81610099e-01 
 4.78630092e+08  3.25879449e-01  1.80877068e-01 
 4.89778819e+08  3.30236839e-01  1.80039354e-01 
 5.01187234e+08  3.34580385e-01  1.79096214e-01 
 5.12861384e+08  3.38905501e-01  1.78047138e-01 
 5.24807460e+08  3.43207510e-01  1.76891856e-01 
 5.37031796e+08  3.47481650e-01  1.75630360e-01 
 5.49540874e+08  3.51723103e-01  1.74262903e-01 
 5.62341325e+08  3.55927002e-01  1.72790020e-01 
 5.75439937e+08  3.60088462e-01  1.71212525e-01 
 5.88843655e+08  3.64202594e-01  1.69531528e-01 
 6.02559586e+08  3.68264529e-01  1.67748429e-01 
 6.16595002e+08  3.72269443e-01  1.65864929e-01 
 6.30957344e+08  3.76212579e-01  1.63883023e-01 
 6.45654229e+08  3.80089270e-01  1.61805004e-01 
 6.60693448e+08  3.83894963e-01  1.59633452e-01 
 6.76082975e+08  3.87625245e-01  1.57371235e-01 
 6.91830971e+08  3.91275863e-01  1.55021494e-01 
 7.07945784e+08  3.94842749e-01  1.52587634e-01 
 7.24435960e+08  3.98322037e-01  1.50073311e-01 
 7.41310241e+08  4.01710090e-01  1.47482414e-01 
 7.58577575e+08  4.05003512e-01  1.44819053e-01 
 7.76247117e+08  4.08199168e-01  1.42087535e-01 
 7.94328235e+08  4.11294200e-01  1.39292344e-01 
 8.12830516e+08  4.14286037e-01  1.36438121e-01 
 8.31763771e+08  4.17172410e-01  1.33529641e-01 
 8.51138038e+08  4.19951358e-01  1.30571787e-01 
 8.70963590e+08  4.22621233e-01  1.27569527e-01 
 8.91250938e+08  4.25180707e-01  1.24527888e-01 
 9.12010839e+08  4.27628774e-01  1.21451934e-01 
 9.33254301e+08  4.29964745e-01  1.18346738e-01 
 9.54992586e+08  4.32188251e-01  1.15217359e-01 
 9.77237221e+08  4.34299232e-01  1.12068821e-01 
 1.00000000e+09  4.36297934e-01  1.08906085e-01 
