corner,temperature_c,vdd_v,reference_current_forced_ua,reference_device_current_at_0p9v_ua,output_current_at_0p9v_ua,error_vs_forced_at_0p9v_pct,error_vs_reference_device_at_0p9v_pct,saturation_compliance_min_v,saturation_compliance_max_v,five_percent_error_vout_min_v,five_percent_error_vout_max_v,sweep_step_v,definition
tt,27,1.8,10.0,10.0000012,10.1780846,1.78084599,1.78083395,0.11,1.8,0.28,1.3,0.01,grid-quantized compliance uses VDS>=model VDSAT; 5% interval uses absolute error versus forced IREF and is validated continuous
