deck,log,exit_code,ngspice_done,convergence_failure,fatal_error,dynamic_gmin_start_count,known_multiplier_warning_count,warning_count,noise_conductance_reset_warning_count,status,manifest_sha256
results/generated/day4/icmr/vcm_0p50.spice,results/raw/day4/logs/icmr/vcm_0p50.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p51.spice,results/raw/day4/logs/icmr/vcm_0p51.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p52.spice,results/raw/day4/logs/icmr/vcm_0p52.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p53.spice,results/raw/day4/logs/icmr/vcm_0p53.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p54.spice,results/raw/day4/logs/icmr/vcm_0p54.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p55.spice,results/raw/day4/logs/icmr/vcm_0p55.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p56.spice,results/raw/day4/logs/icmr/vcm_0p56.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p57.spice,results/raw/day4/logs/icmr/vcm_0p57.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p58.spice,results/raw/day4/logs/icmr/vcm_0p58.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p59.spice,results/raw/day4/logs/icmr/vcm_0p59.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p60.spice,results/raw/day4/logs/icmr/vcm_0p60.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p61.spice,results/raw/day4/logs/icmr/vcm_0p61.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p62.spice,results/raw/day4/logs/icmr/vcm_0p62.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p63.spice,results/raw/day4/logs/icmr/vcm_0p63.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p64.spice,results/raw/day4/logs/icmr/vcm_0p64.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p65.spice,results/raw/day4/logs/icmr/vcm_0p65.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p66.spice,results/raw/day4/logs/icmr/vcm_0p66.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p67.spice,results/raw/day4/logs/icmr/vcm_0p67.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p68.spice,results/raw/day4/logs/icmr/vcm_0p68.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p69.spice,results/raw/day4/logs/icmr/vcm_0p69.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p70.spice,results/raw/day4/logs/icmr/vcm_0p70.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p71.spice,results/raw/day4/logs/icmr/vcm_0p71.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p72.spice,results/raw/day4/logs/icmr/vcm_0p72.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p73.spice,results/raw/day4/logs/icmr/vcm_0p73.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p74.spice,results/raw/day4/logs/icmr/vcm_0p74.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p75.spice,results/raw/day4/logs/icmr/vcm_0p75.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p76.spice,results/raw/day4/logs/icmr/vcm_0p76.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p77.spice,results/raw/day4/logs/icmr/vcm_0p77.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p78.spice,results/raw/day4/logs/icmr/vcm_0p78.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p79.spice,results/raw/day4/logs/icmr/vcm_0p79.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p80.spice,results/raw/day4/logs/icmr/vcm_0p80.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p81.spice,results/raw/day4/logs/icmr/vcm_0p81.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p82.spice,results/raw/day4/logs/icmr/vcm_0p82.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p83.spice,results/raw/day4/logs/icmr/vcm_0p83.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p84.spice,results/raw/day4/logs/icmr/vcm_0p84.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p85.spice,results/raw/day4/logs/icmr/vcm_0p85.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p86.spice,results/raw/day4/logs/icmr/vcm_0p86.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p87.spice,results/raw/day4/logs/icmr/vcm_0p87.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p88.spice,results/raw/day4/logs/icmr/vcm_0p88.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p89.spice,results/raw/day4/logs/icmr/vcm_0p89.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p90.spice,results/raw/day4/logs/icmr/vcm_0p90.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p91.spice,results/raw/day4/logs/icmr/vcm_0p91.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p92.spice,results/raw/day4/logs/icmr/vcm_0p92.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p93.spice,results/raw/day4/logs/icmr/vcm_0p93.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p94.spice,results/raw/day4/logs/icmr/vcm_0p94.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p95.spice,results/raw/day4/logs/icmr/vcm_0p95.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p96.spice,results/raw/day4/logs/icmr/vcm_0p96.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p97.spice,results/raw/day4/logs/icmr/vcm_0p97.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p98.spice,results/raw/day4/logs/icmr/vcm_0p98.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_0p99.spice,results/raw/day4/logs/icmr/vcm_0p99.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p00.spice,results/raw/day4/logs/icmr/vcm_1p00.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p01.spice,results/raw/day4/logs/icmr/vcm_1p01.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p02.spice,results/raw/day4/logs/icmr/vcm_1p02.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p03.spice,results/raw/day4/logs/icmr/vcm_1p03.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p04.spice,results/raw/day4/logs/icmr/vcm_1p04.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p05.spice,results/raw/day4/logs/icmr/vcm_1p05.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p06.spice,results/raw/day4/logs/icmr/vcm_1p06.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p07.spice,results/raw/day4/logs/icmr/vcm_1p07.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p08.spice,results/raw/day4/logs/icmr/vcm_1p08.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p09.spice,results/raw/day4/logs/icmr/vcm_1p09.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p10.spice,results/raw/day4/logs/icmr/vcm_1p10.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p11.spice,results/raw/day4/logs/icmr/vcm_1p11.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p12.spice,results/raw/day4/logs/icmr/vcm_1p12.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p13.spice,results/raw/day4/logs/icmr/vcm_1p13.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p14.spice,results/raw/day4/logs/icmr/vcm_1p14.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p15.spice,results/raw/day4/logs/icmr/vcm_1p15.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p16.spice,results/raw/day4/logs/icmr/vcm_1p16.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p17.spice,results/raw/day4/logs/icmr/vcm_1p17.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p18.spice,results/raw/day4/logs/icmr/vcm_1p18.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p19.spice,results/raw/day4/logs/icmr/vcm_1p19.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p20.spice,results/raw/day4/logs/icmr/vcm_1p20.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p21.spice,results/raw/day4/logs/icmr/vcm_1p21.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p22.spice,results/raw/day4/logs/icmr/vcm_1p22.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p23.spice,results/raw/day4/logs/icmr/vcm_1p23.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p24.spice,results/raw/day4/logs/icmr/vcm_1p24.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p25.spice,results/raw/day4/logs/icmr/vcm_1p25.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p26.spice,results/raw/day4/logs/icmr/vcm_1p26.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p27.spice,results/raw/day4/logs/icmr/vcm_1p27.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p28.spice,results/raw/day4/logs/icmr/vcm_1p28.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p29.spice,results/raw/day4/logs/icmr/vcm_1p29.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p30.spice,results/raw/day4/logs/icmr/vcm_1p30.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p31.spice,results/raw/day4/logs/icmr/vcm_1p31.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p32.spice,results/raw/day4/logs/icmr/vcm_1p32.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p33.spice,results/raw/day4/logs/icmr/vcm_1p33.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p34.spice,results/raw/day4/logs/icmr/vcm_1p34.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p35.spice,results/raw/day4/logs/icmr/vcm_1p35.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p36.spice,results/raw/day4/logs/icmr/vcm_1p36.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p37.spice,results/raw/day4/logs/icmr/vcm_1p37.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p38.spice,results/raw/day4/logs/icmr/vcm_1p38.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p39.spice,results/raw/day4/logs/icmr/vcm_1p39.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p40.spice,results/raw/day4/logs/icmr/vcm_1p40.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p41.spice,results/raw/day4/logs/icmr/vcm_1p41.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p42.spice,results/raw/day4/logs/icmr/vcm_1p42.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p43.spice,results/raw/day4/logs/icmr/vcm_1p43.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p44.spice,results/raw/day4/logs/icmr/vcm_1p44.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p45.spice,results/raw/day4/logs/icmr/vcm_1p45.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p46.spice,results/raw/day4/logs/icmr/vcm_1p46.log,0,True,False,False,2,1,1,0,PASS_WITH_DYNAMIC_GMIN,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
results/generated/day4/icmr/vcm_1p47.spice,results/raw/day4/logs/icmr/vcm_1p47.log,0,True,False,False,0,1,1,0,PASS,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
