frequency_hz,output_noise_density_V_per_sqrtHz,input_noise_density_V_per_sqrtHz,independent_output_over_Ad_V_per_sqrtHz,input_refer_verification_relative_error,manifest_sha256
13.1825674,0.00608657845,2.51553043e-06,2.515221159e-06,0.0001229447145,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
13.4896288,0.00602720153,2.49099062e-06,2.490684365e-06,0.000122945065,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
13.8038426,0.00596840658,2.46669134e-06,2.466388075e-06,0.0001229441616,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
14.1253754,0.00591018786,2.44263022e-06,2.442329909e-06,0.0001229456559,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
14.4543977,0.00585253969,2.4188049e-06,2.418507524e-06,0.000122943482,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
14.7910839,0.00579545644,2.39521307e-06,2.394918594e-06,0.0001229435161,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
15.1356125,0.00573893254,2.37185241e-06,2.37156081e-06,0.0001229418305,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
15.4881662,0.00568296247,2.34872066e-06,2.348431898e-06,0.0001229443441,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
15.8489319,0.00562754078,2.32581555e-06,2.325529599e-06,0.0001229463888,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
16.218101,0.00557266207,2.30313485e-06,2.302851696e-06,0.0001229429274,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
16.5958691,0.00551832098,2.28067636e-06,2.280395967e-06,0.0001229427787,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
16.9824365,0.00546451221,2.25843787e-06,2.258160213e-06,0.0001229418477,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
17.3780083,0.00541123051,2.23641723e-06,2.236142272e-06,0.0001229458604,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
17.7827941,0.0053584707,2.21461228e-06,2.214340006e-06,0.0001229441493,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
18.1970086,0.00530622762,2.1930209e-06,2.192751284e-06,0.0001229426132,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
18.6208714,0.0052544962,2.17164099e-06,2.171374004e-06,0.0001229421183,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
19.0546072,0.00520327138,2.15047047e-06,2.150206086e-06,0.0001229424623,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
19.498446,0.00515254818,2.12950726e-06,2.129245457e-06,0.0001229405328,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
19.9526231,0.00510232165,2.10874934e-06,2.108490084e-06,0.0001229430052,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
20.4173794,0.0050525869,2.08819467e-06,2.087937942e-06,0.0001229423529,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
20.8929613,0.0050033391,2.06784126e-06,2.067587036e-06,0.0001229418557,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
21.3796209,0.00495457344,2.04768713e-06,2.047435384e-06,0.0001229417137,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
21.8776162,0.00490628517,2.02773031e-06,2.027481016e-06,0.000122942436,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
22.3872114,0.00485846959,2.00796885e-06,2.007721984e-06,0.0001229432606,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
22.9086765,0.00481112206,1.98840085e-06,1.988156391e-06,0.0001229423165,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
23.4422882,0.00476423795,1.96902439e-06,1.96878231e-06,0.0001229441543,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
23.9883292,0.00471781271,1.94983758e-06,1.94959786e-06,0.0001229436892,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
24.5470892,0.00467184183,1.93083856e-06,1.930601182e-06,0.0001229401611,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
25.1188643,0.00462632081,1.91202549e-06,1.91179042e-06,0.0001229428598,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
25.7039578,0.00458124525,1.89339653e-06,1.89316375e-06,0.0001229428708,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
26.3026799,0.00453661075,1.87494987e-06,1.874719359e-06,0.0001229422487,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
26.915348,0.00449241297,1.85668371e-06,1.856455452e-06,0.0001229383584,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
27.542287,0.00444864762,1.83859629e-06,1.838370249e-06,0.0001229422781,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
28.1838293,0.00440531043,1.82068584e-06,1.820462001e-06,0.0001229421372,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
28.840315,0.0043623972,1.80295062e-06,1.802728965e-06,0.0001229400821,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
29.5120923,0.00431990375,1.78538891e-06,1.785169412e-06,0.0001229410468,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
30.1995172,0.00427782595,1.767999e-06,1.76778164e-06,0.0001229409671,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
30.9029543,0.00423615971,1.7507792e-06,1.750563957e-06,0.0001229410298,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
31.6227766,0.00419490099,1.73372784e-06,1.733514693e-06,0.000122941255,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
32.3593657,0.00415404576,1.71684326e-06,1.716632191e-06,0.00012294011,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
33.1131121,0.00411359007,1.70012382e-06,1.69991481e-06,0.0001229379053,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
33.8844156,0.00407352998,1.6835679e-06,1.683360927e-06,0.000122937411,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
34.673685,0.0040338616,1.6671739e-06,1.666968936e-06,0.0001229412345,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
35.4813389,0.00399458108,1.65094021e-06,1.650737236e-06,0.000122944404,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
36.3078055,0.00395568461,1.63486526e-06,1.634664274e-06,0.0001229374856,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
37.1535229,0.00391716839,1.6189475e-06,1.618748469e-06,0.0001229382396,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
38.0189396,0.0038790287,1.60318537e-06,1.602988281e-06,0.0001229359994,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
38.9045145,0.00384126183,1.58757735e-06,1.587382178e-06,0.0001229372337,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
39.8107171,0.00380386412,1.57212193e-06,1.571928651e-06,0.0001229411835,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
40.7380278,0.00376683193,1.5568176e-06,1.556626205e-06,0.0001229399856,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
41.6869383,0.00373016167,1.54166288e-06,1.54147335e-06,0.0001229383721,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
42.6579519,0.00369384978,1.52665629e-06,1.526468612e-06,0.0001229342116,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
43.6515832,0.00365789274,1.51179639e-06,1.511610541e-06,0.0001229324736,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
44.6683592,0.00362228705,1.49708174e-06,1.496897693e-06,0.0001229371889,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
45.708819,0.00358702926,1.4825109e-06,1.482328645e-06,0.0001229369513,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
46.7735141,0.00355211596,1.46808246e-06,1.467901982e-06,0.0001229347553,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
47.8630092,0.00351754375,1.45379503e-06,1.453616308e-06,0.0001229350253,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
48.9778819,0.00348330927,1.43964721e-06,1.439470231e-06,0.0001229325146,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
50.1187234,0.00344940922,1.42563765e-06,1.425462389e-06,0.0001229353003,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
51.2861384,0.0034158403,1.41176497e-06,1.411591425e-06,0.0001229277175,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
52.480746,0.00338259925,1.39802785e-06,1.397855986e-06,0.0001229329007,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
53.7031796,0.00334968285,1.38442493e-06,1.384254749e-06,0.0001229256434,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
54.9540874,0.00331708792,1.37095492e-06,1.370786389e-06,0.0001229297605,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
56.2341325,0.00328481128,1.3576165e-06,1.357449609e-06,0.0001229295909,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
57.5439937,0.00325284981,1.34440838e-06,1.344243117e-06,0.0001229259628,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
58.8843655,0.00322120041,1.33132928e-06,1.331165628e-06,0.0001229236464,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
60.2559586,0.00318986001,1.31837794e-06,1.318215882e-06,0.0001229222987,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
61.6595002,0.00315882557,1.3055531e-06,1.305392617e-06,0.0001229232173,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
63.0957344,0.00312809409,1.29285352e-06,1.292694596e-06,0.0001229246285,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
64.5654229,0.00309766259,1.28027798e-06,1.2801206e-06,0.0001229264162,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
66.0693448,0.00306752811,1.26782524e-06,1.267669402e-06,0.0001229177725,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
67.6082975,0.00303768774,1.25549412e-06,1.255339795e-06,0.0001229195883,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
69.1830971,0.00300813858,1.24328341e-06,1.243130588e-06,0.0001229179105,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
70.7945784,0.00297887777,1.23119194e-06,1.231040595e-06,0.000122925925,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
72.443596,0.00294990247,1.21921853e-06,1.219068664e-06,0.0001229199102,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
74.1310241,0.00292120988,1.20736203e-06,1.207213625e-06,0.0001229166951,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
75.8577575,0.00289279722,1.19562129e-06,1.195474328e-06,0.0001229164597,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
77.6247117,0.00286466172,1.18399517e-06,1.183849638e-06,0.0001229162505,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
79.4328235,0.00283680067,1.17248255e-06,1.172338426e-06,0.000122921795,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
81.2830516,0.00280921137,1.16108232e-06,1.16093961e-06,0.0001229115522,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
83.1763771,0.00278189113,1.14979337e-06,1.149652056e-06,0.0001229039866,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
85.1138038,0.00275483733,1.13861462e-06,1.138474683e-06,0.0001229008286,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
87.096359,0.00272804732,1.12754498e-06,1.127406403e-06,0.0001229013391,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
89.1250938,0.00270151852,1.11658339e-06,1.116446151e-06,0.0001229094974,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
91.2010839,0.00267524835,1.10572878e-06,1.105592885e-06,0.0001229012694,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
93.3254301,0.00264923427,1.09498011e-06,1.094845536e-06,0.000122900604,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
95.4992586,0.00262347376,1.08433633e-06,1.08420307e-06,0.0001228951902,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
97.7237221,0.00259796432,1.07379642e-06,1.073664454e-06,0.0001228971129,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
100,0.00257270348,1.06335936e-06,1.063228674e-06,0.000122899357,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
102.329299,0.00254768878,1.05302415e-06,1.052894738e-06,0.0001228958968,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
104.712855,0.00252291782,1.04278978e-06,1.042661637e-06,0.0001228849677,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
107.151931,0.00249838817,1.03265526e-06,1.03252837e-06,0.0001228771558,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
109.64782,0.00247409748,1.02261963e-06,1.022493968e-06,0.0001228826526,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
112.201845,0.00245004337,1.0126819e-06,1.012557453e-06,0.0001228885295,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
114.815362,0.00242622352,1.00284113e-06,1.0027179e-06,0.0001228808409,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
117.489755,0.00240263561,9.93096352e-07,9.929743298e-07,0.000122870455,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
120.226443,0.00237927737,9.83446636e-07,9.83325805e-07,0.000122864828,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
123.026877,0.00235614652,9.73891048e-07,9.737713877e-07,0.0001228682695,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
125.892541,0.00233324082,9.64428668e-07,9.643101598e-07,0.0001228792169,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
128.824955,0.00231055804,9.55058581e-07,9.549412406e-07,0.0001228620401,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
131.825674,0.00228809599,9.45779884e-07,9.456636948e-07,0.0001228500995,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
134.896288,0.00226585249,9.36591681e-07,9.364766283e-07,0.0001228419223,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
138.038426,0.00224382537,9.27493088e-07,9.273791475e-07,0.0001228478518,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
141.253754,0.0022220125,9.18483225e-07,9.183703801e-07,0.000122860037,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
144.543977,0.00220041175,9.09561225e-07,9.094494952e-07,0.0001228391918,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
147.910839,0.00217902103,9.00726227e-07,9.006155954e-07,0.0001228249354,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
151.356125,0.00215783827,8.91977379e-07,8.918678299e-07,0.000122816021,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
154.881662,0.00213686139,8.83313839e-07,8.832053468e-07,0.0001228240517,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
158.489319,0.00211608837,8.7473477e-07,8.746273179e-07,0.0001228396463,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
162.18101,0.00209551718,8.66239347e-07,8.661329634e-07,0.000122810839,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
165.958691,0.00207514582,8.5782675e-07,8.577214181e-07,0.0001227892311,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
169.824365,0.0020549723,8.49496169e-07,8.493918632e-07,0.0001227854617,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
173.780083,0.00203499467,8.41246801e-07,8.411435032e-07,0.0001227913666,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
177.827941,0.00201521097,8.33077852e-07,8.329755376e-07,0.0001228149452,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
181.970086,0.00199561929,8.24988534e-07,8.248872469e-07,0.0001227739686,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
186.208714,0.0019762177,8.16978068e-07,8.168777819e-07,0.0001227525251,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
190.546072,0.00195700432,8.09045684e-07,8.089463771e-07,0.0001227457308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
194.98446,0.00193797728,8.01190616e-07,8.01092271e-07,0.0001227485321,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
199.526231,0.0019191347,7.93412109e-07,7.933146913e-07,0.000122783265,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
204.173794,0.00190047477,7.85709414e-07,7.856129839e-07,0.0001227299248,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
208.929613,0.00188199564,7.78081788e-07,7.779863156e-07,0.0001227022313,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
213.796209,0.00186369551,7.70528499e-07,7.704339588e-07,0.0001226952902,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
218.776162,0.0018455726,7.63048819e-07,7.629551885e-07,0.0001227058236,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
223.872114,0.00182762513,7.55642027e-07,7.555492805e-07,0.0001227386197,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
229.086765,0.00180985134,7.48307412e-07,7.482156125e-07,0.0001226762393,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
234.422882,0.00179224948,7.41044267e-07,7.40953387e-07,0.0001226376966,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
239.883292,0.00177481783,7.33851894e-07,7.337619055e-07,0.0001226248327,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
245.470892,0.00175755467,7.267296e-07,7.266404727e-07,0.000122641674,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
251.188643,0.00174045832,7.19676701e-07,7.195884069e-07,0.0001226857246,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
257.039578,0.00172352708,7.12692518e-07,7.126051343e-07,0.0001226107016,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
263.026799,0.0017067593,7.05776379e-07,7.056898804e-07,0.0001225580616,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
269.15348,0.0016901533,6.98927619e-07,6.988419683e-07,0.0001225459308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
275.42287,0.00167370747,6.9214558e-07,6.920607501e-07,0.0001225608255,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
281.838293,0.00165742017,6.8542961e-07,6.85345566e-07,0.0001226151083,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
288.40315,0.00164128979,6.78779062e-07,6.786958985e-07,0.0001225191773,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
295.120923,0.00162531473,6.72193298e-07,6.721109797e-07,0.0001224622585,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
301.995172,0.00160949341,6.65671684e-07,6.655901773e-07,0.0001224428604,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
309.029543,0.00159382426,6.59213593e-07,6.591328636e-07,0.0001224632178,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
316.227766,0.00157830572,6.52818406e-07,6.527384127e-07,0.0001225353614,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
323.593657,0.00156293625,6.46485507e-07,6.464063687e-07,0.0001224130852,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
331.131121,0.00154771431,6.40214287e-07,6.401359666e-07,0.0001223347181,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
338.844156,0.00153263838,6.34004145e-07,6.339266007e-07,0.0001223088974,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
346.73685,0.00151770695,6.27854484e-07,6.277776724e-07,0.0001223398918,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
354.813389,0.00150291853,6.21764712e-07,6.216885913e-07,0.000122426831,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
363.078055,0.00148827163,6.15734246e-07,6.156589533e-07,0.0001222811246,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
371.535229,0.00147376478,6.09762505e-07,6.096880015e-07,0.0001221844004,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
380.189396,0.00145939652,6.03848916e-07,6.037751601e-07,0.0001221430026,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
389.045145,0.00144516539,5.97992912e-07,5.97919851e-07,0.0001221770338,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
398.107171,0.00143106995,5.92193929e-07,5.921215123e-07,0.0001222855306,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
407.380278,0.00141710875,5.86451412e-07,5.863797983e-07,0.0001221136348,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
416.869383,0.00140328042,5.80764809e-07,5.806939609e-07,0.0001219909978,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
426.579519,0.00138958341,5.75133574e-07,5.750633935e-07,0.0001220247615,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
436.515832,0.00137601654,5.69557167e-07,5.694876426e-07,0.0001220674765,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
