frequency_hz,ad_magnitude_V_per_V,acm_magnitude_V_per_V,aps_plus_magnitude_V_per_V,aps_minus_magnitude_V_per_V,cmrr_dB,psrr_plus_dB,psrr_minus_dB,common_mode_stimulus_magnitude_V,psrr_plus_stimulus_magnitude_V,psrr_minus_stimulus_magnitude_V,manifest_sha256
184.78498,2419.243306,0.6570026727,36.90717001,37.24990274,71.32224823,36.33137605,36.2510881,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
188.364909,2419.217582,0.6569956887,36.90677764,37.24950708,71.32224821,36.33137604,36.251088,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
192.014194,2419.190843,0.6569884322,36.90636999,37.24909596,71.32224814,36.33137597,36.25108786,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
195.734178,2419.163058,0.6569808909,36.90594646,37.24866865,71.32224809,36.33137589,36.25108775,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
199.526231,2419.134199,0.6569730557,36.90550627,37.24822476,71.32224805,36.33137587,36.25108764,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
203.39175,2419.104196,0.6569649141,36.90504888,37.2477635,71.32224797,36.3313758,36.25108747,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
207.332157,2419.073035,0.6569564539,36.90457363,37.24728421,71.32224794,36.33137577,36.25108736,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
211.348904,2419.040651,0.6569476636,36.90407984,37.24678615,71.32224788,36.33137571,36.25108722,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
215.443469,2419.007001,0.6569385298,36.90356673,37.24626862,71.32224782,36.33137565,36.25108708,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
219.61736,2418.972034,0.656929038,36.90303354,37.24573093,71.32224777,36.33137559,36.25108692,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
223.872114,2418.935703,0.6569191769,36.90247957,37.24517213,71.32224769,36.33137552,36.25108678,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
228.209297,2418.897949,0.6569089289,36.90190391,37.24459159,71.32224763,36.33137545,36.2510866,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
232.630507,2418.858719,0.656898282,36.90130581,37.24398833,71.32224753,36.33137536,36.25108642,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
237.137371,2418.817959,0.6568872176,36.90068435,37.24336147,71.32224747,36.33137528,36.25108625,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
241.731548,2418.775609,0.6568757219,36.90003853,37.24271019,71.3222474,36.33137522,36.25108606,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
246.414731,2418.731602,0.6568637776,36.8993675,37.24203338,71.32224731,36.33137514,36.25108588,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
251.188643,2418.685881,0.6568513651,36.89867025,37.24133019,71.32224725,36.33137508,36.25108569,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
256.055043,2418.638363,0.6568384693,36.89794578,37.24059959,71.32224714,36.33137498,36.25108545,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
261.015722,2418.588998,0.6568250692,36.89719305,37.23984028,71.32224706,36.33137489,36.25108527,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
266.072506,2418.537698,0.6568111451,36.89641088,37.23905143,71.32224695,36.33137478,36.25108503,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
271.227258,2418.484407,0.6567966783,36.89559819,37.23823182,71.32224688,36.33137472,36.25108481,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
276.481875,2418.429024,0.6567816458,36.89475377,37.23738008,71.32224677,36.3313746,36.25108457,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
281.838293,2418.371479,0.6567660264,36.89387636,37.2364952,71.32224666,36.33137449,36.2510843,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
287.298483,2418.311686,0.6567497968,36.89296463,37.23557569,71.32224655,36.33137438,36.25108404,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
292.864456,2418.249562,0.6567329346,36.89201741,37.23462032,71.32224643,36.33137426,36.25108376,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
298.538262,2418.185018,0.6567154131,36.89103309,37.23362762,71.32224634,36.33137418,36.2510835,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
304.321989,2418.117948,0.6566972078,36.89001039,37.23259615,71.32224622,36.33137406,36.25108322,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
310.217766,2418.048259,0.6566782921,36.8889478,37.23152443,71.32224608,36.33137393,36.25108291,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
316.227766,2417.975853,0.6566586383,36.88784377,37.23041095,71.32224595,36.33137379,36.25108259,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
322.3542,2417.900615,0.6566382169,36.88669661,37.22925393,71.3222458,36.33137364,36.25108225,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
328.599325,2417.822444,0.6566169995,36.88550468,37.22805178,71.32224565,36.33137349,36.25108191,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
334.965439,2417.741224,0.6565949536,36.88426621,37.22680274,71.3222455,36.33137335,36.25108155,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
341.454887,2417.656842,0.6565720473,36.8829795,37.22550493,71.32224537,36.33137322,36.25108121,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
348.070059,2417.569162,0.6565482474,36.88164252,37.22415653,71.32224522,36.33137307,36.25108083,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
354.813389,2417.478061,0.6565235195,36.8802534,37.22275551,71.32224505,36.3313729,36.25108043,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
361.687361,2417.383409,0.6564978272,36.87881016,37.22129987,71.32224488,36.33137273,36.25108003,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
368.694506,2417.285065,0.6564711324,36.87731058,37.21978743,71.32224471,36.33137256,36.25107961,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
375.837404,2417.182881,0.6564433967,36.87575255,37.21821605,71.32224452,36.33137236,36.25107914,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
383.118685,2417.076714,0.65641458,36.8741337,37.21658339,71.32224431,36.33137217,36.25107867,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
390.541029,2416.966418,0.6563846406,36.87245188,37.21488717,71.32224412,36.33137198,36.25107819,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
398.107171,2416.851812,0.6563535338,36.87070442,37.21312473,71.3222439,36.33137176,36.25107768,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
405.819894,2416.732742,0.656321214,36.86888883,37.21129357,71.32224368,36.33137154,36.25107717,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
413.68204,2416.609039,0.6562876357,36.86700254,37.20939119,71.32224346,36.33137133,36.25107663,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
421.696503,2416.480511,0.6562527481,36.86504276,37.20741458,71.32224324,36.3313711,36.25107607,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
429.866235,2416.346983,0.6562165031,36.86300661,37.20536105,71.322243,36.33137088,36.2510755,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
438.194242,2416.208247,0.6561788455,36.86089121,37.20322749,71.32224275,36.33137062,36.25107489,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
446.683592,2416.064113,0.6561397212,36.85869341,37.2010108,71.3222425,36.33137037,36.25107428,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
455.33741,2415.914357,0.6560990741,36.85641006,37.19870789,71.3222422,36.33137007,36.2510736,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
464.158883,2415.758784,0.6560568452,36.85403783,37.19631529,71.32224192,36.3313698,36.25107294,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
473.151259,2415.597156,0.6560129716,36.85157322,37.19382966,71.32224165,36.33136953,36.25107224,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
482.317848,2415.429235,0.6559673919,36.84901285,37.19124724,71.32224135,36.33136921,36.25107151,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
491.662026,2415.254781,0.6559200387,36.84635277,37.18856445,71.32224103,36.3313689,36.25107073,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
501.187234,2415.073542,0.6558708444,36.84358919,37.18577719,71.32224069,36.33136858,36.25106995,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
510.896977,2414.885257,0.6558197367,36.84071823,37.18288165,71.32224035,36.33136824,36.25106912,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
520.794833,2414.689654,0.655766643,36.83773559,37.17987351,71.32224,36.3313679,36.25106827,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
530.884444,2414.48644,0.6557114845,36.83463711,37.17674844,71.32223961,36.3313675,36.25106736,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
541.169527,2414.275344,0.6556541839,36.83141827,37.17350192,71.32223925,36.33136713,36.25106647,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
551.653867,2414.056046,0.6555946572,36.82807423,37.17012931,71.32223886,36.33136677,36.25106553,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
562.341325,2413.828224,0.6555328182,36.82460044,37.16662575,71.32223844,36.33136635,36.25106453,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
573.235837,2413.591561,0.6554685787,36.8209918,37.1629862,71.32223802,36.33136593,36.25106349,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
584.341413,2413.345712,0.655401847,36.81724308,37.15920534,71.32223756,36.33136548,36.25106242,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
595.662144,2413.090321,0.6553325255,36.81334897,37.1552779,71.32223708,36.331365,36.25106127,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
607.202196,2412.825027,0.6552605152,36.80930375,37.15119801,71.3222366,36.33136452,36.25106012,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
618.965819,2412.549454,0.6551857127,36.80510167,37.14695999,71.32223612,36.33136405,36.25105893,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
630.957344,2412.263195,0.6551080111,36.80073683,37.14255766,71.32223561,36.33136353,36.25105769,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
643.181188,2411.965842,0.6550272985,36.79620272,37.13798474,71.32223507,36.33136301,36.25105639,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
655.641849,2411.656979,0.6549434608,36.79149316,37.13323476,71.32223452,36.33136245,36.25105506,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
668.343918,2411.336145,0.6548563761,36.78660109,37.12830089,71.32223391,36.33136186,36.25105362,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
681.292069,2411.002905,0.6547659218,36.78151982,37.12317611,71.32223332,36.33136127,36.25105216,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
694.491071,2410.656772,0.6546719683,36.77624196,37.11785303,71.32223269,36.33136064,36.25105065,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
707.945784,2410.297262,0.654574383,36.77076001,37.11232411,71.32223205,36.33136002,36.2510491,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
721.661162,2409.92385,0.6544730246,36.76506622,37.10658157,71.32223138,36.33135935,36.25104746,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
735.642254,2409.536011,0.6543677516,36.7591525,37.10061718,71.32223066,36.33135863,36.25104574,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
749.894209,2409.133205,0.6542584136,36.75301037,37.09442247,71.32222995,36.33135793,36.251044,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
764.422274,2408.714853,0.6541448562,36.7466313,37.08798865,71.3222292,36.33135718,36.25104219,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
779.231798,2408.280364,0.6540269185,36.74000609,37.08130671,71.32222842,36.33135641,36.25104029,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
794.328235,2407.829117,0.6539044347,36.73312553,37.07436726,71.32222758,36.33135558,36.25103828,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
809.717142,2407.360494,0.6537772318,36.72597982,37.06716036,71.32222675,36.33135476,36.25103625,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
825.404185,2406.873827,0.6536451316,36.7185591,37.05967603,71.32222587,36.33135388,36.25103412,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
841.395142,2406.368429,0.6535079467,36.71085266,37.05190368,71.32222496,36.33135299,36.25103189,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
857.695899,2405.843597,0.653365488,36.70284999,37.04383237,71.322224,36.33135204,36.25102961,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
874.312458,2405.298601,0.6532175535,36.69453977,37.03545098,71.32222304,36.33135107,36.25102723,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
891.250938,2404.732666,0.653063938,36.68591035,37.02674765,71.322222,36.33135005,36.25102473,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
908.517576,2404.145019,0.6529044276,36.67694984,37.01771037,71.32222094,36.33134899,36.25102215,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
926.118728,2403.534835,0.6527388005,36.66764563,37.00832652,71.32221983,36.33134791,36.25101947,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
944.060876,2402.901274,0.652566828,36.65798504,36.99858313,71.32221868,36.33134676,36.25101669,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
962.350626,2402.243463,0.6523882703,36.64795447,36.98846675,71.32221753,36.33134562,36.25101382,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
980.994713,2401.560477,0.6522028824,36.63754035,36.9779634,71.32221628,36.33134436,36.25101079,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1000,2400.851398,0.6520104098,36.62672804,36.96705852,71.32221501,36.33134312,36.2510077,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1019.37349,2400.115237,0.6518105866,36.61550293,36.95573738,71.32221368,36.33134181,36.25100444,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1039.1223,2399.350996,0.6516031413,36.60384968,36.94398426,71.32221231,36.33134043,36.25100108,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1059.25373,2398.557627,0.6513877892,36.5917522,36.93178321,71.32221088,36.33133902,36.25099759,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1079.77516,2397.734052,0.6511642392,36.57919417,36.9191176,71.32220938,36.33133754,36.25099397,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1100.69417,2396.879164,0.6509321858,36.56615847,36.90597038,71.32220788,36.33133606,36.25099023,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1122.01845,2395.991792,0.6506913171,36.55262767,36.89232365,71.32220629,36.33133447,36.25098632,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1143.75586,2395.070744,0.6504413083,36.53858332,36.87815911,71.32220462,36.33133282,36.25098224,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1165.9144,2394.114785,0.6501818235,36.52400672,36.86345764,71.32220289,36.33133109,36.25097802,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1188.50223,2393.122642,0.6499125164,36.50887827,36.84819972,71.32220109,36.33132932,36.25097362,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1211.52766,2392.092997,0.6496330269,36.49317781,36.83236484,71.32219927,36.33132753,36.25096912,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1234.99917,2391.02447,0.6493429845,36.47688464,36.81593219,71.32219736,36.33132562,36.25096439,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1258.92541,2389.915655,0.6490420067,36.45997707,36.79887991,71.32219537,36.33132366,36.25095949,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1283.31519,2388.765094,0.6487296967,36.44243302,36.78118563,71.32219331,36.3313216,36.25095439,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1308.17747,2387.571284,0.6484056466,36.42422934,36.76282617,71.32219117,36.3313195,36.25094912,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1333.52143,2386.332652,0.648069431,36.40534236,36.74377755,71.32218894,36.33131728,36.25094361,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1359.35639,2385.047612,0.6477206168,36.3857476,36.72401515,71.32218665,36.33131501,36.2509379,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1385.69186,2383.714496,0.6473587516,36.36541975,36.70351321,71.32218428,36.33131265,36.25093202,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1412.53754,2382.331584,0.6469833721,36.34433261,36.68224573,71.32218179,36.3313102,36.25092585,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1439.90332,2380.897117,0.6465939971,36.32245944,36.66018525,71.32217922,36.33130764,36.25091948,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1467.79927,2379.409273,0.6461901323,36.29977221,36.63730389,71.32217656,36.331305,36.25091286,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1496.23566,2377.866179,0.6457712692,36.2762424,36.61357282,71.32217382,36.33130229,36.25090599,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1525.22296,2376.265891,0.6453368802,36.25184045,36.58896207,71.32217098,36.33129948,36.25089889,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1554.77184,2374.606404,0.6448864244,36.22653601,36.56344112,71.322168,36.33129652,36.25089145,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1584.89319,2372.885681,0.6444193449,36.2002976,36.53697831,71.32216493,36.3312935,36.25088377,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1615.5981,2371.101593,0.6439350639,36.17309303,36.50954092,71.32216176,36.33129034,36.25087581,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1646.89787,2369.251969,0.643432993,36.144889,36.48109567,71.32215848,36.3312871,36.25086754,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1678.80402,2367.334554,0.6429125219,36.11565132,36.45160799,71.32215505,36.33128372,36.25085892,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1711.3283,2365.347059,0.6423730236,36.0853449,36.42104235,71.32215156,36.33128024,36.25085003,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1744.4827,2363.287091,0.6418138566,36.05393344,36.3893623,71.32214787,36.3312766,36.25084076,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1778.27941,2361.152238,0.6412343574,36.0213799,36.35653036,71.32214411,36.33127288,36.25083119,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1812.73088,2358.939973,0.6406338467,35.98764609,36.32250803,71.32214019,36.33126898,36.25082123,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1847.8498,2356.64773,0.6400116271,35.95269271,36.28725583,71.32213611,36.33126493,36.25081086,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1883.64909,2354.27289,0.6393669813,35.91647951,36.25073309,71.32213195,36.33126081,36.25080016,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1920.14194,2351.812721,0.6386991746,35.87896525,36.21289813,71.32212761,36.33125651,36.25078905,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1957.34178,2349.264459,0.6380074549,35.84010765,36.17370839,71.3221231,36.33125206,36.2507775,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1995.26231,2346.625258,0.6372910486,35.79986337,36.13312015,71.32211845,36.33124743,36.25076551,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2033.9175,2343.892203,0.636549166,35.7581878,36.09108841,71.32211362,36.33124267,36.2507531,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2073.32157,2341.062327,0.6357809978,35.71503573,36.04756762,71.32210865,36.33123775,36.25074022,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2113.48904,2338.132573,0.6349857157,35.67036049,36.00251069,71.32210353,36.33123267,36.25072688,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2154.43469,2335.099815,0.6341624743,35.62411463,35.95586973,71.32209819,36.3312274,36.25071302,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2196.1736,2331.960881,0.6333104092,35.57624967,35.90759591,71.32209269,36.33122193,36.25069864,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2238.72114,2328.712522,0.6324286376,35.52671586,35.85763899,71.32208702,36.33121632,36.25068376,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2282.09297,2325.351412,0.6315162597,35.47546269,35.80594823,71.32208114,36.3312105,36.25066828,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2326.30507,2321.874187,0.6305723589,35.42243879,35.75247155,71.32207508,36.3312045,36.25065227,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2371.37371,2318.277398,0.6295960014,35.36759157,35.6971561,71.3220688,36.33119829,36.25063566,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2417.31548,2314.557547,0.6285862355,35.31086768,35.63994793,71.32206233,36.33119188,36.25061845,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2464.14731,2310.711077,0.6275420956,35.25221276,35.58079241,71.32205565,36.33118528,36.25060061,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2511.88643,2306.734369,0.6264626011,35.19157183,35.51963394,71.32204874,36.33117843,36.2505821,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2560.55043,2302.62376,0.6253467541,35.12888871,35.45641609,71.32204164,36.33117141,36.25056293,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
2610.15722,2298.375531,0.6241935474,35.06410695,35.39108171,71.32203429,36.33116414,36.25054305,1,1,1,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
