vcm_V,gain_dB,vout_V,actual_diff_input_at_1Hz_V,vx_V,vbn_V,vbp_V,tail_V,nmir_V,tracking_error_mV,minimum_saturation_margin_V,m1_id_uA,m1_vdsat_V,m1_saturation_margin_V,m2_id_uA,m2_vdsat_V,m2_saturation_margin_V,m3_id_uA,m3_vdsat_V,m3_saturation_margin_V,m4_id_uA,m4_vdsat_V,m4_saturation_margin_V,m5_id_uA,m5_vdsat_V,m5_saturation_margin_V,m6_id_uA,m6_vdsat_V,m6_saturation_margin_V,m7_id_uA,m7_vdsat_V,m7_saturation_margin_V,m8_id_uA,m8_vdsat_V,m8_saturation_margin_V,m9_id_uA,m9_vdsat_V,m9_saturation_margin_V,m10_id_uA,m10_vdsat_V,m10_saturation_margin_V,point_status,gain_delta_vs_0p9_dB,valid,manifest_sha256
1.13,66.18711711,1.12993301,1,0.785925858,0.657987201,0.632753936,0.404460416,0.789615348,0.06699,0.3043117393,19.794776,0.0771250339,0.3080298981,19.8022556,0.0771537027,0.3043117393,19.7947746,0.0883982251,0.9219864269,19.8022542,0.0884040456,0.9256700964,39.5970304,0.0985646532,0.3058957628,79.9877848,0.154741437,0.975191573,91.2871266,0.16437002,0.50569697,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.488835755,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.14,66.06934454,1.13992867,1,0.785657146,0.657987201,0.632753936,0.41277394,0.789539507,0.07133,0.2956233572,19.8186081,0.0772292348,0.2995363322,19.8264869,0.0772598488,0.2956233572,19.8186067,0.088433893,0.9220266,19.8264855,0.0884400208,0.9259028332,39.6450937,0.0985646589,0.3142092811,79.8393964,0.154579863,0.985348807,91.2386973,0.164366923,0.495704407,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.606608323,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.15,65.94485502,1.14992415,1,0.78538803,0.657987201,0.632753936,0.421090953,0.789465038,0.07585,0.286930735,19.8420333,0.0773336961,0.2910403889,19.8503157,0.077366342,0.286930735,19.8420319,0.0884689333,0.9220660287,19.8503143,0.0884753715,0.9261365985,39.6923477,0.0985646646,0.3225262884,79.6903909,0.154418018,0.995506132,91.1896495,0.164363825,0.485712025,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.731097852,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.16,65.81316911,1.15991945,1,0.785118471,0.657987201,0.632753936,0.429411263,0.789391867,0.08055,0.2782339314,19.8650737,0.0774385048,0.2825420992,19.8737638,0.0774732766,0.2782339314,19.8650724,0.0885033799,0.9221047531,19.8737624,0.0885101316,0.9263713974,39.7388362,0.0985646703,0.3308465927,79.5407466,0.154255876,1.005663574,91.1399616,0.164360728,0.475719822,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.862783759,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.17,65.67375279,1.16991454,1,0.784848429,0.657987201,0.632753936,0.437734673,0.789319925,0.08546,0.2695330049,19.8877495,0.077543751,0.274041501,19.8968514,0.0775807511,0.2695330049,19.8877481,0.0885372639,0.9221428111,19.89685,0.0885443319,0.9266072391,39.7845995,0.098564676,0.339169997,79.3904409,0.154093413,1.015821127,91.089611,0.164357631,0.465727829,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.00220008,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.18,65.52600942,1.17990941,1,0.784577861,0.657987201,0.632753936,0.446060975,0.789249151,0.09059,0.2608280159,19.9100791,0.0776495296,0.2655386464,19.9195969,0.0776888701,0.2608280159,19.9100777,0.0885706137,0.9221802353,19.9195956,0.0885780011,0.9268441379,39.8296747,0.0985646817,0.3474962933,79.2394498,0.153930601,1.025978809,91.0385733,0.164354534,0.455736056,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.149943446,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.19,65.3692706,1.18990403,1,0.784306724,0.657987201,0.632753936,0.45438995,0.789179487,0.09597,0.252119029,19.9320797,0.0777559409,0.2570335961,19.9420175,0.077797745,0.252119029,19.9320783,0.0886034558,0.9222170572,19.9420161,0.0886111654,0.9270821106,39.8740959,0.0985646874,0.3558252626,79.0877475,0.153767413,1.036136617,90.9868228,0.164351437,0.445744533,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.306682263,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.2,65.20278512,1.19989838,1,0.784034973,0.657987201,0.632753936,0.462721366,0.78911088,0.10162,0.2434061114,19.9537671,0.0778630918,0.2485264222,19.9641289,0.0779074956,0.2434061114,19.9537657,0.0886358144,0.9222533056,19.9641275,0.0886438491,0.9273211779,39.9178946,0.0985646931,0.3641566729,78.935307,0.15360382,1.04629456,90.9343323,0.16434834,0.43575328,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.47316775,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.21,65.02570581,1.20989244,1,0.783762561,0.657987201,0.632753936,0.471054972,0.789043281,0.10756,0.234689337,19.9751557,0.0779710975,0.2400172115,19.9859456,0.078018252,0.234689337,19.9751543,0.088667712,0.922289007,19.9859442,0.0886760746,0.9275613644,39.9610999,0.0985646988,0.3724902732,78.7820991,0.153439793,1.056452647,90.8810726,0.164345243,0.425762317,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.650247061,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.22,64.83707378,1.21988615,1,0.783489438,0.657987201,0.632753936,0.479390498,0.788976645,0.11385,0.2259687837,19.9962591,0.0780800827,0.2315060643,20.0074812,0.0781301563,0.2259687837,19.9962577,0.0886991691,0.9223241859,20.0074798,0.0887078626,0.9278026994,40.0037388,0.0985647045,0.3808257935,78.6280929,0.153275299,1.066610851,90.8270123,0.164342146,0.415771704,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-2.838879088,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.23,64.63579955,1.22987949,1,0.783215552,0.657987201,0.632753936,0.48772765,0.788910931,0.12051,0.2172445367,20.0170897,0.0781901837,0.2229930973,20.028748,0.0782433653,0.2172445367,20.0170884,0.0887302051,0.9223588639,20.0287466,0.0887392323,0.9280452157,40.0458362,0.0985647102,0.3891629398,78.4732552,0.153110307,1.076769183,90.7721182,0.16433905,0.40578146,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-3.040153322,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.24,64.42064034,1.23987241,1,0.782940848,0.657987201,0.632753936,0.496066104,0.788846098,0.12759,0.2085166907,20.0376591,0.0783015506,0.2144784434,20.0497577,0.0783580533,0.2085166907,20.0376577,0.0887608376,0.9223930644,20.0497562,0.0887702015,0.9282889505,40.0874152,0.0985647159,0.3975013881,78.3175504,0.15294478,1.08692763,90.7163542,0.164335954,0.395791636,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-3.255312527,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.25,64.19017212,1.24986484,1,0.782665268,0.657987201,0.632753936,0.504405499,0.788782112,0.13516,0.1997853537,20.0579778,0.0784143497,0.2059622633,20.0705208,0.0784744153,0.1997853537,20.0579764,0.0887910831,0.9224268049,20.0705194,0.0888007866,0.9285339454,40.128497,0.0985647216,0.4058407774,78.1609402,0.152778682,1.097086158,90.659682,0.164332857,0.385802303,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-3.485780751,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.26,63.94275568,1.25985673,1,0.78238875,0.657987201,0.632753936,0.512745434,0.788718939,0.14327,0.1910506444,20.0780556,0.0785287673,0.1974447377,20.0910473,0.0785926716,0.1910506444,20.0780543,0.0888209565,0.9224601045,20.0910459,0.0888310027,0.9287802473,40.1691014,0.0985647273,0.4141807067,78.0033836,0.152611973,1.107244757,90.6020597,0.164329761,0.375813509,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-3.73319719,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.27,63.67649544,1.26984799,1,0.782111228,0.657987201,0.632753936,0.521085455,0.78865655,0.15201,0.1823127002,20.0979017,0.0786450128,0.1889260822,20.1113464,0.0787130728,0.1823127002,20.0979004,0.088850472,0.922492978,20.1113449,0.0888608639,0.9290279081,40.2092465,0.098564733,0.422520722,77.8448361,0.152444613,1.117403377,90.5434425,0.164326666,0.365825344,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-3.99945743,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.28,63.38918789,1.27983851,1,0.781832633,0.657987201,0.632753936,0.529425045,0.788594915,0.16149,0.1735716811,20.1175243,0.0787633242,0.1804065458,20.1314262,0.0788359069,0.1735716811,20.1175229,0.0888796422,0.9225254428,20.1314248,0.088890383,0.929276984,40.248949,0.0985647387,0.4308603063,77.6852496,0.152276555,1.127561955,90.4837815,0.16432357,0.35583792,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-4.286764982,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.29,63.07825839,1.28982819,1,0.78155289,0.657987201,0.632753936,0.537763611,0.78853401,0.17181,0.1648277718,20.136931,0.0788839736,0.1718864254,20.1512947,0.0789615072,0.1648277718,20.1369296,0.088908479,0.922557511,20.1512933,0.0889195718,0.9295275382,40.2882241,0.0985647444,0.4391988666,77.524572,0.152107754,1.137720436,90.4230237,0.164320475,0.345851335,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-4.59769448,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.3,62.74068234,1.29981687,1,0.781271918,0.657987201,0.632753936,0.546100461,0.78847381,0.18313,0.1560811938,20.1561286,0.0790072754,0.1633660736,20.1709587,0.0790902632,0.1560811938,20.1561273,0.0889369928,0.9225891972,20.1709573,0.0889484411,0.9297796409,40.3270856,0.0985647501,0.4475357109,77.3627466,0.151938156,1.147878714,90.3611112,0.16431738,0.33586575,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-4.935270531,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.31,62.3728871,1.30980436,1,0.78098963,0.657987201,0.632753936,0.554434788,0.788414296,0.19564,0.1473322071,20.1751233,0.0791335952,0.1548459128,20.1904245,0.0792226349,0.1473322071,20.175122,0.0889651933,0.9226205107,20.190423,0.0889770003,0.9300333697,40.3655461,0.0985647558,0.4558700322,77.1997116,0.151767708,1.158036652,90.2979808,0.164314285,0.325881355,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-5.303065763,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.32,61.97062989,1.31979042,1,0.780705934,0.657987201,0.632753936,0.562765632,0.788355448,0.20958,0.1385811317,20.1939205,0.0792633624,0.1463264536,20.2096976,0.0793591703,0.1385811317,20.1939192,0.0889930889,0.9226514631,20.2096962,0.0890052582,0.9302888078,40.4036164,0.0985647615,0.4642008705,77.0353996,0.151596349,1.168194071,90.233563,0.164311191,0.315898389,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-5.705322978,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.33,61.52884465,1.32977477,1,0.780420728,0.657987201,0.632753936,0.571091843,0.788297251,0.22523,0.1298283546,20.2125248,0.0793970863,0.1378083217,20.2287829,0.0795005304,0.1298283546,20.2125234,0.0890206866,0.9226820624,20.2287814,0.0890332219,0.9305460501,40.4413059,0.0985647672,0.4725270758,76.8697369,0.151424015,1.178350755,90.1677815,0.164308098,0.305917132,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-6.147108215,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.34,61.04145322,1.33975701,1,0.780133903,0.657987201,0.632753936,0.579412026,0.788239691,0.24299,0.1210743559,20.2309398,0.079535377,0.129292288,20.2476842,0.0796475211,0.1210743559,20.2309385,0.0890479926,0.9227123164,20.2476828,0.0890608976,0.9308051994,40.4786223,0.0985647729,0.4808472531,76.7026423,0.151250635,1.188506375,90.1005519,0.164305005,0.295937985,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-6.634499646,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.35,60.50113166,1.34973664,1,0.779845339,0.657987201,0.632753936,0.587724464,0.788182759,0.26336,0.1123197377,20.2491684,0.0796789729,0.1207793221,20.2664045,0.0798011373,0.1123197377,20.2491671,0.089075011,0.92274223,20.2664031,0.0890882898,0.9310663712,40.5155711,0.0985647785,0.4891596855,76.5340271,0.151076134,1.198660506,90.0317809,0.164301913,0.285961447,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-7.174821209,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.36,59.89902872,1.35971299,1,0.779554909,0.657987201,0.632753936,0.596027018,0.788126448,0.28701,0.1035652664,20.2672121,0.079828778,0.112270652,20.2849456,0.0799626246,0.1035652664,20.2672107,0.0891017446,0.9227718074,20.2849442,0.0891154014,0.9313296896,40.5521559,0.0985647842,0.4974622338,76.3637938,0.15090043,1.20881256,89.9613646,0.164298822,0.275988188,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-7.776924149,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.37,59.22443538,1.36968515,1,0.779262473,0.657987201,0.632753936,0.604316982,0.788070756,0.31485,0.0948119275,20.285071,0.0799859123,0.1037678617,20.303308,0.0801335635,0.0948119275,20.2850696,0.0891281939,0.9228010501,20.3033065,0.0891422331,0.9315952939,40.5883771,0.0985647899,0.5057521921,76.1918355,0.150723431,1.218961719,89.8891877,0.164295732,0.266019118,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-8.451517483,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.38,58.46441988,1.37965197,1,0.778967879,0.657987201,0.632753936,0.612590884,0.788015688,0.34803,0.086061004,20.302781,0.0801518266,0.0952729774,20.3214901,0.080315991,0.086061004,20.302742,0.0891543567,0.9228299553,20.3214887,0.089168783,0.931863338,40.6242316,0.0985647955,0.5140260885,76.0180343,0.150545042,1.229106928,89.815121,0.164292644,0.256055386,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-9.211532988,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.39,57.60346992,1.38961146,1,0.778670976,0.657987201,0.632753936,0.620844193,0.787961253,0.38854,0.0773142097,20.3202252,0.0803281667,0.0867888933,20.3394885,0.0805125733,0.0773142097,20.3202238,0.0891802275,0.9228585195,20.3394871,0.0891950457,0.9321339783,40.6597118,0.0985648012,0.5222793918,75.842267,0.150365164,1.239246296,89.7390235,0.164289559,0.246098981,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-10.07248295,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.4,56.6232363,1.39956146,1,0.778371592,0.657987201,0.632753936,0.629070908,0.787907475,0.43854,0.0685738273,20.3375093,0.0805173665,0.0783192005,20.3572962,0.0807268567,0.0685738273,20.337508,0.0892057958,0.9228867292,20.3572947,0.0892210112,0.9324073968,40.6948036,0.0985648068,0.5305061012,75.6643949,0.150183684,1.249377776,89.660734,0.164286476,0.236152064,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-11.05271656,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.41,55.50257083,1.40949838,1,0.778069565,0.657987201,0.632753936,0.637262952,0.787854386,0.50162,0.05984298,20.3545843,0.0807223701,0.0698690639,20.3749021,0.080963633,0.05984298,20.3545829,0.0892310451,0.9229145689,20.3749006,0.0892466631,0.9326837719,40.7294844,0.0985648124,0.5386981396,75.4842778,0.150000496,1.259497884,89.5800776,0.164283397,0.226218223,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-12.17338204,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.42,54.21819339,1.41941738,1,0.777764732,0.657987201,0.632753936,0.645409304,0.787802039,0.58262,0.0511259572,20.3715254,0.0809472307,0.0614455043,20.3922892,0.0812294708,0.0511259572,20.3714311,0.0892559499,0.9229420111,20.3922877,0.0892719764,0.9329632916,40.7637197,0.098564818,0.546844486,75.3017705,0.149815493,1.269601887,89.496861,0.164280324,0.216302296,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-13.45775947,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.43,52.74653845,1.42931031,1,0.777456992,0.657987201,0.632753936,0.653494768,0.787750513,0.68969,0.0424287448,20.3880281,0.0811968282,0.0530589168,20.4094346,0.0815334792,0.0424287448,20.3880268,0.0892804724,0.9229690146,20.4094306,0.0892969136,0.9332460944,40.7974583,0.0985648235,0.5549299445,75.116754,0.149628601,1.279681709,89.4108858,0.164277259,0.206412431,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-14.92941441,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.44,51.06735031,1.43916967,1,0.777146182,0.657987201,0.632753936,0.66149832,0.787699923,0.83033,0.0337595108,20.4053928,0.0814798171,0.0447217859,20.4262937,0.0818883512,0.0337595108,20.4043327,0.0893045578,0.9229955192,20.4262924,0.0893214204,0.9335323976,40.8306259,0.098564829,0.562933491,74.9290693,0.14943971,1.28972996,89.3219105,0.164274205,0.196556125,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-16.60860256,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.45,49.16996282,1.44897156,1,0.776832825,0.657987201,0.632753936,0.66939104,0.787650407,1.02844,0.0251300758,20.4203577,0.0818013747,0.0364579923,20.4428097,0.0823117092,0.0251300758,20.4203032,0.0893281396,0.9230214534,20.4428267,0.0893454293,0.9338217457,40.8631176,0.0985648344,0.5708262056,74.739004,0.14924913,1.29972243,89.2298046,0.164271168,0.186757272,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-18.50599005,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.46,47.06032754,1.45870106,1,0.776516159,0.657987201,0.632753936,0.677133725,0.787602251,1.29894,0.0165546932,20.4358467,0.0821773385,0.0282911875,20.458944,0.0828277408,0.0165546932,20.4358453,0.0893510807,0.9230466683,20.4589426,0.0893688052,0.9341150358,40.8947886,0.0985648397,0.5785688853,74.545877,0.149056363,1.309644697,89.1343193,0.164268154,0.177030786,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-20.61562533,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.47,44.76884515,1.46832617,1,0.776197401,0.657987201,0.632753936,0.684675995,0.787555679,1.67383,0.008053298,20.4508887,0.0826218141,0.0202578699,20.4745665,0.083468108,0.008053298,20.4508861,0.0893732745,0.9230710465,20.4745651,0.0893914398,0.9344111592,40.9254519,0.0985648448,0.5861111502,74.3504841,0.148862154,1.319464016,89.0353361,0.164265172,0.167408658,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL,-22.90710772,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.48,42.35060534,1.47780988,1,0.775876918,0.657987201,0.632753936,0.691956771,0.787511057,2.19012,-0.0003520808,20.4654907,0.0831530943,0.0124011917,20.489587,0.0842722278,-0.0003520808,20.4653059,0.0893945451,0.9230943979,20.4895742,0.0894131571,0.9347099249,40.9548808,0.0985648498,0.5933919212,74.1529131,0.148666702,1.329143178,88.932771,0.164262234,0.157927886,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-25.32534753,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.49,39.87662679,1.48711097,1,0.775555468,0.657987201,0.632753936,0.698909336,0.78746876,2.88903,-0.0086388444,20.4797091,0.0837912978,0.0047681262,20.5038481,0.0852849764,-0.0086388444,20.4789825,0.0894147132,0.9231165268,20.5038469,0.089433777,0.935010755,40.9828301,0.0985648546,0.6003444814,73.9535413,0.148470453,1.338640517,88.8265833,0.164259352,0.148629678,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-27.79932608,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.5,37.41694518,1.49618332,1,0.775233968,0.657987201,0.632753936,0.705469383,0.787429141,3.81668,-0.0167879878,20.4918019,0.0845533633,-0.0025936053,20.5172679,0.0865525728,-0.0167879878,20.4918005,0.0894336097,0.9231372493,20.5172664,0.0894531298,0.9353129022,41.0090676,0.0985648591,0.6069045239,73.7528403,0.148273947,1.347909373,88.7168099,0.164256541,0.139560139,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-30.25900768,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.51,35.02398719,1.50499496,1,0.774912947,0.657987201,0.632753936,0.711584202,0.787392476,5.00504,-0.02478867,20.5036728,0.085457485,-0.009649211,20.5297422,0.088117415,-0.02478867,20.5036687,0.0894511012,0.9231564228,20.5297408,0.0894710813,0.9356159717,41.0334101,0.0985648632,0.6130193388,73.5510629,0.148077492,1.356917468,88.6033519,0.164253812,0.130751228,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-32.65196567,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.52,32.7268566,1.51351268,1,0.774592975,0.657987201,0.632753936,0.717218779,0.787358934,6.48732,-0.0326399483,20.5145326,0.086511341,-0.016371186,20.5412147,0.0900141443,-0.0326399483,20.5145312,0.0894671067,0.9231739593,20.5412133,0.0894875498,0.9359194752,41.0557451,0.0985648671,0.6186539119,73.3484852,0.147881422,1.365631258,88.486163,0.164251173,0.122236147,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-34.94909627,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.53,30.53418624,1.52171735,1,0.77427432,0.657987201,0.632753936,0.722357171,0.787328568,8.28265,-0.0403507263,20.5268578,0.0877189022,-0.0227475052,20.5516541,0.0922678753,-0.0403507263,20.5243696,0.0894815997,0.9231898323,20.5516647,0.0895025087,0.9362231713,41.0760349,0.0985648706,0.6237923004,73.1452283,0.147685889,1.374031461,88.3650527,0.164248631,0.114034019,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION,-37.14176663,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.54,28.44444229,1.52956327,1,0.773957801,0.657987201,0.632753936,0.727000521,0.787301329,10.43673,-0.0479366797,20.5332006,0.0890591779,-0.0287583699,20.5611092,0.0948939597,-0.0479366797,20.5331983,0.0894946027,0.9232040683,20.5611077,0.0895159789,0.9365262201,41.0943066,0.0985648738,0.6284356472,72.9416917,0.147491373,1.382071897,88.2403181,0.1642462,0.10619053,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION;OUTPUT_CLIPPED_OR_PINNED,-39.23151058,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.55,26.44898584,1.53704906,1,0.773643655,0.657987201,0.632753936,0.731162791,0.787277097,12.95094,-0.0554180908,20.5409803,0.0905263408,-0.0344120348,20.5697557,0.0978989548,-0.0554180908,20.541055,0.0895061721,0.9232167309,20.5695795,0.0895280163,0.9368283287,41.110635,0.0985648766,0.6325979144,72.738076,0.147298025,1.389751035,88.1116944,0.164243881,0.098707059,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,GAIN_FAIL;SATURATION;OUTPUT_CLIPPED_OR_PINNED,-41.22696703,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
