vcm_V,gain_dB,vout_V,actual_diff_input_at_1Hz_V,vx_V,vbn_V,vbp_V,tail_V,nmir_V,tracking_error_mV,minimum_saturation_margin_V,m1_id_uA,m1_vdsat_V,m1_saturation_margin_V,m2_id_uA,m2_vdsat_V,m2_saturation_margin_V,m3_id_uA,m3_vdsat_V,m3_saturation_margin_V,m4_id_uA,m4_vdsat_V,m4_saturation_margin_V,m5_id_uA,m5_vdsat_V,m5_saturation_margin_V,m6_id_uA,m6_vdsat_V,m6_saturation_margin_V,m7_id_uA,m7_vdsat_V,m7_saturation_margin_V,m8_id_uA,m8_vdsat_V,m8_saturation_margin_V,m9_id_uA,m9_vdsat_V,m9_saturation_margin_V,m10_id_uA,m10_vdsat_V,m10_saturation_margin_V,point_status,gain_delta_vs_0p9_dB,valid,manifest_sha256
0.7,67.74386948,0.699801151,1,0.797591527,0.657987201,0.632753936,0.0627762546,0.811524849,0.198849,-0.035788165,13.8793705,0.0668235439,0.6819250505,13.8998536,0.0668912335,0.6679240389,13.8793692,0.0788560729,0.9096190781,13.8998523,0.0788748075,0.9235336655,27.7792239,0.0985644196,-0.035788165,85.9751433,0.161742637,0.538058514,92.9731544,0.164503327,0.935695522,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.06791661256,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.71,67.76958684,0.709840977,1,0.797305527,0.657987201,0.632753936,0.0689480264,0.8084235,0.159023,-0.0296163974,14.6067432,0.0678434098,0.6716320638,14.6238717,0.0678988945,0.6604586061,14.6067419,0.0801140419,0.9114624581,14.6238704,0.080129359,0.922565114,29.2306146,0.0985644238,-0.0296163974,85.8416634,0.161570976,0.548270001,92.9400728,0.164500215,0.925658808,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.09363397329,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.72,67.79080285,0.719875036,1,0.797021017,0.657987201,0.632753936,0.0753901635,0.805736124,0.124964,-0.0231742647,15.2646697,0.0687565574,0.6615894031,15.2786485,0.0688010885,0.652829765,15.2646684,0.0812288781,0.9130349979,15.2786472,0.0812411348,0.9217378482,30.543318,0.0985644282,-0.0231742647,85.7080403,0.161400228,0.558474808,92.9067903,0.164497105,0.915627859,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.1148499869,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.73,67.80798384,0.729903672,1,0.796737916,0.657987201,0.632753936,0.0820876705,0.803437898,0.096328,-0.0164767623,15.8483045,0.0695624467,0.6517877808,15.8594253,0.0695973943,0.6450528512,15.8483032,0.0822005351,0.9143615669,15.859424,0.0822101221,0.9210519619,31.7077295,0.0985644328,-0.0164767623,85.5742658,0.161230342,0.56867333,92.8733021,0.164493996,0.905602332,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.1320309684,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.74,67.82153061,0.739927299,1,0.796456145,0.657987201,0.632753936,0.0890216392,0.80149836,0.072701,-0.0095427983,16.3562824,0.0702641663,0.6422125545,16.3648955,0.070290944,0.6371435618,16.3562811,0.0830336326,0.9154680074,16.3648942,0.0830409518,0.9205029032,32.7211775,0.0985644375,-0.0095427983,85.4403303,0.161061269,0.57886603,92.8396029,0.164490889,0.895581812,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.1455777447,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.75,67.83177351,0.749946411,1,0.796175625,0.657987201,0.632753936,0.0961691332,0.799881187,0.053589,-0.0023953092,16.7908565,0.0708683945,0.6328436593,16.7973389,0.0708883849,0.6291181069,16.7908552,0.0837374135,0.9163813995,16.7973376,0.0837428563,0.9200815187,33.5881951,0.0985644424,-0.0023953092,85.3062233,0.160892959,0.589053452,92.8056871,0.164487784,0.885565805,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,SATURATION,0.1558206415,False,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.76,67.83897478,0.75996157,1,0.79589628,0.657987201,0.632753936,0.103504005,0.798545412,0.03843,0.0049395576,17.1575037,0.0713848307,0.6236565763,17.1622297,0.07139932,0.620992955,17.1575024,0.0843250004,0.9171295876,17.1622284,0.0843289291,0.9197747909,34.3197331,0.0985644474,0.0049395576,85.1719331,0.160725365,0.599236205,92.7715485,0.16448468,0.87555375,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.163021917,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.77,67.84333712,0.769973368,1,0.795618034,0.657987201,0.632753936,0.110998588,0.797447978,0.026632,0.0124341354,17.4640105,0.0718251166,0.6146242734,17.4673278,0.071835248,0.612784198,17.4640091,0.0848119827,0.9177400393,17.4673265,0.0848147179,0.9195672481,34.9313379,0.0985644526,0.0124341354,85.0374475,0.160558441,0.609414927,92.7371809,0.164481576,0.865545056,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1673842509,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.78,67.8450139,0.77998239,1,0.795340815,0.657987201,0.632753936,0.118625783,0.796546892,0.01761,0.0200613252,17.7192797,0.0722015164,0.6057195926,17.721495,0.072208267,0.604506765,17.7192784,0.0852146911,0.9182384169,17.7214937,0.0852165054,0.9194426796,35.4407744,0.0985644578,0.0200613252,84.9027541,0.160392142,0.619590248,92.7025777,0.164478474,0.855539136,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1690610324,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.79,67.84411941,0.789989167,1,0.795064557,0.657987201,0.632753936,0.12636087,0.795803968,0.010833,0.0277964069,17.9322084,0.0725257292,0.5969173688,17.9335813,0.072529909,0.596173778,17.9322071,0.0855486489,0.9186473831,17.9335799,0.085549767,0.919385676,35.8657893,0.0985644631,0.0277964069,84.767841,0.160226427,0.62976274,92.6677325,0.164475372,0.845535461,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1681665447,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.8,67.84073693,0.799994159,1,0.794789195,0.657987201,0.632753936,0.134182618,0.795186484,0.005841,0.0356181496,18.1108933,0.0728080997,0.5881957663,18.1116375,0.0728103662,0.5877962108,18.110892,0.0858275481,0.9189859679,18.1116362,0.0858281515,0.9193826535,36.2225304,0.0985644684,0.0356181496,84.6326974,0.160061256,0.639932903,92.6326388,0.164472271,0.83553357,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1647840614,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.81,67.83492539,0.809997743,1,0.79451467,0.657987201,0.632753936,0.142073618,0.794667661,0.002257,0.0435091442,18.2622344,0.0730572782,0.5795367648,18.2625232,0.0730581585,0.5793828935,18.2622331,0.086062817,0.919269522,18.2625218,0.0860630501,0.9194222799,36.5247571,0.0985644738,0.0435091442,84.4973129,0.159896592,0.650101151,92.5972902,0.164469171,0.825533086,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1589725252,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.82,67.82672455,0.820000217,1,0.794240927,0.657987201,0.632753936,0.150020054,0.794226286,0.0002170000001,0.0514555748,18.3918559,0.0732802243,0.5709260077,18.3918281,0.0732801394,0.5709407336,18.3918546,0.0862636355,0.9195100785,18.3918268,0.0862636131,0.9194954599,36.7836835,0.0985644792,0.0514555748,84.3616785,0.159732402,0.660267815,92.5616805,0.164466071,0.815533712,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1507716814,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.83,67.81615895,0.830001814,1,0.793967916,0.657987201,0.632753936,0.15801118,0.793845891,0.001814,0.0594466953,18.5042145,0.073482403,0.562352308,18.5039815,0.0734816895,0.5624750465,18.5042132,0.0864372021,0.9197169069,18.5039802,0.0864370151,0.9195950689,37.0081955,0.0985644847,0.0594466953,84.2257854,0.159568652,0.670433162,92.5258034,0.164462971,0.805535215,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.140206087,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.84,67.80324117,0.840002712,1,0.793695586,0.657987201,0.632753936,0.166038729,0.793513834,0.002712,0.0674742388,18.6027863,0.0736680492,0.5538070558,18.6024376,0.0736669782,0.5539898788,18.602785,0.0865890868,0.9198970792,18.6024362,0.0865888075,0.9197156065,37.2052234,0.0985644902,0.0674742388,84.0896258,0.159405313,0.680597399,92.4896528,0.164459871,0.795537417,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1272882988,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.85,67.7879776,0.85000299,1,0.793423895,0.657987201,0.632753936,0.174096272,0.793220437,0.00299,0.0755317763,18.69028,0.0738404469,0.5452837181,18.6899098,0.0738392649,0.5454883581,18.6902621,0.0867235772,0.9200559858,18.6898701,0.086723264,0.919852841,37.3801331,0.0985644957,0.0755317763,83.9531927,0.159242357,0.690760633,92.4532225,0.164456772,0.785540238,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.1120247276,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.86,67.77035134,0.860002926,1,0.793152793,0.657987201,0.632753936,0.182179181,0.792958278,0.002926,0.0836146798,18.7687307,0.0740020602,0.5367770368,18.7683545,0.0740008967,0.5369727153,18.7687294,0.0868439777,0.9201977443,18.7683531,0.0868436777,0.9200035293,37.5370846,0.0985645012,0.0836146798,83.8164764,0.159079755,0.700923171,92.4165055,0.164453672,0.775543402,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.09439847506,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.87,67.75036069,0.870002426,1,0.792882244,0.657987201,0.632753936,0.190283428,0.79272164,0.002426,0.0917189212,18.8398063,0.074154899,0.528283313,18.8394946,0.0741539311,0.5284448849,18.8398049,0.0869528435,0.9203255165,18.8394932,0.0869525954,0.9201651606,37.6793003,0.0985645068,0.0917189212,83.6794718,0.158917482,0.711084944,92.3794961,0.164450573,0.765547001,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.07440781791,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.88,67.72798728,0.880001739,1,0.792612203,0.657987201,0.632753936,0.198406126,0.792506079,0.001739,0.0998416137,18.9048156,0.0743005415,0.5197994115,18.9045601,0.0742998393,0.5199062377,18.9047545,0.0870521667,0.9204417543,18.9045479,0.0870520025,0.9203357945,37.8093044,0.0985645123,0.0998416137,83.5421693,0.158755511,0.721246228,92.3421867,0.164447474,0.755550787,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.05203440921,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.89,67.70319653,0.89000073,1,0.792342635,0.657987201,0.632753936,0.206545009,0.792308109,0.00073,0.1079804911,18.9646603,0.0744400788,0.5113230212,18.9645152,0.0744397758,0.5113578502,18.9645756,0.0871435129,0.9205483781,18.9645082,0.0871434594,0.9205139056,37.9290857,0.0985645179,0.1079804911,83.404564,0.158593821,0.731406909,92.3045714,0.164444375,0.745554895,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0.02724366679,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.9,67.67595287,0.899999207,1,0.792073509,0.657987201,0.632753936,0.214698188,0.792124975,0.000793,0.1161336645,19.0200621,0.0745743848,0.5028524022,19.0201647,0.0745747043,0.5028006167,19.0200607,0.0872281236,0.9206469014,19.0201614,0.0872282034,0.9206982876,38.0402241,0.0985645235,0.1161336645,83.2666517,0.158432391,0.741566816,92.2666438,0.164441277,0.735559516,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,0,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.91,67.64623155,0.909997697,1,0.791804775,0.657987201,0.632753936,0.222864169,0.791954472,0.002303,0.1242996399,19.0718473,0.0747044555,0.4943858475,19.072141,0.0747053852,0.4942352208,19.0718459,0.0873069932,0.9207385348,19.0721397,0.0873072257,0.9208879993,38.1439876,0.0985645291,0.1242996399,83.128418,0.158271191,0.751726506,92.228395,0.164438178,0.725564125,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.02972131598,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.92,67.61398246,0.919996004,1,0.791536403,0.657987201,0.632753936,0.231041733,0.791794822,0.003996,0.1324771984,19.1204479,0.0748308193,0.4859222697,19.120956,0.0748324368,0.4856622332,19.1204465,0.0873809259,0.9208242521,19.1209547,0.0873813276,0.9210822694,38.2414032,0.0985645346,0.1324771984,82.9898581,0.158110201,0.761885803,92.1898183,0.164435079,0.715568917,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.06197040765,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.93,67.57915504,0.929994153,1,0.791268358,0.657987201,0.632753936,0.239229882,0.791644573,0.005847,0.1406653418,19.1662848,0.0749539918,0.4774606992,19.1670262,0.0749563651,0.4770821109,19.1662835,0.0874505778,0.9209048492,19.1670249,0.0874511633,0.9212804787,38.3333103,0.0985645402,0.1406653418,82.8509642,0.157949401,0.772044752,92.1509058,0.16443198,0.705573867,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.09679782974,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.94,67.5416921,0.939992157,1,0.791000607,0.657987201,0.632753936,0.247427777,0.791502533,0.007843,0.1488632311,19.2097055,0.0750744007,0.4690003553,19.2106967,0.0750775926,0.4684952374,19.2097041,0.0875164896,0.9209809774,19.2106952,0.0875172714,0.9214821216,38.4204013,0.0985645459,0.1488632311,82.7117279,0.157788767,0.78220339,92.1116497,0.164428882,0.695578961,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.1342607629,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.95,67.50152978,0.94999003,1,0.790733115,0.657987201,0.632753936,0.255634712,0.791367712,0.00997,0.1570701605,19.2509987,0.0751924054,0.4605405946,19.2522541,0.0751964738,0.4599019292,19.2509973,0.0875791103,0.9210531777,19.2522528,0.0875800997,0.9216867853,38.503252,0.0985645515,0.1570701605,82.572141,0.15762828,0.79236175,92.0720415,0.164425783,0.685584187,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.1744230833,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.96,67.45859686,0.95998778,1,0.79046585,0.657987201,0.632753936,0.263850084,0.791239281,0.01222,0.1652855269,19.2904065,0.0753083102,0.4520808868,19.2919394,0.0753133101,0.4513024559,19.2904051,0.0876388162,0.9211219028,19.2919381,0.0876400231,0.9218941269,38.5823451,0.0985645571,0.1652855269,82.4321946,0.157467919,0.802519861,92.0320727,0.164422685,0.675589535,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.2173560117,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.97,67.41281447,0.969985414,1,0.790198778,0.657987201,0.632753936,0.272073374,0.791116541,0.014586,0.1735088113,19.3281337,0.0754223757,0.4436207913,19.3299558,0.0754283593,0.4426970447,19.3281323,0.0876959247,0.9211875343,19.3299544,0.087697358,0.922103864,38.6580886,0.0985645627,0.1735088113,82.2918798,0.157307663,0.812677751,91.9917344,0.164419587,0.665594999,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.2631384021,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.98,67.3640955,0.979982938,1,0.789931867,0.657987201,0.632753936,0.28030413,0.790998898,0.017062,0.1817395617,19.3643543,0.0755348273,0.4351599407,19.3664763,0.0755418447,0.4340858923,19.3643529,0.0877507061,0.9212503959,19.3664749,0.0877523738,0.9223157592,38.7308297,0.0985645683,0.1817395617,82.1511873,0.157147492,0.822835446,91.9510172,0.164416488,0.655600574,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.3118573679,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.99,67.31234417,0.989980356,1,0.789665086,0.657987201,0.632753936,0.288541954,0.790885844,0.019644,0.18997738,19.3992176,0.0756458618,0.4266980282,19.4016491,0.0756539619,0.4254691701,19.3992162,0.0878033914,0.9213107646,19.4016477,0.0878053008,0.9225296132,38.8008658,0.098564574,0.18997738,82.0101074,0.156987385,0.832992971,91.9099115,0.16441339,0.645606254,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.3636086993,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1,67.2574552,0.999977671,1,0.789398402,0.657987201,0.632753936,0.296786492,0.790776942,0.022329,0.1982219124,19.4328522,0.0757556523,0.4182347977,19.4356022,0.0757648833,0.4168470267,19.4328509,0.0878541799,0.9213688781,19.4356008,0.0878563378,0.9227452602,38.8684535,0.0985645796,0.1982219124,81.8686298,0.156827323,0.843150348,91.8684073,0.164410292,0.635612037,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.4184976701,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.01,67.19931314,1.00997489,1,0.789131784,0.657987201,0.632753936,0.305037427,0.790671812,0.02511,0.2064728418,19.4653698,0.0758643534,0.4097700316,19.4684464,0.0758747628,0.4082195942,19.4653684,0.0879032444,0.9214249436,19.4684451,0.0879056568,0.9229625592,38.9338153,0.0985645852,0.2064728418,81.7267443,0.156667286,0.853307604,91.8264941,0.164407194,0.625617916,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.4766397263,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.02,67.13779158,1.019972,1,0.788865201,0.657987201,0.632753936,0.313294472,0.790570124,0.028,0.2147298811,19.4968677,0.0759721034,0.4013035486,19.5002786,0.075983739,0.39958699,19.4968663,0.0879507355,0.9214791405,19.5002772,0.087953408,0.923181391,38.9971453,0.0985645909,0.2147298811,81.5844398,0.156507253,0.863464747,91.784161,0.164404096,0.615623904,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.5381612831,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.03,67.07275199,1.02996901,1,0.78859862,0.657987201,0.632753936,0.321557364,0.790471589,0.03099,0.2229927675,19.5274313,0.0760790281,0.3928351969,19.5311835,0.0760919381,0.3909493179,19.5274299,0.0879967851,0.9215316259,19.5311821,0.087999723,0.923401657,39.0586138,0.0985645965,0.2229927675,81.441705,0.156347206,0.873621804,91.7413966,0.164400998,0.605629992,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.603200875,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.04,67.00404288,1.03996593,1,0.78833201,0.657987201,0.632753936,0.329825859,0.790375952,0.03407,0.2312612568,19.5571358,0.0761852426,0.3843648504,19.561236,0.0761994759,0.3823066751,19.5571344,0.0880415096,0.9215825384,19.5612346,0.0880447177,0.9236232723,39.1183707,0.0985646022,0.2312612568,81.298528,0.156187124,0.883778806,91.6981891,0.1643979,0.59563617,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.6719099859,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.05,66.93149783,1.04996273,1,0.788065339,0.657987201,0.632753936,0.338099727,0.790282971,0.03727,0.2395351191,19.5860478,0.0762908534,0.3758923906,19.5905044,0.0763064627,0.3736591493,19.5860518,0.0880850198,0.9216320092,19.5905062,0.0880885026,0.9238461584,39.1765489,0.0985646079,0.2395351191,81.1548964,0.156026986,0.893935744,91.6545261,0.164394802,0.585642468,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.7444550357,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.06,66.8549368,1.05995944,1,0.787798575,0.657987201,0.632753936,0.346378768,0.790192496,0.04056,0.2478141545,19.6142265,0.07639596,0.367417768,19.6190411,0.0764129917,0.3650068153,19.6142252,0.088127383,0.921680121,19.6190397,0.088131145,0.92407028,39.2332666,0.0985646135,0.2478141545,81.0107972,0.155866774,0.904092666,91.6103945,0.164391704,0.575648856,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.8210160675,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.07,66.77415931,1.06995603,1,0.787531686,0.657987201,0.632753936,0.354662766,0.790104297,0.04397,0.2560981468,19.6417249,0.076500656,0.358940875,19.6469051,0.0765191664,0.3563497536,19.6417235,0.0881687049,0.9217269981,19.6469038,0.0881727501,0.9242955639,39.2886289,0.0985646192,0.2560981468,80.8662169,0.155706466,0.914249564,91.5657808,0.164388606,0.565655364,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.9017935622,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.08,66.6889478,1.07995251,1,0.787264639,0.657987201,0.632753936,0.362951531,0.790018232,0.04749,0.2643869062,19.6685902,0.076605031,0.35046167,19.6741415,0.0766250759,0.3476880321,19.6685888,0.0882090506,0.9217727174,19.6741401,0.0882133829,0.9245219781,39.3427305,0.0985646248,0.2643869062,80.7211413,0.155546042,0.924406468,91.5206708,0.164385508,0.555661982,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-0.9870050727,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.09,66.59906298,1.08994888,1,0.786997402,0.657987201,0.632753936,0.371244876,0.789934158,0.05112,0.2726802455,19.694865,0.0767091708,0.3419801112,19.7007925,0.0767308088,0.3390217172,19.6948636,0.0882484858,0.9218173562,19.7007911,0.0882531088,0.9247494892,39.3956563,0.0985646305,0.2726802455,80.5755554,0.155385481,0.934563399,91.4750495,0.16438241,0.54566871,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.076889892,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.1,66.50424186,1.09994512,1,0.786729939,0.657987201,0.632753936,0.379542617,0.789851944,0.05488,0.2809779808,19.7205878,0.0768131592,0.3334961678,19.7268963,0.0768364522,0.3303508698,19.7205864,0.0882870696,0.9218609864,19.7268949,0.088291987,0.924978074,39.447483,0.0985646362,0.2809779808,80.4294437,0.155224762,0.944720358,91.4289014,0.164379313,0.535675567,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.171711006,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.11,66.40419522,1.10994122,1,0.786462218,0.657987201,0.632753936,0.387844574,0.789771474,0.05878,0.2892799321,19.7457933,0.0769170782,0.3250098218,19.7524877,0.0769420916,0.3216755524,19.7457919,0.0883248558,0.9219036702,19.7524863,0.0883300709,0.9252077111,39.4982798,0.0985646419,0.2892799321,80.2827897,0.155063863,0.954877357,91.3822099,0.164376215,0.525682565,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.271757643,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.12,66.29860428,1.11993719,1,0.786194203,0.657987201,0.632753936,0.396150567,0.789692641,0.06281,0.2975859195,19.7705131,0.0770210092,0.3165210648,19.7775979,0.077047813,0.312995823,19.7705118,0.0883618929,0.9219454661,19.7775965,0.088367409,0.925438388,39.5481098,0.0985646475,0.2975859195,80.1355761,0.154902762,0.965034428,91.3349577,0.164373118,0.515689692,9.99999882,0.169702732,0.997543332,9.99144222,0.169694826,0.972317973,9.9914427,0.0923723431,0.5656148579,VALID,-1.37734859,True,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
