point_id,process,VDD_V,temp_C,device,role,drain_current_uA,gm_uS,gds_uS,vdsat_abs_V,saturation_margin_V,saturation_status,vout_V,vx_V,tail_V,nmir_V,vbn_V,vbp_V,ivdd_signed_uA,manifest_sha256
P09,TT,1.8,-20,M5,NMOS tail current source,37.5704946,709.723506,14.9719725,0.0842077567,0.1060881603,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P09,TT,1.8,-20,M6,NMOS second-stage gain device,82.2788662,922.563332,9.01223543,0.133792117,0.767683779,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P09,TT,1.8,-20,M7,PMOS second-stage current source,91.2936252,1068.71657,3.84136974,0.148350878,0.750173226,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P09,TT,1.8,-20,M8,PMOS diode IREF reference,9.9999987,113.433863,0.330838553,0.153734782,1.078836638,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P09,TT,1.8,-20,M9,PMOS VBN-bias current source,9.96018412,113.016707,0.354233843,0.153697565,0.962508605,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P09,TT,1.8,-20,M10,NMOS diode VBN reference,9.96018456,190.348149,1.10390741,0.0790132646,0.6047805654,PASS,0.901475896,0.805976228,0.190295917,0.706451088,0.68379383,0.56742858,-148.824308,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M1,"NMOS input, VINN side",19.2438504,337.14918,3.39957324,0.0881457254,0.5670013226,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M2,"NMOS input, VINP side",19.4705782,340.327826,3.84159671,0.0889533861,0.4464900859,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M3,"PMOS diode mirror load, two units",19.2438495,267.537678,1.93515825,0.0977547175,0.8045527975,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M4,"PMOS mirror output load, two units",19.4705768,270.463548,1.85632492,0.0979294801,0.9240816109,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M5,NMOS tail current source,38.7144279,571.861761,11.8703977,0.115633024,0.126912413,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M6,NMOS second-stage gain device,84.2520924,753.688474,8.39924186,0.188572952,0.70948451,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M7,PMOS second-stage current source,93.232667,871.145164,3.82939898,0.182738901,0.719203637,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M8,PMOS diode IREF reference,9.9999989,91.3472511,0.35233542,0.187860366,0.897252506,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M9,PMOS VBN-bias current source,10.0293807,91.6058587,0.3324697,0.187886635,0.983101702,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P10,TT,1.8,85,M10,NMOS diode VBN reference,10.0293813,154.1817,0.986397764,0.108483662,0.520528001,PASS,0.898057462,0.777988909,0.242545437,0.897692485,0.629011663,0.714887128,-151.97648,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M1,"NMOS input, VINN side",18.811913,424.532313,3.85895252,0.0626693802,0.6342699438,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M2,"NMOS input, VINP side",18.9739757,427.557945,4.08458797,0.0630963851,0.5539091459,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M3,"PMOS diode mirror load, two units",18.8119802,342.657863,2.04332575,0.0781797357,1.015147796,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M4,"PMOS mirror output load, two units",18.9740418,345.297941,2.0124156,0.0783125328,1.094948792,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M5,NMOS tail current source,37.7858882,712.543583,15.1663722,0.0843918119,0.1053413321,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M6,NMOS second-stage gain device,82.9602611,926.559596,9.08774774,0.134245929,0.764629421,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M7,PMOS second-stage current source,91.9490145,1075.95255,3.36627485,0.148408672,0.932715978,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M8,PMOS diode IREF reference,9.9999987,113.433863,0.330838553,0.153734782,1.078836638,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M9,PMOS VBN-bias current source,10.0205941,113.64729,0.319862469,0.153755035,1.142136322,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P11,TT,1.98,-20,M10,NMOS diode VBN reference,10.0205949,191.225258,1.1089299,0.0791836842,0.6049249588,PASS,0.89887535,0.806738675,0.189733144,0.886672468,0.684108643,0.74742858,-149.755502,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M1,"NMOS input, VINN side",18.9526135,380.865929,3.43204389,0.0738529151,0.6843815539,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M2,"NMOS input, VINP side",19.2949571,386.5618,3.93488772,0.0748899711,0.5039028799,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M3,"PMOS diode mirror load, two units",18.9526123,300.47179,1.95115213,0.0871252553,0.9205270887,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M4,"PMOS mirror output load, two units",19.2949547,305.420789,1.86933259,0.087403732,1.09969023,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M5,NMOS tail current source,38.2475699,644.240789,13.3059617,0.0987675523,0.1153456347,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M6,NMOS second-stage gain device,83.941062,838.990425,8.73960003,0.15895842,0.738438482,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M7,PMOS second-stage current source,92.9150308,973.137042,3.32253937,0.164497873,0.918105225,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M8,PMOS diode IREF reference,9.99999882,102.006282,0.336458495,0.169702732,0.997543332,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M9,PMOS VBN-bias current source,10.0496957,102.478981,0.308311486,0.169751121,1.151927185,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P12,TT,1.98,27,M10,NMOS diode VBN reference,10.0496966,173.502996,1.04074888,0.0925622867,0.5657594073,PASS,0.897396902,0.792906038,0.214113187,0.972347656,0.658321694,0.812753936,-151.212302,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M1,"NMOS input, VINN side",19.1828893,336.207564,3.02785333,0.0874104684,0.7485874376,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M2,"NMOS input, VINP side",19.7325831,344.197955,3.88068934,0.0893003389,0.4476921461,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M3,"PMOS diode mirror load, two units",19.1828886,266.795807,1.92965265,0.0976563249,0.8044246551,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M4,"PMOS mirror output load, two units",19.7325806,273.853934,1.76356999,0.0980930607,1.10299334,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M5,NMOS tail current source,38.9154716,573.987248,12.0104258,0.115857284,0.12606383,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M6,NMOS second-stage gain device,84.9280848,756.700102,8.47674925,0.189192731,0.706218413,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M7,PMOS second-stage current source,93.882196,877.085729,3.31558028,0.182794172,0.901794684,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M8,PMOS diode IREF reference,9.9999989,91.3472511,0.35233542,0.187860366,0.897252506,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M9,PMOS VBN-bias current source,10.0859733,92.0961138,0.299215219,0.18794159,1.162682828,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
P13,TT,1.98,85,M10,NMOS diode VBN reference,10.0859743,154.861076,0.990750982,0.108697627,0.520677955,PASS,0.895411144,0.778913599,0.241921114,1.07791902,0.629375582,0.894887128,-152.883646,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
