scale,command_V,drive_V,vout_V,vinn_V,vx_V,m6_id_A,m6_vdsat_V,m7_id_A,m7_vdsat_V,direction,mapping_error_V,tracking_error_mV,m6_saturation_margin_V,m7_saturation_margin_V,not_clipped,valid,point_status,reverse_vout_V,forward_reverse_delta_uV,reverse_valid,counterpart_point_status,manifest_sha256
0.18,1.62,0.18,1.61925427,0.899627137,0.767993871,6.88207297e-05,0.143770719,8.50920004e-05,0.164218415,COMMAND_ASCENDING,0,0.74573,1.475483551,0.016527315,True,True,VALID,1.61925427,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.17,1.63,0.17,1.62921337,0.899606683,0.766678236,6.78733173e-05,0.142940721,8.42457411e-05,0.16421533,COMMAND_ASCENDING,-2.220446049e-16,0.78663,1.486272649,0.0065713,True,True,VALID,1.62921337,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.16,1.64,0.16,1.63916298,0.899581488,0.765058706,6.67043375e-05,0.141916982,8.31778392e-05,0.164212248,COMMAND_ASCENDING,-2.220446049e-16,0.83702,1.497245998,-0.003375228,True,False,SATURATION,1.63916298,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.15,1.65,0.15,1.64910025,0.899550127,0.76305518,6.52610626e-05,0.14064863,8.18353712e-05,0.16420917,COMMAND_ASCENDING,-2.220446049e-16,0.89975,1.50845162,-0.01330942,True,False,SATURATION,1.64910025,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.14,1.66,0.14,1.6590233,0.89951165,0.760576923,6.34878969e-05,0.139078275,8.01632016e-05,0.164206096,COMMAND_ASCENDING,-2.220446049e-16,0.9767,1.519945025,-0.023229396,True,False,SATURATION,1.6590233,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.13,1.67,0.13,1.66892809,0.899464046,0.757527924,6.13326802e-05,0.137145673,7.8108618e-05,0.164203028,COMMAND_ASCENDING,0,1.07191,1.531782417,-0.033131118,True,False,SATURATION,1.66892809,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.12,1.68,0.12,1.67881163,0.899405816,0.75380499,5.87482593e-05,0.134786977,7.56245876e-05,0.164199966,COMMAND_ASCENDING,-2.220446049e-16,1.18837,1.544024653,-0.043011596,True,False,SATURATION,1.67881163,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.11,1.69,0.11,1.68867031,0.899335157,0.74929725,5.56960022e-05,0.131935219,7.26724176e-05,0.164196912,COMMAND_ASCENDING,0,1.32969,1.556735091,-0.052867222,True,False,SATURATION,1.68867031,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.1,1.7,0.1,1.6985,0.89925,0.743879725,5.21465154e-05,0.128517659,6.92226393e-05,0.164193868,COMMAND_ASCENDING,0,1.5,1.569982341,-0.062693868,True,False,SATURATION,1.6985,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.09,1.71,0.09,1.70829566,0.899147831,0.73740171,4.80794822e-05,0.124450996,6.52548457e-05,0.164190833,COMMAND_ASCENDING,0,1.70434,1.583844664,-0.072486493,True,False,SATURATION,1.70829566,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.08,1.72,0.08,1.71805067,0.899025333,0.729667166,4.34831399e-05,0.119633841,6.07571581e-05,0.164187812,COMMAND_ASCENDING,0,1.94933,1.598416829,-0.082238482,True,False,SATURATION,1.71805067,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.07,1.73,0.07,1.72775562,0.89887781,0.720400744,3.83540774e-05,0.113934998,5.57260067e-05,0.164184805,COMMAND_ASCENDING,0,2.24438,1.613820622,-0.091940425,True,False,SATURATION,1.72775562,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.06,1.74,0.06,1.73739612,0.898698059,0.709184008,3.26982041e-05,0.107174284,5.01670744e-05,0.164181819,COMMAND_ASCENDING,0,2.60388,1.630221836,-0.101577939,True,False,SATURATION,1.73739612,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.05,1.75,0.05,1.746948,0.898473998,0.695321075,2.65344288e-05,0.0990884454,4.40989214e-05,0.164178861,COMMAND_ASCENDING,0,3.052,1.647859555,-0.111126861,True,False,SATURATION,1.746948,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.04,1.76,0.04,1.75636548,0.898182738,0.677508691,1.99054183e-05,0.0892646706,3.75636184e-05,0.164175944,COMMAND_ASCENDING,0,3.63452,1.667100809,-0.120541424,True,False,SATURATION,1.75636548,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.03,1.77,0.03,1.76554424,0.897772122,0.65282571,1.29124219e-05,0.077000802,3.06611965e-05,0.1641731,COMMAND_ASCENDING,0,4.45576,1.688543438,-0.12971734,True,False,SATURATION,1.76554424,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.02,1.78,0.02,1.7741532,0.897076599,0.612283887,5.87316244e-06,0.0610800311,2.37058993e-05,0.164170434,COMMAND_ASCENDING,0,5.8468,1.713073169,-0.138323634,True,False,SATURATION,1.7741532,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.01,1.79,0.01,1.78025883,0.895129416,0.509210816,5.97664925e-07,0.0432924293,1.84891854e-05,0.164168543,COMMAND_ASCENDING,0,9.74117,1.736966401,-0.144427373,True,False,SATURATION,1.78025883,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
-1.4190038e-15,1.8,-1.4190038e-15,1.78092116,0.890460581,0.349696753,1.08113182e-08,0.0405157367,1.79090784e-05,0.164168338,COMMAND_ASCENDING,-1.33226763e-15,19.07884,1.740405423,-0.145089498,True,False,TRACKING_FAIL;SATURATION,1.78092116,0,False,TRACKING_FAIL;SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.8,-1.33226763e-15,1.8,0.0237401312,0.911870066,1.56608662,9.46942357e-05,0.503216294,9.48414268e-05,0.164712935,COMMAND_DESCENDING,-1.33226763e-15,23.7401312,-0.4794761628,1.611546934,True,False,TRACKING_FAIL;SATURATION,0.0237401312,0,False,TRACKING_FAIL;SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.79,0.01,1.79,0.0279935923,0.908996796,1.39823258,9.46407854e-05,0.443592226,9.48312775e-05,0.164711615,COMMAND_DESCENDING,-8.67361738e-18,17.9935923,-0.4155986337,1.607294793,True,False,TRACKING_FAIL;SATURATION,0.0279935923,0,False,TRACKING_FAIL;SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.78,0.02,1.78,0.03369594,0.90684797,1.25704464,9.45693007e-05,0.389964001,9.48176474e-05,0.164709847,COMMAND_DESCENDING,-1.734723476e-17,13.69594,-0.356268061,1.601594213,True,False,TRACKING_FAIL;SATURATION,0.03369594,0,False,TRACKING_FAIL;SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.77,0.03,1.77,0.0405341247,0.905267062,1.14942549,9.44835757e-05,0.345577694,9.48012665e-05,0.164707726,COMMAND_DESCENDING,-2.775557562e-17,10.5341247,-0.3050435693,1.594758149,True,False,TRACKING_FAIL;SATURATION,0.0405341247,0,False,TRACKING_FAIL;SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.76,0.04,1.76,0.0482212423,0.904110621,1.06990696,9.43873038e-05,0.310046352,9.47828049e-05,0.164705342,COMMAND_DESCENDING,-3.469446952e-17,8.2212423,-0.2618251097,1.587073416,True,False,SATURATION,0.0482212423,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.75,0.05,1.75,0.0565185234,0.903259262,1.01136334,9.42833068e-05,0.281994281,9.47628215e-05,0.164702768,COMMAND_DESCENDING,-4.163336342e-17,6.5185234,-0.2254757576,1.578778709,True,False,SATURATION,0.0565185234,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.74,0.06,1.74,0.0652485487,0.902624274,0.96786637,9.41738928e-05,0.259911784,9.47417321e-05,0.164700061,COMMAND_DESCENDING,-5.551115123e-17,5.2485487,-0.1946632353,1.57005139,True,False,SATURATION,0.0652485487,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.73,0.07,1.73,0.0742866021,0.902143301,0.935088331,9.4060609e-05,0.242480333,9.47198289e-05,0.164697258,COMMAND_DESCENDING,-5.551115123e-17,4.2866021,-0.1681937309,1.56101614,True,False,SATURATION,0.0742866021,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.72,0.08,1.72,0.0835469579,0.901773479,0.910015652,9.39445462e-05,0.228649976,9.46973128e-05,0.164694386,COMMAND_DESCENDING,-6.938893904e-17,3.5469579,-0.1451030181,1.551758656,True,False,SATURATION,0.0835469579,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.71,0.09,1.71,0.0929706104,0.901485305,0.890574742,9.38261364e-05,0.217616918,9.46743216e-05,0.164691463,COMMAND_DESCENDING,-8.326672685e-17,2.9706104,-0.1246463076,1.542337927,True,False,SATURATION,0.0929706104,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.7,0.1,1.7,0.102516764,0.901258382,0.875332006,9.37062494e-05,0.208774872,9.46509506e-05,0.164688503,COMMAND_DESCENDING,-8.326672685e-17,2.516764,-0.106258108,1.532794733,True,False,SATURATION,0.102516764,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.69,0.11,1.69,0.112156544,0.901078272,0.863279252,9.35851089e-05,0.201665143,9.46272665e-05,0.164685513,COMMAND_DESCENDING,-9.714451465e-17,2.156544,-0.089508599,1.523157943,True,False,SATURATION,0.112156544,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.68,0.12,1.68,0.121869122,0.900934561,0.853693056,9.34630185e-05,0.19593786,9.46033176e-05,0.164682501,COMMAND_DESCENDING,-1.110223025e-16,1.869122,-0.074068738,1.513448377,True,False,SATURATION,0.121869122,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.67,0.13,1.67,0.131639055,0.900819527,0.846040661,9.33401007e-05,0.191321677,9.45791391e-05,0.164679472,COMMAND_DESCENDING,-1.110223025e-16,1.639055,-0.059682622,1.503681473,True,False,SATURATION,0.131639055,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.66,0.14,1.66,0.141454602,0.900727301,0.839918881,9.32165272e-05,0.187602085,9.45547576e-05,0.164676428,COMMAND_DESCENDING,-1.110223025e-16,1.454602,-0.046147483,1.49386897,True,False,SATURATION,0.141454602,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.65,0.15,1.65,0.151306514,0.900653257,0.835013616,9.30924103e-05,0.184605749,9.45301939e-05,0.164673373,COMMAND_DESCENDING,-1.387778781e-16,1.306514,-0.033299235,1.484020113,True,False,SATURATION,0.151306514,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.64,0.16,1.64,0.161187391,0.900593696,0.83107387,9.29678388e-05,0.182189958,9.45054645e-05,0.164670309,COMMAND_DESCENDING,-1.387778781e-16,1.187391,-0.021002567,1.4741423,True,False,SATURATION,0.161187391,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.63,0.17,1.63,0.171091175,0.900545587,0.82789577,9.28428893e-05,0.180236033,9.44805826e-05,0.164667238,COMMAND_DESCENDING,-1.387778781e-16,1.091175,-0.009144858,1.464241587,True,False,SATURATION,0.171091175,0,False,SATURATION,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.62,0.18,1.62,0.181012904,0.900506452,0.825313161,9.27176213e-05,0.178645518,9.4455559e-05,0.164664161,COMMAND_DESCENDING,5.551115123e-17,1.012904,0.002367386,1.454322935,True,True,VALID,0.181012904,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.61,0.19,1.61,0.190948563,0.900474281,0.823191993,9.25920829e-05,0.177337942,9.44304021e-05,0.16466108,COMMAND_DESCENDING,5.551115123e-17,0.948563,0.013610621,1.444390357,True,True,VALID,0.190948563,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.6,0.2,1.6,0.20089496,0.90044748,0.821426146,9.24663133e-05,0.176249011,9.44051184e-05,0.164657996,COMMAND_DESCENDING,5.551115123e-17,0.89496,0.024645949,1.434447044,True,True,VALID,0.20089496,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.59,0.21,1.59,0.210849619,0.900424809,0.819933366,9.23403406e-05,0.175328558,9.43797127e-05,0.16465491,COMMAND_DESCENDING,2.775557562e-17,0.849619,0.035521061,1.424495471,True,True,VALID,0.210849619,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.58,0.22,1.58,0.220810649,0.900405325,0.818651039,9.22141879e-05,0.174538215,9.43541884e-05,0.164651821,COMMAND_DESCENDING,2.775557562e-17,0.810649,0.046272434,1.41453753,True,True,VALID,0.220810649,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.57,0.23,1.57,0.230776627,0.900388314,0.817532045,9.20878712e-05,0.17384901,9.43285476e-05,0.164648731,COMMAND_DESCENDING,2.775557562e-17,0.776627,0.056927617,1.404574642,True,True,VALID,0.230776627,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.56,0.24,1.56,0.240746487,0.900373243,0.816541099,9.19614024e-05,0.17323919,9.43027917e-05,0.164645639,COMMAND_DESCENDING,0,0.746487,0.067507297,1.394607874,True,True,VALID,0.240746487,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.55,0.25,1.55,0.250719426,0.900359713,0.815651742,9.18347898e-05,0.172692412,9.42769211e-05,0.164642547,COMMAND_DESCENDING,0,0.719426,0.078027014,1.384638027,True,True,VALID,0.250719426,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.54,0.26,1.54,0.260694841,0.90034742,0.81484402,9.17080394e-05,0.172196331,9.42509362e-05,0.164639454,COMMAND_DESCENDING,0,0.694841,0.08849851,1.374665705,True,True,VALID,0.260694841,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.53,0.27,1.53,0.270672271,0.900336136,0.814102748,9.15811555e-05,0.171741542,9.42248365e-05,0.164636361,COMMAND_DESCENDING,0,0.672271,0.098930729,1.364691368,True,True,VALID,0.270672271,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.52,0.28,1.52,0.280651364,0.900325682,0.813416247,9.1454141e-05,0.171320806,9.41986215e-05,0.164633267,COMMAND_DESCENDING,0,0.651364,0.109330558,1.354715369,True,True,VALID,0.280651364,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.51,0.29,1.51,0.290631843,0.900315921,0.812775429,9.13269976e-05,0.170928481,9.41722905e-05,0.164630172,COMMAND_DESCENDING,-5.551115123e-17,0.631843,0.119703362,1.344737985,True,True,VALID,0.290631843,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.5,0.3,1.5,0.30061349,0.900306745,0.812173136,9.11997265e-05,0.170560125,9.41458425e-05,0.164627077,COMMAND_DESCENDING,-5.551115123e-17,0.61349,0.130053365,1.334759433,True,True,VALID,0.30061349,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.49,0.31,1.49,0.310596136,0.900298068,0.811603663,9.10723282e-05,0.170212193,9.41192764e-05,0.164623982,COMMAND_DESCENDING,-5.551115123e-17,0.596136,0.140383943,1.324779882,True,True,VALID,0.310596134,0.001999999999,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.48,0.32,1.48,0.320579615,0.900289808,0.811062415,9.09448027e-05,0.169881828,9.40925911e-05,0.164620887,COMMAND_DESCENDING,-5.551115123e-17,0.579615,0.150697787,1.314799498,True,True,VALID,0.320579615,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.47,0.33,1.47,0.330563877,0.900281939,0.810545644,9.08171502e-05,0.1695667,9.40657851e-05,0.164617791,COMMAND_DESCENDING,-5.551115123e-17,0.563877,0.160997177,1.304818332,True,True,VALID,0.330563877,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.46,0.34,1.46,0.34054877,0.900274385,0.810050268,9.06893697e-05,0.169264891,9.40388571e-05,0.164614696,COMMAND_DESCENDING,-5.551115123e-17,0.54877,0.171283879,1.294836534,True,True,VALID,0.34054877,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.45,0.35,1.45,0.350534234,0.900267117,0.809573724,9.05614605e-05,0.168974806,9.40118058e-05,0.1646116,COMMAND_DESCENDING,-1.110223025e-16,0.534234,0.181559428,1.284854166,True,True,VALID,0.350534234,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.44,0.36,1.44,0.360520204,0.900260102,0.809113863,9.04334219e-05,0.168695109,9.39846295e-05,0.164608504,COMMAND_DESCENDING,-1.110223025e-16,0.520204,0.191825095,1.274871292,True,True,VALID,0.360520204,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.43,0.37,1.43,0.370506625,0.900253313,0.808668869,9.03052527e-05,0.168424667,9.39573267e-05,0.164605408,COMMAND_DESCENDING,-1.110223025e-16,0.506625,0.202081958,1.264887967,True,True,VALID,0.370506625,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.42,0.38,1.42,0.38049345,0.900246725,0.808237194,9.01769517e-05,0.168162518,9.39298958e-05,0.164602311,COMMAND_DESCENDING,-1.110223025e-16,0.49345,0.212330932,1.254904239,True,True,VALID,0.38049345,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.41,0.39,1.41,0.390480639,0.90024032,0.807817509,9.00485175e-05,0.167907833,9.3902335e-05,0.164599215,COMMAND_DESCENDING,-1.110223025e-16,0.480639,0.222572806,1.244920146,True,True,VALID,0.390480639,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.4,0.4,1.4,0.400468157,0.900234079,0.807408669,8.99199488e-05,0.167659899,9.38746428e-05,0.164596119,COMMAND_DESCENDING,-1.110223025e-16,0.468157,0.232808258,1.234935724,True,True,VALID,0.400468157,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.39,0.41,1.39,0.410455974,0.900227987,0.807009675,8.97912441e-05,0.167418093,9.38468171e-05,0.164593022,COMMAND_DESCENDING,-1.665334537e-16,0.455974,0.243037881,1.224951004,True,True,VALID,0.410455974,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.38,0.42,1.38,0.420444063,0.900222031,0.806619656,8.96624016e-05,0.167181872,9.38188563e-05,0.164589926,COMMAND_DESCENDING,-1.665334537e-16,0.444063,0.253262191,1.214966011,True,True,VALID,0.420444063,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.37,0.43,1.37,0.4304324,0.9002162,0.806237846,8.95334198e-05,0.16695076,9.37907585e-05,0.164586829,COMMAND_DESCENDING,5.551115123e-17,0.4324,0.26348164,1.204980771,True,True,VALID,0.4304324,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.36,0.44,1.36,0.440420966,0.900210483,0.805863568,8.94042969e-05,0.166724333,9.37625217e-05,0.164583732,COMMAND_DESCENDING,5.551115123e-17,0.420966,0.273696633,1.194995302,True,True,VALID,0.440420966,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.35,0.45,1.35,0.450409742,0.900204871,0.805496222,8.9275031e-05,0.166502218,9.37341439e-05,0.164580636,COMMAND_DESCENDING,5.551115123e-17,0.409742,0.283907524,1.185009622,True,True,VALID,0.450409742,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.34,0.46,1.34,0.460398712,0.900199356,0.805135272,8.91456204e-05,0.166284081,9.37056231e-05,0.164577539,COMMAND_DESCENDING,5.551115123e-17,0.398712,0.294114631,1.175023749,True,True,VALID,0.460398712,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.33,0.47,1.33,0.470387861,0.90019393,0.804780239,8.90160629e-05,0.166069622,9.36769572e-05,0.164574442,COMMAND_DESCENDING,0,0.387861,0.304318239,1.165037697,True,True,VALID,0.470387861,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.32,0.48,1.32,0.480377176,0.900188588,0.804430694,8.88863567e-05,0.165858575,9.36481441e-05,0.164571345,COMMAND_DESCENDING,0,0.377176,0.314518601,1.155051479,True,True,VALID,0.480377176,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.31,0.49,1.31,0.490366645,0.900183323,0.804086247,8.87564996e-05,0.165650696,9.36191816e-05,0.164568249,COMMAND_DESCENDING,0,0.366645,0.324715949,1.145065106,True,True,VALID,0.490366645,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.3,0.5,1.3,0.500356258,0.900178129,0.803746548,8.86264895e-05,0.165445766,9.35900675e-05,0.164565152,COMMAND_DESCENDING,0,0.356258,0.334910492,1.13507859,True,True,VALID,0.500356258,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.29,0.51,1.29,0.510346005,0.900173003,0.803411278,8.84963242e-05,0.165243587,9.35607994e-05,0.164562055,COMMAND_DESCENDING,0,0.346005,0.345102418,1.12509194,True,True,VALID,0.510346005,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.28,0.52,1.28,0.520335878,0.900167939,0.803080147,8.83660014e-05,0.165043977,9.35313751e-05,0.164558958,COMMAND_DESCENDING,0,0.335878,0.355291901,1.115105164,True,True,VALID,0.520335878,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.27,0.53,1.27,0.530325867,0.900162934,0.802752889,8.82355187e-05,0.164846771,9.35017921e-05,0.164555861,COMMAND_DESCENDING,0,0.325867,0.365479096,1.105118272,True,True,VALID,0.530325867,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.26,0.54,1.26,0.540315966,0.900157983,0.802429261,8.81048738e-05,0.164651817,9.34720479e-05,0.164552764,COMMAND_DESCENDING,0,0.315966,0.375664149,1.09513127,True,True,VALID,0.540315966,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.25,0.55,1.25,0.550306168,0.900153084,0.802109042,8.79740643e-05,0.164458977,9.344214e-05,0.164549667,COMMAND_DESCENDING,0,0.306168,0.385847191,1.085144165,True,True,VALID,0.550306168,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.24,0.56,1.24,0.560296467,0.900148233,0.801792024,8.78430875e-05,0.164268122,9.34120658e-05,0.16454657,COMMAND_DESCENDING,0,0.296467,0.396028345,1.075156963,True,True,VALID,0.560296467,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.23,0.57,1.23,0.570286801,0.9001434,0.801478022,8.77119414e-05,0.164079135,9.33818229e-05,0.164543473,COMMAND_DESCENDING,-1.110223025e-16,0.286801,0.406207666,1.065169726,True,True,VALID,0.570286801,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.22,0.58,1.22,0.580277332,0.900138666,0.801166854,8.75806217e-05,0.163891904,9.3351408e-05,0.164540376,COMMAND_DESCENDING,-1.110223025e-16,0.277332,0.416385428,1.055182292,True,True,VALID,0.580277332,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.21,0.59,1.21,0.590267887,0.900133944,0.800858363,8.74491273e-05,0.163706329,9.33208188e-05,0.164537279,COMMAND_DESCENDING,-1.110223025e-16,0.267887,0.426561558,1.045194834,True,True,VALID,0.590267887,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.2,0.6,1.2,0.600258519,0.90012926,0.800552397,8.73174549e-05,0.163522317,9.32900522e-05,0.164534182,COMMAND_DESCENDING,-1.110223025e-16,0.258519,0.436736202,1.035207299,True,True,VALID,0.600258519,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.19,0.61,1.19,0.610249223,0.900124612,0.800248815,8.71856015e-05,0.16333978,9.32591054e-05,0.164531085,COMMAND_DESCENDING,-1.110223025e-16,0.249223,0.446909443,1.025219692,True,True,VALID,0.610249223,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.18,0.62,1.18,0.62023969,0.900119845,0.799947494,8.70535675e-05,0.16315864,9.32279763e-05,0.164527989,COMMAND_DESCENDING,-1.110223025e-16,0.23969,0.45708105,1.015232321,True,True,VALID,0.62023969,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
