frequency_hz,dm_tian_real,dm_tian_imag,dm_old_real,dm_old_imag,input_cm_tian_real,input_cm_tian_imag,input_cm_old_real,input_cm_old_imag,stage1_cm_tian_real,stage1_cm_tian_imag,stage1_cm_old_real,stage1_cm_old_imag,output_cm_tian_real,output_cm_tian_imag,output_cm_old_real,output_cm_old_imag
2.033917501372294989e+00,3.703353406901711651e+02,-9.814507282888303152e-02,3.703353407185811079e+02,-9.808059111649476691e-02,-3.424359930627209926e-03,1.576928182224810216e-09,-3.424359930626902013e-03,1.691836903916987548e-08,-9.368813691717441543e+02,-3.504378790642272978e-01,-9.368813780738335026e+02,-3.385201633419122058e-01,7.474294872372631460e+01,-4.845990353552309497e-03,7.474294872410362700e+01,-4.841516306321993514e-03
2.073321573485957803e+00,3.703353396760564351e+02,-1.000464847442714134e-01,3.703353397055239498e+02,-9.998075379672459462e-02,-3.424359930626107509e-03,1.607478778189047756e-09,-3.424359930626388968e-03,1.724613682385824300e-08,-9.368813640478256275e+02,-3.572270804346256434e-01,-9.368813732983999216e+02,-3.450784772111445409e-01,7.474294871111197835e+01,-4.939874078671144600e-03,7.474294871150530639e+01,-4.935313353551094850e-03
2.113489039836649042e+00,3.703353386199427177e+02,-1.019847336192247350e-01,3.703353386506806828e+02,-1.019177292345978120e-01,-3.424359930626107509e-03,1.638621245695079390e-09,-3.424359930626377693e-03,1.758025461311488345e-08,-9.368813587234562874e+02,-3.641478121866479900e-01,-9.368813683359428524e+02,-3.517638483777498215e-01,7.474294869802375274e+01,-5.035576658770498162e-03,7.474294869842890421e+01,-5.030927576507300374e-03
2.154434690031886035e+00,3.703353375248694874e+02,-1.039605331155979556e-01,3.703353375567558032e+02,-1.038922306229087544e-01,-3.424359930627210360e-03,1.670367051357452585e-09,-3.424359930626485679e-03,1.792084542866361395e-08,-9.368813531911674772e+02,-3.712026225157451509e-01,-9.368813631795195533e+02,-3.585787383786137039e-01,7.474294868442903805e+01,-5.133133331406902582e-03,7.474294868485324628e+01,-5.128394180215663234e-03
2.196173600205439058e+00,3.703353363848442541e+02,-1.059746107163871409e-01,3.703353364179583878e+02,-1.059049849668035892e-01,-3.424359930626107943e-03,1.702727883938983245e-09,-3.424359930625970033e-03,1.826803467558784674e-08,-9.368813474418221858e+02,-3.783941089832688065e-01,-9.368813578215124380e+02,-3.655256564384786189e-01,7.474294867068498149e+01,-5.232580016865722057e-03,7.474294867112287477e+01,-5.227749051796501401e-03
2.238721138568342983e+00,3.703353352023845559e+02,-1.080277080032003151e-01,3.703353352367852267e+02,-1.079567333606581830e-01,-3.424359930626107943e-03,1.735715658655947084e-09,-3.424359930626087994e-03,1.862195018850591868e-08,-9.368813414688814873e+02,-3.857249194763011091e-01,-9.368813522538084726e+02,-3.726071603940458998e-01,7.474294865567473778e+01,-5.333953331126174008e-03,7.474294865613232730e+01,-5.329028773425070059e-03
2.282092971067454013e+00,3.703353339715683319e+02,-1.101205809198317204e-01,3.703353340073160211e+02,-1.100482312516100486e-01,-3.424359930626548996e-03,1.769342521561972254e-09,-3.424359930625632629e-03,1.898272227863645377e-08,-9.368813352615841268e+02,-3.931977531772679613e-01,-9.368813464683761367e+02,-3.798258576360408756e-01,7.474294864083286427e+01,-5.437290599908491812e-03,7.474294864130612837e+01,-5.432270636359247742e-03
2.326305067153628947e+00,3.703353326947790833e+02,-1.122540000601376098e-01,3.703353327319218238e+02,-1.121802487272252347e-01,-3.424359930626108377e-03,1.803620854024123339e-09,-3.424359930625668191e-03,1.935048378178278623e-08,-9.368813288107692188e+02,-4.008153615620853594e-01,-9.368813404566672034e+02,-3.871844060689342282e-01,7.474294862468106260e+01,-5.542629871642696694e-03,7.474294862517743354e+01,-5.537512653902671236e-03
2.371373705661659059e+00,3.703353313659252422e+02,-1.144287509420170434e-01,3.703353314045438651e+02,-1.143535707893343911e-01,-3.424359930625226270e-03,1.838563277277725276e-09,-3.424359930625219765e-03,1.972537010723867421e-08,-9.368813221084733414e+02,-4.085805494131919402e-01,-9.368813342096054839e+02,-3.946855150893606168e-01,7.474294860829363074e+01,-5.650009932262414943e-03,7.474294860880777946e+01,-5.644793576178027544e-03
2.417315480804107963e+00,3.703353299872458706e+02,-1.166456343065833678e-01,3.703353300274088724e+02,-1.165689976529547256e-01,-3.424359930625226270e-03,1.874182657077114390e-09,-3.424359930625004659e-03,2.010751928764966845e-08,-9.368813151432487984e+02,-4.164961758482849663e-01,-9.368813277179582428e+02,-4.023319465841549425e-01,7.474294859127776647e+01,-5.759470318903841743e-03,7.474294859181090089e+01,-5.754152903819944459e-03
