 time            v(vdd)          cm              v(xpga.xamp.bn) v(xpga.xamp.bp) v(xpga.xamp.start) i(vdd)         
 2.51106968e-05  1.80000000e+00  7.95533927e-01  6.33299992e-01  6.81026092e-01  4.21736169e-03 -5.39274379e-04 
 2.51306968e-05  1.80000000e+00  7.95630080e-01  6.33371974e-01  6.81292558e-01  4.20797867e-03 -5.17950607e-04 
 2.51506968e-05  1.80000000e+00  8.27736620e-01  6.33128794e-01  6.81891158e-01  4.21871079e-03 -4.96444863e-04 
 2.51706968e-05  1.80000000e+00  8.69714801e-01  6.32756243e-01  6.82496151e-01  4.23994196e-03 -4.82090123e-04 
 2.51906968e-05  1.80000000e+00  9.12347751e-01  6.32398584e-01  6.83004635e-01  4.26145843e-03 -4.76305899e-04 
 2.52106968e-05  1.80000000e+00  9.52701491e-01  6.32108542e-01  6.83401088e-01  4.27960629e-03 -4.78509283e-04 
 2.52306968e-05  1.80000000e+00  9.84060540e-01  6.31916054e-01  6.83617520e-01  4.29245577e-03 -4.90778406e-04 
 2.52506968e-05  1.80000000e+00  9.84084878e-01  6.31918427e-01  6.83395300e-01  4.29604874e-03 -5.11773919e-04 
 2.52706968e-05  1.80000000e+00  9.31698842e-01  6.32245654e-01  6.82548651e-01  4.28181700e-03 -5.34533723e-04 
 2.52906968e-05  1.80000000e+00  8.51559582e-01  6.32813419e-01  6.81523040e-01  4.25019930e-03 -5.46405996e-04 
 2.53106968e-05  1.80000000e+00  7.97742219e-01  6.33276172e-01  6.81032533e-01  4.21922028e-03 -5.40565516e-04 
 2.53306968e-05  1.80000000e+00  7.94051259e-01  6.33380009e-01  6.81251991e-01  4.20788538e-03 -5.19906650e-04 
 2.53506968e-05  1.80000000e+00  8.24480526e-01  6.33156497e-01  6.81838388e-01  4.21728043e-03 -4.98007629e-04 
 2.53706968e-05  1.80000000e+00  8.66149847e-01  6.32787895e-01  6.82449180e-01  4.23805309e-03 -4.82949656e-04 
 2.53906968e-05  1.80000000e+00  9.08857844e-01  6.32426054e-01  6.82966428e-01  4.25979245e-03 -4.76501264e-04 
 2.54106968e-05  1.80000000e+00  9.49524810e-01  6.32129579e-01  6.83373074e-01  4.27825626e-03 -4.77965786e-04 
 2.54306968e-05  1.80000000e+00  9.82214045e-01  6.31926692e-01  6.83611218e-01  4.29165891e-03 -4.89388039e-04 
 2.54506968e-05  1.80000000e+00  9.85977433e-01  6.31907173e-01  6.83437975e-01  4.29629443e-03 -5.09806714e-04 
 2.54706968e-05  1.80000000e+00  9.37789062e-01  6.32205985e-01  6.82636131e-01  4.28379519e-03 -5.32900901e-04 
 2.54906968e-05  1.80000000e+00  8.57875945e-01  6.32765054e-01  6.81595480e-01  4.25311680e-03 -5.46041686e-04 
 2.55106968e-05  1.80000000e+00  8.00306945e-01  6.33249834e-01  6.81044076e-01  4.22121154e-03 -5.41746912e-04 
 2.55306968e-05  1.80000000e+00  7.92710307e-01  6.33385728e-01  6.81214009e-01  4.20794255e-03 -5.21848354e-04 
 2.55506968e-05  1.80000000e+00  8.21300835e-01  6.33183149e-01  6.81785793e-01  4.21592748e-03 -4.99618365e-04 
 2.55706968e-05  1.80000000e+00  8.62599599e-01  6.32819558e-01  6.82401685e-01  4.23617716e-03 -4.83861670e-04 
 2.55906968e-05  1.80000000e+00  9.05366804e-01  6.32453886e-01  6.82927624e-01  4.25810378e-03 -4.76749918e-04 
 2.56106968e-05  1.80000000e+00  9.46315107e-01  6.32151141e-01  6.83344150e-01  4.27688265e-03 -4.77489315e-04 
 2.56306968e-05  1.80000000e+00  9.80185617e-01  6.31938467e-01  6.83602226e-01  4.29080495e-03 -4.88069520e-04 
 2.56506968e-05  1.80000000e+00  9.87485461e-01  6.31898215e-01  6.83475862e-01  4.29642565e-03 -5.07865048e-04 
 2.56706968e-05  1.80000000e+00  9.43623716e-01  6.32168382e-01  6.82721494e-01  4.28562738e-03 -5.31205792e-04 
 2.56906968e-05  1.80000000e+00  8.64346724e-01  6.32716278e-01  6.81671393e-01  4.25602053e-03 -5.45553000e-04 
 2.57106968e-05  1.80000000e+00  8.03230056e-01  6.33221018e-01  6.81060812e-01  4.22333097e-03 -5.42815075e-04 
 2.57306968e-05  1.80000000e+00  7.91619781e-01  6.33389064e-01  6.81178806e-01  4.20815375e-03 -5.23770513e-04 
 2.57506968e-05  1.80000000e+00  8.18202966e-01  6.33208679e-01  6.81733435e-01  4.21465616e-03 -5.01276894e-04 
 2.57706968e-05  1.80000000e+00  8.59061691e-01  6.32851214e-01  6.82353622e-01  4.23431655e-03 -4.84827837e-04 
 2.57906968e-05  1.80000000e+00  9.01871097e-01  6.32482102e-01  6.82888177e-01  4.25639101e-03 -4.77051472e-04 
 2.58106968e-05  1.80000000e+00  9.43073092e-01  6.32173234e-01  6.83314335e-01  4.27548474e-03 -4.77078048e-04 
 2.58306968e-05  1.80000000e+00  9.77991217e-01  6.31951314e-01  6.83590755e-01  4.28989629e-03 -4.86821817e-04 
 2.58506968e-05  1.80000000e+00  9.88620020e-01  6.31891459e-01  6.83509060e-01  4.29644872e-03 -5.05952651e-04 
 2.58706968e-05  1.80000000e+00  9.49182584e-01  6.32132916e-01  6.82804415e-01  4.28731256e-03 -5.29453251e-04 
 2.58906968e-05  1.80000000e+00  8.70947949e-01  6.32667266e-01  6.81750489e-01  4.25889959e-03 -5.44942453e-04 
 2.59106968e-05  1.80000000e+00  8.06511691e-01  6.33189777e-01  6.81082819e-01  4.22557311e-03 -5.43766387e-04 
 2.59306968e-05  1.80000000e+00  7.90793285e-01  6.33389950e-01  6.81146597e-01  4.20852207e-03 -5.25666968e-04 
 2.59506968e-05  1.80000000e+00  8.15190431e-01  6.33234886e-01  6.81680121e-01  4.21333200e-03 -5.02990473e-04 
 2.59706968e-05  1.80000000e+00  8.55510151e-01  6.32885064e-01  6.82302327e-01  4.23230278e-03 -4.86019078e-04 
 2.59906968e-05  1.80000000e+00  8.98313439e-01  6.32512558e-01  6.82845411e-01  4.25457555e-03 -4.77451040e-04 
 2.60106968e-05  1.80000000e+00  9.39726136e-01  6.32197494e-01  6.83281198e-01  4.27393288e-03 -4.76756213e-04 
 2.60306968e-05  1.80000000e+00  9.75558553e-01  6.31966788e-01  6.83574773e-01  4.28887069e-03 -4.85639829e-04 
 2.60506968e-05  1.80000000e+00  9.89309858e-01  6.31888101e-01  6.83535867e-01  4.29625559e-03 -5.04059100e-04 
 2.60706968e-05  1.80000000e+00  9.54415218e-01  6.32100591e-01  6.82883734e-01  4.28882127e-03 -5.27611982e-04 
 2.60906968e-05  1.80000000e+00  8.77692343e-01  6.32618471e-01  6.81832609e-01  4.26168530e-03 -5.44180702e-04 
 2.61106968e-05  1.80000000e+00  8.10217611e-01  6.33156100e-01  6.81110595e-01  4.22796637e-03 -5.44570792e-04 
 2.61306968e-05  1.80000000e+00  7.90298449e-01  6.33388147e-01  6.81117774e-01  4.20902960e-03 -5.27524712e-04 
 2.61506968e-05  1.80000000e+00  8.12327881e-01  6.33258009e-01  6.81628457e-01  4.21226709e-03 -5.04712033e-04 
 2.61706968e-05  1.80000000e+00  8.52046125e-01  6.32916280e-01  6.82252943e-01  4.23045571e-03 -4.87110749e-04 
 2.61906968e-05  1.80000000e+00  8.94844367e-01  6.32541710e-01  6.82804416e-01  4.25286001e-03 -4.77869746e-04 
 2.62106968e-05  1.80000000e+00  9.36454420e-01  6.32220794e-01  6.83249374e-01  4.27242572e-03 -4.76495144e-04 
 2.62306968e-05  1.80000000e+00  9.73083989e-01  6.31981896e-01  6.83558375e-01  4.28789433e-03 -4.84559153e-04 
 2.62506968e-05  1.80000000e+00  9.89674615e-01  6.31886062e-01  6.83558714e-01  4.29600326e-03 -5.02253603e-04 
 2.62706968e-05  1.80000000e+00  9.59227964e-01  6.32070665e-01  6.82958762e-01  4.29020023e-03 -5.25782979e-04 
 2.62906968e-05  1.80000000e+00  8.84341677e-01  6.32570673e-01  6.81915478e-01  4.26436866e-03 -5.43333213e-04 
 2.63106968e-05  1.80000000e+00  8.14164039e-01  6.33120837e-01  6.81143075e-01  4.23042937e-03 -5.45246257e-04 
 2.63306968e-05  1.80000000e+00  7.90085052e-01  6.33383787e-01  6.81093138e-01  4.20968092e-03 -5.29302824e-04 
 2.63506968e-05  1.80000000e+00  8.09597705e-01  6.33277083e-01  6.81579856e-01  4.21148471e-03 -5.06494860e-04 
 2.63706968e-05  1.80000000e+00  8.48620591e-01  6.32945166e-01  6.82206511e-01  4.22882851e-03 -4.88064890e-04 
 2.63906968e-05  1.80000000e+00  8.91421677e-01  6.32568866e-01  6.82766039e-01  4.25119121e-03 -4.78281163e-04 
 2.64106968e-05  1.80000000e+00  9.33232514e-01  6.32242569e-01  6.83219796e-01  4.27108776e-03 -4.76254270e-04 
 2.64306968e-05  1.80000000e+00  9.70587205e-01  6.31995835e-01  6.83542926e-01  4.28692228e-03 -4.83539949e-04 
 2.64506968e-05  1.80000000e+00  9.89819990e-01  6.31884206e-01  6.83579840e-01  4.29583687e-03 -5.00494398e-04 
 2.64706968e-05  1.80000000e+00  9.63861333e-01  6.32041436e-01  6.83031540e-01  4.29142838e-03 -5.23890880e-04 
 2.64906968e-05  1.80000000e+00  8.91226962e-01  6.32522967e-01  6.82000423e-01  4.26710321e-03 -5.42392640e-04 
 2.65106968e-05  1.80000000e+00  8.18539751e-01  6.33083878e-01  6.81179520e-01  4.23289538e-03 -5.45876475e-04 
 2.65306968e-05  1.80000000e+00  7.90083811e-01  6.33378257e-01  6.81068852e-01  4.21050362e-03 -5.31126085e-04 
 2.65506968e-05  1.80000000e+00  8.06831376e-01  6.33298768e-01  6.81527138e-01  4.21046994e-03 -5.08365201e-04 
 2.65706968e-05  1.80000000e+00  8.45047271e-01  6.32977841e-01  6.82153991e-01  4.22700880e-03 -4.89279610e-04 
 2.65906968e-05  1.80000000e+00  8.87809614e-01  6.32599925e-01  6.82722089e-01  4.24927498e-03 -4.78797751e-04 
 2.66106968e-05  1.80000000e+00  9.29803458e-01  6.32267782e-01  6.83185325e-01  4.26955636e-03 -4.76077626e-04 
 2.66306968e-05  1.80000000e+00  9.67831421e-01  6.32013030e-01  6.83522689e-01  4.28574653e-03 -4.82540318e-04 
 2.66506968e-05  1.80000000e+00  9.89627636e-01  6.31885463e-01  6.83595946e-01  4.29549385e-03 -4.98695427e-04 
 2.66706968e-05  1.80000000e+00  9.68305096e-01  6.32014385e-01  6.83103774e-01  4.29253348e-03 -5.21937489e-04 
 2.66906968e-05  1.80000000e+00  8.98264631e-01  6.32473668e-01  6.82090839e-01  4.26986633e-03 -5.41311543e-04 
 2.67106968e-05  1.80000000e+00  8.23288409e-01  6.33043122e-01  6.81223027e-01  4.23558839e-03 -5.46366073e-04 
 2.67306968e-05  1.80000000e+00  7.90396961e-01  6.33369089e-01  6.81049499e-01  4.21153447e-03 -5.32910190e-04 
 2.67506968e-05  1.80000000e+00  8.04155963e-01  6.33318293e-01  6.81475715e-01  4.20961877e-03 -5.10288078e-04 
 2.67706968e-05  1.80000000e+00  8.41435453e-01  6.33009999e-01  6.82101065e-01  4.22522601e-03 -4.90562432e-04 
 2.67906968e-05  1.80000000e+00  8.84130233e-01  6.32631239e-01  6.82677530e-01  4.24735988e-03 -4.79367764e-04 
 2.68106968e-05  1.80000000e+00  9.26294131e-01  6.32293403e-01  6.83150197e-01  4.26799207e-03 -4.75951290e-04 
 2.68306968e-05  1.80000000e+00  9.64929183e-01  6.32030874e-01  6.83501045e-01  4.28454858e-03 -4.81589946e-04 
 2.68506968e-05  1.80000000e+00  9.89112502e-01  6.31888182e-01  6.83608615e-01  4.29507122e-03 -4.96913950e-04 
 2.68706968e-05  1.80000000e+00  9.72481468e-01  6.31988932e-01  6.83174032e-01  4.29354192e-03 -5.19915782e-04 
 2.68906968e-05  1.80000000e+00  9.05442973e-01  6.32423796e-01  6.82184929e-01  4.27261144e-03 -5.40105859e-04 
 2.69106968e-05  1.80000000e+00  8.28445724e-01  6.32999420e-01  6.81272745e-01  4.23844314e-03 -5.46735819e-04 
 2.69306968e-05  1.80000000e+00  7.91019703e-01  6.33357011e-01  6.81033816e-01  4.21274409e-03 -5.34669977e-04 
 2.69506968e-05  1.80000000e+00  8.01540151e-01  6.33336548e-01  6.81424211e-01  4.20887252e-03 -5.12282125e-04 
 2.69706968e-05  1.80000000e+00  8.37739570e-01  6.33042523e-01  6.82046412e-01  4.22343593e-03 -4.91927468e-04 
 2.69906968e-05  1.80000000e+00  8.80337713e-01  6.32663610e-01  6.82631258e-01  4.24539067e-03 -4.79995703e-04 
 2.70106968e-05  1.80000000e+00  9.22665309e-01  6.32320084e-01  6.83113569e-01  4.26636079e-03 -4.75870502e-04 
 2.70306968e-05  1.80000000e+00  9.61860250e-01  6.32049811e-01  6.83477529e-01  4.28329301e-03 -4.80675805e-04 
 2.70506968e-05  1.80000000e+00  9.88288110e-01  6.31892528e-01  6.83617881e-01  4.29456058e-03 -4.95131965e-04 
 2.70706968e-05  1.80000000e+00  9.76197253e-01  6.31965855e-01  6.83240759e-01  4.29444690e-03 -5.17845207e-04 
 2.70906968e-05  1.80000000e+00  9.12489556e-01  6.32374070e-01  6.82281599e-01  4.27528228e-03 -5.38775934e-04 
 2.71106968e-05  1.80000000e+00  8.34054586e-01  6.32952004e-01  6.81331842e-01  4.24147890e-03 -5.46905476e-04 
 2.71306968e-05  1.80000000e+00  7.92233446e-01  6.33339347e-01  6.81027295e-01  4.21426106e-03 -5.36306500e-04 
 2.71506968e-05  1.80000000e+00  7.99317333e-01  6.33350190e-01  6.81377716e-01  4.20842961e-03 -5.14294929e-04 
 2.71706968e-05  1.80000000e+00  8.34250797e-01  6.33072531e-01  6.81993718e-01  4.22181048e-03 -4.93379855e-04 
 2.71906968e-05  1.80000000e+00  8.76681581e-01  6.32694890e-01  6.82585866e-01  4.24350603e-03 -4.80727021e-04 
 2.72106968e-05  1.80000000e+00  9.19128523e-01  6.32346418e-01  6.83077161e-01  4.26475151e-03 -4.75912714e-04 
 2.72306968e-05  1.80000000e+00  9.58766498e-01  6.32069084e-01  6.83452702e-01  4.28203531e-03 -4.79923239e-04 
 2.72506968e-05  1.80000000e+00  9.87069005e-01  6.31899101e-01  6.83621296e-01  4.29395210e-03 -4.93515948e-04 
 2.72706968e-05  1.80000000e+00  9.79296744e-01  6.31946905e-01  6.83298712e-01  4.29509946e-03 -5.15811490e-04 
 2.72906968e-05  1.80000000e+00  9.19256115e-01  6.32328260e-01  6.82374342e-01  4.27770134e-03 -5.37342329e-04 
 2.73106968e-05  1.80000000e+00  8.39839290e-01  6.32905244e-01  6.81393385e-01  4.24441739e-03 -5.46919041e-04 
 2.73306968e-05  1.80000000e+00  7.93775848e-01  6.33320194e-01  6.81024409e-01  4.21586665e-03 -5.37808167e-04 
 2.73506968e-05  1.80000000e+00  7.97306245e-01  6.33362418e-01  6.81332616e-01  4.20806757e-03 -5.16276473e-04 
 2.73706968e-05  1.80000000e+00  8.30844297e-01  6.33102117e-01  6.81940604e-01  4.22023639e-03 -4.94859873e-04 
 2.73906968e-05  1.80000000e+00  8.73064334e-01  6.32726555e-01  6.82539656e-01  4.24159672e-03 -4.81494579e-04 
 2.74106968e-05  1.80000000e+00  9.15614669e-01  6.32373329e-01  6.83039887e-01  4.26311772e-03 -4.76005359e-04 
 2.74306968e-05  1.80000000e+00  9.55643405e-01  6.32089163e-01  6.83426470e-01  4.28072888e-03 -4.79242418e-04 
 2.74506968e-05  1.80000000e+00  9.85614642e-01  6.31907334e-01  6.83620869e-01  4.29326994e-03 -4.91978548e-04 
 2.74706968e-05  1.80000000e+00  9.81966713e-01  6.31930877e-01  6.83351075e-01  4.29559006e-03 -5.13797390e-04 
 2.74906968e-05  1.80000000e+00  9.25801209e-01  6.32284661e-01  6.82465322e-01  4.27996423e-03 -5.35836920e-04 
 2.75106968e-05  1.80000000e+00  8.45816360e-01  6.32857948e-01  6.81458669e-01  4.24734462e-03 -5.46799432e-04 
 2.75306968e-05  1.80000000e+00  7.95662105e-01  6.33298659e-01  6.81026256e-01  4.21760421e-03 -5.39201340e-04 
 2.75506968e-05  1.80000000e+00  7.95514625e-01  6.33372537e-01  6.81289745e-01  4.20783897e-03 -5.18245543e-04 
 2.75706968e-05  1.80000000e+00  8.27514661e-01  6.33130782e-01  6.81887616e-01  4.21873541e-03 -4.96382493e-04 
 2.75906968e-05  1.80000000e+00  8.69475920e-01  6.32758245e-01  6.82493040e-01  4.23969397e-03 -4.82308599e-04 
 2.76106968e-05  1.80000000e+00  9.12115025e-01  6.32400538e-01  6.83002119e-01  4.26146824e-03 -4.76152020e-04 
 2.76306968e-05  1.80000000e+00  9.52491396e-01  6.32109761e-01  6.83399267e-01  4.27939745e-03 -4.78633532e-04 
 2.76506968e-05  1.80000000e+00  9.83947688e-01  6.31916872e-01  6.83617252e-01  4.29252678e-03 -4.90518300e-04 
 2.76706968e-05  1.80000000e+00  9.84228106e-01  6.31917390e-01  6.83398351e-01  4.29594825e-03 -5.11805424e-04 
 2.76906968e-05  1.80000000e+00  9.32119895e-01  6.32243076e-01  6.82554626e-01  4.28208019e-03 -5.34263427e-04 
 2.77106968e-05  1.80000000e+00  8.51979113e-01  6.32810031e-01  6.81527768e-01  4.25027038e-03 -5.46551174e-04 
 2.77306968e-05  1.80000000e+00  7.97899436e-01  6.33274621e-01  6.81033083e-01  4.21947561e-03 -5.40486579e-04 
 2.77506968e-05  1.80000000e+00  7.93951336e-01  6.33380409e-01  6.81249319e-01  4.20775631e-03 -5.20202390e-04 
 2.77706968e-05  1.80000000e+00  8.24260698e-01  6.33158437e-01  6.81834801e-01  4.21730959e-03 -4.97951198e-04 
 2.77906968e-05  1.80000000e+00  8.65908457e-01  6.32789934e-01  6.82445983e-01  4.23780353e-03 -4.83172496e-04 
 2.78106968e-05  1.80000000e+00  9.08621320e-01  6.32428061e-01  6.82963827e-01  4.25979913e-03 -4.76352296e-04 
 2.78306968e-05  1.80000000e+00  9.49308589e-01  6.32130864e-01  6.83371151e-01  4.27804401e-03 -4.78093975e-04 
 2.78506968e-05  1.80000000e+00  9.82084911e-01  6.31927607e-01  6.83610734e-01  4.29172466e-03 -4.89132335e-04 
 2.78706968e-05  1.80000000e+00  9.86093832e-01  6.31906300e-01  6.83440715e-01  4.29618548e-03 -5.09837321e-04 
 2.78906968e-05  1.80000000e+00  9.38197567e-01  6.32203518e-01  6.82642044e-01  4.28404948e-03 -5.32624815e-04 
 2.79106968e-05  1.80000000e+00  8.58312391e-01  6.32761587e-01  6.81600528e-01  4.25318998e-03 -5.46176650e-04 
 2.79306968e-05  1.80000000e+00  8.00492048e-01  6.33248082e-01  6.81045009e-01  4.22147779e-03 -5.41661302e-04 
 2.79506968e-05  1.80000000e+00  7.92627241e-01  6.33385960e-01  6.81211506e-01  4.20782474e-03 -5.22143644e-04 
 2.79706968e-05  1.80000000e+00  8.21084720e-01  6.33185027e-01  6.81782187e-01  4.21596151e-03 -4.99567127e-04 
 2.79906968e-05  1.80000000e+00  8.62356960e-01  6.32821621e-01  6.82398417e-01  4.23592746e-03 -4.84088497e-04 
 2.80106968e-05  1.80000000e+00  9.05127728e-01  6.32455935e-01  6.82924950e-01  4.25810746e-03 -4.76605643e-04 
 2.80306968e-05  1.80000000e+00  9.46094307e-01  6.32152481e-01  6.83342141e-01  4.27666805e-03 -4.77621433e-04 
 2.80506968e-05  1.80000000e+00  9.80042415e-01  6.31939469e-01  6.83601546e-01  4.29086558e-03 -4.87818688e-04 
 2.80706968e-05  1.80000000e+00  9.87575427e-01  6.31897501e-01  6.83478284e-01  4.29630921e-03 -5.07895804e-04 
 2.80906968e-05  1.80000000e+00  9.44016268e-01  6.32166043e-01  6.82727290e-01  4.28587160e-03 -5.30924961e-04 
 2.81106968e-05  1.80000000e+00  8.64796326e-01  6.32712762e-01  6.81676715e-01  4.25609448e-03 -5.45678199e-04 
 2.81306968e-05  1.80000000e+00  8.03442108e-01  6.33219078e-01  6.81062128e-01  4.22360661e-03 -5.42722260e-04 
 2.81506968e-05  1.80000000e+00  7.91554681e-01  6.33389124e-01  6.81176495e-01  4.20804771e-03 -5.24064390e-04 
 2.81706968e-05  1.80000000e+00  8.17991783e-01  6.33210481e-01  6.81729829e-01  4.21469530e-03 -5.01230311e-04 
 2.81906968e-05  1.80000000e+00  8.58818607e-01  6.32853291e-01  6.82350295e-01  4.23406777e-03 -4.85058430e-04 
 2.82106968e-05  1.80000000e+00  9.01630219e-01  6.32484187e-01  6.82885440e-01  4.25639172e-03 -4.76911731e-04 
 2.82306968e-05  1.80000000e+00  9.42848721e-01  6.32174624e-01  6.83312250e-01  4.27526851e-03 -4.77214037e-04 
 2.82506968e-05  1.80000000e+00  9.77835767e-01  6.31952393e-01  6.83589900e-01  4.28995190e-03 -4.86576113e-04 
 2.82706968e-05  1.80000000e+00  9.88684256e-01  6.31890899e-01  6.83511165e-01  4.29632564e-03 -5.05984321e-04 
 2.82906968e-05  1.80000000e+00  9.49556619e-01  6.32130718e-01  6.82810054e-01  4.28754598e-03 -5.29168497e-04 
 2.83106968e-05  1.80000000e+00  8.71407558e-01  6.32663727e-01  6.81756047e-01  4.25897320e-03 -5.45058283e-04 
 2.83306968e-05  1.80000000e+00  8.06749915e-01  6.33187661e-01  6.81084516e-01  4.22585689e-03 -5.43665982e-04 
 2.83506968e-05  1.80000000e+00  7.90747163e-01  6.33389833e-01  6.81144499e-01  4.20842819e-03 -5.25958645e-04 
 2.83706968e-05  1.80000000e+00  8.14985799e-01  6.33236522e-01  6.81676537e-01  4.21337656e-03 -5.02945946e-04 
 2.83906968e-05  1.80000000e+00  8.55268458e-01  6.32887199e-01  6.82298957e-01  4.23205803e-03 -4.86253292e-04 
 2.84106968e-05  1.80000000e+00  8.98072606e-01  6.32514673e-01  6.82842617e-01  4.25456696e-03 -4.77315808e-04 
 2.84306968e-05  1.80000000e+00  9.39500266e-01  6.32198928e-01  6.83279046e-01  4.27372169e-03 -4.76896234e-04 
 2.84506968e-05  1.80000000e+00  9.75393594e-01  6.31967938e-01  6.83573758e-01  4.28891572e-03 -4.85400019e-04 
 2.84706968e-05  1.80000000e+00  9.89349340e-01  6.31887691e-01  6.83537645e-01  4.29613161e-03 -5.04093105e-04 
 2.84906968e-05  1.80000000e+00  9.54766968e-01  6.32098561e-01  6.82889146e-01  4.28903781e-03 -5.27324862e-04 
 2.85106968e-05  1.80000000e+00  8.78156692e-01  6.32614947e-01  6.81838328e-01  4.26176071e-03 -5.44287961e-04 
 2.85306968e-05  1.80000000e+00  8.10479872e-01  6.33153838e-01  6.81112654e-01  4.22825204e-03 -5.44462389e-04 
 2.85506968e-05  1.80000000e+00  7.90272304e-01  6.33387854e-01  6.81115910e-01  4.20895137e-03 -5.27812937e-04 
 2.85706968e-05  1.80000000e+00  8.12132449e-01  6.33259537e-01  6.81624934e-01  4.21231449e-03 -5.04670188e-04 
 2.85906968e-05  1.80000000e+00  8.51808784e-01  6.32918391e-01  6.82249569e-01  4.23021788e-03 -4.87347778e-04 
 2.86106968e-05  1.80000000e+00  8.94606125e-01  6.32543829e-01  6.82801600e-01  4.25284678e-03 -4.77738807e-04 
 2.86306968e-05  1.80000000e+00  9.36229401e-01  6.32222253e-01  6.83247183e-01  4.27221783e-03 -4.76639422e-04 
 2.86506968e-05  1.80000000e+00  9.72911928e-01  6.31983103e-01  6.83557224e-01  4.28793254e-03 -4.84326049e-04 
 2.86706968e-05  1.80000000e+00  9.89689323e-01  6.31885800e-01  6.83560152e-01  4.29587625e-03 -5.02291648e-04 
 2.86906968e-05  1.80000000e+00  9.59551384e-01  6.32068834e-01  6.82963860e-01  4.29040114e-03 -5.25495282e-04 
 2.87106968e-05  1.80000000e+00  8.84802181e-01  6.32567223e-01  6.81921259e-01  4.26444034e-03 -5.43432646e-04 
 2.87306968e-05  1.80000000e+00  8.14446065e-01  6.33118465e-01  6.81145471e-01  4.23071633e-03 -5.45128708e-04 
 2.87506968e-05  1.80000000e+00  7.90080342e-01  6.33383312e-01  6.81091557e-01  4.20961609e-03 -5.29585122e-04 
 2.87706968e-05  1.80000000e+00  8.09411986e-01  6.33278574e-01  6.81576418e-01  4.21153750e-03 -5.06457137e-04 
 2.87906968e-05  1.80000000e+00  8.48384667e-01  6.32947189e-01  6.82203115e-01  4.22859389e-03 -4.88304538e-04 
 2.88106968e-05  1.80000000e+00  8.91183106e-01  6.32570995e-01  6.82763196e-01  4.25118195e-03 -4.78153911e-04 
 2.88306968e-05  1.80000000e+00  9.33005968e-01  6.32244054e-01  6.83217567e-01  4.27087457e-03 -4.76401796e-04 
 2.88506968e-05  1.80000000e+00  9.70407568e-01  6.31997086e-01  6.83541664e-01  4.28696195e-03 -4.83311880e-04 
 2.88706968e-05  1.80000000e+00  9.89812968e-01  6.31884065e-01  6.83581005e-01  4.29570086e-03 -5.00534792e-04 
 2.88906968e-05  1.80000000e+00  9.64080476e-01  6.32039947e-01  6.83036867e-01  4.29165017e-03 -5.23661100e-04 
 2.89106968e-05  1.80000000e+00  8.91468528e-01  6.32519256e-01  6.82006428e-01  4.26716938e-03 -5.42505429e-04 
 2.89306968e-05  1.80000000e+00  8.18669845e-01  6.33080923e-01  6.81183002e-01  4.23322742e-03 -5.45707573e-04 
 2.89506968e-05  1.80000000e+00  7.90112958e-01  6.33376407e-01  6.81070523e-01  4.21048687e-03 -5.31325399e-04 
 2.89706968e-05  1.80000000e+00  8.06776550e-01  6.33297973e-01  6.81527544e-01  4.21065952e-03 -5.08251504e-04 
 2.89906968e-05  1.80000000e+00  8.44962399e-01  6.32977537e-01  6.82154012e-01  4.22690256e-03 -4.89468968e-04 
 2.90106968e-05  1.80000000e+00  8.87719401e-01  6.32599949e-01  6.82722067e-01  4.24939999e-03 -4.78653919e-04 
 2.90306968e-05  1.80000000e+00  9.29714532e-01  6.32267635e-01  6.83185332e-01  4.26944043e-03 -4.76232886e-04 
 2.90506968e-05  1.80000000e+00  9.67754118e-01  6.32013048e-01  6.83522853e-01  4.28586807e-03 -4.82359109e-04 
 2.90706968e-05  1.80000000e+00  9.89601044e-01  6.31884976e-01  6.83596743e-01  4.29539317e-03 -4.98808984e-04 
 2.90906968e-05  1.80000000e+00  9.68389957e-01  6.32013612e-01  6.83105869e-01  4.29269541e-03 -5.21726631e-04 
 2.91106968e-05  1.80000000e+00  8.98425115e-01  6.32472033e-01  6.82093487e-01  4.26983170e-03 -5.41434840e-04 
 2.91306968e-05  1.80000000e+00  8.23413122e-01  6.33041875e-01  6.81224720e-01  4.23579300e-03 -5.46206946e-04 
 2.91506968e-05  1.80000000e+00  7.90425572e-01  6.33368376e-01  6.81049689e-01  4.21146453e-03 -5.33103222e-04 
 2.91706968e-05  1.80000000e+00  8.04107870e-01  6.33318446e-01  6.81474962e-01  4.20973757e-03 -5.10171421e-04 
 2.91906968e-05  1.80000000e+00  8.41361699e-01  6.33010413e-01  6.82100159e-01  4.22508773e-03 -4.90751553e-04 
 2.92106968e-05  1.80000000e+00  8.84051669e-01  6.32631868e-01  6.82676729e-01  4.24743775e-03 -4.79224989e-04 
 2.92306968e-05  1.80000000e+00  9.26216973e-01  6.32293745e-01  6.83149546e-01  4.26785564e-03 -4.76110256e-04 
 2.92506968e-05  1.80000000e+00  9.64861560e-01  6.32031335e-01  6.83500627e-01  4.28463508e-03 -4.81414616e-04 
 2.92706968e-05  1.80000000e+00  9.89085473e-01  6.31888103e-01  6.83608787e-01  4.29495386e-03 -4.97036569e-04 
 2.92906968e-05  1.80000000e+00  9.72549868e-01  6.31988618e-01  6.83175400e-01  4.29367099e-03 -5.19713498e-04 
 2.93106968e-05  1.80000000e+00  9.05581631e-01  6.32422613e-01  6.82186908e-01  4.27255534e-03 -5.40234324e-04 
