 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  7.308681979083e-01  7.308681979083e-01  5.776441029658e-01  5.388552293377e-01 -8.449289530685e-05 
