 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.02019757e+03 -2.25258330e-01  1.00000000e+00  0.00000000e+00 -2.02019757e+03  2.25258330e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.02019757e+03 -2.30177770e-01  1.00000000e+00  0.00000000e+00 -2.02019757e+03  2.30177770e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.02019757e+03 -2.35181962e-01  1.00000000e+00  2.77555756e-17 -2.02019757e+03  2.35181962e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.02019757e+03 -2.40272747e-01  1.00000000e+00  0.00000000e+00 -2.02019757e+03  2.40272747e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.02019757e+03 -2.45452000e-01  1.00000000e+00 -2.77555756e-17 -2.02019757e+03  2.45452000e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.02019757e+03 -2.50721629e-01  1.00000000e+00  0.00000000e+00 -2.02019757e+03  2.50721629e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.02019757e+03 -2.56083572e-01  1.00000000e+00  5.55111512e-17 -2.02019757e+03  2.56083572e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.02019756e+03 -2.61539806e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.61539806e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.02019756e+03 -2.67092338e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.67092338e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.02019756e+03 -2.72743213e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.72743213e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.02019756e+03 -2.78494511e-01  1.00000000e+00  5.55111512e-17 -2.02019756e+03  2.78494511e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.02019756e+03 -2.84348351e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.84348351e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.02019756e+03 -2.90306888e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.90306888e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.02019756e+03 -2.96372315e-01  1.00000000e+00  0.00000000e+00 -2.02019756e+03  2.96372315e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.02019755e+03 -3.02546866e-01  1.00000000e+00  0.00000000e+00 -2.02019755e+03  3.02546866e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.02019755e+03 -3.08832815e-01  1.00000000e+00  0.00000000e+00 -2.02019755e+03  3.08832815e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.02019755e+03 -3.15232475e-01  1.00000000e+00  0.00000000e+00 -2.02019755e+03  3.15232475e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
