 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.52739322e+03 -3.10202542e-01  1.00000000e+00 -7.85752382e-21 -2.52739322e+03  3.10202542e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.52739322e+03 -3.16912263e-01  1.00000000e+00 -7.72525342e-21 -2.52739322e+03  3.16912263e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.52739322e+03 -3.23738670e-01  1.00000000e+00 -7.59454230e-21 -2.52739322e+03  3.23738670e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.52739322e+03 -3.30684278e-01  1.00000000e+00 -7.46541424e-21 -2.52739322e+03  3.30684278e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.52739322e+03 -3.37751642e-01  1.00000000e+00 -7.33788956e-21 -2.52739322e+03  3.37751642e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.52739321e+03 -3.44943367e-01  1.00000000e+00 -7.21198537e-21 -2.52739321e+03  3.44943367e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.52739321e+03 -3.52262099e-01  1.00000000e+00 -7.08771580e-21 -2.52739321e+03  3.52262099e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.52739321e+03 -3.59710534e-01  1.00000000e+00 -6.96509220e-21 -2.52739321e+03  3.59710534e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.52739321e+03 -3.67291414e-01  1.00000000e+00 -6.84412333e-21 -2.52739321e+03  3.67291414e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.52739321e+03 -3.75007530e-01  1.00000000e+00 -6.72481555e-21 -2.52739321e+03  3.75007530e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.52739320e+03 -3.82861723e-01  1.00000000e+00 -6.60717296e-21 -2.52739320e+03  3.82861723e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.52739320e+03 -3.90856885e-01  1.00000000e+00 -6.49119763e-21 -2.52739320e+03  3.90856885e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.52739320e+03 -3.98995960e-01  1.00000000e+00 -6.37688965e-21 -2.52739320e+03  3.98995960e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.52739320e+03 -4.07281945e-01  1.00000000e+00 -6.26424738e-21 -2.52739320e+03  4.07281945e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.52739319e+03 -4.15717890e-01  1.00000000e+00 -6.15326751e-21 -2.52739319e+03  4.15717890e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.52739319e+03 -4.24306903e-01  1.00000000e+00 -6.04394519e-21 -2.52739319e+03  4.24306903e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.52739319e+03 -4.33052144e-01  1.00000000e+00 -5.93627419e-21 -2.52739319e+03  4.33052144e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.52739318e+03 -4.41956835e-01  1.00000000e+00 -5.83024699e-21 -2.52739318e+03  4.41956835e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.52739318e+03 -4.51024253e-01  1.00000000e+00 -5.72585486e-21 -2.52739318e+03  4.51024253e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.52739318e+03 -4.60257738e-01  1.00000000e+00 -5.62308797e-21 -2.52739318e+03  4.60257738e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.52739317e+03 -4.69660690e-01  1.00000000e+00 -5.52193551e-21 -2.52739317e+03  4.69660690e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.52739317e+03 -4.79236569e-01  1.00000000e+00 -5.42238575e-21 -2.52739317e+03  4.79236569e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.52739317e+03 -4.88988903e-01  1.00000000e+00 -5.32442610e-21 -2.52739317e+03  4.88988903e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.52739316e+03 -4.98921282e-01  1.00000000e+00 -5.22804324e-21 -2.52739316e+03  4.98921282e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.52739316e+03 -5.09037363e-01  1.00000000e+00 -5.13322314e-21 -2.52739316e+03  5.09037363e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.52739316e+03 -5.19340870e-01  1.00000000e+00 -5.03995114e-21 -2.52739316e+03  5.19340870e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
