 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.76680437e+03 -3.41283340e-01  1.00000000e+00 -8.64480961e-21 -2.76680437e+03  3.41283340e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.76680437e+03 -3.48634950e-01  1.00000000e+00 -8.49854547e-21 -2.76680437e+03  3.48634950e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.76680437e+03 -3.56114926e-01  1.00000000e+00 -8.35405238e-21 -2.76680437e+03  3.56114926e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.76680437e+03 -3.63726024e-01  1.00000000e+00 -8.21135310e-21 -2.76680437e+03  3.63726024e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.76680436e+03 -3.71471044e-01  1.00000000e+00 -8.07046683e-21 -2.76680436e+03  3.71471044e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.76680436e+03 -3.79352840e-01  1.00000000e+00 -7.93140938e-21 -2.76680436e+03  3.79352840e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.76680436e+03 -3.87374313e-01  1.00000000e+00 -7.79419349e-21 -2.76680436e+03  3.87374313e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.76680436e+03 -3.95538417e-01  1.00000000e+00 -7.65882898e-21 -2.76680436e+03  3.95538417e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.76680435e+03 -4.03848157e-01  1.00000000e+00 -7.52532297e-21 -2.76680435e+03  4.03848157e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.76680435e+03 -4.12306594e-01  1.00000000e+00 -7.39368010e-21 -2.76680435e+03  4.12306594e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.76680435e+03 -4.20916842e-01  1.00000000e+00 -7.26390267e-21 -2.76680435e+03  4.20916842e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
