 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  6.58036427e-01  2.14453684e-01  7.66995612e-01  7.66995612e-01  1.90343028e-05  1.90343028e-05  1.90343040e-05  1.90343040e-05  3.80686048e-05  3.82140972e-04  3.98228479e-06  3.82140972e-04  3.98228479e-06  3.06710386e-04  7.95274406e-07  3.06710386e-04  7.95274406e-07  6.42097501e-04  1.31866188e-05  7.46873590e-02  7.46873590e-02  8.24352104e-02  8.24352104e-02  9.85943847e-02  4.80686071e-05 
