 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.40000000e-01  0.00000000e+00  3.83567611e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.60000000e-01  0.00000000e+00  3.82599514e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.80000000e-01  0.00000000e+00  3.81573148e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  9.00000000e-01  0.00000000e+00  3.80483169e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  9.20000000e-01  0.00000000e+00  3.79323539e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  9.40000000e-01  0.00000000e+00  3.78087429e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  9.60000000e-01  0.00000000e+00  3.76767075e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  9.80000000e-01  0.00000000e+00  3.75353593e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.00000000e+00  0.00000000e+00  3.73836777e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.02000000e+00  0.00000000e+00  3.72204884e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.04000000e+00  0.00000000e+00  3.70444270e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.06000000e+00  0.00000000e+00  3.68540451e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.08000000e+00  0.00000000e+00  3.66472122e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.10000000e+00  0.00000000e+00  3.64217876e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.12000000e+00  0.00000000e+00  3.61750817e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.14000000e+00  0.00000000e+00  3.59038450e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.16000000e+00  0.00000000e+00  3.56040733e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.18000000e+00  0.00000000e+00  3.52708569e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.20000000e+00  0.00000000e+00  3.48980072e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.22000000e+00  0.00000000e+00  3.44776670e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.24000000e+00  0.00000000e+00  3.39996713e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.26000000e+00  0.00000000e+00  3.34506798e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.28000000e+00  0.00000000e+00  3.28128064e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.30000000e+00  0.00000000e+00  3.20616152e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.32000000e+00  0.00000000e+00  3.11630398e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.34000000e+00  0.00000000e+00  3.00687352e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.36000000e+00  0.00000000e+00  2.87093438e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.38000000e+00  0.00000000e+00  2.69860032e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.40000000e+00  0.00000000e+00  2.47642929e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.42000000e+00  0.00000000e+00  2.18868345e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.44000000e+00  0.00000000e+00  1.82429912e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.46000000e+00  0.00000000e+00  1.39225080e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.48000000e+00  0.00000000e+00  9.31626533e+00 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.50000000e+00  0.00000000e+00  4.89462031e+00 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.52000000e+00  0.00000000e+00  8.86220905e-01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.54000000e+00  0.00000000e+00 -2.71786345e+00 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.56000000e+00  0.00000000e+00 -6.00048210e+00 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.58000000e+00  0.00000000e+00 -9.03085997e+00 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.60000000e+00  0.00000000e+00 -1.18467151e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.62000000e+00  0.00000000e+00 -1.44691323e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.64000000e+00  0.00000000e+00 -1.69093749e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.66000000e+00  0.00000000e+00 -1.91758474e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.68000000e+00  0.00000000e+00 -2.12770897e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.70000000e+00  0.00000000e+00 -2.32227657e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.72000000e+00  0.00000000e+00 -2.50236569e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.74000000e+00  0.00000000e+00 -2.66912631e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.76000000e+00  0.00000000e+00 -2.82373224e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.78000000e+00  0.00000000e+00 -2.96734539e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.80000000e+00  0.00000000e+00 -3.10103665e+01 
