 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  0.00000000e+00  0.00000000e+00  2.52926750e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.00000000e-02  0.00000000e+00  2.87822742e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.00000000e-02  0.00000000e+00  3.17364159e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.00000000e-02  0.00000000e+00  3.40816760e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.00000000e-02  0.00000000e+00  3.58218592e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.00000000e-01  0.00000000e+00  3.70343373e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.20000000e-01  0.00000000e+00  3.78379173e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.40000000e-01  0.00000000e+00  3.83506915e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.60000000e-01  0.00000000e+00  3.86718023e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  1.80000000e-01  0.00000000e+00  3.88709999e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.00000000e-01  0.00000000e+00  3.89924925e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.20000000e-01  0.00000000e+00  3.90659227e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.40000000e-01  0.00000000e+00  3.91091295e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.60000000e-01  0.00000000e+00  3.91323396e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  2.80000000e-01  0.00000000e+00  3.91417038e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  3.00000000e-01  0.00000000e+00  3.91401922e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  3.20000000e-01  0.00000000e+00  3.91294434e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  3.40000000e-01  0.00000000e+00  3.91096654e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  3.60000000e-01  0.00000000e+00  3.90805028e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  3.80000000e-01  0.00000000e+00  3.90415293e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.00000000e-01  0.00000000e+00  3.89919550e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.20000000e-01  0.00000000e+00  3.89321801e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.40000000e-01  0.00000000e+00  3.88639923e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.60000000e-01  0.00000000e+00  3.87921206e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  4.80000000e-01  0.00000000e+00  3.87247608e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  5.00000000e-01  0.00000000e+00  3.86731182e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  5.20000000e-01  0.00000000e+00  3.86488820e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  5.40000000e-01  0.00000000e+00  3.86589874e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  5.60000000e-01  0.00000000e+00  3.87015885e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  5.80000000e-01  0.00000000e+00  3.87653805e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.00000000e-01  0.00000000e+00  3.88333008e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.20000000e-01  0.00000000e+00  3.88895842e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.40000000e-01  0.00000000e+00  3.89239549e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.60000000e-01  0.00000000e+00  3.89325930e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  6.80000000e-01  0.00000000e+00  3.89166305e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  7.00000000e-01  0.00000000e+00  3.88800126e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  7.20000000e-01  0.00000000e+00  3.88276815e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  7.40000000e-01  0.00000000e+00  3.87642530e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  7.60000000e-01  0.00000000e+00  3.86931551e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  7.80000000e-01  0.00000000e+00  3.86163597e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.00000000e-01  0.00000000e+00  3.85346702e+01 
 frequency       vcm_record      vcm_record      gain_db        
 1.00000000e+00  8.20000000e-01  0.00000000e+00  3.84482090e+01 
