 v-sweep         v(vx)           v(nmir)         v(tail)         m1_id           m2_id           m5_id          
-8.30000000e-03  1.48557226e+00  7.65646351e-01  2.16978089e-01  1.94532304e-05  1.86483068e-05  3.81015368e-05 
-8.20000000e-03  1.47757101e+00  7.65670558e-01  2.16953047e-01  1.94456432e-05  1.86555707e-05  3.81012136e-05 
-8.10000000e-03  1.46950163e+00  7.65694401e-01  2.16927758e-01  1.94381730e-05  1.86627146e-05  3.81008871e-05 
-8.00000000e-03  1.46136824e+00  7.65717894e-01  2.16902234e-01  1.94308144e-05  1.86697435e-05  3.81005575e-05 
-7.90000000e-03  1.45317467e+00  7.65741054e-01  2.16876484e-01  1.94235629e-05  1.86766625e-05  3.81002249e-05 
-7.80000000e-03  1.44492450e+00  7.65763894e-01  2.16850517e-01  1.94164140e-05  1.86834760e-05  3.80998894e-05 
-7.70000000e-03  1.43662105e+00  7.65786425e-01  2.16824342e-01  1.94093637e-05  1.86901881e-05  3.80995512e-05 
-7.60000000e-03  1.42826746e+00  7.65808661e-01  2.16797967e-01  1.94024082e-05  1.86968027e-05  3.80992103e-05 
-7.50000000e-03  1.41986665e+00  7.65830612e-01  2.16771400e-01  1.93955441e-05  1.87033233e-05  3.80988668e-05 
-7.40000000e-03  1.41142141e+00  7.65852287e-01  2.16744646e-01  1.93887680e-05  1.87097534e-05  3.80985209e-05 
-7.30000000e-03  1.40293433e+00  7.65873698e-01  2.16717714e-01  1.93820769e-05  1.87160959e-05  3.80981726e-05 
-7.20000000e-03  1.39440727e+00  7.65894848e-01  2.16690605e-01  1.93754692e-05  1.87223534e-05  3.80978219e-05 
-7.10000000e-03  1.38584335e+00  7.65915752e-01  2.16663330e-01  1.93689405e-05  1.87285292e-05  3.80974690e-05 
-7.00000000e-03  1.37724441e+00  7.65936414e-01  2.16635891e-01  1.93624891e-05  1.87346255e-05  3.80971139e-05 
-6.90000000e-03  1.36861253e+00  7.65956842e-01  2.16608294e-01  1.93561126e-05  1.87406446e-05  3.80967566e-05 
-6.80000000e-03  1.35994966e+00  7.65977042e-01  2.16580544e-01  1.93498090e-05  1.87465889e-05  3.80963973e-05 
-6.70000000e-03  1.35125770e+00  7.65997021e-01  2.16552644e-01  1.93435762e-05  1.87524604e-05  3.80960360e-05 
-6.60000000e-03  1.34253843e+00  7.66016785e-01  2.16524598e-01  1.93374123e-05  1.87582610e-05  3.80956726e-05 
-6.50000000e-03  1.33379358e+00  7.66036340e-01  2.16496411e-01  1.93313155e-05  1.87639926e-05  3.80953074e-05 
-6.40000000e-03  1.32502479e+00  7.66055690e-01  2.16468086e-01  1.93252840e-05  1.87696570e-05  3.80949403e-05 
-6.30000000e-03  1.31623365e+00  7.66074841e-01  2.16439626e-01  1.93193163e-05  1.87752558e-05  3.80945714e-05 
-6.20000000e-03  1.30742169e+00  7.66093798e-01  2.16411035e-01  1.93134107e-05  1.87807906e-05  3.80942006e-05 
-6.10000000e-03  1.29859039e+00  7.66112564e-01  2.16382315e-01  1.93075660e-05  1.87862628e-05  3.80938281e-05 
-6.00000000e-03  1.28974117e+00  7.66131145e-01  2.16353470e-01  1.93017807e-05  1.87916740e-05  3.80934539e-05 
-5.90000000e-03  1.28087542e+00  7.66149544e-01  2.16324502e-01  1.92960534e-05  1.87970254e-05  3.80930780e-05 
-5.80000000e-03  1.27199447e+00  7.66167765e-01  2.16295414e-01  1.92903829e-05  1.88023183e-05  3.80927005e-05 
-5.70000000e-03  1.26309963e+00  7.66185812e-01  2.16266208e-01  1.92847681e-05  1.88075539e-05  3.80923213e-05 
-5.60000000e-03  1.25419216e+00  7.66203688e-01  2.16236887e-01  1.92792078e-05  1.88127335e-05  3.80919406e-05 
-5.50000000e-03  1.24527331e+00  7.66221397e-01  2.16207454e-01  1.92737009e-05  1.88178581e-05  3.80915583e-05 
-5.40000000e-03  1.23634426e+00  7.66238943e-01  2.16177909e-01  1.92682463e-05  1.88229288e-05  3.80911744e-05 
-5.30000000e-03  1.22740620e+00  7.66256327e-01  2.16148255e-01  1.92628432e-05  1.88279466e-05  3.80907891e-05 
-5.20000000e-03  1.21846029e+00  7.66273553e-01  2.16118495e-01  1.92574904e-05  1.88329124e-05  3.80904022e-05 
-5.10000000e-03  1.20950764e+00  7.66290624e-01  2.16088630e-01  1.92521873e-05  1.88378273e-05  3.80900139e-05 
-5.00000000e-03  1.20054937e+00  7.66307543e-01  2.16058662e-01  1.92469327e-05  1.88426921e-05  3.80896242e-05 
-4.90000000e-03  1.19158655e+00  7.66324311e-01  2.16028592e-01  1.92417260e-05  1.88475077e-05  3.80892330e-05 
-4.80000000e-03  1.18262026e+00  7.66340932e-01  2.15998423e-01  1.92365663e-05  1.88522748e-05  3.80888404e-05 
-4.70000000e-03  1.17365155e+00  7.66357408e-01  2.15968156e-01  1.92314529e-05  1.88569943e-05  3.80884465e-05 
-4.60000000e-03  1.16468144e+00  7.66373741e-01  2.15937793e-01  1.92263850e-05  1.88616669e-05  3.80880512e-05 
-4.50000000e-03  1.15571096e+00  7.66389934e-01  2.15907334e-01  1.92213619e-05  1.88662933e-05  3.80876546e-05 
