 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  1.116952148979e+00  1.116952148979e+00  6.382836841408e-01  6.337871975218e-01 -2.965383152768e-05 
